object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
bathtub,"['bathroom', 'master bathroom', 'guest bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
bathtubbasin,"['bathroom', 'basement', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
batter,"['kitchen', 'pantry', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,"['drawer', 'garage', 'utility room', 'kitchen', 'office', 'basement', 'living room']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
beacon,"['living room', 'hallway', 'garage', 'office', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
beanbag,"['living room', 'bedroom', 'playroom', 'basement', 'home office']",0.5,0.0,0.5,0.5,0.0,0.25,0.25
beard color gel,"['bathroom', 'bedroom', 'vanity', 'closet', 'medicine cabinet']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
beauty pack,"['bathroom', 'bedroom', 'vanity table', 'dressing room', 'closet']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
bed,"['bedroom', 'guest room', 'master bedroom', ""children's room"", 'dormitory']",1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
bedroom,"['master bedroom', 'guest bedroom', ""children's bedroom"", 'spare room', 'attic', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,"['refrigerator', 'kitchen', 'pantry', 'garage', 'basement']",1.0,1.0,1.0,1.0,0.1,0.1,0.1
beet,"['kitchen', 'refrigerator', 'pantry', 'dining room', 'garden']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
belt,"['bedroom', 'closet', 'wardrobe', 'dresser', 'laundry room']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
beverage,"['refrigerator', 'kitchen counter', 'pantry', 'dining table', 'living room coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
binoculars,"['living room', 'study', 'bedroom', 'closet', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
biscuit,"['kitchen pantry', 'kitchen cabinet', 'countertop', 'dining table', 'snack drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
blanket,"['living room', 'bedroom', 'closet', 'linen closet', 'guest room']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.4,0.4
bleach cleanser,"['laundry room', 'bathroom', 'kitchen', 'cleaning supply closet', 'garage']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
blender,"['kitchen counter', 'kitchen cabinet', 'pantry', 'kitchen island', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
blender jar,"['kitchen counter', 'kitchen cabinet', 'pantry', 'dishwasher', 'kitchen island']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
blind,"['windows', 'living room', 'bedroom', 'kitchen', 'bathroom']",0.5,0.0,0.5833333333333333,0.611111111111111,0.0,0.6666666666666666,0.6666666666666666
blouse,"['closet', 'bedroom', 'laundry room', 'dresser', 'wardrobe']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
board game,"['living room', 'game room', 'family room', 'closet', 'basement', 'attic', 'bedroom']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
boat,"['garage', 'backyard', 'driveway', 'storage shed', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
boater,"['closet', 'entryway', 'bedroom', 'attic', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bolt,"['garage', 'toolbox', 'basement', 'workshop', 'shed', 'utility room', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
book,"['bookshelf', 'living room', 'bedroom', 'study', 'coffee table', 'office', 'nightstand', 'library', 'reading nook', 'storage box']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
bookcase,"['living room', 'study', 'bedroom', 'home office', 'hallway']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
bookend,"['bookshelf', 'living room', 'study', 'office', 'library', 'bedroom']",1.0,1.0,1.0,0.8666666666666667,0.05,0.1,0.15
bookshelf,"['living room', 'study', 'bedroom', 'home office', 'hallway']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
boot,"['entryway', 'closet', 'mudroom', 'garage', 'bedroom']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
booze,"['kitchen', 'bar cart', 'dining room', 'pantry', 'liquor cabinet', 'basement', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,"['kitchen', 'refrigerator', 'pantry', 'dining room', 'bathroom', 'garage', 'living room', 'bedroom']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
bourbon,"['liquor cabinet', 'kitchen counter', 'bar cart', 'pantry', 'dining room sideboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowl,"['kitchen', 'dining room', 'pantry', 'living room', 'cabinet']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
box,"['storage room', 'garage', 'attic', 'basement', 'closet', 'pantry', 'office', 'bedroom', 'living room']",1.0,1.0,1.0,0.8666666666666667,0.058823529411764705,0.11764705882352941,0.17647058823529413
bra,"['bedroom', 'closet', 'dresser', 'laundry room', 'bathroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
brain,"['office', 'study', 'library', 'living room', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandy,"['liquor cabinet', 'kitchen pantry', 'dining room bar cart', 'wine cellar', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bread,"['kitchen counter', 'pantry', 'bread box', 'refrigerator', 'dining table']",0.5,0.0,0.5,0.5,0.0,0.14285714285714285,0.2857142857142857
breakfast,"['kitchen', 'dining room', 'pantry', 'refrigerator', 'breakfast nook']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
broccoli,"['refrigerator', 'kitchen counter', 'pantry', 'freezer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
broiler,"['kitchen', 'pantry', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
broom,"['closet', 'garage', 'laundry room', 'kitchen', 'utility room', 'basement']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
bug,"['kitchen', 'bathroom', 'basement', 'attic', 'garden', 'garage', 'living room', 'bedroom']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
bulb,"['storage room', 'garage', 'utility closet', 'basement', 'kitchen drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bullet,"['bedroom', 'closet', 'garage', 'basement', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bumper,"['garage', 'basement', 'storage room', 'workshop', 'shed']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bun,"['kitchen', 'pantry', 'dining room', 'refrigerator', 'bread box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundt pan,"['kitchen cabinet', 'pantry', 'kitchen drawer', 'storage closet', 'basement storage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bureau,"['bedroom', 'home office', 'living room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
burner,"['kitchen', 'garage', 'basement', 'storage room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
butter dish,"['kitchen counter', 'refrigerator', 'dining table', 'kitchen cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
butterknife,"['kitchen drawer', 'kitchen utensil holder', 'dishwasher', 'dining table', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,"['refrigerator', 'kitchen counter', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabinet,"['kitchen', 'bathroom', 'living room', 'bedroom', 'garage', 'basement', 'laundry room']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
cake mix,"['pantry', 'kitchen cabinet', 'kitchen counter', 'baking supplies drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cake pan,"['kitchen cabinet', 'pantry', 'kitchen drawer', 'kitchen shelf', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
calender,"['kitchen', 'home office', 'living room', 'hallway', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
camera,"['living room', 'bedroom', 'office', 'closet', 'drawer']",1.0,1.0,1.0,0.6875,0.05,0.1,0.2
camper,"['garage', 'driveway', 'backyard', 'storage unit']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
can opener,"['kitchen drawer', 'kitchen countertop', 'pantry', 'kitchen cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
candelabra,"['dining room', 'living room', 'mantelpiece', 'entryway', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
candle,"['living room', 'bedroom', 'bathroom', 'dining room', 'kitchen']",1.0,1.0,1.0,0.75,0.1,0.3,0.4
candle holder,"['living room', 'dining room', 'bedroom', 'kitchen', 'bathroom', 'hallway', 'outdoor patio']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.29411764705882354
candlestick,"['dining table', 'living room mantel', 'sideboard', 'bookshelf', 'bedroom nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
candy,"['kitchen', 'pantry', 'living room', 'dining room', 'office', 'bedroom']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.047619047619047616,0.09523809523809523,0.14285714285714285
candy bar,"['pantry', 'kitchen cabinet', 'refrigerator', 'snack drawer', 'countertop', 'living room table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
canister,"['kitchen', 'pantry', 'garage', 'basement', 'laundry room']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
canteen,"['kitchen', 'dining room', 'pantry', 'garage', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
canvas,"['art studio', 'living room', 'bedroom', 'garage', 'basement', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cap,"['closet', 'bedroom', 'entryway', 'laundry room', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
carburettor,"['garage', 'basement', 'workshop', 'shed', 'storage room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
card,"['wallet', 'desk', 'drawer', 'purse', 'shelf', 'countertop', 'backpack', 'filing cabinet', 'nightstand', 'closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
card game,"['living room', 'game room', 'family room', 'bedroom', 'closet', 'basement', 'attic']",1.0,1.0,1.0,0.7000000000000001,0.058823529411764705,0.058823529411764705,0.17647058823529413
carpeting,"['living room', 'bedroom', 'hallway', 'dining room', 'stairs']",0.5,0.0,0.5,0.5,0.0,0.25,0.25
carrot,"['refrigerator', 'kitchen counter', 'pantry', 'vegetable drawer', 'kitchen table']",1.0,1.0,1.0,1.0,0.25,0.25,0.25
carrying case,"['closet', 'garage', 'bedroom', 'storage room', 'attic']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
case,"['office', 'bedroom', 'living room', 'closet', 'storage room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole dish,"['kitchen cabinet', 'kitchen pantry', 'kitchen counter', 'dining room hutch', 'oven drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cauliflower,"['refrigerator', 'kitchen counter', 'pantry', 'kitchen table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cd,"['living room', 'bedroom', 'office', 'entertainment center', 'storage box']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
celery,"['refrigerator', 'kitchen counter', 'pantry']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
cellar,"['basement', 'storage room', 'wine cellar', 'utility room', 'pantry']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
cellphone,"['living room', 'bedroom', 'kitchen', 'office', 'hallway']",1.0,1.0,1.0,1.0,0.25,0.75,0.75
centerpiece,"['dining table', 'coffee table', 'kitchen island', 'mantel', 'sideboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereal,"['pantry', 'kitchen cabinet', 'kitchen counter', 'dining table', 'refrigerator']",1.0,1.0,1.0,1.0,0.045454545454545456,0.045454545454545456,0.045454545454545456
chain,"['garage', 'basement', 'shed', 'toolbox', 'attic']",1.0,1.0,1.0,1.0,0.05,0.05,0.05
chair,"['dining room', 'living room', 'kitchen', 'office', 'bedroom', 'patio', 'basement', 'garage']",0.5,0.0,0.5833333333333333,0.611111111111111,0.0,0.6666666666666666,0.6666666666666666
chalk,"['home office', ""children's playroom"", 'garage', 'art studio', 'classroom area', 'kitchen drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chalkboard,"['kitchen', 'home office', ""children's playroom"", 'garage', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
check,"['desk', 'kitchen counter', 'office', 'wallet', 'drawer']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
cheese,"['refrigerator', 'kitchen counter', 'pantry', 'dining table']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
chesterfield,"['living room', 'family room', 'den', 'study', 'home office']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
chicken,"['refrigerator', 'freezer', 'kitchen counter', 'pantry']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
chickpea,"['pantry', 'kitchen cabinet', 'kitchen counter', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,"['dining room', 'kitchen', 'china cabinet', 'display cabinet', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chip,"['kitchen', 'pantry', 'living room', 'dining room', 'snack drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate,"['kitchen pantry', 'refrigerator', 'kitchen cabinet', 'living room', 'dining room']",0.25,0.0,0.0,0.125,0.0,0.0,0.1111111111111111
chocolate box,"['kitchen pantry', 'living room coffee table', 'kitchen counter', 'dining room sideboard', 'bedroom nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate milk pods,"['pantry', 'kitchen cabinet', 'refrigerator', 'countertop', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate powder,"['kitchen pantry', 'kitchen cabinet', 'kitchen countertop', 'refrigerator', 'dining room shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chopping board,"['kitchen counter', 'kitchen cabinet', 'kitchen drawer', 'pantry', 'dishwasher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cinnamon,"['kitchen pantry', 'spice rack', 'kitchen cabinet', 'countertop', 'baking supplies drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clamp,"['garage', 'workshop', 'basement', 'tool shed', 'utility room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
clay,"['art studio', 'craft room', 'garage', 'basement', ""children's playroom"", 'kitchen', 'living room']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
clipboard,"['home office', 'kitchen', 'living room', 'bedroom', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clock,"['living room', 'kitchen', 'bedroom', 'hallway', 'office']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
closet,"['bedroom', 'hallway', 'entryway', 'bathroom', 'laundry room']",1.0,1.0,1.0,1.0,0.25,0.25,0.25
cloth,"['laundry room', 'bathroom', 'kitchen', 'closet', 'cleaning supply area', 'garage']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
clothing,"['bedroom', 'closet', 'laundry room', 'dresser', 'bathroom', 'hamper']",0.5,0.0,0.5,0.5,0.0,0.125,0.125
coaster,"['living room', 'dining room', 'kitchen', 'home office', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coat,"['coat rack', 'closet', 'entryway', 'bedroom', 'hallway']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
coating,"['kitchen', 'garage', 'basement', 'utility room', 'workshop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockpit,"['garage', 'basement', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee,"['kitchen', 'pantry', 'dining room', 'office', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee beans,"['kitchen pantry', 'kitchen cabinet', 'countertop', 'refrigerator', 'coffee station']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee pods,"['kitchen counter', 'pantry', 'kitchen cabinet', 'coffee station', 'drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeemachine,"['kitchen counter', 'pantry', 'dining room', 'office', 'break room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeemaker,"['kitchen counter', 'pantry', 'dining room', 'office', 'garage']",0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.058823529411764705,0.11764705882352941
coffeetable,"['living room', 'family room', 'den', 'lounge', 'sitting room']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
coil,"['garage', 'basement', 'workshop', 'utility room', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coke,"['refrigerator', 'pantry', 'kitchen counter', 'dining table', 'garage', 'living room', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cola,"['refrigerator', 'pantry', 'kitchen counter', 'dining table', 'garage', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
collage,"['living room', 'bedroom', 'hallway', 'home office', 'dining room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
colored wood blocks,"['playroom', ""children's bedroom"", 'living room', 'toy storage area', 'nursery']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
column,"['living room', 'porch', 'garden', 'entryway', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,"['bathroom', 'bedroom', 'vanity', 'dresser', 'purse', 'backpack']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
comfort,"['living room', 'bedroom', 'family room', 'den', 'home office']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
compass,"['desk', 'office', 'drawer', 'backpack', 'garage', 'study room', 'toolbox']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
compote,"['kitchen', 'dining room', 'pantry', 'living room', 'china cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer,"['office', 'bedroom', 'living room', 'study', 'den']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
condiment,"['kitchen', 'pantry', 'dining room', 'refrigerator', 'cupboard']",1.0,1.0,1.0,1.0,0.047619047619047616,0.14285714285714285,0.19047619047619047
condom,"['bedroom', 'bathroom', 'nightstand', 'dresser drawer', 'wallet']",1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5
conserve,"['pantry', 'kitchen cabinet', 'refrigerator', 'basement storage', 'garage shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
container,"['kitchen', 'pantry', 'garage', 'bathroom', 'basement', 'attic', 'laundry room', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
contraceptive,"['bedroom', 'bathroom', 'nightstand', 'medicine cabinet', 'dresser drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookbook,"['kitchen', 'dining room', 'living room', 'home office', 'bookshelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookie,"['kitchen', 'pantry', 'dining room', 'living room', 'office', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooky,"['kitchen', 'pantry', 'dining room', 'living room', 'office', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooler,"['garage', 'basement', 'kitchen', 'pantry', 'backyard', 'storage room']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
copyholder,"['home office', 'study room', 'living room', 'bedroom', 'library']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cord,"['garage', 'office', 'living room', 'basement', 'utility room', 'bedroom', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coronet,"['display cabinet', 'bedroom dresser', 'closet', 'attic', 'storage box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosmetic,"['bathroom', 'bedroom', 'vanity', 'dressing table', 'purse', 'closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
couch,"['living room', 'family room', 'den', 'basement', 'home office']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.125,0.125
countertop,"['kitchen', 'bathroom', 'laundry room', 'garage', 'workshop']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
cracker,"['pantry', 'kitchen cabinet', 'kitchen counter', 'dining table', 'snack drawer']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
cracker box,"['pantry', 'kitchen cabinet', 'kitchen counter', 'dining room table', 'snack drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crate,"['garage', 'basement', 'attic', 'storage room', 'shed']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crayon,"[""children's room"", 'living room', 'playroom', 'art room', 'kitchen drawer', 'classroom', 'office desk']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.1111111111111111,0.1111111111111111
creditcard,"['wallet', 'purse', 'desk drawer', 'bedside table', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crisp,"['pantry', 'kitchen cabinet', 'kitchen counter', 'snack drawer', 'living room', 'dining room', 'office desk', 'backpack', 'car.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowbar,"['garage', 'basement', 'tool shed', 'utility room', 'workshop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube storage box,"['living room', 'bedroom', 'closet', 'playroom', 'office', 'basement']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
cubicle,"['office', 'study', 'basement', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cup,"['kitchen', 'dining room', 'living room', 'pantry', 'office', 'bedroom']",1.0,1.0,1.0,1.0,0.043478260869565216,0.13043478260869565,0.13043478260869565
cupcake,"['kitchen', 'dining room', 'pantry', 'refrigerator', 'bakery box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
curtain,"['living room', 'bedroom', 'dining room', 'kitchen', 'bathroom']",1.0,1.0,1.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666
cushion,"['sofa', 'bed', 'armchair', 'living room floor', 'storage closet']",1.0,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555
custard,"['refrigerator', 'pantry', 'kitchen counter', 'dining table']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
