object,correct_location,predicted_location,location_choices,correct_prediction
backpack,storage room,children's room,"['barrel', 'loungeroom', 'pantry', 'storage room', ""children's room""]",False
bacon,oven,oven,"['art classroom', 'butt', 'classroom', 'oven', 'briefcase']",True
balancing cactus,television room,television room,"['small room', 'television room', 'pocket', 'locker', 'small room']",True
ball,sack,sack,"['sack', 'bathtub', 'motorbike', 'ambulance', 'truck']",True
balustrade,grand ballroom,grand ballroom,"['grand ballroom', 'motel room', 'classroom', 'storage room', 'camp']",True
banana,closet,plate,"['small room', 'closet', 'bathroom drawer', 'plate', 'castle']",False
bar,oven,stand,"['stand', 'side of the room', 'oven', 'backyard', 'bookshelf']",False
baseball,lobby,court,"['livingroom', 'glass', 'lobby', 'band room', 'court']",False
baseballbat,bedroom,den,"['sink', 'den', 'bedroom', 'hive', 'container']",False
basil,garden,garden,"['bunk', 'bicycle', 'garden', 'quiver', 'jar']",True
basketball,bedroom,bedroom,"['mailbox', 'card room', 'jacket', 'cabinet', 'bedroom']",True
bat,attic,different room,"['different room', 'attic', 'range', 'carton', 'butt']",False
bath sheet,bedroom,shelf,"['shelf', 'bedroom', 'tea room', 'broom closet', 'vault']",False
bathtub,bathroom,bathroom,"['dresser', 'separate room', 'bathroom', 'shoe', 'fridge']",True
bathtubbasin,bathroom,bathroom,"['tin', 'barrel', 'bathroom', 'nest', 'package']",True
batter,box,freezer,"['can', 'box', 'livingroom', 'freezer', 'place']",False
battery,childs room,plate,"['backyard', 'bus', 'childs room', 'floor', 'plate']",False
beacon,range,utility room,"['tin', 'loft', 'cruet', 'range', 'utility room']",False
beanbag,child's bedroom,child's bedroom,"['hatbox', 'chest', 'briefcase', ""child's bedroom"", 'barrel']",True
beard color gel,utility room,study,"['tin', 'deck', 'study', 'utility room', ' middle of the room']",False
beauty pack,utility room,utility room,"['backyard', 'palace', 'utility room', 'study', 'house']",True
bed,bedroom,bedroom,"['bedroom', 'pod', 'dishwasher', 'bedroom drawer', 'packet']",True
bedroom,dwelling,dwelling,"['refrigerator', 'dwelling', 'sack', 'class room', 'range']",True
beer,can,can,"['engine', 'engine', 'most rooms', 'sofa', 'can']",True
beet,can,container,"['loungeroom', 'can', 'toaster', 'container', 'foyer']",False
belt,closet,closet,"['closet', 'hall', 'most rooms', 'jacket', 'childs room']",True
beverage,bottle,dining room,"[""prostitute's bedroom"", 'case', 'bottle', 'parlor', 'dining room']",False
binoculars,suitcase,shelf,"['suitcase', 'shelf', 'kitchen or bathroom', 'quiver', 'belfry']",False
biscuit,oven,children's room,"['oven', 'mansion', 'stove', ""children's room"", 'dumpster']",False
blanket,closet,closet,"['dimly lit room', 'wallet', 'toolbox', 'hive', 'closet']",True
bleach cleanser,bathroom,bathroom,"['jar', 'attic', ""children's room"", 'motel room', 'bathroom']",True
blender,kitchen,kitchen,"['kitchen', 'wardrobe', 'living rooms', 'hotel room', 'package']",True
blender jar,garage,pantry,"['garage', 'sack', 'pitcher', 'bar', 'pantry']",False
blind,bedroom,bedroom,"['palace', 'beehive', 'bed', 'briefcase', 'bedroom']",True
blouse,suitcase,locker,"['tea room', 'butt', 'locker', 'suitcase', 'bowl']",False
board game,childs room,furniture,"['different room', 'bed', 'childs room', 'most rooms', 'furniture']",False
boat,bay,bay,"['quiver', 'every bedroom', 'pantry', 'bay', ""men's restroom""]",True
boater,boat,boat,"['boat', 'place', 'dining room', ""person's living room"", 'stand']",True
bolt,jar,jar,"['package', 'bundle', 'garbage', 'den', 'jar']",True
book,living room,living room,"['living room', 'locker', 'aquarium', 'bike', 'garden']",True
bookcase,den,bookshelf,"['den', 'hospital drug storeroom', 'nest', 'pot', 'bookshelf']",False
bookend,utility room,every bedroom,"['every bedroom', 'glass', 'utility room', 'bathroom drawer', 'larder']",False
bookshelf,bedroom,bedroom,"['toaster', 'bedroom', 'hamper', 'boot', 'teapot']",True
boot,living room,living room,"['belfry', 'floor', 'living room', 'one room flat', 'tin']",True
booze,bar,bar,"['hall', 'mailbox', 'hive', 'bar', 'small room']",True
bottle,kitchen,kitchen,"['dumpster', 'kitchen', 'waiting room', 'briefcase', 'floor']",True
bourbon,barrel,barrel,"['tin', 'sofa', 'bathtub', 'card room', 'barrel']",True
bowl,kitchen,kitchen,"['kitchen', 'locker', 'backyard', 'grand ballroom', 'packet']",True
box,bedroom,drawer,"['bath', 'drawer', 'bottle', 'anor room', 'bedroom']",False
bra,drawer,drawer,"['pot', 'drawer', 'cat', 'bath', 'guest room']",True
brain,head,head,"['bowl', 'every bedroom', 'keg', 'head', 'beehive']",True
brandy,bar,bar,"['bar', 'tank', 'waiting room', 'microwave', 'grand ballroom']",True
bread,kitchen,kitchen,"['closet', 'kitchen', 'dining room', 'corridor', 'machine']",True
breakfast,table,table,"['garbage', 'parlor', 'machine', 'table', 'childs room']",True
broccoli,oven,packet,"['truck', 'packet', 'most rooms', 'oven', 'tin']",False
broiler,oven,oven,"['oven', 'pot', 'broom closet', 'cellar', 'motorbike']",True
broom,cabinet,cabinet,"['cabinet', 'butt', 'one of the classrooms', 'den', 'schoolroom']",True
bug,garden,garden,"['broom closet', 'childs room', 'cup', 'card room', 'garden']",True
bulb,lamp,lamp,"['lounge', 'different room', 'lamp', 'cabin', 'sink']",True
bullet,barrel,storage room,"['hotel room', 'barrel', 'bike', 'briefcase', 'storage room']",False
bumper,car,car,"['attic', 'home office', 'ir rooms', 'car', 'loft']",True
bun,breadbox,breadbox,"['beehive', 'tank', 'well', 'breadbox', ""child's bedroom""]",True
bundt pan,living room,art classroom,"['wallet', 'living room', 'bicycle', 'art classroom', 'vault']",False
bureau,bedroom,bedroom,"['bedroom', 'tea room', 'sofa', 'camp', 'box']",True
burner,oven,kitchen,"['kitchen', 'chest', 'laundry room', 'dumpster', 'oven']",False
butter dish,garage,cellar,"['garage', 'cellar', ""cash's room"", 'bunk', 'trunk']",False
butterknife,kitchen,kitchen,"['tank', 'kitchen', 'can', 'shelf', 'suitcase']",True
cabbage,plate,plate,"['boot', 'bathroom drawer', 'card room', 'plate', 'pocket']",True
cabinet,bathroom,child's room,"['backyard', 'bay', 'bathroom', 'grand ballroom', ""child's room""]",False
cake mix,lobby,pantry,"['lobby', 'chest', 'laundry room', 'microwave', 'pantry']",False
cake pan,childs room,person's living room,"[""person's living room"", 'truck', 'childs room', 'hamper', 'pot']",False
calender,desk,desk,"['broom closet', 'cruet', 'sofa', 'master bedroom', 'desk']",True
camera,dining room,art classroom,"['art classroom', 'dining room', 'tank', 'sedan', 'press']",False
camper,bunk,bay,"['bay', 'pod', 'packet', 'one of the classrooms', 'bunk']",False
can opener,living room,motel room,"['ambulance', 'library', 'cabin', 'motel room', 'living room']",False
candelabra,table,table,"['basement', 'bar', 'table', 'stove', 'anor room']",True
candle,living room,living room,"['belfry', 'washer', 'box', 'stove', 'living room']",True
candle holder,corridor,bathroom or kitchen,"['tank', 'castle', 'bathroom or kitchen', 'mansion', 'corridor']",False
candlestick,table,table,"['basement', 'lamp', 'dresser', 'art classroom', 'table']",True
candy,lobby,packet,"['dwelling', 'packet', 'lobby', 'chamber', 'boot']",False
candy bar,garage,classroom,"['garage', 'classroom', 'glass', 'belfry', 'shell']",False
canister,utility room,utility room,"['utility room', ""child's bedroom"", 'deck', 'toolbox', 'nest']",True
canteen,backpack,backpack,"['carton', 'backpack', 'court', 'bike', 'schoolroom']",True
canvas,art classroom,art classroom,"['keg', 'art classroom', 'keg', 'bike', 'home']",True
cap,suitcase,suitcase,"['glass', 'orchestra', 'grand ballroom', 'suitcase', 'apartment']",True
carburettor,car,car,"['cubicle', 'wardrobe', 'car', 'furniture', 'sedan']",True
card,box,purse,"['box', 'study', 'cabin', 'purse', 'closet']",False
card game,playroom,playroom,"[""child's room"", 'playroom', 'ambulance', ""teenager's bedroom"", 'side of the room']",True
carpeting,house,house,"['closet', 'container', 'house', 'engine', 'larder']",True
carrot,fridge,fridge,"['fridge', 'sink', 'hall', 'cradle', 'butt']",True
carrying case,kitchen,dormroom,"['kitchen', 'dormroom', 'handbag', 'belfry', 'wardrobe']",False
case,trunk,trunk,"['bathroom and kitchen', 'separate room', 'bright room', 'trunk', 'dishwasher']",True
casserole dish,television room,case,"['nest', 'one of the classrooms', 'television room', 'case', 'floor']",False
cauliflower,oven,oven,"['small room', 'wallet', 'boot', 'living rooms', 'oven']",True
cd,bedroom,bedroom,"['shaker', 'bedroom', 'corridor', 'deck', 'place']",True
celery,refrigerator,refrigerator,"['refrigerator', 'pan', 'lobby', 'engine', 'numerous modern washrooms']",True
cellar,basement,basement,"['drawer', ""person's living room"", 'room of the house', 'dresser', 'basement']",True
cellphone,living room,living room,"['bank', 'machine', 'guest room', 'living room', 'basket']",True
centerpiece,table,table,"['briefcase', 'suitcase', 'table', 'trunk', 'schoolroom']",True
cereal,living room,desk,"['desk', 'pan', 'living room', 'laundry room', 'livingroom']",False
chain,dining room,chest,"['dining room', 'livin room', 'art classroom', 'chest', 'sedan']",False
chair,living room,living room,"['castle', 'living room', 'storage room', 'dimly lit room', ""men's restroom""]",True
chalk,classroom,classroom,"['classroom', 'tank', 'bathroom cabinet', 'plate', 'carton']",True
chalkboard,classroom,classroom,"['classroom', 'garage', 'larder', 'family room', 'bathroom drawer']",True
check,bank,bank,"['lounge', 'freezer', 'bank', 'bay', ""prostitute's bedroom""]",True
cheese,fridge,fridge,"['press', 'living room', 'fridge', 'freezer', 'music room']",True
chesterfield,living room,living room,"['plate', 'stove', 'belfry', 'television room', 'living room']",True
chicken,freezer,freezer,"['camp', 'freezer', 'tea room', ""child's room"", 'family room']",True
chickpea,oven,basket,"['every bedroom', 'stand', 'oven', 'basket', 'hatbox']",False
china,cabinet,cabinet,"['freezer', 'cabinet', 'bay', 'bath', 'table']",True
chip,pot,card room,"['deck', 'card room', 'bed', 'pot', 'hamper']",False
chocolate,childs room,container,"['safe', 'art classroom', 'childs room', 'hospital drug storeroom', 'container']",False
chocolate box,exercise room,dresser,"['automobile', 'dresser', 'apartment', 'bookshelf', 'exercise room']",False
chocolate milk pods,kitchen,kitchen,"['kitchen', 'dungeon', 'bathroom or kitchen', ""men's restroom"", 'music room']",True
chocolate powder,playroom,refrigerator,"['playroom', 'nest', 'garbage', 'refrigerator', 'chest']",False
chopping board,television room,counter,"['counter', 'television room', 'toolbox', 'hall', 'truck']",False
cinnamon,kitchen,kitchen,"['kitchen', 'purse', 'art classroom', 'bathroom drawer', 'dresser']",True
clamp,lobby,apartment,"['waiting room', 'camp', 'apartment', 'lobby', 'freezer']",False
clay,storage room,storage room,"['bank', 'ballroom', 'attic', 'toolbox', 'storage room']",True
clipboard,desk,art classroom,"['jar', 'art classroom', 'desk', 'wardrobe', 'cabinet']",False
clock,television room,television room,"['oven', 'head', 'television room', 'bar', 'shaker']",True
closet,apartment,apartment,"['bright room', 'garbage', 'apartment', 'oven', 'boat']",True
cloth,bathroom,one room flat,"['bathroom', 'music room', 'well', 'schoolroom', 'one room flat']",False
clothing,house,child's bedroom,"['jar', 'hatbox', 'house', ""child's bedroom"", 'broom closet']",False
coaster,table,table,"[""child's bedroom"", 'bathroom cabinet', 'table', 'every bedroom', 'bathroom']",True
coat,closet,closet,"['closet', 'stand', 'jacket', 'room of the house', 'motel room']",True
coating,range,furniture,"['range', 'dumpster', 'bath', 'furniture', 'garbage']",False
cockpit,head,different room,"['different room', 'head', 'camp', 'butt', 'camp']",False
coffee,pot,pot,"['pot', 'cat', 'bike', 'broom closet', 'side of the room']",True
coffee beans,exercise room,bar,"['ballroom', 'one of the classrooms', 'exercise room', 'beehive', 'bar']",False
coffee pods,closet,shelf,"['guest room', 'toaster', 'camp', 'closet', 'shelf']",False
coffeemachine,kitchen,kitchen,"['pantry', 'most rooms', 'basket', 'kitchen', 'box']",True
coffeemaker,exercise room,prostitute's bedroom,"['pod', ""prostitute's bedroom"", 'exercise room', 'sofa', 'delivery room']",False
coffeetable,living room,living room,"['mansion', 'range', 'living room', 'truck', 'plate']",True
coil,machine,machine,"['utility room', 'machine', 'boot', 'washer', 'spoon']",True
coke,can,fridge,"['shell', 'can', 'fridge', 'bag', 'pot']",False
cola,fridge,fridge,"[""men's restroom"", 'loft', 'fridge', 'home', 'sink']",True
collage,one of the classrooms,one of the classrooms,"['every bedroom', 'basket', 'bank', 'one of the classrooms', 'cruet']",True
colored wood blocks,bedroom,lamp,"['living rooms', 'bedroom', 'boot', 'bookshelf', 'lamp']",False
column,table,chamber,"['home', 'table', 'head', 'numerous modern washrooms', 'chamber']",False
comb,hive,kitchen,"['larder', 'cellar', 'carton', 'hive', 'kitchen']",False
comfort,bed,bed,"['class room', 'bed', 'range', 'palace', 'quiver']",True
compass,cabinet,class room,"['orchestra', 'class room', 'cabinet', 'box', 'bar']",False
compote,jar,jar,"['jar', 'case', 'car', 'hamper', 'palace']",True
computer,table,table,"['dumpster', 'table', 'master bedroom', 'butt', 'bathroom and kitchen']",True
condiment,closet,larder,"['jar', 'closet', 'attic', 'boot', 'larder']",False
condom,bathroom,bathroom,"['basket', 'table', 'dining room', 'bathroom', 'beehive']",True
conserve,jar,jar,"['study', 'plate', 'class room', 'jar', 'breadbox']",True
container,car,art classroom,"['trunk', 'car', 'art classroom', 'engine', 'house']",False
contraceptive,drawer,drawer,"['separate room', 'bag', 'den', 'different room', 'drawer']",True
cookbook,shelf,shelf,"['shelf', 'packet', 'motorbike', 'garage', 'bottle']",True
cookie,oven,storage room,"['oven', 'bookshelf', 'washer', 'storage room', 'jacket']",False
cooky,container,container,"['class room', 'barrel', 'backpack', 'side of the room', 'container']",True
cooler,kitchen,kitchen,"['wallet', ""cash's room"", 'grand ballroom', 'kitchen', 'different room']",True
copyholder,desk,desk,"['loft', 'childs room', 'wardrobe', 'desk', ""teenager's bedroom""]",True
cord,backpack,backpack,"['bathroom', 'one of the classrooms', 'backpack', 'package', 'guest room']",True
coronet,cabinet,cabinet,"['cabinet', 'bay', 'tin', 'place', 'small room']",True
cosmetic,drawer,drawer,"['boat', 'drawer', 'quiver', 'home', 'home']",True
couch,house,most rooms,"['basket', 'truck', 'most rooms', 'house', 'shoe']",False
countertop,bathroom,bathroom,"['playroom', 'packet', 'wardrobe', 'loft', 'bathroom']",True
cracker,breadbox,breadbox,"['hive', 'bright room', 'breadbox', 'most rooms', 'well']",True
cracker box,closet,closet,"['closet', 'music room', 'bag', 'motorbike', 'pitcher']",True
crate,kitchen,playroom,"['kitchen', 'chamber', 'playroom', 'living rooms', 'tin']",False
crayon,utility room,kitchen or bathroom,"['utility room', 'briefcase', 'kitchen or bathroom', 'larder', 'orchestra']",False
creditcard,living room,briefcase,"['briefcase', 'living room', 'quiver', 'sedan', 'attic']",False
crisp,table,table,"['bath', 'packet', 'table', 'cabinet', 'parlor']",True
crowbar,cabinet,cabinet,"['cabinet', 'room', 'package', 'class room', 'house']",True
cube storage box,lobby,kitchen or bathroom,"['freezer', ' middle of the room', 'kitchen or bathroom', 'dungeon', 'lobby']",False
cubicle,bank,bank,"['room of the house', 'livin room', 'bank', 'board', 'bathtub']",True
cup,kitchen,kitchen,"['jacket', 'breadbox', 'family room', 'oven', 'kitchen']",True
cupcake,oven,room,"['card room', 'oven', 'room', 'dresser', 'guest room']",False
curtain,living room,living room,"['living room', 'laundry room', 'jacket', 'range', 'bowl']",True
cushion,closet,study,"['closet', 'every room', 'freezer', 'briefcase', 'study']",False
custard,refrigerator,refrigerator,"[""child's bedroom"", 'bus', 'house', 'refrigerator', 'head']",True
cutlery,table,table,"['broom closet', 'hospital drug storeroom', 'card room', 'table', 'locker']",True
damper,attic,attic,"[' middle of the room', 'microwave', 'dimly lit room', 'head', 'attic']",True
dashboard,car,automobile,"['automobile', 'storage room', 'press', 'car', 'larder']",False
decanter,bar,bar,"['hospital drug storeroom', 'bar', 'lobby', 'hall', 'court']",True
deck,backyard,backyard,"['trap', 'suitcase', 'backyard', 'cabinet', 'one of the classrooms']",True
design,plate,hall,"['storage room', 'machine', 'hall', 'plate', 'castle']",False
desk,bedroom,cabin,"['desk', 'hive', 'bedroom', 'tin', 'cabin']",False
desk caddy,storage room,bright room,"['bright room', 'master bedroom', 'microwave', 'storage room', 'sack']",False
desklamp,living room,teenager's bedroom,"['hospital drug storeroom', ""teenager's bedroom"", 'one room flat', 'living room', 'parlor']",False
desktop,bedroom,bedroom,"['cruet', 'court', 'hospital drug storeroom', 'bedroom', 'floor']",True
dessert,refrigerator,refrigerator,"['refrigerator', 'teapot', 'cubicle', 'hall', 'bag']",True
diaper pack,exercise room,home,"['lamp', 'pantry', 'exercise room', 'home', 'library']",False
diary,desk,desk,"['kitchen or bathroom', 'foyer', 'desk', 'floor', ' middle of the room']",True
dictionary,table,table,"['room of the house', 'table', 'larder', 'cruet', 'quiver']",True
dietary supplement,living room,living room,"['furniture', 'bunk', 'packet', 'board', 'living room']",True
dime,purse,pocket,"['vault', 'pocket', 'purse', 'box', 'bathroom']",False
diningtable,kitchen,kitchen,"['packet', 'master bedroom', 'wallet', 'laundry room', 'kitchen']",True
dinner,table,table,"['wallet', 'television room', 'table', 'sack', 'room']",True
dish,apartment,home,"['apartment', 'trap', 'pot', 'keg', 'home']",False
dish drainer,television room,bunk,"['purse', 'pan', 'television room', 'case', 'bunk']",False
dishsponge,bathroom,bathroom,"['jar', 'study', 'court', 'bathroom', 'oven']",True
dishtowel,television room,family room,"['television room', ""men's restroom"", 'fridge', 'sack', 'family room']",False
dishwasher,kitchen,kitchen,"['kitchen', 'breadbox', 'jar', 'dresser', 'pan']",True
dispensing closure,bedroom,bathroom cabinet,"['guest room', 'lamp', 'bathroom cabinet', 'bedroom', 'library']",False
document,suitcase,case,"['suitcase', 'art classroom', 'case', 'every bedroom', 'backyard']",False
dog bowl,home office,den,"['den', 'microwave', 'beehive', 'table', 'home office']",False
dog chew toy,kitchen,kitchen,"['fridge', 'suitcase', 'pot', 'locker', 'kitchen']",True
dogbed,bedroom,bedroom,"['anor room', 'numerous modern washrooms', 'bedroom', 'card room', 'delivery room']",True
dollhouse toy,home office,backpack,"['toolbox', 'bath', 'home office', 'truck', 'backpack']",False
donut,home office,jar,"['room of the house', 'jar', 'home office', 'backpack', 'hive']",False
door,room,room,"['shoe', 'bank', 'room', 'head', 'quiver']",True
doughnut,fridge,fridge,"['machine', 'bathroom or kitchen', 'boat', 'larder', 'fridge']",True
drawer,kitchen,kitchen,"['apartment', 'bathroom and kitchen', 'kitchen', ""person's living room"", 'bicycle']",True
dress,closet,closet,"['closet', 'bank', 'waiting room', 'childs room', 'chamber']",True
dresser,bedroom,bedroom,"['orchestra', ""person's living room"", 'bedroom', 'cellar', 'bundle']",True
dressing,refrigerator,laundry room,"['aquarium', 'safe', 'lounge', 'refrigerator', 'laundry room']",False
drill,toolbox,toolbox,"['small room', 'toolbox', 'hatbox', 'truck', 'case']",True
drink,can,can,"['schoolroom', 'garage', 'can', 'hive', 'package']",True
drink coaster,garage,counter,"['bookshelf', ""teenager's bedroom"", 'garage', 'shelf', 'counter']",False
driveway,car,car,"['packet', 'closet', 'bright room', 'independent room', 'car']",True
drum,child's room,child's room,"['hospital drug storeroom', 'oven', 'bathroom drawer', 'broom closet', ""child's room""]",True
dryer,basement,basement,"['basement', 'bath', 'dresser', 'bright room', 'foyer']",True
duck,oven,oven,"['oven', 'shoe', 'cruet', 'sink', 'lobby']",True
duct,attic,attic,"['bowl', 'backyard', 'attic', 'small room', 'case']",True
duct tape,childs room,suitcase,"['childs room', 'ir rooms', 'suitcase', ""prostitute's bedroom"", 'nest']",False
dumbbell,bedroom,bedroom,"['dormroom', 'garbage', 'bedroom', 'den', 'pan']",True
dumbbell rack,television room,television room,"['master bedroom', 'microwave', 'tank', 'trunk', 'television room']",True
dungeon,basement,basement,"['motorbike', 'basement', 'can', 'locker', 'mansion']",True
dustbin,kitchen,kitchen,"['bar', 'kitchen', 'dimly lit room', 'bicycle', 'garage']",True
dustpan and brush,playroom,playroom,"['tank', 'toolbox', 'playroom', 'every bedroom', 'small room']",True
dutch oven,pantry room,pantry room,"['pantry room', 'parlor', 'card room', 'bathroom drawer', 'side of the room']",True
duvet,living room,living room,"['stand', 'art classroom', 'bowl', 'garbage', 'living room']",True
easter basket,corridor,loungeroom,"['every bedroom', 'wardrobe', 'loungeroom', 'sedan', 'corridor']",False
edible,plate,plate,"['furniture', 'plate', 'cup', 'dormroom', 'kitchen']",True
egg,kitchen,kitchen,"['every bedroom', 'pan', 'orchestra', 'basket', 'kitchen']",True
eggplant,oven,oven,"['hive', 'oven', 'bundle', 'cabin', 'chest']",True
electric heater,home office,basement,"['suitcase', 'machine', 'home office', 'handbag', 'basement']",False
electric toothbrush,lobby,basement,"['class room', 'lobby', 'range', 'sack', 'basement']",False
electronic adapter,playroom,backpack,"['playroom', 'different room', 'backpack', ' middle of the room', 'packet']",False
electronic cable,kitchen,classroom,"['tin', 'tin', 'kitchen', 'mailbox', 'classroom']",False
elevator,apartment,apartment,"['apartment', 'furniture', 'loft', 'room of the house', 'music room']",True
emperor,hall,hall,"['hatbox', 'closet', 'hall', 'basement', 'bathroom']",True
encyclopedia,library,library,"['library', 'cruet', 'bottle', 'wallet', 'truck']",True
engraving,plate,one of the classrooms,"['plate', 'deck', 'one of the classrooms', 'tank', 'pocket']",False
envelope,desk,desk,"['chest', 'desk', 'tin', 'wallet', ' middle of the room']",True
face moisturizer,kitchen,home,"['cradle', 'kitchen', 'home', 'cat', 'barrel']",False
faucet,bathroom,bathroom,"[""men's restroom"", 'bathroom', 'pocket', 'master bedroom', 'bike']",True
fiberglass,boat,boat,"['home office', 'freezer', 'boat', 'laundry room', 'tin']",True
figurine,shelf,shelf,"['garbage', 'shelf', 'nest', 'stove', 'boat']",True
file sorter,childs room,counter,"['counter', 'cabin', 'larder', 'childs room', ""child's room""]",False
film,cabinet,cabinet,"['bathroom drawer', 'bus', 'cabinet', 'bright room', 'dishwasher']",True
fingerpaint,bathroom,classroom,"['cruet', 'classroom', 'guest room', 'shelf', 'bathroom']",False
fire,basement,family room,"['vault', 'family room', 'bike', 'chest', 'basement']",False
firearm,cabinet,cabinet,"['engine', 'bookshelf', 'parlor', 'cabinet', 'closet']",True
fireplace,room,livingroom,"['bank', 'keg', 'classroom', 'livingroom', 'room']",False
fish,boat,boat,"['sack', 'boat', 'jacket', 'shelf', 'hall']",True
fitness tracker wristband,dining room,motel room,"['separate room', 'court', 'schoolroom', 'motel room', 'dining room']",False
flag,classroom,classroom,"['cellar', 'dwelling', 'bathroom and kitchen', 'bathroom or kitchen', 'classroom']",True
flashlight,utility room,utility room,"['utility room', 'boot', 'stove', 'stove', 'classroom']",True
flat screwdriver,utility room,utility room,"['utility room', 'sink', 'car', 'beehive', 'camp']",True
floor,kitchen,kitchen,"['bathroom drawer', 'bathroom drawer', 'stove', 'wardrobe', 'kitchen']",True
floorlamp,living room,living room,"['anor room', 'living room', 'mansion', 'guest room', 'desk']",True
flour,pantry,pantry,"['shaker', 'library', 'beehive', 'pantry', 'living rooms']",True
foam brick,television room,card room,"[""person's living room"", 'television room', 'bowl', 'pot', 'card room']",False
folder,garage,handbag,"['engine', 'handbag', 'loft', 'purse', 'garage']",False
fondant,bedroom,desk,"['bicycle', 'bedroom', 'desk', 'pitcher', 'cradle']",False
food,backpack,stand,"['art classroom', 'car', 'backpack', 'den', 'stand']",False
foot,shoe,shoe,"['cabinet', 'pantry room', 'bank', 'shoe', 'master bedroom']",True
footstool,bathroom,room,"['room', 'bathroom', 'jar', 'icebox', 'pantry room']",False
foresail,boat,boat,"['boat', 'dresser', 'dresser', 'anor room', 'jacket']",True
fork,kitchen,kitchen,"['tea room', 'kitchen', 'sack', 'pot', 'hive']",True
form,cabinet,cabinet,"['sink', 'barrel', 'hotel room', 'cat', 'cabinet']",True
foundation,closet,closet,"['cellar', 'closet', ""children's room"", 'aquarium', 'pod']",True
foyer,apartment,apartment,"['apartment', ""men's restroom"", 'hive', 'shaker', 'teapot']",True
frame,bed,hall,"['bed', 'room', 'hall', 'restroom', 'jacket']",False
freezer,kitchen,kitchen,"['stove', 'restroom', 'kitchen', 'mailbox', 'boat']",True
fridge,kitchen,kitchen,"['kitchen', 'motorbike', 'freezer', 'way', 'automobile']",True
frosting,jar,jar,"['den', 'furniture', 'storage room', 'attic', 'jar']",True
fruit,plate,plate,"['music room', 'dishwasher', 'plate', 'microwave', 'chamber']",True
fruit snack,playroom,backpack,"['cellar', 'backpack', 'desk', 'cabinet', 'playroom']",False
fur,cat,loungeroom,"['loungeroom', 'cat', 'machine', 'bathroom drawer', 'head']",False
furnace,basement,basement,"['lobby', 'lounge', 'broom closet', 'basement', 'jacket']",True
furniture,loft,loft,"['camp', 'refrigerator', 'one of the classrooms', 'corridor', 'loft']",True
galley,boat,boat,"['independent room', 'boat', 'bag', 'toolbox', 'ambulance']",True
garage,house,house,"['anor room', 'bathroom and kitchen', 'childs room', 'exercise room', 'house']",True
garbage,dumpster,dumpster,"['living rooms', 'dumpster', 'dormroom', 'bag', 'freezer']",True
garbagebag,kitchen,kitchen,"['every room', 'vault', 'cubicle', 'pan', 'kitchen']",True
garbagecan,bedroom,house,"['library', 'handbag', 'house', 'freezer', 'bedroom']",False
garlic,kitchen,kitchen,"['kitchen', 'fridge', 'different room', 'safe', 'parlor']",True
garment,suitcase,suitcase,"['suitcase', 'basement', 'purse', 'attic', 'bathroom']",True
garter,drawer,drawer,"['drawer', 'lounge', 'room of the house', 'board', 'nest']",True
gas,boat,boat,"['aquarium', 'floor', 'boat', 'cabinet', 'small room']",True
gate,garden,garden,"['cup', 'garden', 'bathroom cabinet', 'room of the house', 'well']",True
gauze,cabinet,cabinet,"['cabinet', 'jar', 'pot', 'camp', 'cubicle']",True
gear,car,bike,"['car', 'hamper', 'wallet', 'bike', 'chest']",False
