object,correct_location,predicted_location,location_choices,correct_prediction
battery,childs room,bus,"['plate', 'childs room', 'floor', 'backyard', 'bus']",False
beacon,range,utility room,"['cruet', 'tin', 'range', 'loft', 'utility room']",False
beanbag,child's bedroom,child's bedroom,"['barrel', 'briefcase', ""child's bedroom"", 'chest', 'hatbox']",True
beard color gel,utility room,study,"['study', 'deck', 'utility room', 'tin', ' middle of the room']",False
beauty pack,utility room,house,"['palace', 'utility room', 'backyard', 'house', 'study']",False
bed,bedroom,bedroom,"['dishwasher', 'packet', 'pod', 'bedroom drawer', 'bedroom']",True
bedroom,dwelling,dwelling,"['class room', 'refrigerator', 'sack', 'dwelling', 'range']",True
beer,can,can,"['can', 'sofa', 'most rooms', 'engine', 'engine']",True
beet,can,container,"['can', 'container', 'toaster', 'loungeroom', 'foyer']",False
belt,closet,closet,"['childs room', 'hall', 'most rooms', 'jacket', 'closet']",True
beverage,bottle,dining room,"['bottle', 'parlor', 'case', 'dining room', ""prostitute's bedroom""]",False
binoculars,suitcase,belfry,"['suitcase', 'kitchen or bathroom', 'belfry', 'quiver', 'shelf']",False
biscuit,oven,mansion,"['oven', 'dumpster', ""children's room"", 'stove', 'mansion']",False
blanket,closet,closet,"['toolbox', 'closet', 'hive', 'wallet', 'dimly lit room']",True
bleach cleanser,bathroom,bathroom,"['bathroom', ""children's room"", 'motel room', 'jar', 'attic']",True
blender,kitchen,kitchen,"['kitchen', 'hotel room', 'package', 'living rooms', 'wardrobe']",True
blender jar,garage,pantry,"['garage', 'sack', 'pitcher', 'bar', 'pantry']",False
blind,bedroom,bedroom,"['beehive', 'bed', 'bedroom', 'palace', 'briefcase']",True
blouse,suitcase,locker,"['butt', 'tea room', 'suitcase', 'locker', 'bowl']",False
board game,childs room,furniture,"['most rooms', 'childs room', 'furniture', 'different room', 'bed']",False
boat,bay,bay,"['bay', 'every bedroom', 'quiver', 'pantry', ""men's restroom""]",True
boater,boat,boat,"['stand', 'place', 'dining room', 'boat', ""person's living room""]",True
bolt,jar,package,"['bundle', 'package', 'garbage', 'den', 'jar']",False
book,living room,living room,"['bike', 'locker', 'living room', 'aquarium', 'garden']",True
bookcase,den,den,"['den', 'hospital drug storeroom', 'bookshelf', 'pot', 'nest']",True
bookend,utility room,every bedroom,"['utility room', 'every bedroom', 'glass', 'larder', 'bathroom drawer']",False
bookshelf,bedroom,bedroom,"['boot', 'hamper', 'teapot', 'toaster', 'bedroom']",True
boot,living room,floor,"['one room flat', 'living room', 'floor', 'belfry', 'tin']",False
booze,bar,bar,"['bar', 'hall', 'small room', 'mailbox', 'hive']",True
bottle,kitchen,kitchen,"['waiting room', 'briefcase', 'dumpster', 'floor', 'kitchen']",True
bourbon,barrel,card room,"['sofa', 'tin', 'barrel', 'bathtub', 'card room']",False
bowl,kitchen,kitchen,"['kitchen', 'locker', 'backyard', 'grand ballroom', 'packet']",True
box,bedroom,drawer,"['bottle', 'anor room', 'bath', 'drawer', 'bedroom']",False
bra,drawer,drawer,"['pot', 'bath', 'drawer', 'guest room', 'cat']",True
brain,head,head,"['head', 'beehive', 'every bedroom', 'keg', 'bowl']",True
brandy,bar,bar,"['bar', 'microwave', 'waiting room', 'tank', 'grand ballroom']",True
bread,kitchen,kitchen,"['kitchen', 'dining room', 'machine', 'closet', 'corridor']",True
breakfast,table,table,"['machine', 'garbage', 'table', 'parlor', 'childs room']",True
broccoli,oven,packet,"['truck', 'oven', 'tin', 'most rooms', 'packet']",False
broiler,oven,oven,"['cellar', 'oven', 'pot', 'motorbike', 'broom closet']",True
broom,cabinet,schoolroom,"['one of the classrooms', 'cabinet', 'butt', 'den', 'schoolroom']",False
bug,garden,garden,"['broom closet', 'cup', 'card room', 'garden', 'childs room']",True
bulb,lamp,lamp,"['lounge', 'cabin', 'lamp', 'different room', 'sink']",True
bullet,barrel,storage room,"['bike', 'hotel room', 'briefcase', 'storage room', 'barrel']",False
bumper,car,car,"['car', 'attic', 'loft', 'ir rooms', 'home office']",True
bun,breadbox,breadbox,"[""child's bedroom"", 'breadbox', 'tank', 'well', 'beehive']",True
bundt pan,living room,art classroom,"['vault', 'wallet', 'art classroom', 'living room', 'bicycle']",False
bureau,bedroom,bedroom,"['bedroom', 'tea room', 'box', 'sofa', 'camp']",True
burner,oven,kitchen,"['dumpster', 'chest', 'laundry room', 'kitchen', 'oven']",False
butter dish,garage,cellar,"['cellar', 'trunk', 'bunk', 'garage', ""cash's room""]",False
butterknife,kitchen,kitchen,"['suitcase', 'shelf', 'can', 'tank', 'kitchen']",True
cabbage,plate,plate,"['pocket', 'boot', 'card room', 'plate', 'bathroom drawer']",True
cabinet,bathroom,child's room,"['bathroom', ""child's room"", 'bay', 'backyard', 'grand ballroom']",False
cake mix,lobby,pantry,"['lobby', 'chest', 'pantry', 'laundry room', 'microwave']",False
cake pan,childs room,pot,"['pot', ""person's living room"", 'hamper', 'truck', 'childs room']",False
calender,desk,desk,"['broom closet', 'cruet', 'sofa', 'desk', 'master bedroom']",True
camera,dining room,art classroom,"['art classroom', 'sedan', 'dining room', 'tank', 'press']",False
camper,bunk,bay,"['bay', 'one of the classrooms', 'pod', 'packet', 'bunk']",False
can opener,living room,motel room,"['ambulance', 'living room', 'cabin', 'motel room', 'library']",False
candelabra,table,table,"['table', 'stove', 'anor room', 'basement', 'bar']",True
candle,living room,living room,"['box', 'stove', 'belfry', 'living room', 'washer']",True
candle holder,corridor,mansion,"['corridor', 'mansion', 'castle', 'tank', 'bathroom or kitchen']",False
candlestick,table,table,"['dresser', 'lamp', 'table', 'art classroom', 'basement']",True
candy,lobby,packet,"['packet', 'chamber', 'dwelling', 'lobby', 'boot']",False
candy bar,garage,classroom,"['classroom', 'glass', 'shell', 'belfry', 'garage']",False
canister,utility room,utility room,"['deck', 'nest', ""child's bedroom"", 'utility room', 'toolbox']",True
canteen,backpack,schoolroom,"['carton', 'schoolroom', 'court', 'backpack', 'bike']",False
canvas,art classroom,art classroom,"['keg', 'keg', 'bike', 'art classroom', 'home']",True
cap,suitcase,apartment,"['suitcase', 'apartment', 'orchestra', 'grand ballroom', 'glass']",False
carburettor,car,car,"['sedan', 'furniture', 'wardrobe', 'cubicle', 'car']",True
card,box,purse,"['purse', 'cabin', 'study', 'closet', 'box']",False
card game,playroom,playroom,"['playroom', ""child's room"", 'side of the room', 'ambulance', ""teenager's bedroom""]",True
carpeting,house,house,"['larder', 'container', 'engine', 'closet', 'house']",True
carrot,fridge,fridge,"['butt', 'hall', 'sink', 'cradle', 'fridge']",True
carrying case,kitchen,dormroom,"['wardrobe', 'belfry', 'kitchen', 'dormroom', 'handbag']",False
case,trunk,trunk,"['bright room', 'dishwasher', 'trunk', 'separate room', 'bathroom and kitchen']",True
casserole dish,television room,case,"['nest', 'floor', 'television room', 'one of the classrooms', 'case']",False
cauliflower,oven,oven,"['wallet', 'small room', 'oven', 'living rooms', 'boot']",True
cd,bedroom,bedroom,"['shaker', 'deck', 'place', 'corridor', 'bedroom']",True
celery,refrigerator,refrigerator,"['pan', 'engine', 'refrigerator', 'numerous modern washrooms', 'lobby']",True
cellar,basement,basement,"['basement', 'drawer', ""person's living room"", 'room of the house', 'dresser']",True
cellphone,living room,living room,"['guest room', 'machine', 'basket', 'bank', 'living room']",True
centerpiece,table,table,"['schoolroom', 'briefcase', 'suitcase', 'trunk', 'table']",True
cereal,living room,pan,"['desk', 'livingroom', 'living room', 'laundry room', 'pan']",False
chain,dining room,sedan,"['sedan', 'livin room', 'chest', 'art classroom', 'dining room']",False
chair,living room,living room,"['living room', 'castle', 'storage room', 'dimly lit room', ""men's restroom""]",True
chalk,classroom,classroom,"['tank', 'classroom', 'bathroom cabinet', 'carton', 'plate']",True
chalkboard,classroom,classroom,"['larder', 'bathroom drawer', 'family room', 'classroom', 'garage']",True
check,bank,bank,"['bay', 'freezer', 'bank', 'lounge', ""prostitute's bedroom""]",True
cheese,fridge,fridge,"['fridge', 'living room', 'freezer', 'music room', 'press']",True
chesterfield,living room,living room,"['television room', 'stove', 'living room', 'belfry', 'plate']",True
chicken,freezer,freezer,"['freezer', 'camp', ""child's room"", 'family room', 'tea room']",True
chickpea,oven,basket,"['stand', 'basket', 'every bedroom', 'oven', 'hatbox']",False
china,cabinet,cabinet,"['bath', 'cabinet', 'freezer', 'table', 'bay']",True
chip,pot,card room,"['deck', 'pot', 'bed', 'hamper', 'card room']",False
chocolate,childs room,container,"['childs room', 'safe', 'container', 'art classroom', 'hospital drug storeroom']",False
chocolate box,exercise room,bookshelf,"['dresser', 'apartment', 'bookshelf', 'exercise room', 'automobile']",False
chocolate milk pods,kitchen,kitchen,"['kitchen', 'bathroom or kitchen', 'music room', 'dungeon', ""men's restroom""]",True
chocolate powder,playroom,refrigerator,"['garbage', 'nest', 'chest', 'playroom', 'refrigerator']",False
chopping board,television room,counter,"['toolbox', 'counter', 'hall', 'television room', 'truck']",False
cinnamon,kitchen,kitchen,"['dresser', 'kitchen', 'art classroom', 'purse', 'bathroom drawer']",True
clamp,lobby,camp,"['freezer', 'waiting room', 'lobby', 'apartment', 'camp']",False
clay,storage room,storage room,"['ballroom', 'storage room', 'bank', 'attic', 'toolbox']",True
clipboard,desk,desk,"['desk', 'wardrobe', 'art classroom', 'cabinet', 'jar']",True
clock,television room,television room,"['oven', 'shaker', 'head', 'television room', 'bar']",True
closet,apartment,apartment,"['garbage', 'oven', 'bright room', 'apartment', 'boat']",True
cloth,bathroom,bathroom,"['schoolroom', 'bathroom', 'music room', 'well', 'one room flat']",True
clothing,house,child's bedroom,"['hatbox', 'jar', ""child's bedroom"", 'broom closet', 'house']",False
coaster,table,table,"['bathroom', 'every bedroom', 'table', 'bathroom cabinet', ""child's bedroom""]",True
coat,closet,closet,"['closet', 'motel room', 'stand', 'jacket', 'room of the house']",True
coating,range,furniture,"['garbage', 'range', 'furniture', 'dumpster', 'bath']",False
cockpit,head,different room,"['camp', 'butt', 'head', 'different room', 'camp']",False
coffee,pot,pot,"['side of the room', 'cat', 'pot', 'bike', 'broom closet']",True
coffee beans,exercise room,bar,"['one of the classrooms', 'beehive', 'exercise room', 'bar', 'ballroom']",False
coffee pods,closet,shelf,"['toaster', 'guest room', 'shelf', 'camp', 'closet']",False
coffeemachine,kitchen,kitchen,"['most rooms', 'kitchen', 'basket', 'pantry', 'box']",True
coffeemaker,exercise room,pod,"['pod', 'sofa', ""prostitute's bedroom"", 'delivery room', 'exercise room']",False
coffeetable,living room,living room,"['range', 'mansion', 'truck', 'living room', 'plate']",True
coil,machine,washer,"['utility room', 'washer', 'machine', 'spoon', 'boot']",False
coke,can,fridge,"['shell', 'fridge', 'can', 'bag', 'pot']",False
cola,fridge,fridge,"[""men's restroom"", 'loft', 'sink', 'fridge', 'home']",True
collage,one of the classrooms,every bedroom,"['every bedroom', 'one of the classrooms', 'cruet', 'basket', 'bank']",False
colored wood blocks,bedroom,bookshelf,"['boot', 'lamp', 'bookshelf', 'living rooms', 'bedroom']",False
column,table,numerous modern washrooms,"['table', 'chamber', 'home', 'head', 'numerous modern washrooms']",False
comb,hive,kitchen,"['hive', 'kitchen', 'carton', 'larder', 'cellar']",False
comfort,bed,bed,"['palace', 'quiver', 'range', 'class room', 'bed']",True
compass,cabinet,box,"['box', 'bar', 'orchestra', 'class room', 'cabinet']",False
compote,jar,jar,"['jar', 'case', 'palace', 'hamper', 'car']",True
computer,table,table,"['butt', 'table', 'master bedroom', 'dumpster', 'bathroom and kitchen']",True
condiment,closet,larder,"['closet', 'jar', 'attic', 'boot', 'larder']",False
condom,bathroom,bathroom,"['bathroom', 'dining room', 'table', 'basket', 'beehive']",True
conserve,jar,jar,"['study', 'breadbox', 'jar', 'plate', 'class room']",True
container,car,house,"['house', 'trunk', 'car', 'engine', 'art classroom']",False
contraceptive,drawer,drawer,"['bag', 'den', 'drawer', 'different room', 'separate room']",True
cookbook,shelf,shelf,"['packet', 'shelf', 'motorbike', 'garage', 'bottle']",True
cookie,oven,storage room,"['oven', 'storage room', 'bookshelf', 'jacket', 'washer']",False
cooky,container,container,"['barrel', 'container', 'side of the room', 'class room', 'backpack']",True
cooler,kitchen,kitchen,"['grand ballroom', 'kitchen', ""cash's room"", 'wallet', 'different room']",True
copyholder,desk,desk,"[""teenager's bedroom"", 'childs room', 'wardrobe', 'loft', 'desk']",True
cord,backpack,one of the classrooms,"['guest room', 'one of the classrooms', 'package', 'backpack', 'bathroom']",False
coronet,cabinet,cabinet,"['small room', 'cabinet', 'bay', 'place', 'tin']",True
cosmetic,drawer,drawer,"['home', 'quiver', 'drawer', 'home', 'boat']",True
couch,house,house,"['truck', 'house', 'shoe', 'basket', 'most rooms']",True
countertop,bathroom,bathroom,"['loft', 'playroom', 'wardrobe', 'bathroom', 'packet']",True
cracker,breadbox,breadbox,"['well', 'bright room', 'hive', 'most rooms', 'breadbox']",True
cracker box,closet,closet,"['bag', 'music room', 'closet', 'pitcher', 'motorbike']",True
crate,kitchen,playroom,"['living rooms', 'playroom', 'chamber', 'kitchen', 'tin']",False
crayon,utility room,orchestra,"['orchestra', 'briefcase', 'larder', 'kitchen or bathroom', 'utility room']",False
creditcard,living room,briefcase,"['living room', 'quiver', 'briefcase', 'sedan', 'attic']",False
crisp,table,cabinet,"['cabinet', 'table', 'packet', 'bath', 'parlor']",False
crowbar,cabinet,house,"['house', 'class room', 'cabinet', 'package', 'room']",False
cube storage box,lobby,none,"['freezer', 'dungeon', 'kitchen or bathroom', 'lobby', ' middle of the room']",False
cubicle,bank,room of the house,"['room of the house', 'livin room', 'bathtub', 'board', 'bank']",False
cup,kitchen,kitchen,"['oven', 'jacket', 'breadbox', 'family room', 'kitchen']",True
cupcake,oven,room,"['oven', 'card room', 'dresser', 'room', 'guest room']",False
curtain,living room,living room,"['laundry room', 'range', 'jacket', 'living room', 'bowl']",True
cushion,closet,every room,"['briefcase', 'closet', 'every room', 'study', 'freezer']",False
custard,refrigerator,refrigerator,"['bus', 'house', 'refrigerator', 'head', ""child's bedroom""]",True
cutlery,table,table,"['table', 'hospital drug storeroom', 'locker', 'broom closet', 'card room']",True
damper,attic,attic,"['microwave', ' middle of the room', 'attic', 'head', 'dimly lit room']",True
dashboard,car,car,"['press', 'car', 'larder', 'automobile', 'storage room']",True
decanter,bar,bar,"['hall', 'lobby', 'court', 'hospital drug storeroom', 'bar']",True
deck,backyard,backyard,"['cabinet', 'trap', 'one of the classrooms', 'suitcase', 'backyard']",True
design,plate,hall,"['castle', 'hall', 'storage room', 'machine', 'plate']",False
desk,bedroom,bedroom,"['cabin', 'bedroom', 'hive', 'tin', 'desk']",True
desk caddy,storage room,bright room,"['sack', 'storage room', 'master bedroom', 'bright room', 'microwave']",False
desklamp,living room,teenager's bedroom,"['one room flat', 'hospital drug storeroom', 'parlor', 'living room', ""teenager's bedroom""]",False
desktop,bedroom,bedroom,"['hospital drug storeroom', 'court', 'floor', 'cruet', 'bedroom']",True
dessert,refrigerator,refrigerator,"['bag', 'hall', 'teapot', 'refrigerator', 'cubicle']",True
diaper pack,exercise room,home,"['library', 'exercise room', 'lamp', 'pantry', 'home']",False
diary,desk,desk,"['desk', ' middle of the room', 'kitchen or bathroom', 'floor', 'foyer']",True
dictionary,table,table,"['larder', 'room of the house', 'table', 'quiver', 'cruet']",True
dietary supplement,living room,packet,"['living room', 'furniture', 'board', 'bunk', 'packet']",False
dime,purse,purse,"['box', 'purse', 'pocket', 'bathroom', 'vault']",True
diningtable,kitchen,kitchen,"['master bedroom', 'kitchen', 'wallet', 'laundry room', 'packet']",True
dinner,table,table,"['wallet', 'table', 'sack', 'television room', 'room']",True
dish,apartment,home,"['apartment', 'home', 'keg', 'pot', 'trap']",False
dish drainer,television room,pan,"['bunk', 'television room', 'case', 'pan', 'purse']",False
dishsponge,bathroom,jar,"['jar', 'bathroom', 'study', 'court', 'oven']",False
dishtowel,television room,sack,"['fridge', 'sack', 'family room', ""men's restroom"", 'television room']",False
dishwasher,kitchen,kitchen,"['dresser', 'pan', 'breadbox', 'jar', 'kitchen']",True
dispensing closure,bedroom,bathroom cabinet,"['lamp', 'bathroom cabinet', 'bedroom', 'library', 'guest room']",False
document,suitcase,art classroom,"['art classroom', 'suitcase', 'backyard', 'every bedroom', 'case']",False
dog bowl,home office,den,"['microwave', 'home office', 'den', 'beehive', 'table']",False
dog chew toy,kitchen,kitchen,"['locker', 'suitcase', 'pot', 'fridge', 'kitchen']",True
dogbed,bedroom,bedroom,"['bedroom', 'anor room', 'card room', 'numerous modern washrooms', 'delivery room']",True
dollhouse toy,home office,backpack,"['home office', 'toolbox', 'backpack', 'truck', 'bath']",False
donut,home office,jar,"['home office', 'room of the house', 'jar', 'hive', 'backpack']",False
door,room,room,"['shoe', 'room', 'head', 'bank', 'quiver']",True
doughnut,fridge,larder,"['boat', 'bathroom or kitchen', 'machine', 'fridge', 'larder']",False
drawer,kitchen,kitchen,"['apartment', ""person's living room"", 'bicycle', 'bathroom and kitchen', 'kitchen']",True
dress,closet,closet,"['bank', 'closet', 'childs room', 'waiting room', 'chamber']",True
dresser,bedroom,bedroom,"['bedroom', 'cellar', ""person's living room"", 'bundle', 'orchestra']",True
dressing,refrigerator,lounge,"['aquarium', 'lounge', 'laundry room', 'refrigerator', 'safe']",False
drill,toolbox,toolbox,"['toolbox', 'small room', 'hatbox', 'truck', 'case']",True
drink,can,can,"['garage', 'can', 'schoolroom', 'package', 'hive']",True
drink coaster,garage,counter,"['counter', 'bookshelf', ""teenager's bedroom"", 'garage', 'shelf']",False
driveway,car,car,"['packet', 'independent room', 'bright room', 'car', 'closet']",True
drum,child's room,broom closet,"['oven', ""child's room"", 'bathroom drawer', 'hospital drug storeroom', 'broom closet']",False
dryer,basement,basement,"['foyer', 'basement', 'bath', 'bright room', 'dresser']",True
duck,oven,oven,"['lobby', 'shoe', 'cruet', 'sink', 'oven']",True
duct,attic,attic,"['bowl', 'attic', 'backyard', 'case', 'small room']",True
duct tape,childs room,suitcase,"['suitcase', ""prostitute's bedroom"", 'nest', 'childs room', 'ir rooms']",False
dumbbell,bedroom,dormroom,"['den', 'bedroom', 'pan', 'dormroom', 'garbage']",False
dumbbell rack,television room,television room,"['trunk', 'master bedroom', 'television room', 'microwave', 'tank']",True
dungeon,basement,basement,"['basement', 'motorbike', 'locker', 'can', 'mansion']",True
dustbin,kitchen,kitchen,"['dimly lit room', 'bicycle', 'garage', 'bar', 'kitchen']",True
dustpan and brush,playroom,every bedroom,"['toolbox', 'tank', 'playroom', 'every bedroom', 'small room']",False
dutch oven,pantry room,pantry room,"['side of the room', 'bathroom drawer', 'parlor', 'card room', 'pantry room']",True
duvet,living room,living room,"['stand', 'art classroom', 'living room', 'bowl', 'garbage']",True
easter basket,corridor,loungeroom,"['corridor', 'wardrobe', 'sedan', 'loungeroom', 'every bedroom']",False
edible,plate,plate,"['kitchen', 'cup', 'furniture', 'plate', 'dormroom']",True
egg,kitchen,kitchen,"['kitchen', 'every bedroom', 'basket', 'pan', 'orchestra']",True
eggplant,oven,oven,"['oven', 'chest', 'hive', 'cabin', 'bundle']",True
electric heater,home office,home office,"['machine', 'suitcase', 'basement', 'home office', 'handbag']",True
electric toothbrush,lobby,sack,"['range', 'basement', 'lobby', 'class room', 'sack']",False
electronic adapter,playroom,different room,"['packet', 'playroom', 'backpack', ' middle of the room', 'different room']",False
electronic cable,kitchen,tin,"['tin', 'kitchen', 'tin', 'classroom', 'mailbox']",False
elevator,apartment,apartment,"['loft', 'apartment', 'music room', 'room of the house', 'furniture']",True
emperor,hall,hall,"['basement', 'bathroom', 'hatbox', 'hall', 'closet']",True
encyclopedia,library,library,"['truck', 'cruet', 'library', 'bottle', 'wallet']",True
engraving,plate,plate,"['pocket', 'deck', 'tank', 'one of the classrooms', 'plate']",True
envelope,desk,desk,"['desk', 'tin', ' middle of the room', 'chest', 'wallet']",True
face moisturizer,kitchen,kitchen,"['home', 'cradle', 'barrel', 'cat', 'kitchen']",True
faucet,bathroom,bathroom,"['master bedroom', 'bike', ""men's restroom"", 'bathroom', 'pocket']",True
fiberglass,boat,boat,"['boat', 'home office', 'laundry room', 'freezer', 'tin']",True
figurine,shelf,shelf,"['nest', 'shelf', 'garbage', 'boat', 'stove']",True
file sorter,childs room,counter,"['childs room', ""child's room"", 'cabin', 'counter', 'larder']",False
film,cabinet,bright room,"['dishwasher', 'cabinet', 'bathroom drawer', 'bus', 'bright room']",False
fingerpaint,bathroom,classroom,"['shelf', 'guest room', 'classroom', 'cruet', 'bathroom']",False
fire,basement,family room,"['chest', 'basement', 'vault', 'bike', 'family room']",False
firearm,cabinet,cabinet,"['bookshelf', 'cabinet', 'closet', 'parlor', 'engine']",True
fireplace,room,room,"['livingroom', 'room', 'keg', 'bank', 'classroom']",True
fish,boat,boat,"['boat', 'hall', 'sack', 'jacket', 'shelf']",True
fitness tracker wristband,dining room,court,"['separate room', 'court', 'motel room', 'schoolroom', 'dining room']",False
flag,classroom,classroom,"['classroom', 'bathroom and kitchen', 'dwelling', 'bathroom or kitchen', 'cellar']",True
flashlight,utility room,utility room,"['boot', 'utility room', 'stove', 'stove', 'classroom']",True
flat screwdriver,utility room,utility room,"['beehive', 'utility room', 'car', 'camp', 'sink']",True
floor,kitchen,kitchen,"['bathroom drawer', 'wardrobe', 'bathroom drawer', 'stove', 'kitchen']",True
floorlamp,living room,living room,"['guest room', 'desk', 'living room', 'anor room', 'mansion']",True
flour,pantry,pantry,"['pantry', 'beehive', 'shaker', 'living rooms', 'library']",True
foam brick,television room,television room,"['bowl', 'television room', ""person's living room"", 'pot', 'card room']",True
folder,garage,handbag,"['purse', 'loft', 'engine', 'garage', 'handbag']",False
fondant,bedroom,desk,"['bicycle', 'pitcher', 'desk', 'bedroom', 'cradle']",False
food,backpack,stand,"['backpack', 'art classroom', 'den', 'car', 'stand']",False
foot,shoe,shoe,"['pantry room', 'cabinet', 'bank', 'master bedroom', 'shoe']",True
footstool,bathroom,room,"['pantry room', 'bathroom', 'jar', 'room', 'icebox']",False
foresail,boat,boat,"['jacket', 'dresser', 'anor room', 'boat', 'dresser']",True
fork,kitchen,kitchen,"['pot', 'tea room', 'sack', 'hive', 'kitchen']",True
form,cabinet,cabinet,"['cabinet', 'hotel room', 'barrel', 'cat', 'sink']",True
foundation,closet,cellar,"['cellar', ""children's room"", 'aquarium', 'pod', 'closet']",False
foyer,apartment,apartment,"['apartment', 'hive', 'teapot', 'shaker', ""men's restroom""]",True
frame,bed,hall,"['hall', 'jacket', 'room', 'restroom', 'bed']",False
freezer,kitchen,kitchen,"['mailbox', 'boat', 'restroom', 'kitchen', 'stove']",True
fridge,kitchen,kitchen,"['freezer', 'way', 'automobile', 'motorbike', 'kitchen']",True
frosting,jar,jar,"['attic', 'furniture', 'den', 'storage room', 'jar']",True
fruit,plate,plate,"['plate', 'dishwasher', 'microwave', 'chamber', 'music room']",True
fruit snack,playroom,cabinet,"['cellar', 'backpack', 'desk', 'cabinet', 'playroom']",False
fur,cat,loungeroom,"['head', 'machine', 'bathroom drawer', 'loungeroom', 'cat']",False
furnace,basement,basement,"['broom closet', 'lobby', 'jacket', 'basement', 'lounge']",True
furniture,loft,one of the classrooms,"['camp', 'refrigerator', 'corridor', 'one of the classrooms', 'loft']",False
galley,boat,boat,"['independent room', 'bag', 'boat', 'ambulance', 'toolbox']",True
garage,house,house,"['childs room', 'exercise room', 'house', 'anor room', 'bathroom and kitchen']",True
garbage,dumpster,dumpster,"['living rooms', 'dormroom', 'dumpster', 'bag', 'freezer']",True
garbagebag,kitchen,kitchen,"['every room', 'vault', 'cubicle', 'pan', 'kitchen']",True
garbagecan,bedroom,house,"['handbag', 'house', 'library', 'bedroom', 'freezer']",False
garlic,kitchen,kitchen,"['parlor', 'kitchen', 'safe', 'fridge', 'different room']",True
garment,suitcase,purse,"['attic', 'purse', 'bathroom', 'suitcase', 'basement']",False
garter,drawer,drawer,"['board', 'room of the house', 'lounge', 'drawer', 'nest']",True
gas,boat,floor,"['floor', 'cabinet', 'boat', 'small room', 'aquarium']",False
gate,garden,garden,"['garden', 'room of the house', 'well', 'cup', 'bathroom cabinet']",True
gauze,cabinet,cabinet,"['cabinet', 'cubicle', 'pot', 'jar', 'camp']",True
gear,car,bike,"['bike', 'wallet', 'car', 'chest', 'hamper']",False
