object,correct_location,predicted_location,location_choices,correct_prediction
biscuit,oven,children's room,"['oven', 'dumpster', ""children's room"", 'mansion', 'stove']",False
blanket,closet,closet,"['toolbox', 'wallet', 'closet', 'dimly lit room', 'hive']",True
bleach cleanser,bathroom,bathroom,"['attic', 'jar', ""children's room"", 'bathroom', 'motel room']",True
blender,kitchen,kitchen,"['hotel room', 'kitchen', 'living rooms', 'wardrobe', 'package']",True
blender jar,garage,pantry,"['sack', 'pitcher', 'bar', 'garage', 'pantry']",False
blind,bedroom,bedroom,"['briefcase', 'bedroom', 'beehive', 'palace', 'bed']",True
blouse,suitcase,suitcase,"['locker', 'bowl', 'butt', 'tea room', 'suitcase']",True
board game,childs room,none,"['most rooms', 'different room', 'childs room', 'furniture', 'bed']",False
boat,bay,bay,"['every bedroom', 'bay', 'quiver', 'pantry', ""men's restroom""]",True
boater,boat,boat,"['boat', 'stand', ""person's living room"", 'dining room', 'place']",True
bolt,jar,jar,"['den', 'bundle', 'package', 'garbage', 'jar']",True
book,living room,living room,"['garden', 'locker', 'aquarium', 'living room', 'bike']",True
bookcase,den,bookshelf,"['den', 'nest', 'bookshelf', 'pot', 'hospital drug storeroom']",False
bookend,utility room,every bedroom,"['utility room', 'larder', 'every bedroom', 'bathroom drawer', 'glass']",False
bookshelf,bedroom,bedroom,"['bedroom', 'hamper', 'toaster', 'boot', 'teapot']",True
boot,living room,floor,"['floor', 'tin', 'living room', 'belfry', 'one room flat']",False
booze,bar,bar,"['mailbox', 'hall', 'bar', 'hive', 'small room']",True
bottle,kitchen,kitchen,"['floor', 'dumpster', 'kitchen', 'briefcase', 'waiting room']",True
bourbon,barrel,barrel,"['sofa', 'card room', 'tin', 'barrel', 'bathtub']",True
bowl,kitchen,kitchen,"['backyard', 'grand ballroom', 'kitchen', 'locker', 'packet']",True
box,bedroom,drawer,"['anor room', 'bath', 'drawer', 'bedroom', 'bottle']",False
bra,drawer,drawer,"['drawer', 'guest room', 'bath', 'pot', 'cat']",True
brain,head,head,"['beehive', 'head', 'bowl', 'keg', 'every bedroom']",True
brandy,bar,bar,"['microwave', 'bar', 'grand ballroom', 'waiting room', 'tank']",True
bread,kitchen,kitchen,"['dining room', 'closet', 'machine', 'kitchen', 'corridor']",True
breakfast,table,table,"['garbage', 'machine', 'table', 'childs room', 'parlor']",True
broccoli,oven,most rooms,"['oven', 'most rooms', 'tin', 'packet', 'truck']",False
broiler,oven,oven,"['broom closet', 'pot', 'motorbike', 'cellar', 'oven']",True
broom,cabinet,cabinet,"['cabinet', 'den', 'butt', 'schoolroom', 'one of the classrooms']",True
bug,garden,broom closet,"['cup', 'childs room', 'broom closet', 'card room', 'garden']",False
bulb,lamp,lamp,"['lounge', 'different room', 'lamp', 'cabin', 'sink']",True
bullet,barrel,storage room,"['bike', 'briefcase', 'storage room', 'hotel room', 'barrel']",False
bumper,car,car,"['ir rooms', 'attic', 'car', 'home office', 'loft']",True
bun,breadbox,breadbox,"[""child's bedroom"", 'beehive', 'breadbox', 'well', 'tank']",True
bundt pan,living room,art classroom,"['living room', 'art classroom', 'bicycle', 'wallet', 'vault']",False
bureau,bedroom,bedroom,"['sofa', 'box', 'camp', 'bedroom', 'tea room']",True
burner,oven,kitchen,"['dumpster', 'chest', 'laundry room', 'kitchen', 'oven']",False
butter dish,garage,bunk,"['bunk', 'garage', 'cellar', 'trunk', ""cash's room""]",False
butterknife,kitchen,kitchen,"['can', 'shelf', 'tank', 'suitcase', 'kitchen']",True
cabbage,plate,plate,"['pocket', 'plate', 'boot', 'card room', 'bathroom drawer']",True
cabinet,bathroom,child's room,"['grand ballroom', 'bay', 'bathroom', ""child's room"", 'backyard']",False
cake mix,lobby,pantry,"['chest', 'pantry', 'laundry room', 'lobby', 'microwave']",False
cake pan,childs room,pot,"['hamper', 'pot', 'childs room', ""person's living room"", 'truck']",False
calender,desk,desk,"['master bedroom', 'desk', 'sofa', 'broom closet', 'cruet']",True
camera,dining room,dining room,"['tank', 'sedan', 'press', 'dining room', 'art classroom']",True
camper,bunk,bunk,"['bay', 'bunk', 'pod', 'packet', 'one of the classrooms']",True
can opener,living room,living room,"['cabin', 'motel room', 'library', 'living room', 'ambulance']",True
candelabra,table,table,"['stove', 'table', 'bar', 'basement', 'anor room']",True
candle,living room,living room,"['washer', 'stove', 'belfry', 'box', 'living room']",True
candle holder,corridor,none,"['castle', 'mansion', 'tank', 'corridor', 'bathroom or kitchen']",False
candlestick,table,table,"['table', 'lamp', 'dresser', 'basement', 'art classroom']",True
candy,lobby,packet,"['boot', 'chamber', 'lobby', 'packet', 'dwelling']",False
candy bar,garage,garage,"['belfry', 'garage', 'glass', 'classroom', 'shell']",True
canister,utility room,utility room,"['deck', 'nest', 'utility room', ""child's bedroom"", 'toolbox']",True
canteen,backpack,backpack,"['schoolroom', 'court', 'carton', 'bike', 'backpack']",True
canvas,art classroom,art classroom,"['keg', 'art classroom', 'keg', 'home', 'bike']",True
cap,suitcase,suitcase,"['apartment', 'orchestra', 'glass', 'grand ballroom', 'suitcase']",True
carburettor,car,car,"['car', 'wardrobe', 'sedan', 'cubicle', 'furniture']",True
card,box,study,"['box', 'cabin', 'closet', 'study', 'purse']",False
card game,playroom,playroom,"[""child's room"", 'ambulance', 'playroom', 'side of the room', ""teenager's bedroom""]",True
carpeting,house,closet,"['closet', 'house', 'larder', 'container', 'engine']",False
carrot,fridge,fridge,"['hall', 'sink', 'cradle', 'butt', 'fridge']",True
carrying case,kitchen,wardrobe,"['wardrobe', 'kitchen', 'belfry', 'handbag', 'dormroom']",False
case,trunk,trunk,"['trunk', 'dishwasher', 'bright room', 'bathroom and kitchen', 'separate room']",True
casserole dish,television room,case,"['television room', 'nest', 'case', 'floor', 'one of the classrooms']",False
cauliflower,oven,oven,"['wallet', 'living rooms', 'oven', 'boot', 'small room']",True
cd,bedroom,bedroom,"['corridor', 'place', 'shaker', 'bedroom', 'deck']",True
celery,refrigerator,refrigerator,"['refrigerator', 'engine', 'numerous modern washrooms', 'pan', 'lobby']",True
cellar,basement,basement,"['basement', ""person's living room"", 'dresser', 'room of the house', 'drawer']",True
cellphone,living room,living room,"['bank', 'basket', 'machine', 'living room', 'guest room']",True
centerpiece,table,table,"['briefcase', 'trunk', 'schoolroom', 'table', 'suitcase']",True
cereal,living room,none,"['laundry room', 'living room', 'desk', 'livingroom', 'pan']",False
chain,dining room,chest,"['art classroom', 'dining room', 'sedan', 'livin room', 'chest']",False
chair,living room,living room,"['dimly lit room', 'castle', 'storage room', 'living room', ""men's restroom""]",True
chalk,classroom,classroom,"['classroom', 'carton', 'plate', 'tank', 'bathroom cabinet']",True
chalkboard,classroom,classroom,"['classroom', 'larder', 'bathroom drawer', 'garage', 'family room']",True
check,bank,bank,"['lounge', 'bay', 'bank', 'freezer', ""prostitute's bedroom""]",True
cheese,fridge,fridge,"['living room', 'freezer', 'press', 'fridge', 'music room']",True
chesterfield,living room,living room,"['television room', 'plate', 'living room', 'belfry', 'stove']",True
chicken,freezer,freezer,"[""child's room"", 'tea room', 'freezer', 'camp', 'family room']",True
chickpea,oven,basket,"['oven', 'stand', 'basket', 'hatbox', 'every bedroom']",False
china,cabinet,cabinet,"['cabinet', 'bath', 'bay', 'freezer', 'table']",True
chip,pot,card room,"['bed', 'pot', 'deck', 'card room', 'hamper']",False
chocolate,childs room,safe,"['safe', 'container', 'childs room', 'art classroom', 'hospital drug storeroom']",False
chocolate box,exercise room,dresser,"['automobile', 'dresser', 'bookshelf', 'exercise room', 'apartment']",False
chocolate milk pods,kitchen,kitchen,"[""men's restroom"", 'kitchen', 'bathroom or kitchen', 'music room', 'dungeon']",True
chocolate powder,playroom,refrigerator,"['refrigerator', 'playroom', 'chest', 'nest', 'garbage']",False
chopping board,television room,counter,"['truck', 'television room', 'counter', 'toolbox', 'hall']",False
cinnamon,kitchen,kitchen,"['art classroom', 'kitchen', 'purse', 'dresser', 'bathroom drawer']",True
clamp,lobby,apartment,"['lobby', 'freezer', 'camp', 'apartment', 'waiting room']",False
clay,storage room,storage room,"['attic', 'storage room', 'toolbox', 'ballroom', 'bank']",True
clipboard,desk,desk,"['jar', 'desk', 'cabinet', 'art classroom', 'wardrobe']",True
clock,television room,television room,"['bar', 'head', 'television room', 'oven', 'shaker']",True
closet,apartment,apartment,"['garbage', 'apartment', 'boat', 'bright room', 'oven']",True
cloth,bathroom,bathroom,"['well', 'bathroom', 'one room flat', 'music room', 'schoolroom']",True
clothing,house,child's bedroom,"['jar', 'broom closet', ""child's bedroom"", 'hatbox', 'house']",False
coaster,table,table,"['bathroom', 'every bedroom', 'table', ""child's bedroom"", 'bathroom cabinet']",True
coat,closet,closet,"['closet', 'room of the house', 'stand', 'motel room', 'jacket']",True
coating,range,garbage,"['dumpster', 'bath', 'furniture', 'range', 'garbage']",False
cockpit,head,different room,"['camp', 'different room', 'head', 'camp', 'butt']",False
coffee,pot,pot,"['cat', 'side of the room', 'bike', 'broom closet', 'pot']",True
coffee beans,exercise room,bar,"['one of the classrooms', 'ballroom', 'bar', 'beehive', 'exercise room']",False
coffee pods,closet,shelf,"['shelf', 'guest room', 'closet', 'toaster', 'camp']",False
coffeemachine,kitchen,kitchen,"['pantry', 'basket', 'most rooms', 'kitchen', 'box']",True
coffeemaker,exercise room,pod,"['pod', 'exercise room', 'sofa', ""prostitute's bedroom"", 'delivery room']",False
coffeetable,living room,living room,"['mansion', 'living room', 'range', 'truck', 'plate']",True
coil,machine,utility room,"['machine', 'washer', 'utility room', 'boot', 'spoon']",False
coke,can,fridge,"['shell', 'fridge', 'pot', 'bag', 'can']",False
cola,fridge,fridge,"['loft', 'sink', ""men's restroom"", 'home', 'fridge']",True
collage,one of the classrooms,one of the classrooms,"['one of the classrooms', 'bank', 'basket', 'cruet', 'every bedroom']",True
colored wood blocks,bedroom,bookshelf,"['living rooms', 'bookshelf', 'lamp', 'boot', 'bedroom']",False
column,table,table,"['chamber', 'home', 'table', 'numerous modern washrooms', 'head']",True
comb,hive,kitchen,"['larder', 'kitchen', 'carton', 'hive', 'cellar']",False
comfort,bed,bed,"['class room', 'palace', 'range', 'bed', 'quiver']",True
compass,cabinet,cabinet,"['orchestra', 'box', 'bar', 'class room', 'cabinet']",True
compote,jar,jar,"['case', 'palace', 'jar', 'car', 'hamper']",True
computer,table,master bedroom,"['dumpster', 'master bedroom', 'butt', 'table', 'bathroom and kitchen']",False
condiment,closet,larder,"['attic', 'closet', 'jar', 'boot', 'larder']",False
condom,bathroom,bathroom,"['table', 'dining room', 'basket', 'beehive', 'bathroom']",True
conserve,jar,jar,"['study', 'jar', 'breadbox', 'plate', 'class room']",True
container,car,art classroom,"['trunk', 'art classroom', 'car', 'engine', 'house']",False
contraceptive,drawer,drawer,"['separate room', 'den', 'drawer', 'bag', 'different room']",True
cookbook,shelf,shelf,"['garage', 'shelf', 'motorbike', 'bottle', 'packet']",True
cookie,oven,oven,"['washer', 'bookshelf', 'oven', 'storage room', 'jacket']",True
cooky,container,container,"['barrel', 'container', 'class room', 'side of the room', 'backpack']",True
cooler,kitchen,kitchen,"['wallet', 'kitchen', 'different room', ""cash's room"", 'grand ballroom']",True
copyholder,desk,desk,"['childs room', 'desk', 'loft', ""teenager's bedroom"", 'wardrobe']",True
cord,backpack,backpack,"['guest room', 'backpack', 'bathroom', 'one of the classrooms', 'package']",True
coronet,cabinet,cabinet,"['place', 'small room', 'cabinet', 'tin', 'bay']",True
cosmetic,drawer,drawer,"['quiver', 'boat', 'home', 'home', 'drawer']",True
couch,house,house,"['most rooms', 'house', 'truck', 'shoe', 'basket']",True
countertop,bathroom,packet,"['packet', 'loft', 'bathroom', 'wardrobe', 'playroom']",False
cracker,breadbox,breadbox,"['well', 'most rooms', 'hive', 'bright room', 'breadbox']",True
cracker box,closet,closet,"['motorbike', 'bag', 'closet', 'music room', 'pitcher']",True
crate,kitchen,playroom,"['living rooms', 'playroom', 'kitchen', 'chamber', 'tin']",False
crayon,utility room,utility room,"['briefcase', 'orchestra', 'larder', 'utility room', 'kitchen or bathroom']",True
creditcard,living room,briefcase,"['sedan', 'quiver', 'attic', 'briefcase', 'living room']",False
crisp,table,table,"['parlor', 'table', 'bath', 'cabinet', 'packet']",True
crowbar,cabinet,cabinet,"['house', 'package', 'class room', 'cabinet', 'room']",True
cube storage box,lobby,none,"['lobby', 'freezer', 'dungeon', ' middle of the room', 'kitchen or bathroom']",False
cubicle,bank,board,"['bank', 'bathtub', 'board', 'livin room', 'room of the house']",False
cup,kitchen,kitchen,"['breadbox', 'family room', 'oven', 'kitchen', 'jacket']",True
cupcake,oven,oven,"['dresser', 'room', 'guest room', 'card room', 'oven']",True
curtain,living room,living room,"['range', 'living room', 'laundry room', 'bowl', 'jacket']",True
cushion,closet,study,"['study', 'closet', 'briefcase', 'freezer', 'every room']",False
custard,refrigerator,refrigerator,"[""child's bedroom"", 'house', 'refrigerator', 'bus', 'head']",True
cutlery,table,table,"['hospital drug storeroom', 'broom closet', 'table', 'locker', 'card room']",True
damper,attic,attic,"['attic', ' middle of the room', 'head', 'dimly lit room', 'microwave']",True
dashboard,car,automobile,"['automobile', 'press', 'car', 'storage room', 'larder']",False
decanter,bar,bar,"['hospital drug storeroom', 'lobby', 'hall', 'court', 'bar']",True
deck,backyard,backyard,"['suitcase', 'backyard', 'trap', 'cabinet', 'one of the classrooms']",True
design,plate,storage room,"['machine', 'plate', 'castle', 'hall', 'storage room']",False
desk,bedroom,desk,"['desk', 'tin', 'cabin', 'bedroom', 'hive']",False
desk caddy,storage room,master bedroom,"['storage room', 'bright room', 'master bedroom', 'sack', 'microwave']",False
desklamp,living room,teenager's bedroom,"['one room flat', 'parlor', 'living room', ""teenager's bedroom"", 'hospital drug storeroom']",False
desktop,bedroom,bedroom,"['floor', 'cruet', 'bedroom', 'court', 'hospital drug storeroom']",True
dessert,refrigerator,refrigerator,"['cubicle', 'hall', 'bag', 'refrigerator', 'teapot']",True
diaper pack,exercise room,pantry,"['home', 'library', 'exercise room', 'lamp', 'pantry']",False
diary,desk,desk,"['foyer', 'kitchen or bathroom', 'floor', 'desk', ' middle of the room']",True
dictionary,table,table,"['table', 'larder', 'room of the house', 'cruet', 'quiver']",True
dietary supplement,living room,living room,"['living room', 'packet', 'bunk', 'board', 'furniture']",True
dime,purse,purse,"['bathroom', 'vault', 'box', 'purse', 'pocket']",True
diningtable,kitchen,kitchen,"['master bedroom', 'packet', 'kitchen', 'laundry room', 'wallet']",True
dinner,table,table,"['sack', 'wallet', 'room', 'table', 'television room']",True
dish,apartment,home,"['trap', 'home', 'pot', 'apartment', 'keg']",False
dish drainer,television room,pan,"['bunk', 'television room', 'pan', 'case', 'purse']",False
dishsponge,bathroom,bathroom,"['oven', 'court', 'jar', 'study', 'bathroom']",True
dishtowel,television room,sack,"['fridge', 'sack', 'family room', 'television room', ""men's restroom""]",False
dishwasher,kitchen,kitchen,"['jar', 'kitchen', 'pan', 'breadbox', 'dresser']",True
dispensing closure,bedroom,bathroom cabinet,"['lamp', 'bedroom', 'bathroom cabinet', 'library', 'guest room']",False
document,suitcase,every bedroom,"['suitcase', 'every bedroom', 'backyard', 'case', 'art classroom']",False
dog bowl,home office,den,"['home office', 'table', 'den', 'beehive', 'microwave']",False
dog chew toy,kitchen,kitchen,"['fridge', 'suitcase', 'pot', 'locker', 'kitchen']",True
dogbed,bedroom,bedroom,"['delivery room', 'card room', 'bedroom', 'numerous modern washrooms', 'anor room']",True
dollhouse toy,home office,home office,"['toolbox', 'backpack', 'home office', 'bath', 'truck']",True
donut,home office,jar,"['room of the house', 'jar', 'home office', 'hive', 'backpack']",False
door,room,room,"['shoe', 'head', 'quiver', 'bank', 'room']",True
doughnut,fridge,none,"['larder', 'machine', 'bathroom or kitchen', 'fridge', 'boat']",False
drawer,kitchen,kitchen,"['bathroom and kitchen', 'kitchen', 'bicycle', 'apartment', ""person's living room""]",True
dress,closet,closet,"['chamber', 'closet', 'waiting room', 'childs room', 'bank']",True
dresser,bedroom,bedroom,"[""person's living room"", 'bedroom', 'bundle', 'orchestra', 'cellar']",True
dressing,refrigerator,laundry room,"['aquarium', 'safe', 'refrigerator', 'laundry room', 'lounge']",False
drill,toolbox,toolbox,"['small room', 'toolbox', 'case', 'truck', 'hatbox']",True
drink,can,can,"['garage', 'schoolroom', 'package', 'hive', 'can']",True
drink coaster,garage,counter,"['shelf', 'bookshelf', 'garage', ""teenager's bedroom"", 'counter']",False
driveway,car,car,"['car', 'bright room', 'packet', 'closet', 'independent room']",True
drum,child's room,child's room,"['hospital drug storeroom', 'oven', 'bathroom drawer', 'broom closet', ""child's room""]",True
dryer,basement,basement,"['dresser', 'basement', 'bright room', 'foyer', 'bath']",True
duck,oven,oven,"['cruet', 'oven', 'sink', 'shoe', 'lobby']",True
duct,attic,attic,"['case', 'attic', 'small room', 'backyard', 'bowl']",True
duct tape,childs room,suitcase,"['childs room', 'nest', 'ir rooms', 'suitcase', ""prostitute's bedroom""]",False
dumbbell,bedroom,bedroom,"['den', 'dormroom', 'pan', 'garbage', 'bedroom']",True
dumbbell rack,television room,master bedroom,"['tank', 'master bedroom', 'microwave', 'trunk', 'television room']",False
dungeon,basement,basement,"['can', 'basement', 'locker', 'motorbike', 'mansion']",True
dustbin,kitchen,kitchen,"['garage', 'kitchen', 'dimly lit room', 'bicycle', 'bar']",True
dustpan and brush,playroom,toolbox,"['playroom', 'small room', 'every bedroom', 'tank', 'toolbox']",False
dutch oven,pantry room,pantry room,"['side of the room', 'card room', 'pantry room', 'bathroom drawer', 'parlor']",True
duvet,living room,living room,"['stand', 'bowl', 'art classroom', 'living room', 'garbage']",True
easter basket,corridor,loungeroom,"['corridor', 'loungeroom', 'every bedroom', 'sedan', 'wardrobe']",False
edible,plate,kitchen,"['kitchen', 'plate', 'cup', 'dormroom', 'furniture']",False
egg,kitchen,kitchen,"['every bedroom', 'basket', 'kitchen', 'orchestra', 'pan']",True
eggplant,oven,oven,"['chest', 'cabin', 'bundle', 'hive', 'oven']",True
electric heater,home office,basement,"['home office', 'handbag', 'basement', 'machine', 'suitcase']",False
electric toothbrush,lobby,class room,"['basement', 'sack', 'class room', 'range', 'lobby']",False
electronic adapter,playroom,backpack,"[' middle of the room', 'packet', 'playroom', 'backpack', 'different room']",False
electronic cable,kitchen,kitchen,"['tin', 'mailbox', 'tin', 'kitchen', 'classroom']",True
elevator,apartment,room of the house,"['room of the house', 'apartment', 'music room', 'furniture', 'loft']",False
emperor,hall,hall,"['hall', 'closet', 'bathroom', 'basement', 'hatbox']",True
encyclopedia,library,library,"['library', 'truck', 'bottle', 'wallet', 'cruet']",True
engraving,plate,plate,"['deck', 'plate', 'one of the classrooms', 'tank', 'pocket']",True
envelope,desk,desk,"['chest', ' middle of the room', 'wallet', 'tin', 'desk']",True
face moisturizer,kitchen,kitchen,"['cradle', 'home', 'barrel', 'cat', 'kitchen']",True
faucet,bathroom,bathroom,"['bike', 'pocket', 'bathroom', 'master bedroom', ""men's restroom""]",True
fiberglass,boat,boat,"['laundry room', 'freezer', 'home office', 'boat', 'tin']",True
figurine,shelf,shelf,"['garbage', 'boat', 'nest', 'shelf', 'stove']",True
file sorter,childs room,counter,"['counter', 'childs room', 'cabin', 'larder', ""child's room""]",False
film,cabinet,cabinet,"['cabinet', 'bus', 'dishwasher', 'bright room', 'bathroom drawer']",True
fingerpaint,bathroom,classroom,"['bathroom', 'cruet', 'guest room', 'classroom', 'shelf']",False
fire,basement,vault,"['basement', 'vault', 'bike', 'family room', 'chest']",False
firearm,cabinet,closet,"['parlor', 'bookshelf', 'closet', 'engine', 'cabinet']",False
fireplace,room,livingroom,"['bank', 'keg', 'classroom', 'livingroom', 'room']",False
fish,boat,boat,"['jacket', 'sack', 'boat', 'hall', 'shelf']",True
fitness tracker wristband,dining room,separate room,"['schoolroom', 'dining room', 'separate room', 'motel room', 'court']",False
flag,classroom,classroom,"['bathroom and kitchen', 'classroom', 'bathroom or kitchen', 'dwelling', 'cellar']",True
flashlight,utility room,utility room,"['stove', 'boot', 'classroom', 'utility room', 'stove']",True
flat screwdriver,utility room,utility room,"['car', 'camp', 'beehive', 'utility room', 'sink']",True
floor,kitchen,kitchen,"['wardrobe', 'stove', 'bathroom drawer', 'kitchen', 'bathroom drawer']",True
floorlamp,living room,living room,"['mansion', 'living room', 'anor room', 'desk', 'guest room']",True
flour,pantry,pantry,"['beehive', 'library', 'pantry', 'shaker', 'living rooms']",True
foam brick,television room,television room,"['television room', 'pot', 'card room', 'bowl', ""person's living room""]",True
folder,garage,handbag,"['purse', 'loft', 'garage', 'engine', 'handbag']",False
fondant,bedroom,desk,"['pitcher', 'desk', 'cradle', 'bicycle', 'bedroom']",False
food,backpack,backpack,"['den', 'car', 'stand', 'art classroom', 'backpack']",True
foot,shoe,shoe,"['shoe', 'bank', 'master bedroom', 'pantry room', 'cabinet']",True
footstool,bathroom,room,"['icebox', 'pantry room', 'room', 'jar', 'bathroom']",False
foresail,boat,boat,"['boat', 'dresser', 'jacket', 'dresser', 'anor room']",True
fork,kitchen,kitchen,"['kitchen', 'sack', 'hive', 'pot', 'tea room']",True
form,cabinet,cabinet,"['cabinet', 'hotel room', 'barrel', 'cat', 'sink']",True
foundation,closet,closet,"[""children's room"", 'pod', 'closet', 'aquarium', 'cellar']",True
foyer,apartment,apartment,"['shaker', 'apartment', 'hive', 'teapot', ""men's restroom""]",True
frame,bed,room,"['restroom', 'room', 'hall', 'jacket', 'bed']",False
freezer,kitchen,kitchen,"['stove', 'mailbox', 'kitchen', 'boat', 'restroom']",True
fridge,kitchen,kitchen,"['way', 'automobile', 'freezer', 'motorbike', 'kitchen']",True
frosting,jar,jar,"['jar', 'storage room', 'attic', 'den', 'furniture']",True
fruit,plate,plate,"['plate', 'music room', 'dishwasher', 'chamber', 'microwave']",True
fruit snack,playroom,playroom,"['backpack', 'cabinet', 'desk', 'playroom', 'cellar']",True
fur,cat,cat,"['head', 'loungeroom', 'bathroom drawer', 'cat', 'machine']",True
furnace,basement,basement,"['lobby', 'basement', 'jacket', 'lounge', 'broom closet']",True
furniture,loft,loft,"['loft', 'camp', 'refrigerator', 'corridor', 'one of the classrooms']",True
galley,boat,boat,"['ambulance', 'independent room', 'boat', 'bag', 'toolbox']",True
garage,house,house,"['anor room', 'bathroom and kitchen', 'exercise room', 'childs room', 'house']",True
garbage,dumpster,dumpster,"['freezer', 'dumpster', 'living rooms', 'dormroom', 'bag']",True
garbagebag,kitchen,kitchen,"['vault', 'pan', 'cubicle', 'kitchen', 'every room']",True
garbagecan,bedroom,house,"['house', 'bedroom', 'handbag', 'library', 'freezer']",False
garlic,kitchen,kitchen,"['different room', 'parlor', 'safe', 'fridge', 'kitchen']",True
garment,suitcase,suitcase,"['bathroom', 'purse', 'basement', 'suitcase', 'attic']",True
garter,drawer,drawer,"['lounge', 'room of the house', 'board', 'nest', 'drawer']",True
gas,boat,boat,"['small room', 'aquarium', 'floor', 'boat', 'cabinet']",True
gate,garden,garden,"['room of the house', 'well', 'garden', 'cup', 'bathroom cabinet']",True
gauze,cabinet,cabinet,"['jar', 'pot', 'cubicle', 'camp', 'cabinet']",True
gear,car,bike,"['chest', 'wallet', 'bike', 'hamper', 'car']",False
