object,correct_location,predicted_location,location_choices,correct_prediction
broom,cabinet,cabinet,"['butt', 'cabinet', 'den', 'schoolroom', 'one of the classrooms']",True
bug,garden,garden,"['broom closet', 'cup', 'garden', 'childs room', 'card room']",True
bulb,lamp,lamp,"['different room', 'sink', 'cabin', 'lamp', 'lounge']",True
bullet,barrel,storage room,"['briefcase', 'hotel room', 'bike', 'storage room', 'barrel']",False
bumper,car,car,"['ir rooms', 'attic', 'car', 'home office', 'loft']",True
bun,breadbox,breadbox,"['beehive', ""child's bedroom"", 'well', 'tank', 'breadbox']",True
bundt pan,living room,art classroom,"['living room', 'bicycle', 'art classroom', 'vault', 'wallet']",False
bureau,bedroom,bedroom,"['bedroom', 'camp', 'box', 'sofa', 'tea room']",True
burner,oven,kitchen,"['dumpster', 'laundry room', 'kitchen', 'oven', 'chest']",False
butter dish,garage,cash's room,"['trunk', 'cellar', 'garage', ""cash's room"", 'bunk']",False
butterknife,kitchen,kitchen,"['can', 'kitchen', 'tank', 'suitcase', 'shelf']",True
cabbage,plate,plate,"['card room', 'plate', 'boot', 'pocket', 'bathroom drawer']",True
cabinet,bathroom,child's room,"[""child's room"", 'bay', 'backyard', 'grand ballroom', 'bathroom']",False
cake mix,lobby,pantry,"['chest', 'pantry', 'laundry room', 'lobby', 'microwave']",False
cake pan,childs room,person's living room,"['truck', 'childs room', 'pot', 'hamper', ""person's living room""]",False
calender,desk,desk,"['master bedroom', 'desk', 'broom closet', 'cruet', 'sofa']",True
camera,dining room,art classroom,"['dining room', 'art classroom', 'tank', 'sedan', 'press']",False
camper,bunk,bay,"['pod', 'packet', 'bay', 'one of the classrooms', 'bunk']",False
can opener,living room,cabin,"['motel room', 'library', 'cabin', 'living room', 'ambulance']",False
candelabra,table,table,"['basement', 'stove', 'anor room', 'bar', 'table']",True
candle,living room,living room,"['stove', 'box', 'washer', 'belfry', 'living room']",True
candle holder,corridor,corridor,"['mansion', 'bathroom or kitchen', 'corridor', 'tank', 'castle']",True
candlestick,table,table,"['dresser', 'lamp', 'table', 'art classroom', 'basement']",True
candy,lobby,packet,"['boot', 'chamber', 'lobby', 'packet', 'dwelling']",False
candy bar,garage,belfry,"['shell', 'glass', 'garage', 'classroom', 'belfry']",False
canister,utility room,utility room,"['toolbox', 'utility room', 'nest', 'deck', ""child's bedroom""]",True
canteen,backpack,backpack,"['schoolroom', 'bike', 'backpack', 'court', 'carton']",True
canvas,art classroom,art classroom,"['keg', 'bike', 'home', 'art classroom', 'keg']",True
cap,suitcase,suitcase,"['grand ballroom', 'orchestra', 'glass', 'suitcase', 'apartment']",True
carburettor,car,car,"['cubicle', 'furniture', 'sedan', 'wardrobe', 'car']",True
card,box,purse,"['box', 'cabin', 'purse', 'study', 'closet']",False
card game,playroom,playroom,"['ambulance', ""child's room"", ""teenager's bedroom"", 'side of the room', 'playroom']",True
carpeting,house,house,"['closet', 'engine', 'container', 'house', 'larder']",True
carrot,fridge,fridge,"['sink', 'hall', 'fridge', 'butt', 'cradle']",True
carrying case,kitchen,wardrobe,"['handbag', 'dormroom', 'belfry', 'kitchen', 'wardrobe']",False
case,trunk,trunk,"['separate room', 'bathroom and kitchen', 'dishwasher', 'bright room', 'trunk']",True
casserole dish,television room,case,"['television room', 'one of the classrooms', 'nest', 'case', 'floor']",False
cauliflower,oven,small room,"['living rooms', 'wallet', 'oven', 'boot', 'small room']",False
cd,bedroom,bedroom,"['bedroom', 'corridor', 'deck', 'shaker', 'place']",True
celery,refrigerator,refrigerator,"['pan', 'numerous modern washrooms', 'engine', 'lobby', 'refrigerator']",True
cellar,basement,basement,"['drawer', 'dresser', 'room of the house', ""person's living room"", 'basement']",True
cellphone,living room,living room,"['bank', 'basket', 'guest room', 'living room', 'machine']",True
centerpiece,table,table,"['schoolroom', 'table', 'briefcase', 'suitcase', 'trunk']",True
cereal,living room,living room,"['desk', 'laundry room', 'pan', 'living room', 'livingroom']",True
chain,dining room,chest,"['dining room', 'livin room', 'sedan', 'chest', 'art classroom']",False
chair,living room,living room,"[""men's restroom"", 'storage room', 'dimly lit room', 'castle', 'living room']",True
chalk,classroom,classroom,"['bathroom cabinet', 'classroom', 'plate', 'tank', 'carton']",True
chalkboard,classroom,classroom,"['garage', 'classroom', 'family room', 'larder', 'bathroom drawer']",True
check,bank,bank,"[""prostitute's bedroom"", 'lounge', 'bank', 'freezer', 'bay']",True
cheese,fridge,fridge,"['freezer', 'music room', 'living room', 'press', 'fridge']",True
chesterfield,living room,living room,"['living room', 'belfry', 'television room', 'stove', 'plate']",True
chicken,freezer,freezer,"['tea room', 'freezer', ""child's room"", 'camp', 'family room']",True
chickpea,oven,basket,"['every bedroom', 'basket', 'hatbox', 'stand', 'oven']",False
china,cabinet,cabinet,"['bath', 'freezer', 'bay', 'cabinet', 'table']",True
chip,pot,card room,"['card room', 'pot', 'bed', 'deck', 'hamper']",False
chocolate,childs room,container,"['container', 'childs room', 'art classroom', 'hospital drug storeroom', 'safe']",False
chocolate box,exercise room,apartment,"['exercise room', 'automobile', 'bookshelf', 'dresser', 'apartment']",False
chocolate milk pods,kitchen,kitchen,"['kitchen', 'bathroom or kitchen', 'music room', 'dungeon', ""men's restroom""]",True
chocolate powder,playroom,refrigerator,"['garbage', 'playroom', 'chest', 'refrigerator', 'nest']",False
chopping board,television room,counter,"['hall', 'truck', 'counter', 'toolbox', 'television room']",False
cinnamon,kitchen,kitchen,"['purse', 'kitchen', 'dresser', 'bathroom drawer', 'art classroom']",True
clamp,lobby,camp,"['waiting room', 'freezer', 'lobby', 'camp', 'apartment']",False
clay,storage room,storage room,"['ballroom', 'attic', 'storage room', 'bank', 'toolbox']",True
clipboard,desk,desk,"['desk', 'cabinet', 'art classroom', 'jar', 'wardrobe']",True
clock,television room,television room,"['head', 'bar', 'shaker', 'oven', 'television room']",True
closet,apartment,apartment,"['apartment', 'oven', 'boat', 'bright room', 'garbage']",True
cloth,bathroom,bathroom,"['well', 'one room flat', 'music room', 'schoolroom', 'bathroom']",True
clothing,house,child's bedroom,"['broom closet', 'hatbox', 'house', 'jar', ""child's bedroom""]",False
coaster,table,table,"['every bedroom', ""child's bedroom"", 'table', 'bathroom cabinet', 'bathroom']",True
coat,closet,closet,"['motel room', 'room of the house', 'jacket', 'closet', 'stand']",True
coating,range,garbage,"['range', 'garbage', 'furniture', 'dumpster', 'bath']",False
cockpit,head,different room,"['butt', 'head', 'different room', 'camp', 'camp']",False
coffee,pot,pot,"['cat', 'side of the room', 'pot', 'broom closet', 'bike']",True
coffee beans,exercise room,bar,"['bar', 'exercise room', 'one of the classrooms', 'ballroom', 'beehive']",False
coffee pods,closet,shelf,"['guest room', 'closet', 'toaster', 'camp', 'shelf']",False
coffeemachine,kitchen,kitchen,"['kitchen', 'most rooms', 'box', 'pantry', 'basket']",True
coffeemaker,exercise room,pod,"['delivery room', ""prostitute's bedroom"", 'sofa', 'exercise room', 'pod']",False
coffeetable,living room,living room,"['range', 'living room', 'mansion', 'plate', 'truck']",True
coil,machine,utility room,"['spoon', 'machine', 'boot', 'utility room', 'washer']",False
coke,can,fridge,"['fridge', 'can', 'shell', 'bag', 'pot']",False
cola,fridge,fridge,"[""men's restroom"", 'loft', 'home', 'fridge', 'sink']",True
collage,one of the classrooms,every bedroom,"['bank', 'one of the classrooms', 'every bedroom', 'basket', 'cruet']",False
colored wood blocks,bedroom,boot,"['bookshelf', 'living rooms', 'lamp', 'bedroom', 'boot']",False
column,table,chamber,"['chamber', 'home', 'numerous modern washrooms', 'head', 'table']",False
comb,hive,carton,"['kitchen', 'hive', 'larder', 'carton', 'cellar']",False
comfort,bed,bed,"['class room', 'quiver', 'palace', 'range', 'bed']",True
compass,cabinet,cabinet,"['box', 'orchestra', 'bar', 'cabinet', 'class room']",True
compote,jar,jar,"['palace', 'car', 'case', 'hamper', 'jar']",True
computer,table,table,"['master bedroom', 'bathroom and kitchen', 'table', 'butt', 'dumpster']",True
condiment,closet,larder,"['attic', 'jar', 'closet', 'boot', 'larder']",False
condom,bathroom,bathroom,"['table', 'beehive', 'dining room', 'bathroom', 'basket']",True
conserve,jar,jar,"['jar', 'class room', 'study', 'plate', 'breadbox']",True
container,car,house,"['car', 'art classroom', 'house', 'trunk', 'engine']",False
contraceptive,drawer,drawer,"['drawer', 'bag', 'separate room', 'different room', 'den']",True
cookbook,shelf,shelf,"['garage', 'shelf', 'motorbike', 'packet', 'bottle']",True
cookie,oven,storage room,"['jacket', 'oven', 'washer', 'storage room', 'bookshelf']",False
cooky,container,container,"['class room', 'container', 'backpack', 'barrel', 'side of the room']",True
cooler,kitchen,kitchen,"['grand ballroom', 'wallet', ""cash's room"", 'kitchen', 'different room']",True
copyholder,desk,desk,"['childs room', 'wardrobe', ""teenager's bedroom"", 'desk', 'loft']",True
cord,backpack,one of the classrooms,"['package', 'bathroom', 'guest room', 'one of the classrooms', 'backpack']",False
coronet,cabinet,cabinet,"['tin', 'small room', 'bay', 'place', 'cabinet']",True
cosmetic,drawer,drawer,"['home', 'boat', 'drawer', 'home', 'quiver']",True
couch,house,most rooms,"['basket', 'most rooms', 'house', 'truck', 'shoe']",False
countertop,bathroom,loft,"['bathroom', 'wardrobe', 'packet', 'playroom', 'loft']",False
cracker,breadbox,breadbox,"['well', 'most rooms', 'breadbox', 'hive', 'bright room']",True
cracker box,closet,closet,"['pitcher', 'bag', 'motorbike', 'closet', 'music room']",True
crate,kitchen,playroom,"['playroom', 'living rooms', 'chamber', 'tin', 'kitchen']",False
crayon,utility room,utility room,"['orchestra', 'briefcase', 'larder', 'kitchen or bathroom', 'utility room']",True
creditcard,living room,briefcase,"['briefcase', 'sedan', 'quiver', 'living room', 'attic']",False
crisp,table,table,"['packet', 'table', 'parlor', 'cabinet', 'bath']",True
crowbar,cabinet,cabinet,"['house', 'class room', 'room', 'cabinet', 'package']",True
cube storage box,lobby,kitchen or bathroom,"['freezer', 'kitchen or bathroom', 'lobby', ' middle of the room', 'dungeon']",False
cubicle,bank,bank,"['livin room', 'bathtub', 'board', 'room of the house', 'bank']",True
cup,kitchen,kitchen,"['jacket', 'breadbox', 'oven', 'kitchen', 'family room']",True
cupcake,oven,room,"['room', 'dresser', 'guest room', 'card room', 'oven']",False
curtain,living room,living room,"['range', 'bowl', 'jacket', 'laundry room', 'living room']",True
cushion,closet,study,"['study', 'briefcase', 'closet', 'freezer', 'every room']",False
custard,refrigerator,refrigerator,"[""child's bedroom"", 'bus', 'refrigerator', 'head', 'house']",True
cutlery,table,table,"['table', 'hospital drug storeroom', 'broom closet', 'card room', 'locker']",True
damper,attic,attic,"['microwave', 'attic', ' middle of the room', 'head', 'dimly lit room']",True
dashboard,car,car,"['larder', 'press', 'automobile', 'car', 'storage room']",True
decanter,bar,bar,"['hospital drug storeroom', 'bar', 'hall', 'court', 'lobby']",True
deck,backyard,backyard,"['one of the classrooms', 'trap', 'suitcase', 'cabinet', 'backyard']",True
design,plate,storage room,"['castle', 'machine', 'storage room', 'hall', 'plate']",False
desk,bedroom,bedroom,"['desk', 'tin', 'bedroom', 'hive', 'cabin']",True
desk caddy,storage room,bright room,"['master bedroom', 'bright room', 'sack', 'storage room', 'microwave']",False
desklamp,living room,teenager's bedroom,"['hospital drug storeroom', 'one room flat', ""teenager's bedroom"", 'parlor', 'living room']",False
desktop,bedroom,bedroom,"['floor', 'bedroom', 'court', 'cruet', 'hospital drug storeroom']",True
dessert,refrigerator,refrigerator,"['cubicle', 'bag', 'teapot', 'hall', 'refrigerator']",True
diaper pack,exercise room,home,"['pantry', 'exercise room', 'lamp', 'home', 'library']",False
diary,desk,desk,"['kitchen or bathroom', 'desk', ' middle of the room', 'floor', 'foyer']",True
dictionary,table,table,"['larder', 'cruet', 'table', 'quiver', 'room of the house']",True
dietary supplement,living room,furniture,"['living room', 'packet', 'board', 'furniture', 'bunk']",False
dime,purse,purse,"['purse', 'pocket', 'box', 'bathroom', 'vault']",True
diningtable,kitchen,kitchen,"['master bedroom', 'packet', 'laundry room', 'wallet', 'kitchen']",True
dinner,table,table,"['sack', 'television room', 'room', 'table', 'wallet']",True
dish,apartment,home,"['home', 'keg', 'trap', 'apartment', 'pot']",False
dish drainer,television room,case,"['pan', 'television room', 'bunk', 'purse', 'case']",False
dishsponge,bathroom,jar,"['oven', 'bathroom', 'jar', 'study', 'court']",False
dishtowel,television room,family room,"[""men's restroom"", 'television room', 'sack', 'fridge', 'family room']",False
dishwasher,kitchen,kitchen,"['kitchen', 'breadbox', 'pan', 'jar', 'dresser']",True
dispensing closure,bedroom,bathroom cabinet,"['bathroom cabinet', 'library', 'lamp', 'guest room', 'bedroom']",False
document,suitcase,case,"['backyard', 'suitcase', 'case', 'every bedroom', 'art classroom']",False
dog bowl,home office,den,"['home office', 'microwave', 'beehive', 'den', 'table']",False
dog chew toy,kitchen,kitchen,"['kitchen', 'suitcase', 'locker', 'fridge', 'pot']",True
dogbed,bedroom,bedroom,"['bedroom', 'anor room', 'numerous modern washrooms', 'delivery room', 'card room']",True
dollhouse toy,home office,home office,"['toolbox', 'backpack', 'home office', 'truck', 'bath']",True
donut,home office,jar,"['home office', 'backpack', 'room of the house', 'hive', 'jar']",False
door,room,room,"['quiver', 'head', 'bank', 'room', 'shoe']",True
doughnut,fridge,fridge,"['bathroom or kitchen', 'larder', 'boat', 'machine', 'fridge']",True
drawer,kitchen,kitchen,"['bicycle', 'apartment', ""person's living room"", 'bathroom and kitchen', 'kitchen']",True
dress,closet,closet,"['childs room', 'closet', 'waiting room', 'bank', 'chamber']",True
dresser,bedroom,bedroom,"['orchestra', 'bedroom', ""person's living room"", 'bundle', 'cellar']",True
dressing,refrigerator,laundry room,"['refrigerator', 'lounge', 'safe', 'aquarium', 'laundry room']",False
drill,toolbox,toolbox,"['case', 'hatbox', 'toolbox', 'truck', 'small room']",True
drink,can,can,"['schoolroom', 'can', 'garage', 'package', 'hive']",True
drink coaster,garage,counter,"['shelf', 'garage', 'counter', 'bookshelf', ""teenager's bedroom""]",False
driveway,car,car,"['car', 'independent room', 'packet', 'bright room', 'closet']",True
drum,child's room,child's room,"[""child's room"", 'oven', 'hospital drug storeroom', 'bathroom drawer', 'broom closet']",True
dryer,basement,basement,"['bright room', 'dresser', 'bath', 'basement', 'foyer']",True
duck,oven,sink,"['lobby', 'oven', 'cruet', 'shoe', 'sink']",False
duct,attic,attic,"['bowl', 'backyard', 'case', 'small room', 'attic']",True
duct tape,childs room,prostitute's bedroom,"['ir rooms', 'nest', 'suitcase', ""prostitute's bedroom"", 'childs room']",False
dumbbell,bedroom,bedroom,"['pan', 'bedroom', 'garbage', 'dormroom', 'den']",True
dumbbell rack,television room,master bedroom,"['tank', 'microwave', 'trunk', 'television room', 'master bedroom']",False
dungeon,basement,basement,"['basement', 'mansion', 'can', 'motorbike', 'locker']",True
dustbin,kitchen,kitchen,"['dimly lit room', 'bicycle', 'garage', 'bar', 'kitchen']",True
dustpan and brush,playroom,playroom,"['small room', 'every bedroom', 'playroom', 'tank', 'toolbox']",True
dutch oven,pantry room,pantry room,"['parlor', 'card room', 'bathroom drawer', 'side of the room', 'pantry room']",True
duvet,living room,living room,"['bowl', 'garbage', 'stand', 'art classroom', 'living room']",True
easter basket,corridor,loungeroom,"['loungeroom', 'wardrobe', 'corridor', 'sedan', 'every bedroom']",False
edible,plate,kitchen,"['kitchen', 'dormroom', 'furniture', 'cup', 'plate']",False
egg,kitchen,kitchen,"['kitchen', 'pan', 'every bedroom', 'basket', 'orchestra']",True
eggplant,oven,cabin,"['hive', 'oven', 'chest', 'cabin', 'bundle']",False
electric heater,home office,home office,"['suitcase', 'basement', 'home office', 'machine', 'handbag']",True
electric toothbrush,lobby,class room,"['basement', 'lobby', 'range', 'sack', 'class room']",False
electronic adapter,playroom,packet,"['playroom', ' middle of the room', 'backpack', 'different room', 'packet']",False
electronic cable,kitchen,kitchen,"['tin', 'classroom', 'mailbox', 'tin', 'kitchen']",True
elevator,apartment,apartment,"['music room', 'apartment', 'loft', 'furniture', 'room of the house']",True
emperor,hall,hall,"['basement', 'bathroom', 'hall', 'hatbox', 'closet']",True
encyclopedia,library,library,"['bottle', 'library', 'cruet', 'wallet', 'truck']",True
engraving,plate,one of the classrooms,"['plate', 'tank', 'one of the classrooms', 'deck', 'pocket']",False
envelope,desk,desk,"[' middle of the room', 'tin', 'desk', 'wallet', 'chest']",True
face moisturizer,kitchen,home,"['kitchen', 'barrel', 'cat', 'cradle', 'home']",False
faucet,bathroom,bathroom,"['master bedroom', 'pocket', ""men's restroom"", 'bathroom', 'bike']",True
fiberglass,boat,boat,"['home office', 'boat', 'freezer', 'tin', 'laundry room']",True
figurine,shelf,shelf,"['garbage', 'stove', 'boat', 'nest', 'shelf']",True
file sorter,childs room,counter,"['larder', ""child's room"", 'cabin', 'childs room', 'counter']",False
film,cabinet,cabinet,"['bright room', 'bus', 'bathroom drawer', 'dishwasher', 'cabinet']",True
fingerpaint,bathroom,classroom,"['cruet', 'bathroom', 'shelf', 'classroom', 'guest room']",False
fire,basement,basement,"['family room', 'chest', 'vault', 'bike', 'basement']",True
firearm,cabinet,cabinet,"['engine', 'cabinet', 'closet', 'bookshelf', 'parlor']",True
fireplace,room,livingroom,"['classroom', 'keg', 'room', 'bank', 'livingroom']",False
fish,boat,boat,"['jacket', 'shelf', 'boat', 'sack', 'hall']",True
fitness tracker wristband,dining room,separate room,"['dining room', 'schoolroom', 'motel room', 'court', 'separate room']",False
flag,classroom,classroom,"['cellar', 'classroom', 'bathroom and kitchen', 'bathroom or kitchen', 'dwelling']",True
flashlight,utility room,utility room,"['boot', 'classroom', 'stove', 'utility room', 'stove']",True
flat screwdriver,utility room,utility room,"['beehive', 'car', 'camp', 'utility room', 'sink']",True
floor,kitchen,kitchen,"['wardrobe', 'stove', 'kitchen', 'bathroom drawer', 'bathroom drawer']",True
floorlamp,living room,living room,"['desk', 'mansion', 'living room', 'guest room', 'anor room']",True
flour,pantry,pantry,"['shaker', 'pantry', 'beehive', 'library', 'living rooms']",True
foam brick,television room,television room,"[""person's living room"", 'pot', 'card room', 'bowl', 'television room']",True
folder,garage,handbag,"['garage', 'handbag', 'loft', 'purse', 'engine']",False
fondant,bedroom,desk,"['bicycle', 'pitcher', 'desk', 'bedroom', 'cradle']",False
food,backpack,stand,"['car', 'backpack', 'art classroom', 'stand', 'den']",False
foot,shoe,shoe,"['master bedroom', 'bank', 'shoe', 'cabinet', 'pantry room']",True
footstool,bathroom,room,"['jar', 'room', 'pantry room', 'icebox', 'bathroom']",False
foresail,boat,boat,"['dresser', 'dresser', 'jacket', 'boat', 'anor room']",True
fork,kitchen,kitchen,"['pot', 'sack', 'hive', 'kitchen', 'tea room']",True
form,cabinet,cabinet,"['sink', 'cat', 'hotel room', 'barrel', 'cabinet']",True
foundation,closet,closet,"['aquarium', 'cellar', ""children's room"", 'pod', 'closet']",True
foyer,apartment,apartment,"['hive', 'shaker', ""men's restroom"", 'apartment', 'teapot']",True
frame,bed,hall,"['restroom', 'bed', 'room', 'jacket', 'hall']",False
freezer,kitchen,kitchen,"['kitchen', 'boat', 'stove', 'mailbox', 'restroom']",True
fridge,kitchen,kitchen,"['kitchen', 'automobile', 'motorbike', 'freezer', 'way']",True
frosting,jar,jar,"['storage room', 'furniture', 'attic', 'den', 'jar']",True
fruit,plate,plate,"['microwave', 'music room', 'plate', 'dishwasher', 'chamber']",True
fruit snack,playroom,playroom,"['desk', 'playroom', 'cellar', 'backpack', 'cabinet']",True
fur,cat,loungeroom,"['cat', 'loungeroom', 'machine', 'head', 'bathroom drawer']",False
furnace,basement,basement,"['lobby', 'jacket', 'broom closet', 'basement', 'lounge']",True
furniture,loft,loft,"['loft', 'corridor', 'refrigerator', 'camp', 'one of the classrooms']",True
galley,boat,boat,"['independent room', 'bag', 'boat', 'ambulance', 'toolbox']",True
garage,house,house,"['bathroom and kitchen', 'childs room', 'anor room', 'exercise room', 'house']",True
garbage,dumpster,dumpster,"['freezer', 'bag', 'dumpster', 'dormroom', 'living rooms']",True
garbagebag,kitchen,kitchen,"['pan', 'vault', 'every room', 'kitchen', 'cubicle']",True
garbagecan,bedroom,house,"['freezer', 'bedroom', 'house', 'library', 'handbag']",False
garlic,kitchen,kitchen,"['parlor', 'different room', 'safe', 'kitchen', 'fridge']",True
garment,suitcase,suitcase,"['attic', 'bathroom', 'basement', 'purse', 'suitcase']",True
garter,drawer,drawer,"['room of the house', 'nest', 'lounge', 'drawer', 'board']",True
gas,boat,boat,"['floor', 'small room', 'cabinet', 'aquarium', 'boat']",True
gate,garden,garden,"['garden', 'cup', 'bathroom cabinet', 'room of the house', 'well']",True
gauze,cabinet,cabinet,"['pot', 'camp', 'cubicle', 'jar', 'cabinet']",True
gear,car,bike,"['wallet', 'chest', 'car', 'bike', 'hamper']",False
