object,correct_location,predicted_location,location_choices,correct_prediction
canvas,art classroom,art classroom,"['keg', 'bike', 'keg', 'home', 'art classroom']",True
cap,suitcase,suitcase,"['grand ballroom', 'apartment', 'glass', 'suitcase', 'orchestra']",True
carburettor,car,car,"['wardrobe', 'sedan', 'car', 'cubicle', 'furniture']",True
card,box,purse,"['box', 'purse', 'study', 'cabin', 'closet']",False
card game,playroom,playroom,"['side of  room', ""child's room"", ""teenager's bedroom"", 'playroom', 'ambulance']",True
carpeting,house,house,"['larder', 'container', 'engine', 'house', 'closet']",True
carrot,fridge,fridge,"['sink', 'hall', 'butt', 'cradle', 'fridge']",True
carrying case,kitchen,wardrobe,"['handbag', 'dormroom', 'wardrobe', 'kitchen', 'belfry']",False
case,trunk,kitchen,"['dishwasher', 'bright room', 'trunk', 'separate room', 'bathroom and kitchen']",False
casserole dish,television room,case,"['nest', 'one of  classrooms', 'floor', 'television room', 'case']",False
cauliflower,oven,oven,"['oven', 'living rooms', 'boot', 'wallet', 'small room']",True
cd,bedroom,bedroom,"['place', 'shaker', 'bedroom', 'deck', 'corridor']",True
celery,refrigerator,refrigerator,"['pan', 'numerous modern washrooms', 'engine', 'lobby', 'refrigerator']",True
cellar,basement,basement,"['basement', 'drawer', 'room of house', ""person's living room"", 'dresser']",True
cellphone,living room,living room,"['bank', 'machine', 'basket', 'living room', 'guest room']",True
centerpiece,table,table,"['trunk', 'briefcase', 'suitcase', 'table', 'schoolroom']",True
cereal,living room,pan,"['living room', 'laundry room', 'livingroom', 'pan', 'desk']",False
chain,dining room,chest,"['dining room', 'chest', 'art classroom', 'livin room', 'sedan']",False
chair,living room,living room,"['castle', 'living room', ""men's restroom"", 'storage room', 'dimly lit room']",True
chalk,classroom,classroom,"['plate', 'bathroom cabinet', 'carton', 'classroom', 'tank']",True
chalkboard,classroom,classroom,"['bathroom drawer', 'classroom', 'larder', 'family room', 'garage']",True
check,bank,bank,"['lounge', 'bay', 'freezer', ""prostitute's bedroom"", 'bank']",True
cheese,fridge,fridge,"['fridge', 'living room', 'press', 'music room', 'freezer']",True
chesterfield,living room,living room,"['stove', 'television room', 'plate', 'living room', 'belfry']",True
chicken,freezer,freezer,"['family room', ""child's room"", 'tea room', 'camp', 'freezer']",True
chickpea,oven,basket,"['oven', 'stand', 'every bedroom', 'hatbox', 'basket']",False
china,cabinet,cabinet,"['freezer', 'cabinet', 'bay', 'bath', 'table']",True
chip,pot,card room,"['pot', 'hamper', 'deck', 'card room', 'bed']",False
chocolate,childs room,container,"['childs room', 'safe', 'hospital drug storeroom', 'art classroom', 'container']",False
chocolate box,exercise room,dresser,"['apartment', 'automobile', 'dresser', 'exercise room', 'bookshelf']",False
chocolate milk pods,kitchen,kitchen,"['dungeon', ""men's restroom"", 'bathroom or kitchen', 'music room', 'kitchen']",True
chocolate powder,playroom,refrigerator,"['playroom', 'garbage', 'nest', 'chest', 'refrigerator']",False
chopping board,television room,counter,"['hall', 'counter', 'television room', 'truck', 'toolbox']",False
cinnamon,kitchen,kitchen,"['purse', 'dresser', 'art classroom', 'bathroom drawer', 'kitchen']",True
clamp,lobby,apartment,"['camp', 'lobby', 'apartment', 'freezer', 'waiting room']",False
clay,storage room,storage room,"['toolbox', 'bank', 'attic', 'storage room', 'ballroom']",True
clipboard,desk,desk,"['desk', 'jar', 'cabinet', 'art classroom', 'wardrobe']",True
clock,television room,television room,"['oven', 'shaker', 'head', 'television room', 'bar']",True
closet,apartment,bright room,"['bright room', 'apartment', 'garbage', 'boat', 'oven']",False
cloth,bathroom,bathroom,"['music room', 'one room flat', 'bathroom', 'well', 'schoolroom']",True
clothing,house,child's bedroom,"['hatbox', 'house', ""child's bedroom"", 'jar', 'broom closet']",False
coaster,table,table,"[""child's bedroom"", 'table', 'bathroom', 'bathroom cabinet', 'every bedroom']",True
coat,closet,closet,"['motel room', 'stand', 'closet', 'room of house', 'jacket']",True
coating,range,garbage,"['range', 'furniture', 'garbage', 'bath', 'dumpster']",False
cockpit,head,different room,"['camp', 'butt', 'different room', 'head', 'camp']",False
coffee,pot,pot,"['pot', 'cat', 'bike', 'side of  room', 'broom closet']",True
coffee beans,exercise room,bar,"['exercise room', 'one of  classrooms', 'beehive', 'ballroom', 'bar']",False
coffee pods,closet,shelf,"['closet', 'shelf', 'guest room', 'toaster', 'camp']",False
coffeemachine,kitchen,kitchen,"['basket', 'pantry', 'box', 'most rooms', 'kitchen']",True
coffeemaker,exercise room,exercise room,"['pod', 'sofa', ""prostitute's bedroom"", 'exercise room', 'delivery room']",True
coffeetable,living room,living room,"['truck', 'mansion', 'plate', 'range', 'living room']",True
coil,machine,utility room,"['boot', 'spoon', 'machine', 'utility room', 'washer']",False
coke,can,fridge,"['bag', 'fridge', 'pot', 'shell', 'can']",False
cola,fridge,fridge,"['sink', ""men's restroom"", 'fridge', 'home', 'loft']",True
collage,one of  classrooms,one of classrooms,"['one of  classrooms', 'basket', 'every bedroom', 'cruet', 'bank']",False
colored wood blocks,bedroom,bookshelf,"['living rooms', 'bedroom', 'lamp', 'boot', 'bookshelf']",False
column,table,table,"['head', 'chamber', 'numerous modern washrooms', 'table', 'home']",True
comb,hive,larder,"['kitchen', 'cellar', 'hive', 'larder', 'carton']",False
comfort,bed,bed,"['range', 'quiver', 'bed', 'palace', 'class room']",True
compass,cabinet,cabinet,"['box', 'class room', 'cabinet', 'bar', 'orchestra']",True
compote,jar,jar,"['palace', 'hamper', 'car', 'case', 'jar']",True
computer,table,master bedroom,"['bathroom and kitchen', 'dumpster', 'master bedroom', 'table', 'butt']",False
condiment,closet,larder,"['closet', 'larder', 'attic', 'jar', 'boot']",False
condom,bathroom,bathroom,"['dining room', 'bathroom', 'table', 'basket', 'beehive']",True
conserve,jar,jar,"['breadbox', 'study', 'jar', 'class room', 'plate']",True
container,car,trunk,"['art classroom', 'trunk', 'engine', 'car', 'house']",False
contraceptive,drawer,drawer,"['separate room', 'bag', 'den', 'different room', 'drawer']",True
cookbook,shelf,shelf,"['garage', 'shelf', 'motorbike', 'bottle', 'packet']",True
cookie,oven,storage room,"['storage room', 'jacket', 'oven', 'bookshelf', 'washer']",False
cooky,container,container,"['backpack', 'class room', 'container', 'side of  room', 'barrel']",True
cooler,kitchen,kitchen,"['kitchen', 'grand ballroom', ""cash's room"", 'different room', 'wallet']",True
copyholder,desk,desk,"['childs room', 'loft', ""teenager's bedroom"", 'desk', 'wardrobe']",True
cord,backpack,backpack,"['guest room', 'one of  classrooms', 'backpack', 'package', 'bathroom']",True
coronet,cabinet,cabinet,"['place', 'bay', 'tin', 'cabinet', 'small room']",True
cosmetic,drawer,drawer,"['home', 'quiver', 'home', 'drawer', 'boat']",True
couch,house,house,"['truck', 'most rooms', 'basket', 'shoe', 'house']",True
countertop,bathroom,playroom,"['loft', 'packet', 'playroom', 'bathroom', 'wardrobe']",False
cracker,breadbox,breadbox,"['bright room', 'well', 'most rooms', 'hive', 'breadbox']",True
cracker box,closet,closet,"['music room', 'motorbike', 'pitcher', 'closet', 'bag']",True
crate,kitchen,playroom,"['playroom', 'chamber', 'tin', 'living rooms', 'kitchen']",False
crayon,utility room,kitchen,"['orchestra', 'kitchen or bathroom', 'larder', 'utility room', 'briefcase']",False
creditcard,living room,briefcase,"['briefcase', 'sedan', 'quiver', 'living room', 'attic']",False
crisp,table,table,"['table', 'bath', 'packet', 'parlor', 'cabinet']",True
crowbar,cabinet,cabinet,"['class room', 'room', 'house', 'cabinet', 'package']",True
cube storage box,lobby,lobby,"['freezer', 'middle of  room', 'kitchen or bathroom', 'lobby', 'dungeon']",True
cubicle,bank,room of house,"['bathtub', 'bank', 'livin room', 'room of house', 'board']",False
cup,kitchen,kitchen,"['breadbox', 'kitchen', 'oven', 'family room', 'jacket']",True
cupcake,oven,oven,"['dresser', 'card room', 'oven', 'room', 'guest room']",True
curtain,living room,living room,"['range', 'living room', 'bowl', 'jacket', 'laundry room']",True
cushion,closet,every room,"['every room', 'study', 'briefcase', 'closet', 'freezer']",False
custard,refrigerator,refrigerator,"['refrigerator', ""child's bedroom"", 'bus', 'house', 'head']",True
cutlery,table,table,"['card room', 'hospital drug storeroom', 'table', 'broom closet', 'locker']",True
damper,attic,attic,"['head', 'attic', 'middle of  room', 'dimly lit room', 'microwave']",True
dashboard,car,automobile,"['larder', 'automobile', 'press', 'storage room', 'car']",False
decanter,bar,bar,"['hall', 'bar', 'hospital drug storeroom', 'lobby', 'court']",True
deck,backyard,backyard,"['one of  classrooms', 'backyard', 'trap', 'suitcase', 'cabinet']",True
design,plate,storage room,"['castle', 'hall', 'storage room', 'machine', 'plate']",False
desk,bedroom,desk,"['desk', 'hive', 'cabin', 'tin', 'bedroom']",False
desk caddy,storage room,storage room,"['storage room', 'master bedroom', 'bright room', 'microwave', 'sack']",True
desklamp,living room,teenager's bedroom,"['one room flat', 'living room', ""teenager's bedroom"", 'parlor', 'hospital drug storeroom']",False
desktop,bedroom,bedroom,"['cruet', 'court', 'hospital drug storeroom', 'floor', 'bedroom']",True
dessert,refrigerator,refrigerator,"['hall', 'refrigerator', 'bag', 'cubicle', 'teapot']",True
diaper pack,exercise room,home,"['pantry', 'exercise room', 'library', 'home', 'lamp']",False
diary,desk,desk,"['foyer', 'kitchen or bathroom', 'floor', 'desk', 'middle of  room']",True
dictionary,table,table,"['table', 'larder', 'cruet', 'room of house', 'quiver']",True
dietary supplement,living room,packet,"['board', 'bunk', 'living room', 'furniture', 'packet']",False
dime,purse,purse,"['bathroom', 'vault', 'pocket', 'purse', 'box']",True
diningtable,kitchen,kitchen,"['wallet', 'master bedroom', 'packet', 'laundry room', 'kitchen']",True
dinner,table,table,"['television room', 'sack', 'wallet', 'room', 'table']",True
dish,apartment,pot,"['keg', 'trap', 'apartment', 'pot', 'home']",False
dish drainer,television room,television room,"['purse', 'case', 'pan', 'television room', 'bunk']",True
dishsponge,bathroom,bathroom,"['court', 'study', 'jar', 'oven', 'bathroom']",True
dishtowel,television room,sack,"['family room', 'fridge', 'television room', ""men's restroom"", 'sack']",False
dishwasher,kitchen,kitchen,"['pan', 'kitchen', 'dresser', 'jar', 'breadbox']",True
dispensing closure,bedroom,bathroom cabinet,"['library', 'guest room', 'lamp', 'bathroom cabinet', 'bedroom']",False
document,suitcase,case,"['every bedroom', 'art classroom', 'case', 'backyard', 'suitcase']",False
dog bowl,home office,den,"['microwave', 'den', 'beehive', 'home office', 'table']",False
dog chew toy,kitchen,kitchen,"['pot', 'locker', 'fridge', 'kitchen', 'suitcase']",True
dogbed,bedroom,bedroom,"['anor room', 'delivery room', 'bedroom', 'numerous modern washrooms', 'card room']",True
dollhouse toy,home office,home office,"['truck', 'bath', 'backpack', 'toolbox', 'home office']",True
donut,home office,jar,"['backpack', 'room of house', 'jar', 'hive', 'home office']",False
door,room,room,"['head', 'bank', 'quiver', 'room', 'shoe']",True
doughnut,fridge,fridge,"['machine', 'boat', 'fridge', 'larder', 'bathroom or kitchen']",True
drawer,kitchen,kitchen,"['bathroom and kitchen', 'bicycle', 'apartment', 'kitchen', ""person's living room""]",True
dress,closet,closet,"['waiting room', 'childs room', 'chamber', 'bank', 'closet']",True
dresser,bedroom,bedroom,"['bundle', 'orchestra', ""person's living room"", 'bedroom', 'cellar']",True
dressing,refrigerator,laundry room,"['safe', 'lounge', 'laundry room', 'refrigerator', 'aquarium']",False
drill,toolbox,toolbox,"['hatbox', 'toolbox', 'case', 'small room', 'truck']",True
drink,can,can,"['hive', 'schoolroom', 'garage', 'can', 'package']",True
drink coaster,garage,counter,"['shelf', 'counter', 'garage', ""teenager's bedroom"", 'bookshelf']",False
driveway,car,car,"['closet', 'independant room', 'car', 'packet', 'bright room']",True
drum,child's room,child's room,"['broom closet', 'hospital drug storeroom', ""child's room"", 'oven', 'bathroom drawer']",True
dryer,basement,basement,"['dresser', 'bright room', 'bath', 'foyer', 'basement']",True
duck,oven,sink,"['lobby', 'sink', 'cruet', 'shoe', 'oven']",False
duct,attic,attic,"['attic', 'bowl', 'case', 'backyard', 'small room']",True
duct tape,childs room,suitcase,"['childs room', 'ir rooms', 'nest', 'suitcase', ""prostitute's bedroom""]",False
dumbbell,bedroom,bedroom,"['bedroom', 'dormroom', 'garbage', 'den', 'pan']",True
dumbbell rack,television room,master bedroom,"['master bedroom', 'microwave', 'trunk', 'television room', 'tank']",False
dungeon,basement,basement,"['basement', 'motorbike', 'can', 'mansion', 'locker']",True
dustbin,kitchen,kitchen,"['garage', 'bar', 'kitchen', 'dimly lit room', 'bicycle']",True
dustpan and brush,playroom,toolbox,"['playroom', 'toolbox', 'every bedroom', 'tank', 'small room']",False
dutch oven,pantry room,pantry room,"['parlor', 'bathroom drawer', 'pantry room', 'side of  room', 'card room']",True
duvet,living room,living room,"['art classroom', 'living room', 'garbage', 'stand', 'bowl']",True
easter basket,corridor,loungeroom,"['every bedroom', 'wardrobe', 'sedan', 'loungeroom', 'corridor']",False
edible,plate,kitchen,"['kitchen', 'furniture', 'plate', 'cup', 'dormroom']",False
egg,kitchen,pan,"['basket', 'every bedroom', 'orchestra', 'pan', 'kitchen']",False
eggplant,oven,cabin,"['oven', 'cabin', 'bundle', 'hive', 'chest']",False
electric heater,home office,basement,"['machine', 'suitcase', 'home office', 'handbag', 'basement']",False
electric toothbrush,lobby,basement,"['class room', 'sack', 'lobby', 'range', 'basement']",False
electronic adapter,playroom,backpack,"['playroom', 'backpack', 'packet', 'middle of  room', 'different room']",False
electronic cable,kitchen,kitchen,"['tin', 'tin', 'kitchen', 'classroom', 'mailbox']",True
elevator,apartment,loft,"['music room', 'furniture', 'loft', 'room of house', 'apartment']",False
emperor,hall,hatbox,"['basement', 'bathroom', 'hall', 'hatbox', 'closet']",False
encyclopedia,library,library,"['library', 'bottle', 'cruet', 'truck', 'wallet']",True
engraving,plate,plate,"['one of  classrooms', 'pocket', 'deck', 'tank', 'plate']",True
envelope,desk,desk,"['wallet', 'chest', 'tin', 'middle of  room', 'desk']",True
face moisturizer,kitchen,home,"['cat', 'home', 'kitchen', 'cradle', 'barrel']",False
faucet,bathroom,bathroom,"['pocket', 'bike', ""men's restroom"", 'master bedroom', 'bathroom']",True
fiberglass,boat,boat,"['freezer', 'tin', 'boat', 'laundry room', 'home office']",True
figurine,shelf,shelf,"['nest', 'garbage', 'stove', 'shelf', 'boat']",True
file sorter,childs room,counter,"['counter', 'larder', 'cabin', ""child's room"", 'childs room']",False
film,cabinet,cabinet,"['bathroom drawer', 'cabinet', 'dishwasher', 'bright room', 'bus']",True
fingerpaint,bathroom,classroom,"['bathroom', 'shelf', 'guest room', 'cruet', 'classroom']",False
fire,basement,vault,"['vault', 'basement', 'chest', 'family room', 'bike']",False
firearm,cabinet,cabinet,"['bookshelf', 'engine', 'parlor', 'cabinet', 'closet']",True
fireplace,room,livingroom,"['livingroom', 'keg', 'classroom', 'room', 'bank']",False
fish,boat,boat,"['jacket', 'boat', 'sack', 'hall', 'shelf']",True
fitness tracker wristband,dining room,separate room,"['dining room', 'motel room', 'separate room', 'schoolroom', 'court']",False
flag,classroom,classroom,"['cellar', 'classroom', 'dwelling', 'bathroom or kitchen', 'bathroom and kitchen']",True
flashlight,utility room,utility room,"['classroom', 'stove', 'utility room', 'stove', 'boot']",True
flat screwdriver,utility room,utility room,"['beehive', 'sink', 'camp', 'utility room', 'car']",True
floor,kitchen,kitchen,"['bathroom drawer', 'stove', 'bathroom drawer', 'kitchen', 'wardrobe']",True
floorlamp,living room,living room,"['anor room', 'living room', 'mansion', 'guest room', 'desk']",True
flour,pantry,pantry,"['pantry', 'shaker', 'living rooms', 'library', 'beehive']",True
foam brick,television room,person's living room,"['pot', 'television room', 'bowl', ""person's living room"", 'card room']",False
folder,garage,handbag,"['loft', 'handbag', 'purse', 'garage', 'engine']",False
fondant,bedroom,desk,"['bicycle', 'cradle', 'pitcher', 'desk', 'bedroom']",False
food,backpack,den,"['art classroom', 'stand', 'den', 'backpack', 'car']",False
foot,shoe,shoe,"['bank', 'cabinet', 'pantry room', 'master bedroom', 'shoe']",True
footstool,bathroom,room,"['pantry room', 'bathroom', 'jar', 'icebox', 'room']",False
foresail,boat,boat,"['jacket', 'dresser', 'dresser', 'anor room', 'boat']",True
fork,kitchen,kitchen,"['pot', 'kitchen', 'sack', 'hive', 'tea room']",True
form,cabinet,cabinet,"['sink', 'cabinet', 'cat', 'hotel room', 'barrel']",True
foundation,closet,cellar,"['pod', ""children's room"", 'aquarium', 'cellar', 'closet']",False
foyer,apartment,apartment,"['apartment', ""men's restroom"", 'hive', 'teapot', 'shaker']",True
frame,bed,hall,"['hall', 'jacket', 'restroom', 'room', 'bed']",False
freezer,kitchen,kitchen,"['mailbox', 'restroom', 'stove', 'kitchen', 'boat']",True
fridge,kitchen,kitchen,"['automobile', 'way', 'kitchen', 'freezer', 'motorbike']",True
frosting,jar,jar,"['furniture', 'den', 'jar', 'attic', 'storage room']",True
fruit,plate,plate,"['chamber', 'music room', 'plate', 'dishwasher', 'microwave']",True
fruit snack,playroom,playroom,"['cellar', 'desk', 'playroom', 'backpack', 'cabinet']",True
fur,cat,cat,"['head', 'cat', 'bathroom drawer', 'machine', 'loungeroom']",True
furnace,basement,basement,"['broom closet', 'lobby', 'jacket', 'basement', 'lounge']",True
furniture,loft,loft,"['corridor', 'refrigerator', 'one of  classrooms', 'loft', 'camp']",True
galley,boat,boat,"['toolbox', 'ambulance', 'boat', 'bag', 'independant room']",True
garage,house,house,"['bathroom and kitchen', 'anor room', 'house', 'childs room', 'exercise room']",True
garbage,dumpster,dumpster,"['dormroom', 'freezer', 'dumpster', 'bag', 'living rooms']",True
garbagebag,kitchen,kitchen,"['kitchen', 'cubicle', 'every room', 'pan', 'vault']",True
garbagecan,bedroom,house,"['library', 'bedroom', 'house', 'freezer', 'handbag']",False
garlic,kitchen,kitchen,"['different room', 'safe', 'kitchen', 'fridge', 'parlor']",True
garment,suitcase,suitcase,"['attic', 'basement', 'suitcase', 'bathroom', 'purse']",True
garter,drawer,drawer,"['lounge', 'drawer', 'nest', 'room of house', 'board']",True
gas,boat,boat,"['aquarium', 'small room', 'floor', 'boat', 'cabinet']",True
gate,garden,garden,"['cup', 'well', 'garden', 'bathroom cabinet', 'room of house']",True
gauze,cabinet,cabinet,"['camp', 'jar', 'cabinet', 'pot', 'cubicle']",True
gear,car,bike,"['wallet', 'bike', 'hamper', 'chest', 'car']",False
