object,correct_location,predicted_location,location_choices,correct_prediction
basketball,bedroom,bedroom,"['card room', 'mailbox', 'bedroom', 'jacket', 'cabinet']",True
bat,attic,range,"['butt', 'range', 'attic', 'carton', 'different room']",False
bath sheet,bedroom,bedroom,"['tea room', 'broom closet', 'vault', 'bedroom', 'shelf']",True
bathtub,bathroom,bathroom,"['dresser', 'bathroom', 'shoe', 'fridge', 'separate room']",True
bathtubbasin,bathroom,bathroom,"['barrel', 'bathroom', 'nest', 'package', 'tin']",True
batter,box,freezer,"['place', 'box', 'livingroom', 'freezer', 'can']",False
battery,childs room,plate,"['plate', 'floor', 'childs room', 'bus', 'backyard']",False
beacon,range,utility room,"['tin', 'utility room', 'loft', 'cruet', 'range']",False
beanbag,child's bedroom,child's bedroom,"[""child's bedroom"", 'hatbox', 'briefcase', 'chest', 'barrel']",True
beard color gel,utility room,study,"['deck', ' middle of the room', 'tin', 'study', 'utility room']",False
beauty pack,utility room,house,"['palace', 'backyard', 'study', 'house', 'utility room']",False
bed,bedroom,bedroom,"['pod', 'dishwasher', 'packet', 'bedroom', 'bedroom drawer']",True
bedroom,dwelling,dwelling,"['range', 'class room', 'sack', 'dwelling', 'refrigerator']",True
beer,can,most rooms,"['most rooms', 'sofa', 'can', 'engine', 'engine']",False
beet,can,container,"['foyer', 'can', 'toaster', 'loungeroom', 'container']",False
belt,closet,closet,"['childs room', 'most rooms', 'hall', 'closet', 'jacket']",True
beverage,bottle,dining room,"['bottle', ""prostitute's bedroom"", 'dining room', 'parlor', 'case']",False
binoculars,suitcase,shelf,"['belfry', 'suitcase', 'kitchen or bathroom', 'shelf', 'quiver']",False
biscuit,oven,children's room,"['oven', 'dumpster', 'mansion', ""children's room"", 'stove']",False
blanket,closet,closet,"['closet', 'hive', 'dimly lit room', 'toolbox', 'wallet']",True
bleach cleanser,bathroom,bathroom,"['attic', 'jar', ""children's room"", 'bathroom', 'motel room']",True
blender,kitchen,kitchen,"['kitchen', 'living rooms', 'wardrobe', 'package', 'hotel room']",True
blender jar,garage,pantry,"['pitcher', 'bar', 'sack', 'garage', 'pantry']",False
blind,bedroom,bedroom,"['briefcase', 'bed', 'beehive', 'bedroom', 'palace']",True
blouse,suitcase,suitcase,"['butt', 'suitcase', 'bowl', 'tea room', 'locker']",True
board game,childs room,none,"['bed', 'most rooms', 'furniture', 'different room', 'childs room']",False
boat,bay,bay,"['quiver', 'pantry', ""men's restroom"", 'bay', 'every bedroom']",True
boater,boat,boat,"['place', 'boat', ""person's living room"", 'dining room', 'stand']",True
bolt,jar,jar,"['bundle', 'garbage', 'den', 'package', 'jar']",True
book,living room,living room,"['bike', 'aquarium', 'garden', 'locker', 'living room']",True
bookcase,den,bookshelf,"['hospital drug storeroom', 'den', 'pot', 'bookshelf', 'nest']",False
bookend,utility room,every bedroom,"['glass', 'utility room', 'larder', 'bathroom drawer', 'every bedroom']",False
bookshelf,bedroom,bedroom,"['bedroom', 'hamper', 'teapot', 'toaster', 'boot']",True
boot,living room,living room,"['living room', 'tin', 'belfry', 'floor', 'one room flat']",True
booze,bar,bar,"['hall', 'hive', 'small room', 'bar', 'mailbox']",True
bottle,kitchen,kitchen,"['kitchen', 'briefcase', 'waiting room', 'floor', 'dumpster']",True
bourbon,barrel,card room,"['bathtub', 'sofa', 'tin', 'barrel', 'card room']",False
bowl,kitchen,kitchen,"['packet', 'backyard', 'grand ballroom', 'kitchen', 'locker']",True
box,bedroom,drawer,"['bedroom', 'bottle', 'bath', 'drawer', 'anor room']",False
bra,drawer,drawer,"['drawer', 'cat', 'pot', 'guest room', 'bath']",True
brain,head,head,"['keg', 'bowl', 'head', 'beehive', 'every bedroom']",True
brandy,bar,bar,"['microwave', 'grand ballroom', 'bar', 'waiting room', 'tank']",True
bread,kitchen,kitchen,"['closet', 'corridor', 'kitchen', 'machine', 'dining room']",True
breakfast,table,table,"['table', 'parlor', 'machine', 'garbage', 'childs room']",True
broccoli,oven,most rooms,"['most rooms', 'oven', 'packet', 'truck', 'tin']",False
broiler,oven,oven,"['motorbike', 'broom closet', 'cellar', 'oven', 'pot']",True
broom,cabinet,cabinet,"['cabinet', 'butt', 'schoolroom', 'one of the classrooms', 'den']",True
bug,garden,garden,"['cup', 'card room', 'garden', 'broom closet', 'childs room']",True
bulb,lamp,lamp,"['sink', 'lounge', 'lamp', 'different room', 'cabin']",True
bullet,barrel,storage room,"['storage room', 'hotel room', 'bike', 'briefcase', 'barrel']",False
bumper,car,car,"['loft', 'home office', 'car', 'ir rooms', 'attic']",True
bun,breadbox,breadbox,"['beehive', 'tank', 'well', ""child's bedroom"", 'breadbox']",True
bundt pan,living room,living room,"['wallet', 'art classroom', 'vault', 'living room', 'bicycle']",True
bureau,bedroom,bedroom,"['camp', 'box', 'tea room', 'sofa', 'bedroom']",True
burner,oven,kitchen,"['kitchen', 'chest', 'oven', 'dumpster', 'laundry room']",False
butter dish,garage,cellar,"[""cash's room"", 'bunk', 'trunk', 'cellar', 'garage']",False
butterknife,kitchen,kitchen,"['can', 'tank', 'shelf', 'kitchen', 'suitcase']",True
cabbage,plate,plate,"['plate', 'boot', 'card room', 'pocket', 'bathroom drawer']",True
cabinet,bathroom,child's room,"['bay', 'backyard', 'bathroom', 'grand ballroom', ""child's room""]",False
cake mix,lobby,pantry,"['laundry room', 'lobby', 'chest', 'microwave', 'pantry']",False
cake pan,childs room,person's living room,"['truck', 'pot', 'hamper', ""person's living room"", 'childs room']",False
calender,desk,desk,"['master bedroom', 'desk', 'broom closet', 'cruet', 'sofa']",True
camera,dining room,art classroom,"['sedan', 'tank', 'press', 'art classroom', 'dining room']",False
camper,bunk,bay,"['bunk', 'pod', 'packet', 'bay', 'one of the classrooms']",False
can opener,living room,cabin,"['living room', 'motel room', 'ambulance', 'library', 'cabin']",False
candelabra,table,table,"['anor room', 'basement', 'stove', 'table', 'bar']",True
candle,living room,living room,"['belfry', 'box', 'stove', 'washer', 'living room']",True
candle holder,corridor,none,"['tank', 'castle', 'bathroom or kitchen', 'mansion', 'corridor']",False
candlestick,table,table,"['dresser', 'table', 'lamp', 'art classroom', 'basement']",True
candy,lobby,packet,"['boot', 'packet', 'lobby', 'chamber', 'dwelling']",False
candy bar,garage,classroom,"['shell', 'garage', 'classroom', 'belfry', 'glass']",False
canister,utility room,utility room,"['utility room', 'toolbox', 'deck', ""child's bedroom"", 'nest']",True
canteen,backpack,backpack,"['backpack', 'schoolroom', 'carton', 'court', 'bike']",True
canvas,art classroom,art classroom,"['art classroom', 'bike', 'home', 'keg', 'keg']",True
cap,suitcase,apartment,"['glass', 'grand ballroom', 'apartment', 'orchestra', 'suitcase']",False
carburettor,car,car,"['car', 'cubicle', 'sedan', 'furniture', 'wardrobe']",True
card,box,purse,"['study', 'closet', 'cabin', 'purse', 'box']",False
card game,playroom,playroom,"[""child's room"", 'ambulance', 'side of the room', 'playroom', ""teenager's bedroom""]",True
carpeting,house,house,"['container', 'house', 'engine', 'larder', 'closet']",True
carrot,fridge,fridge,"['hall', 'butt', 'fridge', 'sink', 'cradle']",True
carrying case,kitchen,handbag,"['handbag', 'belfry', 'kitchen', 'dormroom', 'wardrobe']",False
case,trunk,trunk,"['separate room', 'bright room', 'bathroom and kitchen', 'dishwasher', 'trunk']",True
casserole dish,television room,case,"['one of the classrooms', 'television room', 'case', 'nest', 'floor']",False
cauliflower,oven,oven,"['living rooms', 'small room', 'oven', 'wallet', 'boot']",True
cd,bedroom,bedroom,"['corridor', 'shaker', 'deck', 'bedroom', 'place']",True
celery,refrigerator,refrigerator,"['engine', 'refrigerator', 'numerous modern washrooms', 'pan', 'lobby']",True
cellar,basement,basement,"['drawer', 'dresser', 'room of the house', 'basement', ""person's living room""]",True
cellphone,living room,living room,"['machine', 'guest room', 'living room', 'bank', 'basket']",True
centerpiece,table,table,"['briefcase', 'trunk', 'schoolroom', 'suitcase', 'table']",True
cereal,living room,living room,"['desk', 'livingroom', 'pan', 'laundry room', 'living room']",True
chain,dining room,chest,"['dining room', 'livin room', 'chest', 'sedan', 'art classroom']",False
chair,living room,living room,"['living room', 'storage room', 'dimly lit room', ""men's restroom"", 'castle']",True
chalk,classroom,classroom,"['plate', 'bathroom cabinet', 'classroom', 'tank', 'carton']",True
chalkboard,classroom,classroom,"['garage', 'family room', 'classroom', 'larder', 'bathroom drawer']",True
check,bank,bank,"['bay', 'lounge', 'freezer', ""prostitute's bedroom"", 'bank']",True
cheese,fridge,fridge,"['fridge', 'living room', 'music room', 'press', 'freezer']",True
chesterfield,living room,living room,"['stove', 'television room', 'plate', 'living room', 'belfry']",True
chicken,freezer,freezer,"['camp', 'freezer', ""child's room"", 'tea room', 'family room']",True
chickpea,oven,basket,"['every bedroom', 'hatbox', 'oven', 'stand', 'basket']",False
china,cabinet,cabinet,"['bath', 'freezer', 'cabinet', 'bay', 'table']",True
chip,pot,card room,"['hamper', 'bed', 'deck', 'pot', 'card room']",False
chocolate,childs room,hospital drug storeroom,"['hospital drug storeroom', 'safe', 'art classroom', 'childs room', 'container']",False
chocolate box,exercise room,dresser,"['apartment', 'bookshelf', 'automobile', 'dresser', 'exercise room']",False
chocolate milk pods,kitchen,kitchen,"['kitchen', ""men's restroom"", 'dungeon', 'music room', 'bathroom or kitchen']",True
chocolate powder,playroom,refrigerator,"['refrigerator', 'chest', 'playroom', 'garbage', 'nest']",False
chopping board,television room,counter,"['television room', 'hall', 'truck', 'counter', 'toolbox']",False
cinnamon,kitchen,kitchen,"['purse', 'art classroom', 'dresser', 'bathroom drawer', 'kitchen']",True
clamp,lobby,apartment,"['lobby', 'camp', 'waiting room', 'apartment', 'freezer']",False
clay,storage room,storage room,"['attic', 'storage room', 'bank', 'toolbox', 'ballroom']",True
clipboard,desk,desk,"['desk', 'jar', 'cabinet', 'wardrobe', 'art classroom']",True
clock,television room,television room,"['bar', 'shaker', 'head', 'oven', 'television room']",True
closet,apartment,apartment,"['boat', 'apartment', 'bright room', 'garbage', 'oven']",True
cloth,bathroom,bathroom,"['music room', 'schoolroom', 'one room flat', 'bathroom', 'well']",True
clothing,house,child's bedroom,"['broom closet', 'jar', 'hatbox', 'house', ""child's bedroom""]",False
coaster,table,table,"['bathroom cabinet', 'every bedroom', ""child's bedroom"", 'bathroom', 'table']",True
coat,closet,closet,"['stand', 'jacket', 'room of the house', 'closet', 'motel room']",True
coating,range,range,"['garbage', 'range', 'bath', 'furniture', 'dumpster']",True
cockpit,head,different room,"['camp', 'different room', 'head', 'camp', 'butt']",False
coffee,pot,pot,"['broom closet', 'cat', 'side of the room', 'pot', 'bike']",True
coffee beans,exercise room,bar,"['ballroom', 'bar', 'beehive', 'one of the classrooms', 'exercise room']",False
coffee pods,closet,shelf,"['closet', 'toaster', 'camp', 'guest room', 'shelf']",False
coffeemachine,kitchen,kitchen,"['basket', 'pantry', 'kitchen', 'most rooms', 'box']",True
coffeemaker,exercise room,pod,"['exercise room', 'pod', ""prostitute's bedroom"", 'delivery room', 'sofa']",False
coffeetable,living room,living room,"['truck', 'mansion', 'range', 'plate', 'living room']",True
coil,machine,utility room,"['washer', 'utility room', 'spoon', 'boot', 'machine']",False
coke,can,fridge,"['fridge', 'bag', 'pot', 'shell', 'can']",False
cola,fridge,fridge,"[""men's restroom"", 'sink', 'home', 'fridge', 'loft']",True
collage,one of the classrooms,every bedroom,"['every bedroom', 'one of the classrooms', 'cruet', 'basket', 'bank']",False
colored wood blocks,bedroom,bookshelf,"['bookshelf', 'living rooms', 'lamp', 'boot', 'bedroom']",False
column,table,home,"['head', 'table', 'chamber', 'numerous modern washrooms', 'home']",False
comb,hive,kitchen,"['hive', 'kitchen', 'carton', 'cellar', 'larder']",False
comfort,bed,bed,"['quiver', 'bed', 'range', 'class room', 'palace']",True
compass,cabinet,none,"['box', 'class room', 'bar', 'orchestra', 'cabinet']",False
compote,jar,jar,"['car', 'hamper', 'case', 'palace', 'jar']",True
computer,table,table,"['dumpster', 'butt', 'master bedroom', 'table', 'bathroom and kitchen']",True
condiment,closet,larder,"['jar', 'attic', 'boot', 'larder', 'closet']",False
condom,bathroom,bathroom,"['bathroom', 'beehive', 'table', 'basket', 'dining room']",True
conserve,jar,jar,"['breadbox', 'study', 'jar', 'class room', 'plate']",True
container,car,trunk,"['engine', 'car', 'trunk', 'house', 'art classroom']",False
contraceptive,drawer,drawer,"['different room', 'separate room', 'den', 'drawer', 'bag']",True
cookbook,shelf,shelf,"['bottle', 'motorbike', 'garage', 'packet', 'shelf']",True
cookie,oven,oven,"['oven', 'bookshelf', 'storage room', 'washer', 'jacket']",True
cooky,container,container,"['side of the room', 'barrel', 'class room', 'container', 'backpack']",True
cooler,kitchen,kitchen,"['grand ballroom', 'kitchen', 'wallet', 'different room', ""cash's room""]",True
copyholder,desk,desk,"['loft', 'desk', 'wardrobe', ""teenager's bedroom"", 'childs room']",True
cord,backpack,backpack,"['package', 'guest room', 'bathroom', 'backpack', 'one of the classrooms']",True
coronet,cabinet,cabinet,"['place', 'tin', 'cabinet', 'small room', 'bay']",True
cosmetic,drawer,drawer,"['quiver', 'boat', 'drawer', 'home', 'home']",True
couch,house,house,"['house', 'basket', 'truck', 'most rooms', 'shoe']",True
countertop,bathroom,playroom,"['loft', 'bathroom', 'wardrobe', 'packet', 'playroom']",False
cracker,breadbox,breadbox,"['hive', 'well', 'bright room', 'breadbox', 'most rooms']",True
cracker box,closet,closet,"['pitcher', 'bag', 'music room', 'motorbike', 'closet']",True
crate,kitchen,playroom,"['tin', 'playroom', 'chamber', 'kitchen', 'living rooms']",False
crayon,utility room,briefcase,"['briefcase', 'utility room', 'larder', 'orchestra', 'kitchen or bathroom']",False
creditcard,living room,briefcase,"['sedan', 'briefcase', 'quiver', 'living room', 'attic']",False
crisp,table,table,"['bath', 'table', 'parlor', 'cabinet', 'packet']",True
crowbar,cabinet,cabinet,"['class room', 'package', 'cabinet', 'room', 'house']",True
cube storage box,lobby,kitchen or bathroom,"['kitchen or bathroom', 'dungeon', 'freezer', 'lobby', ' middle of the room']",False
cubicle,bank,bathtub,"['board', 'livin room', 'bathtub', 'bank', 'room of the house']",False
cup,kitchen,kitchen,"['kitchen', 'jacket', 'oven', 'family room', 'breadbox']",True
cupcake,oven,room,"['dresser', 'room', 'oven', 'guest room', 'card room']",False
curtain,living room,living room,"['living room', 'laundry room', 'range', 'bowl', 'jacket']",True
cushion,closet,every room,"['briefcase', 'closet', 'study', 'every room', 'freezer']",False
custard,refrigerator,refrigerator,"['head', 'bus', 'refrigerator', ""child's bedroom"", 'house']",True
cutlery,table,table,"['broom closet', 'table', 'hospital drug storeroom', 'card room', 'locker']",True
damper,attic,attic,"[' middle of the room', 'attic', 'microwave', 'dimly lit room', 'head']",True
dashboard,car,car,"['automobile', 'car', 'larder', 'press', 'storage room']",True
decanter,bar,bar,"['bar', 'hospital drug storeroom', 'hall', 'court', 'lobby']",True
deck,backyard,backyard,"['trap', 'cabinet', 'backyard', 'one of the classrooms', 'suitcase']",True
design,plate,storage room,"['storage room', 'castle', 'plate', 'hall', 'machine']",False
desk,bedroom,bedroom,"['cabin', 'desk', 'hive', 'bedroom', 'tin']",True
desk caddy,storage room,bright room,"['storage room', 'sack', 'bright room', 'master bedroom', 'microwave']",False
desklamp,living room,teenager's bedroom,"['living room', 'one room flat', 'parlor', 'hospital drug storeroom', ""teenager's bedroom""]",False
desktop,bedroom,bedroom,"['court', 'cruet', 'floor', 'hospital drug storeroom', 'bedroom']",True
dessert,refrigerator,refrigerator,"['refrigerator', 'cubicle', 'bag', 'hall', 'teapot']",True
diaper pack,exercise room,home,"['home', 'lamp', 'pantry', 'library', 'exercise room']",False
diary,desk,desk,"['kitchen or bathroom', 'desk', 'floor', 'foyer', ' middle of the room']",True
dictionary,table,room of the house,"['cruet', 'larder', 'room of the house', 'quiver', 'table']",False
dietary supplement,living room,packet,"['packet', 'living room', 'furniture', 'board', 'bunk']",False
dime,purse,purse,"['pocket', 'bathroom', 'box', 'purse', 'vault']",True
diningtable,kitchen,kitchen,"['laundry room', 'kitchen', 'wallet', 'master bedroom', 'packet']",True
dinner,table,table,"['table', 'television room', 'sack', 'wallet', 'room']",True
dish,apartment,home,"['trap', 'pot', 'apartment', 'keg', 'home']",False
dish drainer,television room,pan,"['television room', 'pan', 'case', 'bunk', 'purse']",False
dishsponge,bathroom,jar,"['oven', 'bathroom', 'court', 'study', 'jar']",False
dishtowel,television room,family room,"['sack', 'fridge', 'television room', ""men's restroom"", 'family room']",False
dishwasher,kitchen,kitchen,"['breadbox', 'jar', 'dresser', 'kitchen', 'pan']",True
dispensing closure,bedroom,bathroom cabinet,"['bathroom cabinet', 'bedroom', 'lamp', 'guest room', 'library']",False
document,suitcase,case,"['case', 'suitcase', 'every bedroom', 'backyard', 'art classroom']",False
dog bowl,home office,den,"['beehive', 'den', 'home office', 'table', 'microwave']",False
dog chew toy,kitchen,kitchen,"['locker', 'suitcase', 'fridge', 'pot', 'kitchen']",True
dogbed,bedroom,bedroom,"['anor room', 'delivery room', 'card room', 'numerous modern washrooms', 'bedroom']",True
dollhouse toy,home office,home office,"['truck', 'home office', 'backpack', 'bath', 'toolbox']",True
donut,home office,jar,"['home office', 'room of the house', 'backpack', 'jar', 'hive']",False
door,room,room,"['quiver', 'head', 'room', 'shoe', 'bank']",True
doughnut,fridge,none,"['bathroom or kitchen', 'machine', 'boat', 'larder', 'fridge']",False
drawer,kitchen,kitchen,"['bicycle', 'bathroom and kitchen', ""person's living room"", 'apartment', 'kitchen']",True
dress,closet,closet,"['bank', 'chamber', 'waiting room', 'closet', 'childs room']",True
dresser,bedroom,bedroom,"['orchestra', ""person's living room"", 'bedroom', 'cellar', 'bundle']",True
dressing,refrigerator,laundry room,"['aquarium', 'safe', 'lounge', 'laundry room', 'refrigerator']",False
drill,toolbox,toolbox,"['toolbox', 'small room', 'hatbox', 'case', 'truck']",True
drink,can,can,"['package', 'hive', 'schoolroom', 'garage', 'can']",True
drink coaster,garage,counter,"[""teenager's bedroom"", 'garage', 'shelf', 'bookshelf', 'counter']",False
driveway,car,car,"['independent room', 'closet', 'car', 'bright room', 'packet']",True
drum,child's room,child's room,"['hospital drug storeroom', 'oven', 'bathroom drawer', ""child's room"", 'broom closet']",True
dryer,basement,basement,"['bright room', 'basement', 'foyer', 'dresser', 'bath']",True
duck,oven,lobby,"['cruet', 'lobby', 'shoe', 'oven', 'sink']",False
duct,attic,attic,"['small room', 'bowl', 'case', 'backyard', 'attic']",True
duct tape,childs room,none,"['ir rooms', 'nest', ""prostitute's bedroom"", 'suitcase', 'childs room']",False
dumbbell,bedroom,bedroom,"['den', 'dormroom', 'bedroom', 'pan', 'garbage']",True
dumbbell rack,television room,master bedroom,"['master bedroom', 'trunk', 'television room', 'tank', 'microwave']",False
dungeon,basement,basement,"['locker', 'basement', 'can', 'mansion', 'motorbike']",True
dustbin,kitchen,kitchen,"['bar', 'bicycle', 'garage', 'dimly lit room', 'kitchen']",True
dustpan and brush,playroom,toolbox,"['small room', 'every bedroom', 'tank', 'playroom', 'toolbox']",False
dutch oven,pantry room,pantry room,"['bathroom drawer', 'card room', 'pantry room', 'parlor', 'side of the room']",True
duvet,living room,living room,"['stand', 'bowl', 'garbage', 'art classroom', 'living room']",True
easter basket,corridor,loungeroom,"['loungeroom', 'sedan', 'every bedroom', 'wardrobe', 'corridor']",False
edible,plate,kitchen,"['plate', 'furniture', 'dormroom', 'cup', 'kitchen']",False
egg,kitchen,kitchen,"['orchestra', 'pan', 'kitchen', 'every bedroom', 'basket']",True
eggplant,oven,cabin,"['bundle', 'chest', 'oven', 'cabin', 'hive']",False
electric heater,home office,home office,"['home office', 'basement', 'machine', 'suitcase', 'handbag']",True
electric toothbrush,lobby,class room,"['basement', 'lobby', 'sack', 'class room', 'range']",False
electronic adapter,playroom,packet,"[' middle of the room', 'packet', 'backpack', 'different room', 'playroom']",False
electronic cable,kitchen,classroom,"['classroom', 'kitchen', 'tin', 'mailbox', 'tin']",False
elevator,apartment,apartment,"['apartment', 'room of the house', 'furniture', 'loft', 'music room']",True
emperor,hall,hall,"['basement', 'bathroom', 'hall', 'closet', 'hatbox']",True
encyclopedia,library,library,"['wallet', 'cruet', 'bottle', 'truck', 'library']",True
engraving,plate,one of the classrooms,"['pocket', 'one of the classrooms', 'tank', 'deck', 'plate']",False
envelope,desk,desk,"['chest', 'wallet', 'tin', ' middle of the room', 'desk']",True
face moisturizer,kitchen,home,"['barrel', 'kitchen', 'home', 'cradle', 'cat']",False
faucet,bathroom,bathroom,"['pocket', 'master bedroom', 'bike', 'bathroom', ""men's restroom""]",True
fiberglass,boat,boat,"['freezer', 'laundry room', 'home office', 'tin', 'boat']",True
figurine,shelf,shelf,"['garbage', 'stove', 'shelf', 'nest', 'boat']",True
file sorter,childs room,child's room,"['childs room', 'counter', 'cabin', 'larder', ""child's room""]",False
film,cabinet,cabinet,"['cabinet', 'dishwasher', 'bus', 'bathroom drawer', 'bright room']",True
fingerpaint,bathroom,classroom,"['shelf', 'guest room', 'classroom', 'cruet', 'bathroom']",False
fire,basement,basement,"['chest', 'vault', 'bike', 'basement', 'family room']",True
firearm,cabinet,closet,"['closet', 'parlor', 'cabinet', 'bookshelf', 'engine']",False
fireplace,room,livingroom,"['keg', 'bank', 'room', 'livingroom', 'classroom']",False
fish,boat,boat,"['hall', 'boat', 'jacket', 'sack', 'shelf']",True
fitness tracker wristband,dining room,separate room,"['schoolroom', 'dining room', 'separate room', 'motel room', 'court']",False
flag,classroom,dwelling,"['bathroom and kitchen', 'dwelling', 'cellar', 'classroom', 'bathroom or kitchen']",False
flashlight,utility room,utility room,"['stove', 'utility room', 'stove', 'boot', 'classroom']",True
flat screwdriver,utility room,utility room,"['beehive', 'camp', 'car', 'utility room', 'sink']",True
floor,kitchen,kitchen,"['wardrobe', 'stove', 'bathroom drawer', 'kitchen', 'bathroom drawer']",True
floorlamp,living room,living room,"['mansion', 'guest room', 'anor room', 'living room', 'desk']",True
flour,pantry,pantry,"['beehive', 'living rooms', 'pantry', 'library', 'shaker']",True
foam brick,television room,person's living room,"['television room', 'pot', ""person's living room"", 'card room', 'bowl']",False
folder,garage,loft,"['purse', 'loft', 'handbag', 'garage', 'engine']",False
fondant,bedroom,desk,"['desk', 'cradle', 'bedroom', 'bicycle', 'pitcher']",False
food,backpack,den,"['art classroom', 'stand', 'car', 'backpack', 'den']",False
foot,shoe,shoe,"['bank', 'master bedroom', 'cabinet', 'pantry room', 'shoe']",True
footstool,bathroom,room,"['room', 'jar', 'icebox', 'bathroom', 'pantry room']",False
foresail,boat,boat,"['jacket', 'dresser', 'boat', 'dresser', 'anor room']",True
fork,kitchen,kitchen,"['kitchen', 'sack', 'tea room', 'pot', 'hive']",True
form,cabinet,cabinet,"['barrel', 'hotel room', 'cabinet', 'sink', 'cat']",True
foundation,closet,closet,"['pod', 'closet', 'cellar', 'aquarium', ""children's room""]",True
foyer,apartment,apartment,"['shaker', 'teapot', 'apartment', ""men's restroom"", 'hive']",True
frame,bed,hall,"['jacket', 'room', 'hall', 'bed', 'restroom']",False
freezer,kitchen,kitchen,"['kitchen', 'stove', 'mailbox', 'boat', 'restroom']",True
fridge,kitchen,kitchen,"['freezer', 'way', 'kitchen', 'automobile', 'motorbike']",True
frosting,jar,jar,"['den', 'storage room', 'attic', 'furniture', 'jar']",True
fruit,plate,plate,"['plate', 'dishwasher', 'chamber', 'music room', 'microwave']",True
fruit snack,playroom,playroom,"['cabinet', 'cellar', 'desk', 'playroom', 'backpack']",True
fur,cat,cat,"['head', 'cat', 'bathroom drawer', 'loungeroom', 'machine']",True
furnace,basement,basement,"['jacket', 'lobby', 'lounge', 'broom closet', 'basement']",True
furniture,loft,loft,"['camp', 'one of the classrooms', 'loft', 'refrigerator', 'corridor']",True
galley,boat,boat,"['bag', 'independent room', 'ambulance', 'toolbox', 'boat']",True
garage,house,house,"['anor room', 'house', 'exercise room', 'childs room', 'bathroom and kitchen']",True
garbage,dumpster,dumpster,"['freezer', 'dormroom', 'dumpster', 'bag', 'living rooms']",True
garbagebag,kitchen,kitchen,"['cubicle', 'pan', 'vault', 'every room', 'kitchen']",True
garbagecan,bedroom,house,"['handbag', 'library', 'bedroom', 'house', 'freezer']",False
garlic,kitchen,kitchen,"['safe', 'different room', 'parlor', 'fridge', 'kitchen']",True
garment,suitcase,suitcase,"['suitcase', 'purse', 'basement', 'attic', 'bathroom']",True
garter,drawer,drawer,"['nest', 'drawer', 'board', 'lounge', 'room of the house']",True
gas,boat,boat,"['cabinet', 'aquarium', 'boat', 'floor', 'small room']",True
gate,garden,garden,"['room of the house', 'bathroom cabinet', 'well', 'cup', 'garden']",True
gauze,cabinet,cabinet,"['camp', 'jar', 'cubicle', 'pot', 'cabinet']",True
gear,car,bike,"['chest', 'bike', 'wallet', 'hamper', 'car']",False
