object,correct_location,predicted_location,location_choices,correct_prediction
bolt,jar,jar,"['den', 'jar', 'package', 'bundle', 'garbage']",True
book,living room,living room,"['aquarium', 'garden', 'bike', 'locker', 'living room']",True
bookcase,den,bookshelf,"['hospital drug storeroom', 'nest', 'bookshelf', 'pot', 'den']",False
bookend,utility room,every bedroom,"['glass', 'larder', 'bathroom drawer', 'every bedroom', 'utility room']",False
bookshelf,bedroom,bedroom,"['hamper', 'boot', 'teapot', 'bedroom', 'toaster']",True
boot,living room,floor,"['living room', 'tin', 'one room flat', 'floor', 'belfry']",False
booze,bar,bar,"['mailbox', 'hive', 'bar', 'small room', 'hall']",True
bottle,kitchen,kitchen,"['briefcase', 'waiting room', 'floor', 'kitchen', 'dumpster']",True
bourbon,barrel,barrel,"['sofa', 'card room', 'tin', 'bathtub', 'barrel']",True
bowl,kitchen,kitchen,"['grand ballroom', 'backyard', 'packet', 'locker', 'kitchen']",True
box,bedroom,drawer,"['bottle', 'drawer', 'anor room', 'bedroom', 'bath']",False
bra,drawer,drawer,"['drawer', 'bath', 'pot', 'cat', 'guest room']",True
brain,head,head,"['every bedroom', 'beehive', 'head', 'keg', 'bowl']",True
brandy,bar,bar,"['grand ballroom', 'tank', 'microwave', 'waiting room', 'bar']",True
bread,kitchen,kitchen,"['corridor', 'machine', 'kitchen', 'closet', 'dining room']",True
breakfast,table,table,"['parlor', 'table', 'garbage', 'machine', 'childs room']",True
broccoli,oven,oven,"['truck', 'tin', 'most rooms', 'oven', 'packet']",True
broiler,oven,oven,"['oven', 'motorbike', 'cellar', 'pot', 'broom closet']",True
broom,cabinet,den,"['cabinet', 'one of  classrooms', 'butt', 'den', 'schoolroom']",False
bug,garden,garden,"['childs room', 'card room', 'garden', 'broom closet', 'cup']",True
bulb,lamp,lamp,"['cabin', 'sink', 'lounge', 'lamp', 'different room']",True
bullet,barrel,storage room,"['bike', 'barrel', 'hotel room', 'storage room', 'briefcase']",False
bumper,car,car,"['car', 'ir rooms', 'loft', 'home office', 'attic']",True
bun,breadbox,breadbox,"['tank', ""child's bedroom"", 'well', 'beehive', 'breadbox']",True
bundt pan,living room,living room,"['wallet', 'living room', 'bicycle', 'vault', 'art classroom']",True
bureau,bedroom,bedroom,"['box', 'bedroom', 'tea room', 'sofa', 'camp']",True
burner,oven,kitchen,"['dumpster', 'chest', 'laundry room', 'kitchen', 'oven']",False
butter dish,garage,cellar,"['garage', ""cash's room"", 'cellar', 'bunk', 'trunk']",False
butterknife,kitchen,kitchen,"['suitcase', 'kitchen', 'tank', 'can', 'shelf']",True
cabbage,plate,plate,"['pocket', 'boot', 'bathroom drawer', 'card room', 'plate']",True
cabinet,bathroom,child's room,"['bay', 'bathroom', 'grand ballroom', 'backyard', ""child's room""]",False
cake mix,lobby,pantry,"['pantry', 'laundry room', 'microwave', 'chest', 'lobby']",False
cake pan,childs room,hamper,"[""person's living room"", 'childs room', 'pot', 'hamper', 'truck']",False
calender,desk,desk,"['desk', 'master bedroom', 'sofa', 'broom closet', 'cruet']",True
camera,dining room,art classroom,"['tank', 'dining room', 'sedan', 'press', 'art classroom']",False
camper,bunk,bay,"['pod', 'one of  classrooms', 'packet', 'bay', 'bunk']",False
can opener,living room,cabin,"['library', 'motel room', 'living room', 'cabin', 'ambulance']",False
candelabra,table,table,"['stove', 'bar', 'anor room', 'basement', 'table']",True
candle,living room,living room,"['washer', 'stove', 'box', 'belfry', 'living room']",True
candle holder,corridor,corridor,"['corridor', 'castle', 'mansion', 'bathroom or kitchen', 'tank']",True
candlestick,table,table,"['basement', 'lamp', 'art classroom', 'table', 'dresser']",True
candy,lobby,dwelling,"['chamber', 'dwelling', 'boot', 'lobby', 'packet']",False
candy bar,garage,classroom,"['glass', 'garage', 'belfry', 'classroom', 'shell']",False
canister,utility room,utility room,"['toolbox', ""child's bedroom"", 'deck', 'nest', 'utility room']",True
canteen,backpack,backpack,"['schoolroom', 'bike', 'backpack', 'court', 'carton']",True
canvas,art classroom,art classroom,"['keg', 'home', 'bike', 'keg', 'art classroom']",True
cap,suitcase,suitcase,"['suitcase', 'glass', 'apartment', 'orchestra', 'grand ballroom']",True
carburettor,car,car,"['furniture', 'wardrobe', 'sedan', 'car', 'cubicle']",True
card,box,study,"['purse', 'study', 'box', 'closet', 'cabin']",False
card game,playroom,playroom,"['playroom', ""teenager's bedroom"", ""child's room"", 'side of  room', 'ambulance']",True
carpeting,house,house,"['closet', 'engine', 'house', 'larder', 'container']",True
carrot,fridge,fridge,"['hall', 'fridge', 'cradle', 'sink', 'butt']",True
carrying case,kitchen,wardrobe,"['kitchen', 'wardrobe', 'handbag', 'belfry', 'dormroom']",False
case,trunk,trunk,"['separate room', 'bathroom and kitchen', 'trunk', 'bright room', 'dishwasher']",True
casserole dish,television room,television room,"['one of  classrooms', 'nest', 'case', 'television room', 'floor']",True
cauliflower,oven,oven,"['small room', 'wallet', 'oven', 'boot', 'living rooms']",True
cd,bedroom,bedroom,"['shaker', 'deck', 'corridor', 'place', 'bedroom']",True
celery,refrigerator,refrigerator,"['engine', 'refrigerator', 'numerous modern washrooms', 'pan', 'lobby']",True
cellar,basement,basement,"['dresser', 'room of house', 'drawer', ""person's living room"", 'basement']",True
cellphone,living room,living room,"['basket', 'machine', 'living room', 'guest room', 'bank']",True
centerpiece,table,table,"['trunk', 'suitcase', 'briefcase', 'table', 'schoolroom']",True
cereal,living room,pan,"['living room', 'livingroom', 'pan', 'desk', 'laundry room']",False
chain,dining room,chest,"['art classroom', 'sedan', 'livin room', 'chest', 'dining room']",False
chair,living room,living room,"['castle', 'storage room', 'dimly lit room', 'living room', ""men's restroom""]",True
chalk,classroom,classroom,"['classroom', 'bathroom cabinet', 'plate', 'tank', 'carton']",True
chalkboard,classroom,classroom,"['bathroom drawer', 'larder', 'family room', 'classroom', 'garage']",True
check,bank,bank,"['bank', ""prostitute's bedroom"", 'lounge', 'bay', 'freezer']",True
cheese,fridge,fridge,"['music room', 'press', 'freezer', 'fridge', 'living room']",True
chesterfield,living room,living room,"['belfry', 'stove', 'living room', 'plate', 'television room']",True
chicken,freezer,freezer,"['freezer', 'camp', ""child's room"", 'family room', 'tea room']",True
chickpea,oven,basket,"['basket', 'oven', 'stand', 'every bedroom', 'hatbox']",False
china,cabinet,cabinet,"['bath', 'freezer', 'bay', 'table', 'cabinet']",True
chip,pot,pot,"['deck', 'pot', 'bed', 'hamper', 'card room']",True
chocolate,childs room,container,"['safe', 'hospital drug storeroom', 'childs room', 'art classroom', 'container']",False
chocolate box,exercise room,dresser,"['exercise room', 'bookshelf', 'apartment', 'automobile', 'dresser']",False
chocolate milk pods,kitchen,kitchen,"['kitchen', 'music room', 'bathroom or kitchen', ""men's restroom"", 'dungeon']",True
chocolate powder,playroom,refrigerator,"['chest', 'garbage', 'nest', 'refrigerator', 'playroom']",False
chopping board,television room,counter,"['truck', 'counter', 'hall', 'toolbox', 'television room']",False
cinnamon,kitchen,kitchen,"['bathroom drawer', 'dresser', 'kitchen', 'art classroom', 'purse']",True
clamp,lobby,apartment,"['waiting room', 'lobby', 'apartment', 'camp', 'freezer']",False
clay,storage room,storage room,"['bank', 'ballroom', 'storage room', 'toolbox', 'attic']",True
clipboard,desk,desk,"['wardrobe', 'desk', 'art classroom', 'cabinet', 'jar']",True
clock,television room,television room,"['bar', 'head', 'television room', 'oven', 'shaker']",True
closet,apartment,apartment,"['boat', 'oven', 'bright room', 'apartment', 'garbage']",True
cloth,bathroom,bathroom,"['one room flat', 'bathroom', 'music room', 'well', 'schoolroom']",True
clothing,house,child's bedroom,"['jar', 'hatbox', ""child's bedroom"", 'house', 'broom closet']",False
coaster,table,table,"['bathroom', ""child's bedroom"", 'every bedroom', 'table', 'bathroom cabinet']",True
coat,closet,closet,"['motel room', 'stand', 'closet', 'room of house', 'jacket']",True
coating,range,bath,"['garbage', 'range', 'dumpster', 'furniture', 'bath']",False
cockpit,head,camp,"['camp', 'different room', 'butt', 'head', 'camp']",False
coffee,pot,pot,"['broom closet', 'cat', 'bike', 'side of  room', 'pot']",True
coffee beans,exercise room,bar,"['one of  classrooms', 'bar', 'ballroom', 'beehive', 'exercise room']",False
coffee pods,closet,shelf,"['toaster', 'closet', 'shelf', 'guest room', 'camp']",False
coffeemachine,kitchen,kitchen,"['basket', 'most rooms', 'pantry', 'box', 'kitchen']",True
coffeemaker,exercise room,sofa,"['exercise room', 'delivery room', 'pod', ""prostitute's bedroom"", 'sofa']",False
coffeetable,living room,living room,"['mansion', 'living room', 'plate', 'truck', 'range']",True
coil,machine,utility room,"['washer', 'boot', 'utility room', 'spoon', 'machine']",False
coke,can,fridge,"['can', 'shell', 'bag', 'fridge', 'pot']",False
cola,fridge,fridge,"['fridge', 'home', ""men's restroom"", 'sink', 'loft']",True
collage,one of  classrooms,none,"['cruet', 'basket', 'one of  classrooms', 'bank', 'every bedroom']",False
colored wood blocks,bedroom,bookshelf,"['living rooms', 'boot', 'bookshelf', 'lamp', 'bedroom']",False
column,table,chamber,"['head', 'numerous modern washrooms', 'chamber', 'table', 'home']",False
comb,hive,carton,"['hive', 'kitchen', 'larder', 'carton', 'cellar']",False
comfort,bed,bed,"['class room', 'range', 'bed', 'palace', 'quiver']",True
compass,cabinet,class room,"['bar', 'orchestra', 'class room', 'box', 'cabinet']",False
compote,jar,jar,"['jar', 'car', 'hamper', 'palace', 'case']",True
computer,table,table,"['bathroom and kitchen', 'table', 'butt', 'master bedroom', 'dumpster']",True
condiment,closet,larder,"['attic', 'closet', 'boot', 'jar', 'larder']",False
condom,bathroom,bathroom,"['beehive', 'dining room', 'basket', 'table', 'bathroom']",True
conserve,jar,jar,"['jar', 'breadbox', 'study', 'class room', 'plate']",True
container,car,house,"['house', 'art classroom', 'car', 'engine', 'trunk']",False
contraceptive,drawer,drawer,"['drawer', 'bag', 'den', 'separate room', 'different room']",True
cookbook,shelf,shelf,"['bottle', 'motorbike', 'packet', 'garage', 'shelf']",True
cookie,oven,storage room,"['jacket', 'oven', 'storage room', 'washer', 'bookshelf']",False
cooky,container,container,"['container', 'side of  room', 'class room', 'backpack', 'barrel']",True
cooler,kitchen,kitchen,"[""cash's room"", 'different room', 'grand ballroom', 'kitchen', 'wallet']",True
copyholder,desk,desk,"['wardrobe', 'desk', ""teenager's bedroom"", 'loft', 'childs room']",True
cord,backpack,backpack,"['package', 'guest room', 'one of  classrooms', 'backpack', 'bathroom']",True
coronet,cabinet,cabinet,"['tin', 'cabinet', 'bay', 'place', 'small room']",True
cosmetic,drawer,drawer,"['home', 'home', 'boat', 'drawer', 'quiver']",True
couch,house,most rooms,"['most rooms', 'basket', 'shoe', 'house', 'truck']",False
countertop,bathroom,playroom,"['bathroom', 'loft', 'wardrobe', 'packet', 'playroom']",False
cracker,breadbox,breadbox,"['hive', 'well', 'breadbox', 'most rooms', 'bright room']",True
cracker box,closet,closet,"['motorbike', 'bag', 'closet', 'music room', 'pitcher']",True
crate,kitchen,kitchen,"['playroom', 'living rooms', 'tin', 'chamber', 'kitchen']",True
crayon,utility room,utility room,"['utility room', 'orchestra', 'larder', 'kitchen or bathroom', 'briefcase']",True
creditcard,living room,briefcase,"['quiver', 'sedan', 'briefcase', 'living room', 'attic']",False
crisp,table,table,"['parlor', 'bath', 'table', 'packet', 'cabinet']",True
crowbar,cabinet,cabinet,"['room', 'class room', 'cabinet', 'package', 'house']",True
cube storage box,lobby,lobby,"['freezer', 'dungeon', 'middle of  room', 'lobby', 'kitchen or bathroom']",True
cubicle,bank,bank,"['livin room', 'bank', 'board', 'bathtub', 'room of house']",True
cup,kitchen,kitchen,"['oven', 'family room', 'jacket', 'breadbox', 'kitchen']",True
cupcake,oven,room,"['oven', 'room', 'card room', 'dresser', 'guest room']",False
curtain,living room,living room,"['bowl', 'living room', 'range', 'laundry room', 'jacket']",True
cushion,closet,study,"['closet', 'freezer', 'every room', 'briefcase', 'study']",False
custard,refrigerator,refrigerator,"['bus', 'refrigerator', 'head', ""child's bedroom"", 'house']",True
cutlery,table,table,"['broom closet', 'hospital drug storeroom', 'locker', 'card room', 'table']",True
damper,attic,attic,"['microwave', 'dimly lit room', 'head', 'attic', 'middle of  room']",True
dashboard,car,car,"['press', 'storage room', 'automobile', 'larder', 'car']",True
decanter,bar,bar,"['lobby', 'hall', 'court', 'hospital drug storeroom', 'bar']",True
deck,backyard,backyard,"['trap', 'cabinet', 'one of  classrooms', 'suitcase', 'backyard']",True
design,plate,storage room,"['storage room', 'castle', 'machine', 'plate', 'hall']",False
desk,bedroom,cabin,"['cabin', 'bedroom', 'hive', 'desk', 'tin']",False
desk caddy,storage room,bright room,"['bright room', 'sack', 'storage room', 'microwave', 'master bedroom']",False
desklamp,living room,one room flat,"[""teenager's bedroom"", 'one room flat', 'parlor', 'living room', 'hospital drug storeroom']",False
desktop,bedroom,bedroom,"['hospital drug storeroom', 'court', 'bedroom', 'floor', 'cruet']",True
dessert,refrigerator,refrigerator,"['bag', 'refrigerator', 'hall', 'cubicle', 'teapot']",True
diaper pack,exercise room,home,"['exercise room', 'lamp', 'home', 'library', 'pantry']",False
diary,desk,desk,"['kitchen or bathroom', 'desk', 'foyer', 'middle of  room', 'floor']",True
dictionary,table,table,"['larder', 'cruet', 'table', 'room of house', 'quiver']",True
dietary supplement,living room,furniture,"['bunk', 'board', 'living room', 'packet', 'furniture']",False
dime,purse,purse,"['box', 'bathroom', 'vault', 'pocket', 'purse']",True
diningtable,kitchen,kitchen,"['kitchen', 'wallet', 'laundry room', 'master bedroom', 'packet']",True
dinner,table,table,"['wallet', 'room', 'table', 'television room', 'sack']",True
dish,apartment,home,"['home', 'pot', 'keg', 'trap', 'apartment']",False
dish drainer,television room,pan,"['television room', 'pan', 'case', 'bunk', 'purse']",False
dishsponge,bathroom,oven,"['bathroom', 'court', 'jar', 'oven', 'study']",False
dishtowel,television room,family room,"[""men's restroom"", 'family room', 'television room', 'sack', 'fridge']",False
dishwasher,kitchen,kitchen,"['kitchen', 'dresser', 'breadbox', 'pan', 'jar']",True
dispensing closure,bedroom,bathroom cabinet,"['guest room', 'bathroom cabinet', 'library', 'lamp', 'bedroom']",False
document,suitcase,case,"['backyard', 'case', 'every bedroom', 'suitcase', 'art classroom']",False
dog bowl,home office,den,"['home office', 'beehive', 'den', 'table', 'microwave']",False
dog chew toy,kitchen,locker,"['kitchen', 'pot', 'locker', 'fridge', 'suitcase']",False
dogbed,bedroom,bedroom,"['anor room', 'delivery room', 'card room', 'bedroom', 'numerous modern washrooms']",True
dollhouse toy,home office,home office,"['toolbox', 'home office', 'truck', 'bath', 'backpack']",True
donut,home office,room of house,"['hive', 'room of house', 'backpack', 'home office', 'jar']",False
door,room,room,"['quiver', 'shoe', 'room', 'bank', 'head']",True
doughnut,fridge,fridge,"['fridge', 'bathroom or kitchen', 'boat', 'larder', 'machine']",True
drawer,kitchen,kitchen,"['apartment', 'bicycle', 'bathroom and kitchen', 'kitchen', ""person's living room""]",True
dress,closet,closet,"['bank', 'chamber', 'childs room', 'closet', 'waiting room']",True
dresser,bedroom,bedroom,"['orchestra', 'bundle', 'bedroom', ""person's living room"", 'cellar']",True
dressing,refrigerator,refrigerator,"['aquarium', 'safe', 'laundry room', 'refrigerator', 'lounge']",True
drill,toolbox,toolbox,"['small room', 'toolbox', 'hatbox', 'truck', 'case']",True
drink,can,can,"['can', 'hive', 'garage', 'package', 'schoolroom']",True
drink coaster,garage,counter,"[""teenager's bedroom"", 'counter', 'shelf', 'bookshelf', 'garage']",False
driveway,car,car,"['bright room', 'independant room', 'closet', 'packet', 'car']",True
drum,child's room,child's room,"['oven', 'bathroom drawer', 'broom closet', 'hospital drug storeroom', ""child's room""]",True
dryer,basement,basement,"['basement', 'dresser', 'bath', 'foyer', 'bright room']",True
duck,oven,lobby,"['lobby', 'cruet', 'sink', 'shoe', 'oven']",False
duct,attic,attic,"['case', 'attic', 'bowl', 'backyard', 'small room']",True
duct tape,childs room,suitcase,"['nest', 'ir rooms', 'suitcase', 'childs room', ""prostitute's bedroom""]",False
dumbbell,bedroom,bedroom,"['dormroom', 'pan', 'garbage', 'bedroom', 'den']",True
dumbbell rack,television room,television room,"['master bedroom', 'television room', 'tank', 'microwave', 'trunk']",True
dungeon,basement,mansion,"['basement', 'locker', 'mansion', 'motorbike', 'can']",False
dustbin,kitchen,kitchen,"['bicycle', 'kitchen', 'dimly lit room', 'garage', 'bar']",True
dustpan and brush,playroom,toolbox,"['playroom', 'small room', 'toolbox', 'tank', 'every bedroom']",False
dutch oven,pantry room,pantry room,"['bathroom drawer', 'parlor', 'side of  room', 'pantry room', 'card room']",True
duvet,living room,living room,"['bowl', 'garbage', 'stand', 'art classroom', 'living room']",True
easter basket,corridor,loungeroom,"['corridor', 'loungeroom', 'wardrobe', 'every bedroom', 'sedan']",False
edible,plate,kitchen,"['furniture', 'cup', 'plate', 'kitchen', 'dormroom']",False
egg,kitchen,kitchen,"['orchestra', 'basket', 'every bedroom', 'pan', 'kitchen']",True
eggplant,oven,oven,"['bundle', 'hive', 'cabin', 'chest', 'oven']",True
electric heater,home office,basement,"['suitcase', 'machine', 'handbag', 'basement', 'home office']",False
electric toothbrush,lobby,lobby,"['class room', 'lobby', 'basement', 'range', 'sack']",True
electronic adapter,playroom,backpack,"['backpack', 'different room', 'middle of  room', 'playroom', 'packet']",False
electronic cable,kitchen,classroom,"['mailbox', 'classroom', 'kitchen', 'tin', 'tin']",False
elevator,apartment,room of house,"['apartment', 'music room', 'furniture', 'room of house', 'loft']",False
emperor,hall,hall,"['bathroom', 'hatbox', 'basement', 'hall', 'closet']",True
encyclopedia,library,library,"['cruet', 'library', 'bottle', 'truck', 'wallet']",True
engraving,plate,plate,"['plate', 'one of  classrooms', 'deck', 'pocket', 'tank']",True
envelope,desk,desk,"['middle of  room', 'wallet', 'tin', 'chest', 'desk']",True
face moisturizer,kitchen,home,"['kitchen', 'cradle', 'home', 'barrel', 'cat']",False
faucet,bathroom,bathroom,"['bike', 'master bedroom', ""men's restroom"", 'bathroom', 'pocket']",True
fiberglass,boat,boat,"['home office', 'tin', 'laundry room', 'freezer', 'boat']",True
figurine,shelf,shelf,"['shelf', 'nest', 'garbage', 'boat', 'stove']",True
file sorter,childs room,counter,"['larder', 'cabin', 'childs room', ""child's room"", 'counter']",False
film,cabinet,cabinet,"['dishwasher', 'bus', 'cabinet', 'bathroom drawer', 'bright room']",True
fingerpaint,bathroom,classroom,"['cruet', 'shelf', 'bathroom', 'guest room', 'classroom']",False
fire,basement,vault,"['family room', 'chest', 'bike', 'vault', 'basement']",False
firearm,cabinet,cabinet,"['closet', 'engine', 'bookshelf', 'cabinet', 'parlor']",True
fireplace,room,livingroom,"['room', 'keg', 'classroom', 'livingroom', 'bank']",False
fish,boat,boat,"['jacket', 'shelf', 'hall', 'sack', 'boat']",True
fitness tracker wristband,dining room,separate room,"['motel room', 'court', 'schoolroom', 'dining room', 'separate room']",False
flag,classroom,classroom,"['bathroom and kitchen', 'classroom', 'dwelling', 'cellar', 'bathroom or kitchen']",True
flashlight,utility room,utility room,"['utility room', 'stove', 'classroom', 'stove', 'boot']",True
flat screwdriver,utility room,utility room,"['beehive', 'camp', 'car', 'utility room', 'sink']",True
floor,kitchen,kitchen,"['bathroom drawer', 'bathroom drawer', 'stove', 'kitchen', 'wardrobe']",True
floorlamp,living room,living room,"['anor room', 'living room', 'desk', 'mansion', 'guest room']",True
flour,pantry,pantry,"['living rooms', 'shaker', 'beehive', 'library', 'pantry']",True
foam brick,television room,person's living room,"['television room', 'pot', 'bowl', 'card room', ""person's living room""]",False
folder,garage,handbag,"['garage', 'purse', 'handbag', 'loft', 'engine']",False
fondant,bedroom,desk,"['cradle', 'bicycle', 'desk', 'bedroom', 'pitcher']",False
food,backpack,den,"['art classroom', 'car', 'stand', 'backpack', 'den']",False
foot,shoe,shoe,"['master bedroom', 'cabinet', 'pantry room', 'bank', 'shoe']",True
footstool,bathroom,room,"['icebox', 'bathroom', 'pantry room', 'jar', 'room']",False
foresail,boat,boat,"['jacket', 'dresser', 'dresser', 'boat', 'anor room']",True
fork,kitchen,kitchen,"['hive', 'pot', 'sack', 'kitchen', 'tea room']",True
form,cabinet,cabinet,"['barrel', 'cabinet', 'hotel room', 'cat', 'sink']",True
foundation,closet,closet,"['pod', ""children's room"", 'cellar', 'aquarium', 'closet']",True
foyer,apartment,apartment,"[""men's restroom"", 'teapot', 'apartment', 'shaker', 'hive']",True
frame,bed,hall,"['hall', 'jacket', 'bed', 'room', 'restroom']",False
freezer,kitchen,kitchen,"['stove', 'boat', 'kitchen', 'restroom', 'mailbox']",True
fridge,kitchen,kitchen,"['motorbike', 'automobile', 'way', 'kitchen', 'freezer']",True
frosting,jar,jar,"['storage room', 'den', 'furniture', 'attic', 'jar']",True
fruit,plate,plate,"['microwave', 'dishwasher', 'chamber', 'music room', 'plate']",True
fruit snack,playroom,cabinet,"['playroom', 'desk', 'cellar', 'cabinet', 'backpack']",False
fur,cat,cat,"['machine', 'loungeroom', 'head', 'cat', 'bathroom drawer']",True
furnace,basement,basement,"['basement', 'lobby', 'lounge', 'jacket', 'broom closet']",True
furniture,loft,none,"['corridor', 'one of  classrooms', 'camp', 'refrigerator', 'loft']",False
galley,boat,boat,"['independant room', 'bag', 'boat', 'ambulance', 'toolbox']",True
garage,house,house,"['house', 'anor room', 'bathroom and kitchen', 'childs room', 'exercise room']",True
garbage,dumpster,dumpster,"['freezer', 'bag', 'dumpster', 'dormroom', 'living rooms']",True
garbagebag,kitchen,kitchen,"['pan', 'every room', 'cubicle', 'kitchen', 'vault']",True
garbagecan,bedroom,house,"['library', 'freezer', 'handbag', 'house', 'bedroom']",False
garlic,kitchen,fridge,"['safe', 'parlor', 'fridge', 'different room', 'kitchen']",False
garment,suitcase,suitcase,"['suitcase', 'bathroom', 'basement', 'attic', 'purse']",True
garter,drawer,drawer,"['nest', 'board', 'drawer', 'room of house', 'lounge']",True
gas,boat,floor,"['boat', 'aquarium', 'floor', 'small room', 'cabinet']",False
gate,garden,garden,"['cup', 'garden', 'bathroom cabinet', 'room of house', 'well']",True
gauze,cabinet,cabinet,"['camp', 'pot', 'cubicle', 'jar', 'cabinet']",True
gear,car,car,"['car', 'hamper', 'wallet', 'bike', 'chest']",True
gel,refrigerator,refrigerator,"['drawer', 'refrigerator', 'house', 'garbage', 'ir rooms']",True
