object,correct_location,predicted_location,location_choices,correct_prediction
bourbon,barrel,barrel,"['bathtub', 'tin', 'card room', 'sofa', 'barrel']",True
bowl,kitchen,kitchen,"['kitchen', 'backyard', 'packet', 'locker', 'grand ballroom']",True
box,bedroom,drawer,"['anor room', 'drawer', 'bottle', 'bath', 'bedroom']",False
bra,drawer,drawer,"['cat', 'drawer', 'pot', 'guest room', 'bath']",True
brain,head,head,"['head', 'keg', 'bowl', 'every bedroom', 'beehive']",True
brandy,bar,bar,"['bar', 'waiting room', 'microwave', 'tank', 'grand ballroom']",True
bread,kitchen,kitchen,"['machine', 'closet', 'dining room', 'kitchen', 'corridor']",True
breakfast,table,table,"['parlor', 'table', 'machine', 'childs room', 'garbage']",True
broccoli,oven,oven,"['truck', 'packet', 'most rooms', 'oven', 'tin']",True
broiler,oven,pot,"['oven', 'pot', 'motorbike', 'cellar', 'broom closet']",False
broom,cabinet,cabinet,"['den', 'butt', 'cabinet', 'one of the classrooms', 'schoolroom']",True
bug,garden,garden,"['cup', 'card room', 'childs room', 'garden', 'broom closet']",True
bulb,lamp,lamp,"['lounge', 'sink', 'cabin', 'different room', 'lamp']",True
bullet,barrel,storage room,"['briefcase', 'storage room', 'bike', 'barrel', 'hotel room']",False
bumper,car,car,"['car', 'home office', 'ir rooms', 'loft', 'attic']",True
bun,breadbox,breadbox,"['well', ""child's bedroom"", 'beehive', 'breadbox', 'tank']",True
bundt pan,living room,art classroom,"['living room', 'vault', 'art classroom', 'wallet', 'bicycle']",False
bureau,bedroom,bedroom,"['box', 'camp', 'sofa', 'bedroom', 'tea room']",True
burner,oven,kitchen,"['oven', 'chest', 'kitchen', 'dumpster', 'laundry room']",False
butter dish,garage,cellar,"[""cash's room"", 'garage', 'trunk', 'cellar', 'bunk']",False
butterknife,kitchen,kitchen,"['tank', 'shelf', 'kitchen', 'suitcase', 'can']",True
cabbage,plate,plate,"['card room', 'boot', 'bathroom drawer', 'plate', 'pocket']",True
cabinet,bathroom,bathroom,"[""child's room"", 'backyard', 'bay', 'bathroom', 'grand ballroom']",True
cake mix,lobby,pantry,"['chest', 'pantry', 'microwave', 'laundry room', 'lobby']",False
cake pan,childs room,person's living room,"[""person's living room"", 'childs room', 'truck', 'pot', 'hamper']",False
calender,desk,desk,"['sofa', 'broom closet', 'cruet', 'desk', 'master bedroom']",True
camera,dining room,press,"['tank', 'dining room', 'art classroom', 'press', 'sedan']",False
camper,bunk,bay,"['bunk', 'pod', 'packet', 'one of the classrooms', 'bay']",False
can opener,living room,living room,"['ambulance', 'motel room', 'library', 'cabin', 'living room']",True
candelabra,table,table,"['anor room', 'bar', 'table', 'stove', 'basement']",True
candle,living room,living room,"['box', 'stove', 'living room', 'washer', 'belfry']",True
candle holder,corridor,mansion,"['castle', 'tank', 'mansion', 'bathroom or kitchen', 'corridor']",False
candlestick,table,table,"['table', 'basement', 'dresser', 'lamp', 'art classroom']",True
candy,lobby,packet,"['packet', 'dwelling', 'boot', 'lobby', 'chamber']",False
candy bar,garage,classroom,"['glass', 'garage', 'belfry', 'shell', 'classroom']",False
canister,utility room,utility room,"['deck', 'utility room', 'toolbox', ""child's bedroom"", 'nest']",True
canteen,backpack,backpack,"['court', 'schoolroom', 'carton', 'bike', 'backpack']",True
canvas,art classroom,art classroom,"['art classroom', 'bike', 'keg', 'keg', 'home']",True
cap,suitcase,suitcase,"['glass', 'grand ballroom', 'suitcase', 'apartment', 'orchestra']",True
carburettor,car,car,"['car', 'wardrobe', 'furniture', 'sedan', 'cubicle']",True
card,box,box,"['study', 'cabin', 'box', 'purse', 'closet']",True
card game,playroom,playroom,"[""teenager's bedroom"", 'side of the room', ""child's room"", 'playroom', 'ambulance']",True
carpeting,house,house,"['larder', 'engine', 'container', 'house', 'closet']",True
carrot,fridge,fridge,"['butt', 'cradle', 'sink', 'fridge', 'hall']",True
carrying case,kitchen,dormroom,"['belfry', 'dormroom', 'wardrobe', 'kitchen', 'handbag']",False
case,trunk,separate room,"['trunk', 'bright room', 'dishwasher', 'separate room', 'bathroom and kitchen']",False
casserole dish,television room,case,"['nest', 'floor', 'television room', 'case', 'one of the classrooms']",False
cauliflower,oven,oven,"['small room', 'wallet', 'oven', 'boot', 'living rooms']",True
cd,bedroom,bedroom,"['corridor', 'bedroom', 'shaker', 'deck', 'place']",True
celery,refrigerator,refrigerator,"['engine', 'pan', 'lobby', 'refrigerator', 'numerous modern washrooms']",True
cellar,basement,basement,"['basement', ""person's living room"", 'room of the house', 'dresser', 'drawer']",True
cellphone,living room,living room,"['living room', 'basket', 'bank', 'machine', 'guest room']",True
centerpiece,table,table,"['table', 'schoolroom', 'trunk', 'briefcase', 'suitcase']",True
cereal,living room,pan,"['livingroom', 'pan', 'laundry room', 'desk', 'living room']",False
chain,dining room,chest,"['chest', 'dining room', 'art classroom', 'sedan', 'livin room']",False
chair,living room,living room,"['castle', ""men's restroom"", 'storage room', 'living room', 'dimly lit room']",True
chalk,classroom,classroom,"['bathroom cabinet', 'carton', 'classroom', 'tank', 'plate']",True
chalkboard,classroom,classroom,"['bathroom drawer', 'family room', 'classroom', 'larder', 'garage']",True
check,bank,bank,"['bank', 'lounge', 'freezer', ""prostitute's bedroom"", 'bay']",True
cheese,fridge,fridge,"['press', 'fridge', 'freezer', 'living room', 'music room']",True
chesterfield,living room,living room,"['living room', 'stove', 'plate', 'television room', 'belfry']",True
chicken,freezer,freezer,"[""child's room"", 'camp', 'tea room', 'freezer', 'family room']",True
chickpea,oven,basket,"['basket', 'hatbox', 'every bedroom', 'stand', 'oven']",False
china,cabinet,cabinet,"['bath', 'freezer', 'table', 'bay', 'cabinet']",True
chip,pot,card room,"['bed', 'pot', 'card room', 'deck', 'hamper']",False
chocolate,childs room,container,"['art classroom', 'childs room', 'hospital drug storeroom', 'safe', 'container']",False
chocolate box,exercise room,apartment,"['automobile', 'exercise room', 'apartment', 'dresser', 'bookshelf']",False
chocolate milk pods,kitchen,kitchen,"['bathroom or kitchen', 'kitchen', ""men's restroom"", 'music room', 'dungeon']",True
chocolate powder,playroom,chest,"['refrigerator', 'playroom', 'nest', 'garbage', 'chest']",False
chopping board,television room,counter,"['counter', 'truck', 'television room', 'toolbox', 'hall']",False
cinnamon,kitchen,kitchen,"['bathroom drawer', 'purse', 'kitchen', 'art classroom', 'dresser']",True
clamp,lobby,apartment,"['waiting room', 'camp', 'lobby', 'freezer', 'apartment']",False
clay,storage room,storage room,"['ballroom', 'toolbox', 'attic', 'bank', 'storage room']",True
clipboard,desk,desk,"['wardrobe', 'art classroom', 'desk', 'cabinet', 'jar']",True
clock,television room,television room,"['oven', 'bar', 'television room', 'head', 'shaker']",True
closet,apartment,apartment,"['garbage', 'oven', 'apartment', 'boat', 'bright room']",True
cloth,bathroom,bathroom,"['music room', 'well', 'schoolroom', 'one room flat', 'bathroom']",True
clothing,house,child's bedroom,"['jar', ""child's bedroom"", 'broom closet', 'hatbox', 'house']",False
coaster,table,table,"[""child's bedroom"", 'bathroom cabinet', 'bathroom', 'every bedroom', 'table']",True
coat,closet,closet,"['closet', 'motel room', 'room of the house', 'jacket', 'stand']",True
coating,range,furniture,"['garbage', 'dumpster', 'bath', 'furniture', 'range']",False
cockpit,head,different room,"['camp', 'different room', 'head', 'camp', 'butt']",False
coffee,pot,pot,"['broom closet', 'bike', 'side of the room', 'cat', 'pot']",True
coffee beans,exercise room,bar,"['ballroom', 'bar', 'one of the classrooms', 'beehive', 'exercise room']",False
coffee pods,closet,shelf,"['shelf', 'guest room', 'camp', 'closet', 'toaster']",False
coffeemachine,kitchen,kitchen,"['basket', 'most rooms', 'box', 'pantry', 'kitchen']",True
coffeemaker,exercise room,exercise room,"['delivery room', 'sofa', 'exercise room', 'pod', ""prostitute's bedroom""]",True
coffeetable,living room,living room,"['living room', 'plate', 'mansion', 'range', 'truck']",True
coil,machine,utility room,"['boot', 'washer', 'machine', 'spoon', 'utility room']",False
coke,can,fridge,"['fridge', 'pot', 'bag', 'can', 'shell']",False
cola,fridge,fridge,"['home', 'fridge', 'sink', 'loft', ""men's restroom""]",True
collage,one of the classrooms,one of the classrooms,"['every bedroom', 'basket', 'bank', 'one of the classrooms', 'cruet']",True
colored wood blocks,bedroom,living rooms,"['boot', 'bookshelf', 'bedroom', 'lamp', 'living rooms']",False
column,table,chamber,"['home', 'table', 'chamber', 'head', 'numerous modern washrooms']",False
comb,hive,carton,"['hive', 'carton', 'kitchen', 'larder', 'cellar']",False
comfort,bed,bed,"['bed', 'palace', 'class room', 'range', 'quiver']",True
compass,cabinet,none,"['bar', 'orchestra', 'box', 'cabinet', 'class room']",False
compote,jar,jar,"['car', 'jar', 'palace', 'hamper', 'case']",True
computer,table,table,"['butt', 'bathroom and kitchen', 'master bedroom', 'table', 'dumpster']",True
condiment,closet,larder,"['closet', 'jar', 'boot', 'attic', 'larder']",False
condom,bathroom,bathroom,"['beehive', 'table', 'bathroom', 'basket', 'dining room']",True
conserve,jar,jar,"['jar', 'plate', 'class room', 'study', 'breadbox']",True
container,car,house,"['art classroom', 'house', 'engine', 'trunk', 'car']",False
contraceptive,drawer,drawer,"['drawer', 'different room', 'separate room', 'bag', 'den']",True
cookbook,shelf,shelf,"['motorbike', 'packet', 'garage', 'bottle', 'shelf']",True
cookie,oven,storage room,"['washer', 'jacket', 'storage room', 'oven', 'bookshelf']",False
cooky,container,container,"['barrel', 'class room', 'backpack', 'side of the room', 'container']",True
cooler,kitchen,kitchen,"['kitchen', ""cash's room"", 'different room', 'grand ballroom', 'wallet']",True
copyholder,desk,desk,"['desk', 'wardrobe', 'childs room', 'loft', ""teenager's bedroom""]",True
cord,backpack,backpack,"['backpack', 'bathroom', 'package', 'guest room', 'one of the classrooms']",True
coronet,cabinet,cabinet,"['cabinet', 'place', 'small room', 'tin', 'bay']",True
cosmetic,drawer,drawer,"['quiver', 'drawer', 'home', 'home', 'boat']",True
couch,house,most rooms,"['basket', 'truck', 'most rooms', 'shoe', 'house']",False
countertop,bathroom,bathroom,"['loft', 'playroom', 'bathroom', 'wardrobe', 'packet']",True
cracker,breadbox,breadbox,"['bright room', 'well', 'breadbox', 'most rooms', 'hive']",True
cracker box,closet,bag,"['music room', 'motorbike', 'bag', 'pitcher', 'closet']",False
crate,kitchen,kitchen,"['tin', 'kitchen', 'chamber', 'living rooms', 'playroom']",True
crayon,utility room,utility room,"['orchestra', 'briefcase', 'utility room', 'kitchen or bathroom', 'larder']",True
creditcard,living room,briefcase,"['living room', 'sedan', 'quiver', 'attic', 'briefcase']",False
crisp,table,table,"['table', 'parlor', 'packet', 'bath', 'cabinet']",True
crowbar,cabinet,cabinet,"['cabinet', 'room', 'house', 'class room', 'package']",True
cube storage box,lobby,lobby,"[' middle of the room', 'lobby', 'freezer', 'kitchen or bathroom', 'dungeon']",True
cubicle,bank,room of the house,"['bank', 'bathtub', 'room of the house', 'board', 'livin room']",False
cup,kitchen,kitchen,"['breadbox', 'kitchen', 'family room', 'jacket', 'oven']",True
cupcake,oven,room,"['oven', 'guest room', 'room', 'dresser', 'card room']",False
curtain,living room,living room,"['bowl', 'jacket', 'laundry room', 'living room', 'range']",True
cushion,closet,study,"['every room', 'closet', 'study', 'freezer', 'briefcase']",False
custard,refrigerator,refrigerator,"[""child's bedroom"", 'house', 'refrigerator', 'bus', 'head']",True
cutlery,table,table,"['broom closet', 'locker', 'hospital drug storeroom', 'card room', 'table']",True
damper,attic,attic,"['attic', 'dimly lit room', ' middle of the room', 'head', 'microwave']",True
dashboard,car,car,"['automobile', 'larder', 'storage room', 'press', 'car']",True
decanter,bar,bar,"['court', 'hospital drug storeroom', 'bar', 'hall', 'lobby']",True
deck,backyard,cabinet,"['suitcase', 'cabinet', 'one of the classrooms', 'trap', 'backyard']",False
design,plate,machine,"['plate', 'hall', 'castle', 'storage room', 'machine']",False
desk,bedroom,bedroom,"['bedroom', 'desk', 'cabin', 'hive', 'tin']",True
desk caddy,storage room,bright room,"['master bedroom', 'bright room', 'sack', 'storage room', 'microwave']",False
desklamp,living room,teenager's bedroom,"['living room', 'one room flat', 'hospital drug storeroom', 'parlor', ""teenager's bedroom""]",False
desktop,bedroom,bedroom,"['hospital drug storeroom', 'floor', 'cruet', 'court', 'bedroom']",True
dessert,refrigerator,refrigerator,"['hall', 'bag', 'teapot', 'refrigerator', 'cubicle']",True
diaper pack,exercise room,home,"['exercise room', 'library', 'pantry', 'lamp', 'home']",False
diary,desk,desk,"['foyer', 'kitchen or bathroom', 'desk', ' middle of the room', 'floor']",True
dictionary,table,table,"['quiver', 'room of the house', 'larder', 'cruet', 'table']",True
dietary supplement,living room,furniture,"['furniture', 'bunk', 'packet', 'board', 'living room']",False
dime,purse,purse,"['purse', 'pocket', 'vault', 'box', 'bathroom']",True
diningtable,kitchen,kitchen,"['master bedroom', 'packet', 'kitchen', 'laundry room', 'wallet']",True
dinner,table,table,"['sack', 'television room', 'table', 'wallet', 'room']",True
dish,apartment,home,"['pot', 'home', 'trap', 'keg', 'apartment']",False
dish drainer,television room,pan,"['television room', 'purse', 'case', 'bunk', 'pan']",False
dishsponge,bathroom,bathroom,"['oven', 'court', 'study', 'jar', 'bathroom']",True
dishtowel,television room,family room,"['family room', 'sack', ""men's restroom"", 'fridge', 'television room']",False
dishwasher,kitchen,kitchen,"['jar', 'dresser', 'breadbox', 'kitchen', 'pan']",True
dispensing closure,bedroom,bathroom cabinet,"['bathroom cabinet', 'bedroom', 'library', 'guest room', 'lamp']",False
document,suitcase,case,"['every bedroom', 'backyard', 'art classroom', 'suitcase', 'case']",False
dog bowl,home office,den,"['beehive', 'den', 'table', 'microwave', 'home office']",False
dog chew toy,kitchen,locker,"['kitchen', 'locker', 'fridge', 'pot', 'suitcase']",False
dogbed,bedroom,bedroom,"['delivery room', 'bedroom', 'numerous modern washrooms', 'card room', 'anor room']",True
dollhouse toy,home office,home office,"['backpack', 'bath', 'home office', 'toolbox', 'truck']",True
donut,home office,jar,"['room of the house', 'jar', 'home office', 'backpack', 'hive']",False
door,room,room,"['quiver', 'head', 'room', 'shoe', 'bank']",True
doughnut,fridge,fridge,"['bathroom or kitchen', 'larder', 'fridge', 'machine', 'boat']",True
drawer,kitchen,kitchen,"['bicycle', 'bathroom and kitchen', 'apartment', ""person's living room"", 'kitchen']",True
dress,closet,closet,"['bank', 'chamber', 'childs room', 'closet', 'waiting room']",True
dresser,bedroom,bedroom,"['cellar', 'orchestra', ""person's living room"", 'bedroom', 'bundle']",True
dressing,refrigerator,refrigerator,"['laundry room', 'safe', 'refrigerator', 'aquarium', 'lounge']",True
drill,toolbox,toolbox,"['truck', 'hatbox', 'small room', 'case', 'toolbox']",True
drink,can,can,"['schoolroom', 'hive', 'can', 'garage', 'package']",True
drink coaster,garage,counter,"['shelf', ""teenager's bedroom"", 'bookshelf', 'counter', 'garage']",False
driveway,car,bright room,"['bright room', 'closet', 'car', 'packet', 'independent room']",False
drum,child's room,child's room,"['oven', 'hospital drug storeroom', 'bathroom drawer', 'broom closet', ""child's room""]",True
dryer,basement,basement,"['bright room', 'bath', 'foyer', 'basement', 'dresser']",True
duck,oven,lobby,"['cruet', 'lobby', 'sink', 'shoe', 'oven']",False
duct,attic,attic,"['small room', 'attic', 'bowl', 'case', 'backyard']",True
duct tape,childs room,suitcase,"[""prostitute's bedroom"", 'nest', 'ir rooms', 'childs room', 'suitcase']",False
dumbbell,bedroom,den,"['den', 'pan', 'garbage', 'bedroom', 'dormroom']",False
dumbbell rack,television room,master bedroom,"['tank', 'trunk', 'master bedroom', 'microwave', 'television room']",False
dungeon,basement,basement,"['mansion', 'locker', 'can', 'motorbike', 'basement']",True
dustbin,kitchen,kitchen,"['dimly lit room', 'garage', 'kitchen', 'bicycle', 'bar']",True
dustpan and brush,playroom,toolbox,"['playroom', 'toolbox', 'tank', 'small room', 'every bedroom']",False
dutch oven,pantry room,pantry room,"['pantry room', 'bathroom drawer', 'side of the room', 'parlor', 'card room']",True
duvet,living room,living room,"['art classroom', 'living room', 'garbage', 'bowl', 'stand']",True
easter basket,corridor,loungeroom,"['every bedroom', 'loungeroom', 'wardrobe', 'sedan', 'corridor']",False
edible,plate,plate,"['furniture', 'plate', 'cup', 'dormroom', 'kitchen']",True
egg,kitchen,kitchen,"['kitchen', 'orchestra', 'every bedroom', 'pan', 'basket']",True
eggplant,oven,oven,"['bundle', 'cabin', 'chest', 'hive', 'oven']",True
electric heater,home office,home office,"['suitcase', 'handbag', 'home office', 'machine', 'basement']",True
electric toothbrush,lobby,range,"['basement', 'class room', 'sack', 'lobby', 'range']",False
electronic adapter,playroom,packet,"['different room', 'packet', 'playroom', ' middle of the room', 'backpack']",False
electronic cable,kitchen,classroom,"['tin', 'kitchen', 'tin', 'classroom', 'mailbox']",False
elevator,apartment,room of the house,"['apartment', 'music room', 'furniture', 'room of the house', 'loft']",False
emperor,hall,hall,"['hatbox', 'closet', 'hall', 'bathroom', 'basement']",True
encyclopedia,library,library,"['cruet', 'truck', 'library', 'bottle', 'wallet']",True
engraving,plate,one of the classrooms,"['tank', 'one of the classrooms', 'pocket', 'plate', 'deck']",False
envelope,desk,desk,"['tin', 'wallet', 'desk', ' middle of the room', 'chest']",True
face moisturizer,kitchen,kitchen,"['barrel', 'kitchen', 'home', 'cat', 'cradle']",True
faucet,bathroom,bathroom,"[""men's restroom"", 'bathroom', 'bike', 'pocket', 'master bedroom']",True
fiberglass,boat,boat,"['tin', 'home office', 'boat', 'freezer', 'laundry room']",True
figurine,shelf,shelf,"['shelf', 'boat', 'nest', 'stove', 'garbage']",True
file sorter,childs room,cabin,"['cabin', 'counter', 'larder', 'childs room', ""child's room""]",False
film,cabinet,cabinet,"['bus', 'dishwasher', 'bright room', 'cabinet', 'bathroom drawer']",True
fingerpaint,bathroom,classroom,"['bathroom', 'guest room', 'shelf', 'classroom', 'cruet']",False
fire,basement,basement,"['vault', 'bike', 'basement', 'chest', 'family room']",True
firearm,cabinet,cabinet,"['engine', 'parlor', 'cabinet', 'closet', 'bookshelf']",True
fireplace,room,livingroom,"['classroom', 'room', 'livingroom', 'bank', 'keg']",False
fish,boat,boat,"['jacket', 'sack', 'hall', 'shelf', 'boat']",True
fitness tracker wristband,dining room,motel room,"['separate room', 'dining room', 'schoolroom', 'motel room', 'court']",False
flag,classroom,classroom,"['dwelling', 'bathroom or kitchen', 'bathroom and kitchen', 'cellar', 'classroom']",True
flashlight,utility room,utility room,"['classroom', 'boot', 'stove', 'stove', 'utility room']",True
flat screwdriver,utility room,utility room,"['camp', 'car', 'utility room', 'beehive', 'sink']",True
floor,kitchen,kitchen,"['bathroom drawer', 'bathroom drawer', 'stove', 'kitchen', 'wardrobe']",True
floorlamp,living room,living room,"['anor room', 'living room', 'desk', 'guest room', 'mansion']",True
flour,pantry,pantry,"['living rooms', 'shaker', 'library', 'pantry', 'beehive']",True
foam brick,television room,person's living room,"['pot', 'bowl', ""person's living room"", 'television room', 'card room']",False
folder,garage,handbag,"['engine', 'loft', 'purse', 'handbag', 'garage']",False
fondant,bedroom,desk,"['cradle', 'bicycle', 'bedroom', 'desk', 'pitcher']",False
food,backpack,den,"['car', 'art classroom', 'den', 'backpack', 'stand']",False
foot,shoe,shoe,"['master bedroom', 'pantry room', 'cabinet', 'shoe', 'bank']",True
footstool,bathroom,room,"['bathroom', 'icebox', 'jar', 'pantry room', 'room']",False
foresail,boat,boat,"['jacket', 'dresser', 'anor room', 'dresser', 'boat']",True
fork,kitchen,kitchen,"['sack', 'tea room', 'pot', 'hive', 'kitchen']",True
form,cabinet,cabinet,"['cat', 'cabinet', 'barrel', 'sink', 'hotel room']",True
foundation,closet,closet,"['cellar', ""children's room"", 'pod', 'aquarium', 'closet']",True
foyer,apartment,apartment,"['hive', 'apartment', ""men's restroom"", 'teapot', 'shaker']",True
frame,bed,room,"['restroom', 'bed', 'room', 'jacket', 'hall']",False
freezer,kitchen,kitchen,"['kitchen', 'stove', 'restroom', 'mailbox', 'boat']",True
fridge,kitchen,kitchen,"['automobile', 'motorbike', 'freezer', 'kitchen', 'way']",True
frosting,jar,jar,"['storage room', 'jar', 'furniture', 'attic', 'den']",True
fruit,plate,plate,"['dishwasher', 'music room', 'microwave', 'plate', 'chamber']",True
fruit snack,playroom,backpack,"['cabinet', 'cellar', 'desk', 'playroom', 'backpack']",False
fur,cat,loungeroom,"['head', 'machine', 'cat', 'bathroom drawer', 'loungeroom']",False
furnace,basement,basement,"['lobby', 'basement', 'broom closet', 'jacket', 'lounge']",True
furniture,loft,one of the classrooms,"['camp', 'one of the classrooms', 'loft', 'corridor', 'refrigerator']",False
galley,boat,boat,"['toolbox', 'ambulance', 'boat', 'independent room', 'bag']",True
garage,house,house,"['bathroom and kitchen', 'house', 'childs room', 'anor room', 'exercise room']",True
garbage,dumpster,dumpster,"['bag', 'living rooms', 'freezer', 'dumpster', 'dormroom']",True
garbagebag,kitchen,kitchen,"['kitchen', 'pan', 'vault', 'every room', 'cubicle']",True
garbagecan,bedroom,house,"['handbag', 'house', 'freezer', 'library', 'bedroom']",False
garlic,kitchen,fridge,"['fridge', 'kitchen', 'parlor', 'safe', 'different room']",False
garment,suitcase,bathroom,"['purse', 'bathroom', 'suitcase', 'attic', 'basement']",False
garter,drawer,drawer,"['lounge', 'board', 'drawer', 'nest', 'room of the house']",True
gas,boat,cabinet,"['aquarium', 'boat', 'small room', 'floor', 'cabinet']",False
gate,garden,garden,"['garden', 'well', 'bathroom cabinet', 'room of the house', 'cup']",True
gauze,cabinet,cabinet,"['cubicle', 'camp', 'jar', 'cabinet', 'pot']",True
gear,car,bike,"['wallet', 'chest', 'hamper', 'car', 'bike']",False
