task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
serving a dish,carry,watering can,opener,"['combination plane', 'watering can', 'catling', 'opener', 'try square']",False
watering plants,carry,plate,dibble,"['try square', 'spiral ratchet screwdriver', 'plate', 'dibble', 'tap']",False
decorating pumpkins,carve,yataghan,taper file,"['yataghan', 'sawmill', 'plastic box', 'bathtubbasin', 'taper file']",False
preparing meat,carve,tableknife,tableknife,"['showerdoor', 'grapnel', 'shaver', 'tableknife', 'wire cutter']",True
crafting with wood,carve,barong,gouge,"['room decor', 'bullnose', 'salt', 'gouge', 'barong']",False
replacing light bulbs,change,signet,pruning saw,"['portable saw', 'signet', 'clincher', 'pitchfork', 'pruning saw']",False
changing bed sheets,change,ram,none of the given tools seem suitable for changing bed,"['toothpick', 'drawer', 'ram', 'razor', 'crosscut saw']",False
swapping out filters,change,rock bit,rat tail file,"['broadax', 'plexor.n.wn.medicine', 'rock bit', 'rat tail file', 'stool']",False
preparing cooking ingredients,chop,half hatchet,butcher knife,"['steel wool pad', 'half hatchet', 'pruning shear', 'butcher knife', 'bread']",False
cutting meat,chop,claw hatchet,claw hatchet,"['barong', 'blind', 'claw hatchet', 'lightbulb', 'rounder']",True
making firewood,chop,fireman's ax,fireman's ax,"['coffeetable', ""fireman's ax"", 'case knife', 'bread knife', 'chisel']",True
washing dishes,clean,vaccum cleaner,brick trowel,"['potato', 'brick trowel', 'common ax', 'dovetail plane', 'vaccum cleaner']",False
throwing away uneaten food,clean,tableknife,tableknife,"['pruning knife', 'coffeetable', 'trench knife', 'tableknife', 'eolith']",True
cleaning spilled milk,clean,jigsaw,ladle,"['grapnel', 'lancet', 'jigsaw', 'ladle', 'battering ram']",False
cleaning the mirror,clean,vaccum cleaner,razor,"['bodkin', 'desk lamp', 'vaccum cleaner', 'square', 'razor']",False
cleaning the fridge,clean,saber saw,spray bottle,"['spray bottle', 'oven', 'showerhead', 'saber saw', 'spade bit']",False
cleaning the blinds,clean,bandsaw,lancet,"['floorlamp', 'plunger', 'bandsaw', 'lancet', 'drilling bit']",False
cleaning the shower head,clean,towel,towel,"['towel', 'head gasket', 'vaccum cleaner', 'binder', 'camera']",True
dusting the statue,clean,power tool,toilet paper,"['toilet paper', 'power tool', 'chair', 'food cup', 'alarm clock']",False
cleaning the toilet,clean,portable saw,spray bottle,"['plexor.n.wn.medicine', 'floor', 'portable saw', 'spray bottle', 'drilling bit']",False
cleaning the floor,clean,power saw,bowie knife,"['bowie knife', 'power saw', 'square', 'ottoman', 'basket ball']",False
washing your face,clean,electric hammer,floor lamp,"['pruning saw', 'electric hammer', 'floor lamp', 'ice ax', 'bolt cutter']",False
watching a movie,comfort,chair,chair,"['desk', 'hook wrench', 'chair', 'electric drill', 'towelholder']",True
setting up bedding,comfort,ottoman,ottoman,"['sponge', 'ottoman', 'hedge trimmer', 'to go cup', 'tabletopdecor']",True
choosing a comfortable seat,comfort,ottoman,ottoman,"['ottoman', 'scrub brush', 'buffer', 'garden spade', 'power mower']",True
storing clothes,compress,stemmer,none of the given tools seem suitable for storing clothes,"['nailfile', 'phillips screwdriver', 'o ring', 'steel wool pad', 'stemmer']",False
reducing space in bin,compress,stemmer,stemmer,"['bucksaw', 'desktop', 'comb', 'remote control', 'stemmer']",True
preparing food,compress,stemmer,stemmer,"['handsaw', 'bread', 'stemmer', 'burin', 'rammer']",True
storing food,contain,fish knife,microwave,"['fish knife', 'switchblade', 'poniard', 'microwave', 'steel wool pad']",False
measuring liquids,contain,butter knife,butter knife,"['cell phone', 'wrench', 'butter knife', 'pitchfork', 'weeder']",True
managing waste,contain,tray,tray,"['baseballbat', 'slick', 'arm chair', 'tray', 'scraper']",True
being filled with a liquid,contain,table knife,none of the given tools are suitable for being filled,"['crosscut saw', 'table knife', 'flat file', 'lochaber ax', 'cigar cutter']",False
adjusting device settings,control,handsaw,none of the given tools seem suitable for adjusting device,"['pointing trowel', 'pot', 'common ax', 'handsaw', 'tennis racket']",False
managing lighting,control,electric hammer,none of the given tools seem directly related to managing,"['buffer', 'machete', 'pick', 'electric hammer', 'plane']",False
operating appliances,control,compass saw,bender,"['compass saw', 'bender', 'toilet paper', 'dagger', 'toiletpaperhanger']",False
keeping food from going bad,cool,drum sander,microwave,"['drum sander', 'microwave', 'scythe', 'side table', 'scraper']",False
freezing food,cool,drum sander,seal,"['garden spade', 'drum sander', 'seal', 'bathtub', 'rounder']",False
making ice,cool,drum sander,counter top,"['battering ram', 'abrader', 'counter top', 'drum sander', ""croupier's rake""]",False
creating frost patterns as decoration,cool,drum sander,drum sander,"['bill', 'hammer', 'triphammer', 'set square', 'drum sander']",True
protecting food,cover,drum sander,gasket,"['laundry hamper', 'buffer', 'keyboard', 'drum sander', 'gasket']",False
shielding surfaces,cover,drum sander,drum sander,"['set square', 'power tool', 'drum sander', 'auger', 'star drill']",True
securing items,cover,drum sander,buffer,"['snuffer', 'drum sander', 'buffer', 'buffer', 'die']",False
opening a nut,crack,stiletto,stiletto,"['compass saw', 'toothpaste', 'to go cup', 'food cup', 'stiletto']",True
breaking an egg,crack,bowie knife,bowie knife,"['tamp', 'dogbed', 'icepick', 'bowie knife', 'plane']",True
opening packages,crack,parer,slip joint plier,"['handtowelholder', 'slip joint plier', 'parer', 'gutter', 'glue stick']",False
baking pastries,crumble,battering ram,mallet,"[""fireman's ax"", 'battering ram', 'slick', 'razorblade', 'mallet']",False
preparing toppings,crumble,battering ram,sponge,"['ripping chisel', 'sponge', 'c d', 'battering ram', 'handtowelholder']",False
making breadcrumbs,crumble,battering ram,adz,"['tack hammer', 'battering ram', 'adz', 'dumbbell', 'stiletto']",False
preparing snacks,crunch,pestle,pestle,"['pestle', 'hayfork', 'cigar cutter', 'egg', 'flat file']",True
making toppings,crunch,pestle,pestle,"['bowie knife', 'garden trowel', 'pestle', 'battle ax', 'saw set']",True
crushing ice,crunch,pestle,pestle,"['bolt cutter', 'common ax', 'bender', 'pestle', 'gang']",True
making ice cubes,cube,steak knife,none of the given tools are suitable for making ice,"['steak knife', 'bolo', 'wine bottle', 'locking plier', 'drawknife']",False
preparing fruits and vegetables,cube,table knife,table knife,"['table knife', 'handtowel', 'allen wrench', 'remotecontrol', 'lightswitch']",True
preparing meats,cube,scalpel,scalpel,"['cap opener', 'posthole digger', 'scalpel', ""plumber's snake"", 'keyhole saw']",True
preparing a sliced apple,cut,compass saw,none of the provided tools seem suitable for preparing a,"['compass saw', 'tap', 'dogbed', 'basketball', 'dogbed']",False
cutting an apple,cut,switchblade,switchblade,"['ottoman', 'switchblade', 'hatchel', 'electric hammer', 'steel wool pad']",True
opening an envelope,cut,blade,blade,"['blade', 'bottle opener', 'cup', 'keychain', 'diningtable']",True
applying butter,cut,twist bit,surgical knife,"['shelvingunit', 'twist bit', ""fireman's ax"", 'surgical knife', 'bolt cutter']",False
serving cake,cut,cutter,kitchen knife,"['cellphone', 'kitchen knife', 'candle', 'locking plier', 'cutter']",False
decorating table,decorate,curtain,curtain,"['tap wrench', 'curtain', 'bender', 'spoon', 'showerglas']",True
decorating bed,decorate,room decor,room decor,"['dry battery', 'sparkplug wrench', 'razorblade', ""carpenter's square"", 'room decor']",True
decorating wall,decorate,teddy bear,pointing trowel,"['pointing trowel', 'scoop', 'cap opener', 'teddy bear', 'wood chisel']",False
decorating lobby,decorate,statue,statue,"['dovetail plane', 'statue', 'pen', 'coping saw', 'butterknife']",True
increasing beauty of the room,decorate,poster,poster,"['poster', 'pitcher', 'spiral ratchet screwdriver', 'plow', 'crown saw']",True
preparing vegetables,dice,dirk,razor,"['spraybottle', 'razor', 'dirk', 'dining table', 'compass saw']",False
creating garnishes,dice,steak knife,steak knife,"['coffee', 'steak knife', 'faucet', ""carpenter's square"", 'rubber eraser']",True
making salsa,dice,machete,kitchenknife,"['knife', 'kitchenknife', 'lug wrench', 'machete', 'bandsaw']",False
measuring ingredients,dice,dagger,none of the given tools are suitable for measuring ingredients,"['metal box', 'dagger', 'pipe cutter', 'graver', 'parang']",False
gardening,dig,ditch spade,ditch spade,"['kitchenknife', 'pot', 'floor', 'power drill', 'ditch spade']",True
preparing soil,dig,garden spade,garden spade,"['desklamp', 'latchstring', 'binder', 'scauper', 'garden spade']",True
finding buried treasures,dig,shovel,shovel,"['shovel', 'file', 'pitcher', 'bumper jack', 'chain saw']",True
showcasing decorations,display,calculator,roach clip,"['power tool', 'roach clip', 'set square', 'calculator', 'parang']",False
organizing collectibles,display,cell phone,cell phone,"['faucet', 'cell phone', 'circular saw', 'houseplant', 'ax']",True
presenting information,display,calculator,calculator,"['toaster', 'calculator', 'flat tip screwdriver', 'linoleum knife', 'knife blade']",True
throwing away uneaten food,dispose,sink basin,case knife,"['plate', 'safe', 'sink basin', 'cutting implement', 'case knife']",False
cleaning spilled milk,dispose,sink basin,sink basin,"['round file', 'wateringcan', 'curtain', 'compass saw', 'sink basin']",True
throwing away used soap bottle,dispose,sink basin,sink basin,"['mallet', 'steak knife', 'houseplant', 'square', 'sink basin']",True
throwing away toilet paper,dispose,garbage can,garbage can,"['backsaw', 'garbage can', 'bur', 'pitcher', 'awl']",True
hanging items on a wall,drill,drill,drill,"['tap wrench', 'drill', 'toothbrush', 'spatula', 'scauper']",True
assembling furniture,drill,star drill,star drill,"['chamfer bit', 'cellphone', 'star drill', 'garden spade', 'bandsaw']",True
installing fixtures,drill,router,router,"['compass saw', 'candle', 'plexor.n.wn.medicine', 'router', 'scrub plane']",True
drying washed dishes,dry,hand towel,hand towel,"['hunting knife', 'power mower', 'cross bit', 'hand towel', 'lettuce']",True
hanging cleaned laundry,dry,hand towel,gutter,"['hand towel', 'saw set', 'screwdriver', 'gutter', 'catling']",False
drying up spilled liquids,dry,kleenex,kleenex,"['pruner', 'kleenex', 'tennisracket', 'butter knife', 'moldboard plow']",True
having a meal,eat,salt,salt,"['salt', 'combination plane', 'laptop', 'router', 'alligator wrench']",True
preparing food,eat,potato,potato,"['creditcard', 'potato', 'nailfile', 'dumbbell', 'crank']",True
being cooked,eat,bread,bread,"['footstool', 'razor', 'hand mower', 'bread', 'edge tool']",True
personalising items,engrave,scauper,awl,"['bit', 'awl', 'scauper', 'rasp', 'jointer']",False
creating decorative art,engrave,graver,graver,"['graver', 'slick', 'wine bottle', 'laundryhamper', 'ax']",True
labelling belongings,engrave,scauper,"marker (none of the given tools are suitable,","['houseplant', 'scauper', 'pestle', 'spraybottle', 'drilling bit']",False
watching a movie,entertain,cell phone,cell phone,"['clasp knife', 'kirpan', 'camera', 'cell phone', 'room decor']",True
listening to a song,entertain,cell phone,cell phone,"['screw key', 'fore plane', 'cell phone', 'pillow', 'clincher']",True
surfing the internet,entertain,c d,cd,"['c d', 'cigar cutter', 'coffee table', 'dogbed', 'aluminumfoil']",False
playing active games,exercise,basket ball,basket ball,"['twist bit', 'basket ball', 'bread', 'shovel', 'pin wrench']",True
exercising,exercise,tennis racket,tennis racket,"['television', 'tennis racket', 'peppershaker', 'adz', 'safe']",True
cleaning as a home workout,exercise,basket ball,scrub brush,"[""dentist's drill"", 'box', 'basket ball', 'scrub brush', 'clincher']",False
organizing documents,file,taper file,taper file,"['taper file', 'spray bottle', 'safe', 'coffee mug', 'hunting knife']",True
cleaning fingernails,file,blunt file,blunt file,"['blunt file', 'winebottle', 'power saw', 'bur', 'hack']",True
smoothing surfaces,file,taper file,taper file,"['food jar', 'taper file', 'base ball bat', 'broadax', 'lawn mower']",True
repairing appliances,fix,crampon,o ring,"['crampon', 'bore bit', 'rounder', 'openside plane', 'o ring']",False
mending clothes,fix,razor,razor,"['counterbore', 'razor', 'fork', 'lancet', 'pruner']",True
patching walls,fix,stamp,ripsaw,"['buffer', 'room decor', 'stamp', 'bumper jack', 'ripsaw']",False
adjusting cables,flex,bender,bender,"['window', 'coffee mug', 'bender', 'crosscut saw', 'crown saw']",True
bending pipes,flex,bender,bender,"['toothpaste', 'bender', 'glass cutter', 'tile cutter', 'bodkin']",True
grinding surfaces,flex,bender,dovetail plane,"['spiral ratchet screwdriver', 'dovetail plane', 'designedspade', 'wine bottle', 'bender']",False
picking-up objects,grasp,carpenter's mallet,rakehook,"['ravehook', 'gang', 'diningtable', 'wire cutter', ""carpenter's mallet""]",False
opening jars,grasp,scauper,scauper,"['bolt cutter', 'scauper', 'hatchet', 'core drill', 'potato']",True
carrying items,grasp,soldering iron,basketball,"['rock bit', 'soldering iron', 'surgical knife', 'basketball', 'ripping chisel']",False
placing objects down,grasp,sandblaster,maul,"['sandblaster', 'maul', 'scriber', 'saber saw', 'burr']",False
preparing spices,grind,pestle,pestle,"['laundryhamper', 'kitchen knife', 'pestle', 'cap opener', 'pipe cutter']",True
making coffee powder,grind,pestle,pestle,"['pincer', 'signet', 'moldboard plow', 'pestle', 'instant noodle']",True
processing grains,grind,pestle,pestle,"['vase', 'steel wool pad', 'coffeemachine', 'pestle', 'cigar cutter']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['butterknife', 'tack hammer', 'power tool', 'torque wrench', 'burin']",True
assembling furniture,hammer,triphammer,bore bit,"['desk', 'corkscrew', 'pitchfork', 'bore bit', 'triphammer']",False
removing old fixtures,hammer,scythe,chisel,"['sponge', 'chisel', 'scythe', 'bread knife', 'ram']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['tennisracket', ""carpenter's hammer"", 'dresser', 'firmer chisel', 'tissuebox']",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"['buffer', 'statue', ""carpenter's hammer"", 'chain wrench', 'scrubbrush']",True
opening doors and cabinets,handle,two handed saw,tire iron,"['roach clip', 'tire iron', 'rock bit', 'two handed saw', 'hand ax']",False
carrying containers,handle,router,alligator wrench,"['dogbed', 'alligator wrench', 'punch', 'roomdecor', 'router']",False
using appliances,handle,drum sander,none of the given tools seem directly related to using,"['bath tub basin', 'drum sander', 'toiletpaperhanger', 'lawn mower', 'paper box']",False
heating coffee,heat,coffee machine,coffee machine,"['clincher', 'ripping chisel', 'bread', 'coffee machine', ""carpenter's square""]",True
cooking food,heat,stoveburner,stoveburner,"['stoveburner', ""plumber's snake"", 'dibble', 'egg', 'apple']",True
reheating soup,heat,microwave,microwave,"['microwave', 'die', 'bread', 'paper towel roll', 'watch']",True
boiling water,heat,coffee machine,coffee machine,"['drawknife', 'coffee machine', 'head gasket', 'toiletpaperhanger', 'water bottle']",True
melting envelope wax,heat,coffee machine,coffee machine,"['spade', 'lancet', 'sidetable', 'shampoo', 'coffee machine']",True
melting butter,heat,toaster,toaster,"['palette knife', 'toaster', 'shear', 'hook wrench', 'stemmer']",True
carrying items,hold,clipper,ottoman,"['clipper', ""carpenter's hammer"", 'icepick', 'ottoman', 'food box']",False
using tools,hold,seal,penknife,"['core drill', 'breast drill', 'box wrench', 'seal', 'penknife']",False
stabilising objects,hold,rib joint plier,hatchel,"['rib joint plier', 'food cup', 'abrading stone', 'hatchel', 'bolo']",False
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['hoe', 'coffee', 'plexor.n.wn.medicine', 'palette knife', 'lightbulb']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['lightbulb', 'posthole digger', 'ripping chisel', 'winebottle', 'edger']",True
decreasing darkness,illuminate,curtain,curtain,"['portable saw', 'bed', 'curtain', 'float', 'cap opener']",True
hanging poster,increase,side table,curtain,"['slicer', 'lawn mower', 'curtain', 'side table', 'pipe wrench']",False
hanging painting,increase,counter top,none of the given tools seem suitable for hanging a,"['tennis racket', 'lightswitch', 'counter top', 'bill', ""dentist's drill""]",False
cleaning shower head,increase,ottoman,punch,"['butterknife', 'snip', 'ottoman', 'punch', 'food can']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['egg', 'soapbar', 'arm chair', 'chisel', 'reamer']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['bullnose', 'compass saw', 'stool', 'slip joint plier', 'edger']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['pitsaw', 'pencil', 'spiral ratchet screwdriver', 'sofa', 'hob']",False
putting objects on high shelf,increase,desk,desk,"['desk', 'chisel', 'linoleum knife', 'circular saw', 'kitchen knife']",True
mounting fixtures,install,pruner,pruner,"['book', 'basket ball', 'parang', 'moldboard plow', 'pruner']",True
setting up appliances,install,two handed saw,rammer,"['broad hatchet', 'two handed saw', 'rammer', 'floorlamp', 'cap']",False
assembling furniture,install,coping saw,electric hammer,"['coping saw', 'wine bottle', 'electric hammer', 'gouge', 'tissuebox']",False
moving furniture,lift,pitchfork,pipe wrench,"['laundry hamper', 'cd', 'shelving unit', 'pitchfork', 'pipe wrench']",False
carrying objects,lift,hayfork,hayfork,"['hayfork', 'designedspade', 'rammer', 'camera', 'kettle']",True
accessing high shelves,lift,hayfork,hayfork,"['towelholder', 'hayfork', 'scissors', 'moldboard plow', 'axe']",True
labeling items,mark,o ring,shaping tool,"['spray bottle', 'o ring', 'shaping tool', 'folding saw', 'lightbulb']",False
measuring distances,mark,signet,signet,"['hayfork', 'signet', 'shelvingunit', 'stemmer', 'sofa']",True
tracking events,mark,bradawl,none of the given tools seem directly suitable for tracking,"['bradawl', 'ball peen hammer', 'twist bit', 'pipe wrench', 'cuttingtool']",False
melting butter,melt,soldering iron,soldering iron,"['cold chisel', 'bull tongue', 'catling', 'circular saw', 'soldering iron']",True
removing adhesives,melt,soldering iron,soldering iron,"['dirk', 'maul', 'bolo', 'broadax', 'soldering iron']",True
defrosting frozen food,melt,soldering iron,soldering iron,"['abrader', 'dresser', 'soldering iron', 'graver', 'handstamp']",True
mixing ingredients,mix,butter knife,butter knife,"['awl', 'butter knife', 'dresser', 'guitar pick', 'binder']",True
preparing drinks,mix,spoon,spoon,"['garden trowel', 'fridge', 'scriber', 'spoon', 'power saw']",True
combining cleaning solutions,mix,pestle,pestle,"['armchair', 'soapbottle', 'hoe', 'water bottle', 'pestle']",True
using appliances,operate,floorlamp,shelving unit,"['ram', 'comb', 'shelving unit', 'floorlamp', 'head gasket']",False
controlling devices,operate,handsaw,none of the given tools seem directly suitable for controlling,"['handsaw', 'paper cutter', 'tap wrench', 'stiletto', 'jointer']",False
handling tools,operate,compass saw,compass saw,"['rake', 'circular plane', 'ram', 'compass saw', 'riding mower']",True
removing skin from fruits and vegetables,peel,parer,parer,"['handstamp', 'parer', 'seal', 'plate', 'towelholder']",True
creating compost,peel,dirk,folding saw,"['folding saw', 'drill', 'base ball bat', 'c d', 'dirk']",False
making garnishes,peel,linoleum knife,linoleum knife,"['dog bed', 'food bag', 'linoleum knife', 'screw wrench', 'trowel']",True
harvesting produce,pick,garden rake,garden rake,"['wrench', 'garden rake', 'moldboard plow', 'gangsaw', 'pot']",True
sorting items,pick,bottle,notebook,"['watering can', 'bottle', 'coffee', 'notebook', 'cold chisel']",False
picking up items,pick,baseballbat,clipper,"['seal', 'baseballbat', 'clipper', 'desklamp', 'saw']",False
creating a drainage,pierce,punch,hand drill,"['butcher knife', 'punch', 'hook wrench', 'broad hatchet', 'hand drill']",False
opening packages,pierce,bradawl,bradawl,"['broad hatchet', 'spud', 'yataghan', 'bradawl', 'stillson wrench']",True
making a small hole,pierce,bradawl,bradawl,"['keychain', 'bradawl', 'rounder', 'bulldog wrench', 'handtowel']",True
preparing food,pierce,punch plier,tray,"['desk', 'punch plier', 'tray', 'cd', 'battle ax']",False
clearing snow,plow,lister,gangsaw,"['beading plane', 'gangsaw', 'dado plane', 'lister', 'table knife']",False
tilling soil,plow,bull tongue,bull tongue,"['folding saw', 'drill', 'bull tongue', 'openside plane', 'dining table']",True
breaking up compacted soil,plow,bull tongue,bull tongue,"['graver', 'bull tongue', 'pincer', 'can opener', 'scauper']",True
connecting appliances,plug,pneumatic drill,pneumatic drill,"['stillson wrench', 'stemmer', 'spreader', 'pneumatic drill', 'floorlamp']",True
charging devices,plug,pneumatic drill,box,"['pneumatic drill', 'keychain', 'dagger', 'alarm clock', 'box']",False
plugging devices in,plug,bandsaw,light switch,"['portable saw', 'light switch', 'corkscrew', 'beading plane', 'bandsaw']",False
checking the readiness of food,poke,screwdriver,none of the given tools seem suitable for checking the,"['dogbed', 'screwdriver', 'soapbottle', 'pipe cutter', 'cigar cutter']",False
creating a drainage,poke,screwdriver,air hammer,"['toilet', 'air hammer', 'screwdriver', 'desktop', 'apple']",False
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['pitsaw', 'phillips screwdriver', 'pitsaw', 'chain saw', 'box wrench']",True
polishing metal objects,polish,sandblaster,sandblaster,"['tap wrench', 'sandblaster', 'pitcher', 'monkey wrench', 'bolt cutter']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['abrading stone', 'power saw', 'glue stick', 'shear', 'yataghan']",True
enhancing glass surfaces,polish,flat file,flat file,"['folding saw', 'flat file', 'stamp', 'dresser', 'mug']",True
maintaining floors,polish,rasp,rake,"['upset', 'rasp', 'rake', 'flashlight', 'jackscrew']",False
pouring liquids,pour,pitcher,pitcher,"['spiral ratchet screwdriver', 'pitcher', 'flat tip screwdriver', 'float', 'buffer']",True
preparing drinks,pour,pitcher,pitcher,"['punch plier', 'pitcher', 'watering can', 'vacuumcleaner', 'phillips screwdriver']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['fore plane', 'poleax', 'pitcher', 'poniard', 'jack']",True
using appliances with a button,press,tamp,tamp,"['scrub brush', 'knife blade', 'edger', 'tamp', 'pillow']",True
ironing clothes,press,stemmer,"iron (not available), but from the list:","['stemmer', 'toiletpaperhanger', 'bumper jack', 'soapbottle', 'cloth']",False
operating gadgets,press,tamp,cutter,"['tamp', 'breadknife', 'roomdecor', 'smooth plane', 'cutter']",False
reading a good night story,read,desktop,armchair,"['wateringcan', 'desktop', 'dining table', 'pruning knife', 'armchair']",False
reading instructions,read,cell phone,cell phone,"['cell phone', 'rock bit', 'electric drill', 'hedge trimmer', 'garden spade']",True
keeping up to date,read,laptop,laptop,"['watering can', 'latchstring', 'laptop', 'openside plane', 't square']",True
enjoying leisure time,read,desktop,desktop,"['fork', 'handtowel', 'spokeshave', 'desktop', 'food box']",True
fixing broken appliances,repair,chamfer plane,tap wrench,"['adz', 'palette knife', 'rasp', 'chamfer plane', 'tap wrench']",False
patching damages furniture,repair,chain saw,hammer,"['center bit', 'chain saw', 'toiletpaperhanger', 'toilet', 'hammer']",False
maintaining plumbing,repair,buffer,wateringcan,"['rubber eraser', 'wateringcan', 'buffer', 'apple', ""fireman's ax""]",False
rolling out dough,roll,flashlight,beading plane,"['rasp', 'hedge trimmer', 'slouse', 'flashlight', 'beading plane']",False
painting walls,roll,food jar,spray bottle,"['curtain', 'mirror', 'spray bottle', 'counter top', 'food jar']",False
cleaning surfaces,rub,table knife,linoleum knife,"['pin wrench', 'chain saw', 'linoleum knife', 'kitchenknife', 'table knife']",False
polishing furniture,rub,fish knife,pruning knife,"['room decor', 'pot', 'drilling bit', 'pruning knife', 'fish knife']",False
removing stains,rub,tableknife,hack,"['tableknife', 'keyhole saw', 'electric drill', 'hack', 'food can']",False
cutting wood,saw,pruning saw,pruning saw,"['pruning saw', 'hammer', 'socket wrench', 'scraper', 'creditcard']",True
trimming branches,saw,folding saw,folding saw,"['sink', 'crosscut saw', 'gutter', 'window', 'folding saw']",True
sawing flooring planks,saw,pitsaw,pitsaw,"['dry battery', 'arm chair', 'showerglas', 'pitsaw', 'folding saw']",True
serving ice cream,scoop,garden trowel,toaster,"['wateringcan', 'garden trowel', 'toaster', 'lightswitch', 'bath tub basin']",False
measuring ingredients,scoop,slick,none of the provided tools seem suitable for measuring ingredients,"['jigsaw', 'scriber', 'slick', 'lancet', 'hob']",False
cleaning a litter box,scoop,trowel,trowel,"['slick', 'spud', 'pointing trowel', 'sinkbasin', 'trowel']",True
assembling furniture,screw,screwdriver,screwdriver,"['arm chair', 'secateur', 'plastic box', 'screwdriver', 'garbage can']",True
mounting hardware,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['spiral ratchet screwdriver', 'chisel', 'poster', 'stemmer', 'straightedge']",True
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['guitar pick', 'shaver', 'phillips screwdriver', 'drill', 'cap opener']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['tennisracket', 'handtowelholder', 'coffee machine', 'book', 'spiral ratchet screwdriver']",True
dividing food into portions,separate,broad hatchet,garden trowel,"['basketball', 'broad hatchet', 'desklamp', 'garden trowel', 'c d']",False
cutting items in halve,separate,stiletto,gouge,"['gouge', 'tack hammer', 'eolith', 'desk', 'stiletto']",False
changing an objects shape,shape,shaping tool,shaping tool,"[""bricklayer's hammer"", 'fridge', 'scauper', 'graver', 'shaping tool']",True
removing skin from meat,skin,lochaber ax,coping saw,"['teddybear', 'garden spade', 'lochaber ax', 'coping saw', 'c d']",False
removing the peel from fruits and vegetables,skin,adz,reamer,"['sofa', 'plunger', 'die', 'adz', 'reamer']",False
removing unhealthy plant parts,skin,kitchen knife,kitchen knife,"['bore bit', 'saw set', 'food bag', 'kitchen knife', 'pallet']",True
opening packages,slit,blade,putty knife,"['blade', 'hack', 'star drill', 'putty knife', 'power tool']",False
