task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
creating frost patterns as decoration,cool,drum sander,bill,"['hammer', 'bill', 'set square', 'drum sander', 'triphammer']",False
protecting food,cover,drum sander,laundry hamper,"['laundry hamper', 'keyboard', 'gasket', 'drum sander', 'buffer']",False
shielding surfaces,cover,drum sander,drum sander,"['set square', 'power tool', 'star drill', 'auger', 'drum sander']",True
securing items,cover,drum sander,buffer,"['snuffer', 'buffer', 'die', 'drum sander', 'buffer']",False
opening a nut,crack,stiletto,stiletto,"['food cup', 'stiletto', 'compass saw', 'toothpaste', 'to go cup']",True
breaking an egg,crack,bowie knife,icepick,"['tamp', 'plane', 'icepick', 'bowie knife', 'dogbed']",False
opening packages,crack,parer,slip joint plier,"['glue stick', 'gutter', 'parer', 'handtowelholder', 'slip joint plier']",False
baking pastries,crumble,battering ram,mallet,"['battering ram', 'razorblade', 'slick', ""fireman's ax"", 'mallet']",False
preparing toppings,crumble,battering ram,sponge,"['ripping chisel', 'sponge', 'handtowelholder', 'c d', 'battering ram']",False
making breadcrumbs,crumble,battering ram,adz,"['battering ram', 'stiletto', 'dumbbell', 'tack hammer', 'adz']",False
preparing snacks,crunch,pestle,egg,"['pestle', 'hayfork', 'flat file', 'egg', 'cigar cutter']",False
making toppings,crunch,pestle,pestle,"['pestle', 'bowie knife', 'saw set', 'garden trowel', 'battle ax']",True
crushing ice,crunch,pestle,pestle,"['pestle', 'bender', 'bolt cutter', 'common ax', 'gang']",True
making ice cubes,cube,steak knife,steak knife,"['wine bottle', 'locking plier', 'drawknife', 'bolo', 'steak knife']",True
preparing fruits and vegetables,cube,table knife,table knife,"['table knife', 'lightswitch', 'handtowel', 'remotecontrol', 'allen wrench']",True
preparing meats,cube,scalpel,scalpel,"['cap opener', 'scalpel', 'keyhole saw', ""plumber's snake"", 'posthole digger']",True
preparing a sliced apple,cut,compass saw,compass saw,"['compass saw', 'dogbed', 'tap', 'basketball', 'dogbed']",True
cutting an apple,cut,switchblade,switchblade,"['steel wool pad', 'electric hammer', 'switchblade', 'hatchel', 'ottoman']",True
opening an envelope,cut,blade,blade,"['cup', 'keychain', 'diningtable', 'blade', 'bottle opener']",True
applying butter,cut,twist bit,surgical knife,"[""fireman's ax"", 'shelvingunit', 'twist bit', 'surgical knife', 'bolt cutter']",False
serving cake,cut,cutter,kitchen knife,"['cutter', 'candle', 'locking plier', 'kitchen knife', 'cellphone']",False
decorating table,decorate,curtain,curtain,"['tap wrench', 'curtain', 'bender', 'spoon', 'showerglas']",True
decorating bed,decorate,room decor,room decor,"[""carpenter's square"", 'dry battery', 'sparkplug wrench', 'room decor', 'razorblade']",True
decorating wall,decorate,teddy bear,pointing trowel,"['wood chisel', 'pointing trowel', 'scoop', 'cap opener', 'teddy bear']",False
decorating lobby,decorate,statue,pen,"['dovetail plane', 'pen', 'statue', 'butterknife', 'coping saw']",False
increasing beauty of the room,decorate,poster,poster,"['poster', 'plow', 'spiral ratchet screwdriver', 'pitcher', 'crown saw']",True
preparing vegetables,dice,dirk,dirk,"['spraybottle', 'razor', 'dirk', 'dining table', 'compass saw']",True
creating garnishes,dice,steak knife,steak knife,"['coffee', 'steak knife', 'rubber eraser', ""carpenter's square"", 'faucet']",True
making salsa,dice,machete,kitchenknife,"['kitchenknife', 'bandsaw', 'knife', 'machete', 'lug wrench']",False
measuring ingredients,dice,dagger,metal box,"['graver', 'dagger', 'metal box', 'parang', 'pipe cutter']",False
gardening,dig,ditch spade,ditch spade,"['kitchenknife', 'power drill', 'floor', 'pot', 'ditch spade']",True
preparing soil,dig,garden spade,garden spade,"['garden spade', 'scauper', 'binder', 'latchstring', 'desklamp']",True
finding buried treasures,dig,shovel,shovel,"['file', 'shovel', 'pitcher', 'chain saw', 'bumper jack']",True
showcasing decorations,display,calculator,set square,"['parang', 'set square', 'roach clip', 'power tool', 'calculator']",False
organizing collectibles,display,cell phone,cell phone,"['circular saw', 'houseplant', 'ax', 'cell phone', 'faucet']",True
presenting information,display,calculator,calculator,"['flat tip screwdriver', 'calculator', 'linoleum knife', 'knife blade', 'toaster']",True
throwing away uneaten food,dispose,sink basin,plate,"['plate', 'safe', 'cutting implement', 'sink basin', 'case knife']",False
cleaning spilled milk,dispose,sink basin,sink basin,"['curtain', 'wateringcan', 'compass saw', 'sink basin', 'round file']",True
throwing away used soap bottle,dispose,sink basin,sink basin,"['square', 'houseplant', 'mallet', 'sink basin', 'steak knife']",True
throwing away toilet paper,dispose,garbage can,garbage can,"['bur', 'garbage can', 'backsaw', 'pitcher', 'awl']",True
hanging items on a wall,drill,drill,drill,"['scauper', 'tap wrench', 'drill', 'toothbrush', 'spatula']",True
assembling furniture,drill,star drill,star drill,"['garden spade', 'star drill', 'chamfer bit', 'bandsaw', 'cellphone']",True
installing fixtures,drill,router,router,"['compass saw', 'scrub plane', 'plexor.n.wn.medicine', 'router', 'candle']",True
drying washed dishes,dry,hand towel,hand towel,"['power mower', 'cross bit', 'hand towel', 'hunting knife', 'lettuce']",True
hanging cleaned laundry,dry,hand towel,hand towel,"['saw set', 'hand towel', 'gutter', 'catling', 'screwdriver']",True
drying up spilled liquids,dry,kleenex,kleenex,"['tennisracket', 'kleenex', 'pruner', 'moldboard plow', 'butter knife']",True
having a meal,eat,salt,salt,"['laptop', 'alligator wrench', 'salt', 'router', 'combination plane']",True
preparing food,eat,potato,potato,"['nailfile', 'potato', 'dumbbell', 'crank', 'creditcard']",True
being cooked,eat,bread,bread,"['bread', 'footstool', 'razor', 'hand mower', 'edge tool']",True
personalising items,engrave,scauper,bit,"['scauper', 'awl', 'rasp', 'bit', 'jointer']",False
creating decorative art,engrave,graver,graver,"['laundryhamper', 'graver', 'wine bottle', 'slick', 'ax']",True
labelling belongings,engrave,scauper,scauper,"['pestle', 'spraybottle', 'drilling bit', 'houseplant', 'scauper']",True
watching a movie,entertain,cell phone,cell phone,"['room decor', 'cell phone', 'camera', 'clasp knife', 'kirpan']",True
listening to a song,entertain,cell phone,cell phone,"['clincher', 'fore plane', 'pillow', 'screw key', 'cell phone']",True
surfing the internet,entertain,c d,c d,"['dogbed', 'c d', 'coffee table', 'cigar cutter', 'aluminumfoil']",True
playing active games,exercise,basket ball,basket ball,"['basket ball', 'bread', 'twist bit', 'shovel', 'pin wrench']",True
exercising,exercise,tennis racket,tennis racket,"['adz', 'tennis racket', 'television', 'safe', 'peppershaker']",True
cleaning as a home workout,exercise,basket ball,basket ball,"['scrub brush', 'basket ball', 'clincher', 'box', ""dentist's drill""]",True
organizing documents,file,taper file,safe,"['hunting knife', 'coffee mug', 'safe', 'taper file', 'spray bottle']",False
cleaning fingernails,file,blunt file,blunt file,"['blunt file', 'hack', 'winebottle', 'power saw', 'bur']",True
smoothing surfaces,file,taper file,taper file,"['base ball bat', 'broadax', 'lawn mower', 'taper file', 'food jar']",True
repairing appliances,fix,crampon,o ring,"['openside plane', 'crampon', 'bore bit', 'o ring', 'rounder']",False
mending clothes,fix,razor,lancet,"['counterbore', 'lancet', 'pruner', 'razor', 'fork']",False
patching walls,fix,stamp,buffer,"['stamp', 'room decor', 'bumper jack', 'ripsaw', 'buffer']",False
adjusting cables,flex,bender,bender,"['window', 'bender', 'coffee mug', 'crosscut saw', 'crown saw']",True
bending pipes,flex,bender,bender,"['bender', 'tile cutter', 'bodkin', 'glass cutter', 'toothpaste']",True
grinding surfaces,flex,bender,dovetail plane,"['wine bottle', 'designedspade', 'spiral ratchet screwdriver', 'bender', 'dovetail plane']",False
picking-up objects,grasp,carpenter's mallet,ravehook,"['diningtable', ""carpenter's mallet"", 'wire cutter', 'ravehook', 'gang']",False
opening jars,grasp,scauper,bolt cutter,"['scauper', 'core drill', 'hatchet', 'bolt cutter', 'potato']",False
carrying items,grasp,soldering iron,basketball,"['surgical knife', 'basketball', 'rock bit', 'soldering iron', 'ripping chisel']",False
placing objects down,grasp,sandblaster,maul,"['saber saw', 'sandblaster', 'burr', 'scriber', 'maul']",False
preparing spices,grind,pestle,pestle,"['kitchen knife', 'cap opener', 'pestle', 'pipe cutter', 'laundryhamper']",True
making coffee powder,grind,pestle,pestle,"['instant noodle', 'pestle', 'pincer', 'signet', 'moldboard plow']",True
processing grains,grind,pestle,pestle,"['steel wool pad', 'cigar cutter', 'pestle', 'coffeemachine', 'vase']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['power tool', 'butterknife', 'torque wrench', 'tack hammer', 'burin']",True
assembling furniture,hammer,triphammer,bore bit,"['triphammer', 'desk', 'pitchfork', 'bore bit', 'corkscrew']",False
removing old fixtures,hammer,scythe,chisel,"['sponge', 'ram', 'bread knife', 'chisel', 'scythe']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['tissuebox', 'firmer chisel', 'dresser', ""carpenter's hammer"", 'tennisracket']",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"['chain wrench', 'buffer', 'statue', 'scrubbrush', ""carpenter's hammer""]",True
opening doors and cabinets,handle,two handed saw,tire iron,"['rock bit', 'roach clip', 'tire iron', 'hand ax', 'two handed saw']",False
carrying containers,handle,router,dogbed,"['alligator wrench', 'punch', 'dogbed', 'router', 'roomdecor']",False
using appliances,handle,drum sander,toiletpaperhanger,"['bath tub basin', 'paper box', 'drum sander', 'toiletpaperhanger', 'lawn mower']",False
heating coffee,heat,coffee machine,coffee machine,"['bread', ""carpenter's square"", 'ripping chisel', 'coffee machine', 'clincher']",True
cooking food,heat,stoveburner,stoveburner,"[""plumber's snake"", 'stoveburner', 'apple', 'egg', 'dibble']",True
reheating soup,heat,microwave,microwave,"['microwave', 'paper towel roll', 'die', 'watch', 'bread']",True
boiling water,heat,coffee machine,coffee machine,"['water bottle', 'toiletpaperhanger', 'head gasket', 'drawknife', 'coffee machine']",True
melting envelope wax,heat,coffee machine,lancet,"['shampoo', 'coffee machine', 'spade', 'sidetable', 'lancet']",False
melting butter,heat,toaster,toaster,"['palette knife', 'shear', 'hook wrench', 'toaster', 'stemmer']",True
carrying items,hold,clipper,food box,"[""carpenter's hammer"", 'icepick', 'ottoman', 'clipper', 'food box']",False
using tools,hold,seal,breast drill,"['box wrench', 'penknife', 'breast drill', 'core drill', 'seal']",False
stabilising objects,hold,rib joint plier,rib joint plier,"['hatchel', 'rib joint plier', 'bolo', 'food cup', 'abrading stone']",True
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['palette knife', 'hoe', 'plexor.n.wn.medicine', 'lightbulb', 'coffee']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['edger', 'ripping chisel', 'posthole digger', 'lightbulb', 'winebottle']",True
decreasing darkness,illuminate,curtain,curtain,"['curtain', 'bed', 'portable saw', 'float', 'cap opener']",True
hanging poster,increase,side table,curtain,"['pipe wrench', 'curtain', 'side table', 'slicer', 'lawn mower']",False
hanging painting,increase,counter top,counter top,"['tennis racket', ""dentist's drill"", 'counter top', 'lightswitch', 'bill']",True
cleaning shower head,increase,ottoman,snip,"['butterknife', 'food can', 'ottoman', 'snip', 'punch']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['soapbar', 'egg', 'chisel', 'arm chair', 'reamer']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['slip joint plier', 'stool', 'edger', 'bullnose', 'compass saw']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['spiral ratchet screwdriver', 'sofa', 'pitsaw', 'pencil', 'hob']",False
putting objects on high shelf,increase,desk,desk,"['chisel', 'linoleum knife', 'desk', 'kitchen knife', 'circular saw']",True
mounting fixtures,install,pruner,pruner,"['book', 'basket ball', 'pruner', 'moldboard plow', 'parang']",True
setting up appliances,install,two handed saw,floorlamp,"['rammer', 'cap', 'broad hatchet', 'two handed saw', 'floorlamp']",False
assembling furniture,install,coping saw,electric hammer,"['tissuebox', 'wine bottle', 'coping saw', 'electric hammer', 'gouge']",False
moving furniture,lift,pitchfork,shelving unit,"['laundry hamper', 'pitchfork', 'shelving unit', 'pipe wrench', 'cd']",False
carrying objects,lift,hayfork,hayfork,"['hayfork', 'rammer', 'designedspade', 'camera', 'kettle']",True
accessing high shelves,lift,hayfork,hayfork,"['moldboard plow', 'towelholder', 'axe', 'hayfork', 'scissors']",True
labeling items,mark,o ring,shaping tool,"['spray bottle', 'lightbulb', 'folding saw', 'o ring', 'shaping tool']",False
measuring distances,mark,signet,signet,"['hayfork', 'shelvingunit', 'stemmer', 'sofa', 'signet']",True
tracking events,mark,bradawl,cuttingtool,"['bradawl', 'pipe wrench', 'cuttingtool', 'twist bit', 'ball peen hammer']",False
melting butter,melt,soldering iron,soldering iron,"['catling', 'soldering iron', 'circular saw', 'cold chisel', 'bull tongue']",True
removing adhesives,melt,soldering iron,soldering iron,"['soldering iron', 'broadax', 'bolo', 'maul', 'dirk']",True
defrosting frozen food,melt,soldering iron,abrader,"['soldering iron', 'handstamp', 'dresser', 'graver', 'abrader']",False
mixing ingredients,mix,butter knife,butter knife,"['butter knife', 'dresser', 'binder', 'awl', 'guitar pick']",True
preparing drinks,mix,spoon,fridge,"['spoon', 'garden trowel', 'fridge', 'scriber', 'power saw']",False
combining cleaning solutions,mix,pestle,soapbottle,"['soapbottle', 'hoe', 'armchair', 'pestle', 'water bottle']",False
using appliances,operate,floorlamp,floorlamp,"['shelving unit', 'ram', 'head gasket', 'comb', 'floorlamp']",True
controlling devices,operate,handsaw,none of the above.,"['tap wrench', 'stiletto', 'jointer', 'handsaw', 'paper cutter']",False
handling tools,operate,compass saw,circular plane,"['compass saw', 'riding mower', 'ram', 'circular plane', 'rake']",False
removing skin from fruits and vegetables,peel,parer,parer,"['parer', 'handstamp', 'plate', 'towelholder', 'seal']",True
creating compost,peel,dirk,folding saw,"['base ball bat', 'folding saw', 'dirk', 'drill', 'c d']",False
making garnishes,peel,linoleum knife,linoleum knife,"['screw wrench', 'dog bed', 'trowel', 'linoleum knife', 'food bag']",True
harvesting produce,pick,garden rake,garden rake,"['wrench', 'gangsaw', 'moldboard plow', 'pot', 'garden rake']",True
sorting items,pick,bottle,notebook,"['notebook', 'coffee', 'cold chisel', 'watering can', 'bottle']",False
picking up items,pick,baseballbat,clipper,"['desklamp', 'clipper', 'baseballbat', 'seal', 'saw']",False
creating a drainage,pierce,punch,hand drill,"['hook wrench', 'punch', 'hand drill', 'broad hatchet', 'butcher knife']",False
opening packages,pierce,bradawl,spud,"['bradawl', 'spud', 'broad hatchet', 'yataghan', 'stillson wrench']",False
making a small hole,pierce,bradawl,bradawl,"['keychain', 'bulldog wrench', 'rounder', 'handtowel', 'bradawl']",True
preparing food,pierce,punch plier,tray,"['cd', 'battle ax', 'desk', 'tray', 'punch plier']",False
clearing snow,plow,lister,lister,"['gangsaw', 'dado plane', 'lister', 'table knife', 'beading plane']",True
tilling soil,plow,bull tongue,bull tongue,"['dining table', 'bull tongue', 'drill', 'openside plane', 'folding saw']",True
breaking up compacted soil,plow,bull tongue,graver,"['scauper', 'can opener', 'graver', 'pincer', 'bull tongue']",False
connecting appliances,plug,pneumatic drill,stillson wrench,"['stillson wrench', 'floorlamp', 'pneumatic drill', 'spreader', 'stemmer']",False
charging devices,plug,pneumatic drill,box,"['pneumatic drill', 'box', 'keychain', 'dagger', 'alarm clock']",False
plugging devices in,plug,bandsaw,light switch,"['bandsaw', 'portable saw', 'corkscrew', 'beading plane', 'light switch']",False
checking the readiness of food,poke,screwdriver,pipe cutter,"['screwdriver', 'dogbed', 'soapbottle', 'cigar cutter', 'pipe cutter']",False
creating a drainage,poke,screwdriver,screwdriver,"['air hammer', 'toilet', 'apple', 'desktop', 'screwdriver']",True
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['pitsaw', 'pitsaw', 'phillips screwdriver', 'box wrench', 'chain saw']",True
polishing metal objects,polish,sandblaster,sandblaster,"['bolt cutter', 'monkey wrench', 'pitcher', 'sandblaster', 'tap wrench']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['abrading stone', 'yataghan', 'power saw', 'glue stick', 'shear']",True
enhancing glass surfaces,polish,flat file,flat file,"['dresser', 'mug', 'folding saw', 'flat file', 'stamp']",True
maintaining floors,polish,rasp,rake,"['jackscrew', 'rake', 'flashlight', 'upset', 'rasp']",False
pouring liquids,pour,pitcher,pitcher,"['buffer', 'pitcher', 'float', 'spiral ratchet screwdriver', 'flat tip screwdriver']",True
preparing drinks,pour,pitcher,pitcher,"['vacuumcleaner', 'punch plier', 'phillips screwdriver', 'watering can', 'pitcher']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['jack', 'pitcher', 'poniard', 'poleax', 'fore plane']",True
using appliances with a button,press,tamp,knife blade,"['tamp', 'edger', 'pillow', 'scrub brush', 'knife blade']",False
ironing clothes,press,stemmer,cloth,"['cloth', 'toiletpaperhanger', 'soapbottle', 'bumper jack', 'stemmer']",False
operating gadgets,press,tamp,cutter,"['smooth plane', 'breadknife', 'roomdecor', 'cutter', 'tamp']",False
reading a good night story,read,desktop,armchair,"['desktop', 'pruning knife', 'wateringcan', 'dining table', 'armchair']",False
reading instructions,read,cell phone,cell phone,"['hedge trimmer', 'electric drill', 'cell phone', 'rock bit', 'garden spade']",True
keeping up to date,read,laptop,laptop,"['laptop', 'watering can', 'openside plane', 'latchstring', 't square']",True
enjoying leisure time,read,desktop,desktop,"['fork', 'spokeshave', 'handtowel', 'desktop', 'food box']",True
fixing broken appliances,repair,chamfer plane,tap wrench,"['rasp', 'tap wrench', 'adz', 'chamfer plane', 'palette knife']",False
patching damages furniture,repair,chain saw,hammer,"['chain saw', 'toilet', 'center bit', 'hammer', 'toiletpaperhanger']",False
maintaining plumbing,repair,buffer,buffer,"[""fireman's ax"", 'rubber eraser', 'buffer', 'wateringcan', 'apple']",True
rolling out dough,roll,flashlight,slouse,"['beading plane', 'flashlight', 'rasp', 'slouse', 'hedge trimmer']",False
painting walls,roll,food jar,spray bottle,"['counter top', 'curtain', 'mirror', 'food jar', 'spray bottle']",False
cleaning surfaces,rub,table knife,linoleum knife,"['chain saw', 'kitchenknife', 'linoleum knife', 'pin wrench', 'table knife']",False
polishing furniture,rub,fish knife,room decor,"['pruning knife', 'pot', 'drilling bit', 'fish knife', 'room decor']",False
removing stains,rub,tableknife,tableknife,"['food can', 'electric drill', 'keyhole saw', 'tableknife', 'hack']",True
cutting wood,saw,pruning saw,pruning saw,"['hammer', 'creditcard', 'scraper', 'socket wrench', 'pruning saw']",True
trimming branches,saw,folding saw,folding saw,"['window', 'sink', 'gutter', 'folding saw', 'crosscut saw']",True
sawing flooring planks,saw,pitsaw,folding saw,"['folding saw', 'showerglas', 'pitsaw', 'arm chair', 'dry battery']",False
serving ice cream,scoop,garden trowel,bath tub basin,"['toaster', 'garden trowel', 'bath tub basin', 'lightswitch', 'wateringcan']",False
measuring ingredients,scoop,slick,scriber,"['lancet', 'slick', 'jigsaw', 'hob', 'scriber']",False
cleaning a litter box,scoop,trowel,trowel,"['trowel', 'slick', 'sinkbasin', 'spud', 'pointing trowel']",True
assembling furniture,screw,screwdriver,screwdriver,"['screwdriver', 'secateur', 'garbage can', 'arm chair', 'plastic box']",True
mounting hardware,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['stemmer', 'chisel', 'spiral ratchet screwdriver', 'straightedge', 'poster']",True
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['shaver', 'phillips screwdriver', 'drill', 'cap opener', 'guitar pick']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['tennisracket', 'book', 'handtowelholder', 'spiral ratchet screwdriver', 'coffee machine']",True
dividing food into portions,separate,broad hatchet,garden trowel,"['basketball', 'c d', 'garden trowel', 'broad hatchet', 'desklamp']",False
cutting items in halve,separate,stiletto,stiletto,"['eolith', 'desk', 'tack hammer', 'stiletto', 'gouge']",True
changing an objects shape,shape,shaping tool,shaping tool,"['fridge', 'graver', 'scauper', 'shaping tool', ""bricklayer's hammer""]",True
removing skin from meat,skin,lochaber ax,c,"['c d', 'teddybear', 'lochaber ax', 'garden spade', 'coping saw']",False
removing the peel from fruits and vegetables,skin,adz,adz,"['die', 'reamer', 'plunger', 'adz', 'sofa']",True
removing unhealthy plant parts,skin,kitchen knife,kitchen knife,"['food bag', 'kitchen knife', 'pallet', 'bore bit', 'saw set']",True
opening packages,slit,blade,blade,"['star drill', 'power tool', 'blade', 'hack', 'putty knife']",True
creating ventilation,slit,knife blade,electric hammer,"['trowel', 'knife blade', 'countertop', 'electric hammer', 'barong']",False
cutting open food objects,slit,blade,blade,"['alarmclock', 'broadax', 'pen', 'blade', 'armchair']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['screw wrench', 'thinning shear', 'steel wool pad', 'lochaber ax', 'pot']",True
ironing clothes,smoothen,abrading stone,coal shovel,"['twist bit', 'wood chisel', 'dogbed', 'abrading stone', 'coal shovel']",False
