task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
preparing cooking ingredients,chop,half hatchet,butcher knife,"['bread', 'steel wool pad', 'pruning shear', 'half hatchet', 'butcher knife']",False
cutting meat,chop,claw hatchet,barong,"['rounder', 'claw hatchet', 'blind', 'barong', 'lightbulb']",False
making firewood,chop,fireman's ax,fireman's ax,"['chisel', 'bread knife', 'coffeetable', ""fireman's ax"", 'case knife']",True
washing dishes,clean,vaccum cleaner,potato,"['brick trowel', 'common ax', 'dovetail plane', 'vaccum cleaner', 'potato']",False
throwing away uneaten food,clean,tableknife,tableknife,"['coffeetable', 'eolith', 'pruning knife', 'trench knife', 'tableknife']",True
cleaning spilled milk,clean,jigsaw,ladle,"['grapnel', 'ladle', 'jigsaw', 'battering ram', 'lancet']",False
cleaning the mirror,clean,vaccum cleaner,desk lamp,"['razor', 'bodkin', 'desk lamp', 'square', 'vaccum cleaner']",False
cleaning the fridge,clean,saber saw,spray bottle,"['showerhead', 'spade bit', 'oven', 'saber saw', 'spray bottle']",False
cleaning the blinds,clean,bandsaw,none,"['drilling bit', 'lancet', 'floorlamp', 'plunger', 'bandsaw']",False
cleaning the shower head,clean,towel,towel,"['towel', 'vaccum cleaner', 'head gasket', 'binder', 'camera']",True
dusting the statue,clean,power tool,toilet paper,"['alarm clock', 'power tool', 'food cup', 'toilet paper', 'chair']",False
cleaning the toilet,clean,portable saw,spray bottle,"['floor', 'portable saw', 'spray bottle', 'plexor.n.wn.medicine', 'drilling bit']",False
cleaning the floor,clean,power saw,ottoman,"['basket ball', 'square', 'bowie knife', 'power saw', 'ottoman']",False
washing your face,clean,electric hammer,none,"['pruning saw', 'bolt cutter', 'floor lamp', 'ice ax', 'electric hammer']",False
watching a movie,comfort,chair,chair,"['hook wrench', 'desk', 'towelholder', 'chair', 'electric drill']",True
setting up bedding,comfort,ottoman,ottoman,"['ottoman', 'hedge trimmer', 'tabletopdecor', 'sponge', 'to go cup']",True
choosing a comfortable seat,comfort,ottoman,ottoman,"['power mower', 'ottoman', 'scrub brush', 'buffer', 'garden spade']",True
storing clothes,compress,stemmer,stemmer,"['phillips screwdriver', 'steel wool pad', 'nailfile', 'stemmer', 'o ring']",True
reducing space in bin,compress,stemmer,stemmer,"['desktop', 'bucksaw', 'remote control', 'stemmer', 'comb']",True
preparing food,compress,stemmer,bread,"['burin', 'rammer', 'handsaw', 'bread', 'stemmer']",False
storing food,contain,fish knife,microwave,"['poniard', 'steel wool pad', 'fish knife', 'switchblade', 'microwave']",False
measuring liquids,contain,butter knife,cell phone,"['wrench', 'cell phone', 'pitchfork', 'weeder', 'butter knife']",False
managing waste,contain,tray,tray,"['tray', 'slick', 'scraper', 'baseballbat', 'arm chair']",True
being filled with a liquid,contain,table knife,none,"['table knife', 'lochaber ax', 'flat file', 'cigar cutter', 'crosscut saw']",False
adjusting device settings,control,handsaw,none,"['common ax', 'pointing trowel', 'pot', 'tennis racket', 'handsaw']",False
managing lighting,control,electric hammer,none,"['plane', 'machete', 'electric hammer', 'pick', 'buffer']",False
operating appliances,control,compass saw,bender,"['compass saw', 'toiletpaperhanger', 'toilet paper', 'dagger', 'bender']",False
keeping food from going bad,cool,drum sander,microwave,"['side table', 'drum sander', 'scythe', 'scraper', 'microwave']",False
freezing food,cool,drum sander,seal,"['seal', 'bathtub', 'drum sander', 'garden spade', 'rounder']",False
making ice,cool,drum sander,counter top,"['counter top', 'drum sander', ""croupier's rake"", 'abrader', 'battering ram']",False
creating frost patterns as decoration,cool,drum sander,set square,"['bill', 'hammer', 'set square', 'drum sander', 'triphammer']",False
protecting food,cover,drum sander,gasket,"['gasket', 'laundry hamper', 'keyboard', 'drum sander', 'buffer']",False
shielding surfaces,cover,drum sander,set square,"['power tool', 'auger', 'drum sander', 'set square', 'star drill']",False
securing items,cover,drum sander,die,"['buffer', 'buffer', 'snuffer', 'die', 'drum sander']",False
opening a nut,crack,stiletto,stiletto,"['compass saw', 'toothpaste', 'to go cup', 'stiletto', 'food cup']",True
breaking an egg,crack,bowie knife,icepick,"['dogbed', 'plane', 'tamp', 'icepick', 'bowie knife']",False
opening packages,crack,parer,parer,"['parer', 'slip joint plier', 'handtowelholder', 'glue stick', 'gutter']",True
baking pastries,crumble,battering ram,slick,"['slick', 'razorblade', 'mallet', ""fireman's ax"", 'battering ram']",False
preparing toppings,crumble,battering ram,c d,"['handtowelholder', 'c d', 'sponge', 'battering ram', 'ripping chisel']",False
making breadcrumbs,crumble,battering ram,tack hammer,"['battering ram', 'dumbbell', 'adz', 'stiletto', 'tack hammer']",False
preparing snacks,crunch,pestle,egg,"['egg', 'flat file', 'pestle', 'cigar cutter', 'hayfork']",False
making toppings,crunch,pestle,pestle,"['battle ax', 'pestle', 'garden trowel', 'saw set', 'bowie knife']",True
crushing ice,crunch,pestle,pestle,"['bender', 'pestle', 'bolt cutter', 'gang', 'common ax']",True
making ice cubes,cube,steak knife,locking plier,"['steak knife', 'wine bottle', 'bolo', 'drawknife', 'locking plier']",False
preparing fruits and vegetables,cube,table knife,table knife,"['allen wrench', 'lightswitch', 'table knife', 'handtowel', 'remotecontrol']",True
preparing meats,cube,scalpel,scalpel,"['scalpel', 'keyhole saw', 'posthole digger', 'cap opener', ""plumber's snake""]",True
preparing a sliced apple,cut,compass saw,compass saw,"['basketball', 'tap', 'dogbed', 'dogbed', 'compass saw']",True
cutting an apple,cut,switchblade,switchblade,"['steel wool pad', 'hatchel', 'electric hammer', 'switchblade', 'ottoman']",True
opening an envelope,cut,blade,blade,"['keychain', 'blade', 'cup', 'diningtable', 'bottle opener']",True
applying butter,cut,twist bit,surgical knife,"[""fireman's ax"", 'bolt cutter', 'twist bit', 'surgical knife', 'shelvingunit']",False
serving cake,cut,cutter,kitchen knife,"['candle', 'kitchen knife', 'locking plier', 'cellphone', 'cutter']",False
decorating table,decorate,curtain,curtain,"['curtain', 'spoon', 'showerglas', 'bender', 'tap wrench']",True
decorating bed,decorate,room decor,room decor,"['dry battery', 'sparkplug wrench', 'razorblade', 'room decor', ""carpenter's square""]",True
decorating wall,decorate,teddy bear,pointing trowel,"['pointing trowel', 'scoop', 'wood chisel', 'teddy bear', 'cap opener']",False
decorating lobby,decorate,statue,statue,"['statue', 'dovetail plane', 'pen', 'coping saw', 'butterknife']",True
increasing beauty of the room,decorate,poster,poster,"['poster', 'pitcher', 'spiral ratchet screwdriver', 'plow', 'crown saw']",True
preparing vegetables,dice,dirk,dirk,"['razor', 'spraybottle', 'compass saw', 'dining table', 'dirk']",True
creating garnishes,dice,steak knife,steak knife,"['faucet', 'rubber eraser', ""carpenter's square"", 'steak knife', 'coffee']",True
making salsa,dice,machete,kitchenknife,"['knife', 'machete', 'bandsaw', 'kitchenknife', 'lug wrench']",False
measuring ingredients,dice,dagger,none,"['parang', 'pipe cutter', 'metal box', 'graver', 'dagger']",False
gardening,dig,ditch spade,ditch spade,"['pot', 'power drill', 'kitchenknife', 'ditch spade', 'floor']",True
preparing soil,dig,garden spade,garden spade,"['binder', 'garden spade', 'scauper', 'desklamp', 'latchstring']",True
finding buried treasures,dig,shovel,shovel,"['bumper jack', 'file', 'chain saw', 'shovel', 'pitcher']",True
showcasing decorations,display,calculator,power tool,"['calculator', 'set square', 'roach clip', 'parang', 'power tool']",False
organizing collectibles,display,cell phone,cell phone,"['houseplant', 'ax', 'faucet', 'circular saw', 'cell phone']",True
presenting information,display,calculator,calculator,"['flat tip screwdriver', 'linoleum knife', 'knife blade', 'calculator', 'toaster']",True
throwing away uneaten food,dispose,sink basin,sink basin,"['case knife', 'plate', 'safe', 'sink basin', 'cutting implement']",True
cleaning spilled milk,dispose,sink basin,sink basin,"['compass saw', 'round file', 'wateringcan', 'sink basin', 'curtain']",True
throwing away used soap bottle,dispose,sink basin,sink basin,"['mallet', 'square', 'houseplant', 'sink basin', 'steak knife']",True
throwing away toilet paper,dispose,garbage can,garbage can,"['awl', 'garbage can', 'pitcher', 'bur', 'backsaw']",True
hanging items on a wall,drill,drill,drill,"['toothbrush', 'scauper', 'drill', 'tap wrench', 'spatula']",True
assembling furniture,drill,star drill,star drill,"['bandsaw', 'star drill', 'cellphone', 'garden spade', 'chamfer bit']",True
installing fixtures,drill,router,router,"['plexor.n.wn.medicine', 'scrub plane', 'candle', 'router', 'compass saw']",True
drying washed dishes,dry,hand towel,hand towel,"['hand towel', 'lettuce', 'hunting knife', 'cross bit', 'power mower']",True
hanging cleaned laundry,dry,hand towel,gutter,"['catling', 'saw set', 'gutter', 'hand towel', 'screwdriver']",False
drying up spilled liquids,dry,kleenex,kleenex,"['moldboard plow', 'butter knife', 'pruner', 'tennisracket', 'kleenex']",True
having a meal,eat,salt,salt,"['alligator wrench', 'laptop', 'salt', 'combination plane', 'router']",True
preparing food,eat,potato,potato,"['potato', 'nailfile', 'creditcard', 'crank', 'dumbbell']",True
being cooked,eat,bread,bread,"['bread', 'hand mower', 'edge tool', 'razor', 'footstool']",True
personalising items,engrave,scauper,scauper,"['awl', 'scauper', 'rasp', 'jointer', 'bit']",True
creating decorative art,engrave,graver,graver,"['slick', 'laundryhamper', 'ax', 'wine bottle', 'graver']",True
labelling belongings,engrave,scauper,scauper,"['spraybottle', 'pestle', 'scauper', 'houseplant', 'drilling bit']",True
watching a movie,entertain,cell phone,cell phone,"['clasp knife', 'kirpan', 'room decor', 'camera', 'cell phone']",True
listening to a song,entertain,cell phone,cell phone,"['screw key', 'cell phone', 'fore plane', 'clincher', 'pillow']",True
surfing the internet,entertain,c d,c d,"['cigar cutter', 'dogbed', 'coffee table', 'aluminumfoil', 'c d']",True
playing active games,exercise,basket ball,basket ball,"['twist bit', 'basket ball', 'bread', 'shovel', 'pin wrench']",True
exercising,exercise,tennis racket,tennis racket,"['peppershaker', 'tennis racket', 'adz', 'safe', 'television']",True
cleaning as a home workout,exercise,basket ball,scrub brush,"['clincher', 'box', 'basket ball', ""dentist's drill"", 'scrub brush']",False
organizing documents,file,taper file,safe,"['hunting knife', 'taper file', 'spray bottle', 'safe', 'coffee mug']",False
cleaning fingernails,file,blunt file,blunt file,"['bur', 'blunt file', 'hack', 'power saw', 'winebottle']",True
smoothing surfaces,file,taper file,taper file,"['broadax', 'food jar', 'base ball bat', 'lawn mower', 'taper file']",True
repairing appliances,fix,crampon,o ring,"['bore bit', 'crampon', 'rounder', 'openside plane', 'o ring']",False
mending clothes,fix,razor,razor,"['counterbore', 'pruner', 'lancet', 'razor', 'fork']",True
patching walls,fix,stamp,buffer,"['buffer', 'ripsaw', 'room decor', 'bumper jack', 'stamp']",False
adjusting cables,flex,bender,bender,"['crosscut saw', 'bender', 'crown saw', 'window', 'coffee mug']",True
bending pipes,flex,bender,bender,"['glass cutter', 'toothpaste', 'tile cutter', 'bodkin', 'bender']",True
grinding surfaces,flex,bender,dovetail plane,"['spiral ratchet screwdriver', 'dovetail plane', 'wine bottle', 'bender', 'designedspade']",False
picking-up objects,grasp,carpenter's mallet,carpenter's mallet,"['diningtable', 'ravehook', 'wire cutter', ""carpenter's mallet"", 'gang']",True
opening jars,grasp,scauper,scauper,"['potato', 'hatchet', 'core drill', 'bolt cutter', 'scauper']",True
carrying items,grasp,soldering iron,basketball,"['soldering iron', 'ripping chisel', 'surgical knife', 'basketball', 'rock bit']",False
placing objects down,grasp,sandblaster,maul,"['scriber', 'burr', 'sandblaster', 'saber saw', 'maul']",False
preparing spices,grind,pestle,pestle,"['kitchen knife', 'pestle', 'pipe cutter', 'laundryhamper', 'cap opener']",True
making coffee powder,grind,pestle,pestle,"['pincer', 'moldboard plow', 'pestle', 'signet', 'instant noodle']",True
processing grains,grind,pestle,pestle,"['steel wool pad', 'vase', 'cigar cutter', 'coffeemachine', 'pestle']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['butterknife', 'tack hammer', 'burin', 'torque wrench', 'power tool']",True
assembling furniture,hammer,triphammer,bore bit,"['pitchfork', 'triphammer', 'corkscrew', 'desk', 'bore bit']",False
removing old fixtures,hammer,scythe,chisel,"['scythe', 'sponge', 'bread knife', 'chisel', 'ram']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['tissuebox', 'tennisracket', 'firmer chisel', ""carpenter's hammer"", 'dresser']",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"['buffer', 'chain wrench', ""carpenter's hammer"", 'scrubbrush', 'statue']",True
opening doors and cabinets,handle,two handed saw,tire iron,"['hand ax', 'rock bit', 'roach clip', 'two handed saw', 'tire iron']",False
carrying containers,handle,router,alligator wrench,"['router', 'punch', 'alligator wrench', 'dogbed', 'roomdecor']",False
using appliances,handle,drum sander,toiletpaperhanger,"['paper box', 'bath tub basin', 'toiletpaperhanger', 'drum sander', 'lawn mower']",False
heating coffee,heat,coffee machine,coffee machine,"['ripping chisel', 'bread', 'coffee machine', 'clincher', ""carpenter's square""]",True
cooking food,heat,stoveburner,stoveburner,"['stoveburner', 'egg', ""plumber's snake"", 'dibble', 'apple']",True
reheating soup,heat,microwave,microwave,"['die', 'watch', 'microwave', 'paper towel roll', 'bread']",True
boiling water,heat,coffee machine,coffee machine,"['head gasket', 'water bottle', 'coffee machine', 'drawknife', 'toiletpaperhanger']",True
melting envelope wax,heat,coffee machine,lancet,"['coffee machine', 'shampoo', 'sidetable', 'spade', 'lancet']",False
melting butter,heat,toaster,toaster,"['palette knife', 'shear', 'stemmer', 'hook wrench', 'toaster']",True
carrying items,hold,clipper,food box,"['icepick', 'ottoman', 'clipper', ""carpenter's hammer"", 'food box']",False
using tools,hold,seal,penknife,"['penknife', 'core drill', 'box wrench', 'breast drill', 'seal']",False
stabilising objects,hold,rib joint plier,rib joint plier,"['food cup', 'hatchel', 'abrading stone', 'rib joint plier', 'bolo']",True
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['lightbulb', 'palette knife', 'plexor.n.wn.medicine', 'hoe', 'coffee']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['posthole digger', 'edger', 'winebottle', 'lightbulb', 'ripping chisel']",True
decreasing darkness,illuminate,curtain,curtain,"['curtain', 'float', 'bed', 'portable saw', 'cap opener']",True
hanging poster,increase,side table,curtain,"['pipe wrench', 'lawn mower', 'side table', 'curtain', 'slicer']",False
hanging painting,increase,counter top,counter top,"[""dentist's drill"", 'counter top', 'tennis racket', 'bill', 'lightswitch']",True
cleaning shower head,increase,ottoman,snip,"['food can', 'ottoman', 'punch', 'snip', 'butterknife']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['soapbar', 'arm chair', 'egg', 'reamer', 'chisel']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['bullnose', 'stool', 'slip joint plier', 'edger', 'compass saw']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['hob', 'pitsaw', 'spiral ratchet screwdriver', 'pencil', 'sofa']",False
putting objects on high shelf,increase,desk,desk,"['chisel', 'circular saw', 'desk', 'linoleum knife', 'kitchen knife']",True
mounting fixtures,install,pruner,parang,"['basket ball', 'moldboard plow', 'parang', 'pruner', 'book']",False
setting up appliances,install,two handed saw,rammer,"['two handed saw', 'cap', 'rammer', 'floorlamp', 'broad hatchet']",False
assembling furniture,install,coping saw,electric hammer,"['tissuebox', 'gouge', 'coping saw', 'electric hammer', 'wine bottle']",False
moving furniture,lift,pitchfork,laundry hamper,"['cd', 'pitchfork', 'shelving unit', 'laundry hamper', 'pipe wrench']",False
carrying objects,lift,hayfork,designedspade,"['hayfork', 'camera', 'kettle', 'designedspade', 'rammer']",False
accessing high shelves,lift,hayfork,hayfork,"['towelholder', 'moldboard plow', 'hayfork', 'axe', 'scissors']",True
labeling items,mark,o ring,spray bottle,"['shaping tool', 'lightbulb', 'folding saw', 'o ring', 'spray bottle']",False
measuring distances,mark,signet,signet,"['shelvingunit', 'stemmer', 'hayfork', 'sofa', 'signet']",True
tracking events,mark,bradawl,bradawl,"['ball peen hammer', 'twist bit', 'cuttingtool', 'pipe wrench', 'bradawl']",True
melting butter,melt,soldering iron,soldering iron,"['soldering iron', 'bull tongue', 'circular saw', 'cold chisel', 'catling']",True
removing adhesives,melt,soldering iron,dirk,"['dirk', 'bolo', 'soldering iron', 'maul', 'broadax']",False
defrosting frozen food,melt,soldering iron,none,"['soldering iron', 'abrader', 'dresser', 'handstamp', 'graver']",False
mixing ingredients,mix,butter knife,butter knife,"['dresser', 'guitar pick', 'butter knife', 'binder', 'awl']",True
preparing drinks,mix,spoon,fridge,"['scriber', 'power saw', 'garden trowel', 'fridge', 'spoon']",False
combining cleaning solutions,mix,pestle,soapbottle,"['pestle', 'soapbottle', 'water bottle', 'hoe', 'armchair']",False
using appliances,operate,floorlamp,floorlamp,"['ram', 'head gasket', 'comb', 'floorlamp', 'shelving unit']",True
controlling devices,operate,handsaw,tap wrench,"['handsaw', 'jointer', 'paper cutter', 'stiletto', 'tap wrench']",False
handling tools,operate,compass saw,circular plane,"['rake', 'circular plane', 'riding mower', 'compass saw', 'ram']",False
removing skin from fruits and vegetables,peel,parer,parer,"['plate', 'towelholder', 'parer', 'seal', 'handstamp']",True
creating compost,peel,dirk,folding saw,"['c d', 'dirk', 'base ball bat', 'drill', 'folding saw']",False
making garnishes,peel,linoleum knife,linoleum knife,"['screw wrench', 'trowel', 'dog bed', 'linoleum knife', 'food bag']",True
harvesting produce,pick,garden rake,garden rake,"['gangsaw', 'garden rake', 'moldboard plow', 'pot', 'wrench']",True
sorting items,pick,bottle,notebook,"['watering can', 'notebook', 'coffee', 'bottle', 'cold chisel']",False
picking up items,pick,baseballbat,clipper,"['saw', 'seal', 'baseballbat', 'clipper', 'desklamp']",False
creating a drainage,pierce,punch,hand drill,"['hook wrench', 'hand drill', 'butcher knife', 'broad hatchet', 'punch']",False
opening packages,pierce,bradawl,yataghan,"['yataghan', 'spud', 'stillson wrench', 'broad hatchet', 'bradawl']",False
making a small hole,pierce,bradawl,bradawl,"['bulldog wrench', 'bradawl', 'handtowel', 'rounder', 'keychain']",True
preparing food,pierce,punch plier,tray,"['battle ax', 'tray', 'desk', 'punch plier', 'cd']",False
clearing snow,plow,lister,lister,"['lister', 'gangsaw', 'dado plane', 'table knife', 'beading plane']",True
tilling soil,plow,bull tongue,bull tongue,"['bull tongue', 'dining table', 'drill', 'folding saw', 'openside plane']",True
breaking up compacted soil,plow,bull tongue,bull tongue,"['pincer', 'graver', 'scauper', 'can opener', 'bull tongue']",True
connecting appliances,plug,pneumatic drill,stillson wrench,"['pneumatic drill', 'floorlamp', 'stillson wrench', 'spreader', 'stemmer']",False
charging devices,plug,pneumatic drill,box,"['dagger', 'pneumatic drill', 'keychain', 'box', 'alarm clock']",False
plugging devices in,plug,bandsaw,light switch,"['bandsaw', 'beading plane', 'corkscrew', 'portable saw', 'light switch']",False
checking the readiness of food,poke,screwdriver,screwdriver,"['dogbed', 'soapbottle', 'pipe cutter', 'screwdriver', 'cigar cutter']",True
creating a drainage,poke,screwdriver,air hammer,"['air hammer', 'desktop', 'apple', 'screwdriver', 'toilet']",False
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['pitsaw', 'pitsaw', 'chain saw', 'phillips screwdriver', 'box wrench']",True
polishing metal objects,polish,sandblaster,sandblaster,"['monkey wrench', 'tap wrench', 'pitcher', 'bolt cutter', 'sandblaster']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['shear', 'power saw', 'abrading stone', 'glue stick', 'yataghan']",True
enhancing glass surfaces,polish,flat file,flat file,"['mug', 'flat file', 'folding saw', 'dresser', 'stamp']",True
maintaining floors,polish,rasp,rake,"['rasp', 'rake', 'upset', 'flashlight', 'jackscrew']",False
pouring liquids,pour,pitcher,pitcher,"['buffer', 'pitcher', 'spiral ratchet screwdriver', 'float', 'flat tip screwdriver']",True
preparing drinks,pour,pitcher,pitcher,"['vacuumcleaner', 'phillips screwdriver', 'watering can', 'punch plier', 'pitcher']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['pitcher', 'jack', 'fore plane', 'poleax', 'poniard']",True
using appliances with a button,press,tamp,tamp,"['pillow', 'tamp', 'scrub brush', 'knife blade', 'edger']",True
ironing clothes,press,stemmer,stemmer,"['toiletpaperhanger', 'stemmer', 'cloth', 'soapbottle', 'bumper jack']",True
operating gadgets,press,tamp,cutter,"['breadknife', 'smooth plane', 'tamp', 'roomdecor', 'cutter']",False
reading a good night story,read,desktop,armchair,"['pruning knife', 'armchair', 'desktop', 'dining table', 'wateringcan']",False
reading instructions,read,cell phone,cell phone,"['cell phone', 'hedge trimmer', 'electric drill', 'garden spade', 'rock bit']",True
keeping up to date,read,laptop,laptop,"['t square', 'watering can', 'laptop', 'latchstring', 'openside plane']",True
enjoying leisure time,read,desktop,desktop,"['food box', 'fork', 'desktop', 'spokeshave', 'handtowel']",True
fixing broken appliances,repair,chamfer plane,tap wrench,"['palette knife', 'rasp', 'chamfer plane', 'adz', 'tap wrench']",False
patching damages furniture,repair,chain saw,hammer,"['center bit', 'hammer', 'chain saw', 'toiletpaperhanger', 'toilet']",False
maintaining plumbing,repair,buffer,fireman's ax,"['wateringcan', 'apple', 'buffer', 'rubber eraser', ""fireman's ax""]",False
rolling out dough,roll,flashlight,slouse,"['rasp', 'hedge trimmer', 'flashlight', 'slouse', 'beading plane']",False
painting walls,roll,food jar,spray bottle,"['mirror', 'counter top', 'curtain', 'food jar', 'spray bottle']",False
cleaning surfaces,rub,table knife,kitchenknife,"['pin wrench', 'table knife', 'kitchenknife', 'chain saw', 'linoleum knife']",False
polishing furniture,rub,fish knife,pruning knife,"['fish knife', 'room decor', 'pot', 'pruning knife', 'drilling bit']",False
removing stains,rub,tableknife,hack,"['hack', 'tableknife', 'food can', 'electric drill', 'keyhole saw']",False
cutting wood,saw,pruning saw,pruning saw,"['creditcard', 'hammer', 'scraper', 'pruning saw', 'socket wrench']",True
trimming branches,saw,folding saw,folding saw,"['folding saw', 'gutter', 'crosscut saw', 'window', 'sink']",True
sawing flooring planks,saw,pitsaw,folding saw,"['pitsaw', 'showerglas', 'folding saw', 'dry battery', 'arm chair']",False
serving ice cream,scoop,garden trowel,bath tub basin,"['garden trowel', 'bath tub basin', 'lightswitch', 'toaster', 'wateringcan']",False
measuring ingredients,scoop,slick,slick,"['lancet', 'scriber', 'jigsaw', 'hob', 'slick']",True
cleaning a litter box,scoop,trowel,trowel,"['pointing trowel', 'spud', 'sinkbasin', 'trowel', 'slick']",True
assembling furniture,screw,screwdriver,screwdriver,"['arm chair', 'garbage can', 'plastic box', 'screwdriver', 'secateur']",True
mounting hardware,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['straightedge', 'chisel', 'poster', 'spiral ratchet screwdriver', 'stemmer']",True
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['phillips screwdriver', 'cap opener', 'drill', 'shaver', 'guitar pick']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['coffee machine', 'handtowelholder', 'book', 'spiral ratchet screwdriver', 'tennisracket']",True
dividing food into portions,separate,broad hatchet,c d,"['c d', 'desklamp', 'basketball', 'broad hatchet', 'garden trowel']",False
cutting items in halve,separate,stiletto,gouge,"['eolith', 'stiletto', 'tack hammer', 'desk', 'gouge']",False
changing an objects shape,shape,shaping tool,shaping tool,"['graver', ""bricklayer's hammer"", 'scauper', 'fridge', 'shaping tool']",True
removing skin from meat,skin,lochaber ax,coping saw,"['lochaber ax', 'garden spade', 'coping saw', 'teddybear', 'c d']",False
removing the peel from fruits and vegetables,skin,adz,reamer,"['plunger', 'adz', 'sofa', 'reamer', 'die']",False
removing unhealthy plant parts,skin,kitchen knife,kitchen knife,"['kitchen knife', 'food bag', 'bore bit', 'pallet', 'saw set']",True
opening packages,slit,blade,blade,"['power tool', 'star drill', 'blade', 'hack', 'putty knife']",True
creating ventilation,slit,knife blade,electric hammer,"['electric hammer', 'trowel', 'countertop', 'knife blade', 'barong']",False
cutting open food objects,slit,blade,blade,"['alarmclock', 'armchair', 'pen', 'blade', 'broadax']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['steel wool pad', 'pot', 'screw wrench', 'lochaber ax', 'thinning shear']",True
ironing clothes,smoothen,abrading stone,abrading stone,"['dogbed', 'twist bit', 'coal shovel', 'wood chisel', 'abrading stone']",True
polishing furniture,smoothen,abrader,abrader,"['bur', 'abrader', 'chain tong', 'book', 'blunt file']",True
