object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
chalkboard,"['home office', 'playroom', 'kitchen', 'mudroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
check,"['office', 'desk', 'kitchen counter', 'entryway table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,"['refrigerator', 'kitchen counter', 'pantry', '']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
chesterfield,"['living room', 'family room', 'den', 'bedroom', '']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
chicken,"['kitchen', 'refrigerator', 'freezer', 'pantry', 'dining']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
chickpea,"['kitchen', 'pantry', 'dining room', 'cupboard', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,"['kitchen cabinets', 'dining room china cabinet', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chip,"['kitchen', 'pantry', 'dining table', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate,"['kitchen', 'pantry', 'cupboard', 'refrigerator', 'bedroom']",1.0,1.0,1.0,0.5,0.05555555555555555,0.05555555555555555,0.1111111111111111
chocolate box,"['kitchen counter', 'pantry', 'dining table', 'living']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate milk pods,"['kitchen counter', 'pantry', 'refrigerator', 'cupboard', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate powder,"['kitchen', 'pantry', 'cupboard', 'dining room', '']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
chopping board,"['kitchen countertop', 'kitchen island', 'kitchen table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cinnamon,"['kitchen pantry', 'kitchen spice rack', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clamp,"['workshop', 'garage', 'toolbox', 'storage closet', '']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
clay,"['craft room', ""children's play area"", 'backyard', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipboard,"['home office', 'study', 'kitchen', 'desk', 'closet']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
clock,"['living room', 'bedroom', 'kitchen', 'hallway', 'office']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
closet,"['bedroom', 'hallway', 'bathroom', 'entryway']",1.0,1.0,1.0,1.0,0.25,0.25,0.25
cloth,"['laundry room', 'closet', 'bedroom', 'bathroom', '']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
clothing,"['closet', 'bedroom', 'laundry room', 'dresser', '']",1.0,1.0,1.0,1.0,0.125,0.125,0.125
coaster,"['coffee table', 'living room', 'dining table', 'kitchen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coat,"['entryway', 'closet', 'bedroom', 'hallway', 'living']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
coating,"['kitchen', 'bathroom', 'garage', 'storage room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockpit,"['none', 'garage', 'backyard', 'living room', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee,"['kitchen', 'pantry', 'dining room', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee beans,"['kitchen', 'pantry', 'cupboard', 'countertop', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
coffee pods,"['kitchen', 'pantry', 'cupboard', 'countertop', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
coffeemachine,"['kitchen', 'countertops', 'pantry', 'dining room', 'office']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
coffeemaker,"['kitchen', 'countertops', 'pantry', 'dining room', 'breakfast']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
coffeetable,"['living room', 'family room', 'den', 'lounge', '']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
coil,"['basement', 'garage', 'storage room', 'attic', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coke,"['kitchen', 'refrigerator', 'dining table', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cola,"['kitchen', 'refrigerator', 'pantry', 'dining room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
collage,"['living room', 'bedroom', 'home office', 'playroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
colored wood blocks,"['playroom', 'living room', 'nursery', 'bedroom', '']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
column,"['living room', 'entrance hall', 'dining room', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,"['bathroom', 'bedroom', 'dressing room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
comfort,"['bed', 'couch', 'armchair', 'bedroom', 'living']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
compass,"['study', 'office', 'desk drawer', 'bookshelf', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
compote,"['kitchen', 'dining room', 'pantry', 'cupboard', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer,"['home office', 'bedroom', 'living room', 'kitchen', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
condiment,"['kitchen counter', 'kitchen table', 'pantry', 'refrigerator']",0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.047619047619047616,0.09523809523809523
condom,"['bedroom', 'bathroom', 'nightstand', 'closet', '']",1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333
conserve,"['pantry', 'kitchen countertops', 'cupboard', 'refrigerator', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
container,"['kitchen', 'pantry', 'cupboard', 'storage room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
contraceptive,"['bedroom', 'bathroom', 'nightstand', 'dresser', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookbook,"['kitchen', 'pantry', 'bookshelf', 'dining room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookie,"['kitchen', 'pantry', 'dining room', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooky,"['kitchen', 'pantry', 'dining table', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooler,"['garage', 'backyard', 'kitchen', 'basement', 'living']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
copyholder,"['home office', 'study', 'desk', 'office area', '']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
cord,"['behind the tv', 'on the floor near electronics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coronet,"['jewelry box', 'dresser', 'closet', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosmetic,"['bathroom', 'bedroom', 'closet', 'dressing room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
couch,"['living room', 'family room', 'basement', 'den', '']",0.25,0.0,0.0,0.25,0.0,0.0,0.125
countertop,"['kitchen', 'bathroom', 'laundry room', 'dining room']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
cracker,"['kitchen', 'pantry', 'dining room', 'cupboard', '']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
cracker box,"['kitchen counter', 'pantry', 'cupboard', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crate,"['basement', 'garage', 'attic', 'storage room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crayon,"['playroom', 'kitchen table', 'living room', 'bedroom']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.05555555555555555,0.1111111111111111,0.16666666666666666
creditcard,"['wallet', 'purse', 'desk drawer', 'kitchen counter', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crisp,"['kitchen', 'pantry', 'cupboard', 'dining table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowbar,"['garage', 'basement', 'toolbox', 'shed', 'storage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube storage box,"['closet', 'bedroom', 'home office', 'garage', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
cubicle,"['home office', 'study', 'bedroom', 'living room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cup,"['kitchen', 'dining room', 'living room', 'bedroom']",1.0,1.0,1.0,0.75,0.043478260869565216,0.13043478260869565,0.17391304347826086
cupcake,"['kitchen', 'dining table', 'pantry', 'countertop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
curtain,"['living room', 'bedroom', 'dining room', 'kitchen', '']",1.0,1.0,1.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666
cushion,"['living room', 'bedroom', 'family room', 'dining room']",1.0,1.0,1.0,0.6666666666666666,0.05555555555555555,0.1111111111111111,0.16666666666666666
custard,"['kitchen', 'refrigerator', 'dining table', 'pantry', '']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
cutlery,"['kitchen drawers', 'kitchen countertops', 'dining table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
damper,"['kitchen', 'laundry room', 'basement', 'garage', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dashboard,"['garage', 'driveway', 'entrance hall', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
decanter,"['dining room', 'kitchen', 'living room', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
deck,"['backyard', 'patio', 'garage', 'basement', 'living']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
design,"['living room', 'bedroom', 'office', 'dining room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
desk,"['home office', 'bedroom', 'living room', 'study', '']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.2222222222222222,0.3333333333333333
desk caddy,"['home office', 'study', 'desk', 'office nook']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
desklamp,"['home office', 'study', 'bedroom', 'living room', '']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
desktop,"['home office', 'bedroom', 'living room', 'study', '']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
dessert,"['kitchen', 'dining room', 'refrigerator', 'pantry', '']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
diaper pack,"['nursery', ""baby's bedroom"", 'bathroom', '']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
diary,"['bedroom', 'nightstand', 'dresser', 'desk', '']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
dictionary,"['home office', 'study', 'living room', 'bedroom', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dietary supplement,"['kitchen counter', 'pantry', 'cupboard', 'medicine cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dime,"['coffee table', 'couch cushions', 'laundry room', 'kitchen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
diningtable,"['dining room', 'kitchen', 'living room']",0.5,0.0,0.25,0.25,0.0,0.5,0.5
dinner,"['kitchen', 'dining room', 'refrigerator', 'plates and']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dish,"['kitchen', 'dining room', 'pantry', 'cupboard', '']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.14285714285714285,0.2857142857142857,0.2857142857142857
dish drainer,"['kitchen counter', 'kitchen sink area', 'kitchen table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishsponge,"['kitchen sink', 'kitchen counter', 'under the sink', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
