object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
case,"['suitcase: bedroom', 'hallway', 'attic\nphone case: bedroom', 'living room', 'kitchen\nglasses case: nightstand', 'bathroom', 'desk\ninstrument case: living room', 'bedroom', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole dish,"['kitchen cabinet', 'kitchen counter', 'oven', 'dining table', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cauliflower,"['refrigerator', 'countertop', 'kitchen table', 'pantry', 'compost bin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cd,"['living room', 'bedroom', 'office', 'entertainment center', 'bookshelf']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
celery,"['refrigerator', 'crisper drawer', 'countertop', 'cutting board', 'compost bin']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
cellar,"['basement', 'garage', 'utility room', 'under stairs', 'crawl space']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
cellphone,"['bedroom nightstand', 'living room coffee table', 'kitchen counter', 'home office desk', 'bathroom counter', 'couch cushions', 'pocket of pants/jacket']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
centerpiece,"['dining table', 'coffee table', 'sideboard', 'mantelpiece']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereal,"['kitchen counter', 'pantry', 'cupboard']",0.5,0.0,0.5,0.5,0.0,0.045454545454545456,0.045454545454545456
chain,"['toolbox', 'jewelry box', 'drawer', 'basement', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chair,"['living room', 'dining room', 'bedroom', 'kitchen', 'office', 'entryway']",1.0,1.0,0.8333333333333333,0.7777777777777777,0.3333333333333333,0.6666666666666666,0.6666666666666666
chalk,"[""child's room"", 'garage', 'art supply drawer', 'basement', 'kitchen drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chalkboard,"['kitchen', 'playroom', 'home office', 'garage', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
check,"['desk drawer', 'kitchen counter', 'purse/wallet', 'nightstand drawer', 'junk drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,"['refrigerator', 'countertop', 'pantry']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
chesterfield,"['living room', 'den', 'family room', 'basement', 'sunroom']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
chicken,"['refrigerator', 'freezer', 'countertop', 'dining table', 'oven']",0.5,0.0,0.5,0.25,0.0,0.5,0.5
chickpea,"['pantry', 'cupboard', 'countertop', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,"['china cabinet', 'dining room sideboard', 'kitchen cupboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chip,"['kitchen counter', 'coffee table', 'floor', 'couch cushions', 'pantry', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate,"['pantry', 'cupboard', 'countertop', 'coffee table', 'drawer', 'refrigerator', 'nightstand', 'bowl', 'basket']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate box,"['kitchen counter', 'pantry', 'coffee table', 'living room shelf', 'dining room table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate milk pods,"['pantry', 'refrigerator', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate powder,"['kitchen cabinet', 'pantry', 'countertop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chopping board,"['kitchen counter', 'kitchen drawer', 'next to the sink', 'inside a cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cinnamon,"['kitchen cabinet', 'pantry', 'spice rack']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clamp,"['toolbox', 'garage', 'workshop', 'kitchen drawer', 'junk drawer']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
clay,"['art studio', 'craft room', 'kitchen', 'garage', 'basement', 'playroom']",0.3333333333333333,0.0,0.3333333333333333,0.41666666666666663,0.0,0.058823529411764705,0.11764705882352941
clipboard,"['desk', 'kitchen counter', 'home office', 'bookshelf', 'drawer']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
clock,"['living room', 'bedroom', 'kitchen', 'hallway', 'office/study']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
closet,"['bedroom', 'hallway', 'entryway', 'bathroom', 'laundry room']",1.0,1.0,1.0,1.0,0.25,0.25,0.25
cloth,"['laundry basket', 'linen closet', 'bedroom', 'bathroom', 'living room', 'kitchen', 'dining room']",0.3333333333333333,0.0,0.3333333333333333,0.4777777777777777,0.0,0.058823529411764705,0.17647058823529413
clothing,"['bedroom closet', 'bedroom dresser', 'laundry basket', 'bathroom floor', 'living room chair/couch']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coaster,"['coffee table', 'end table', 'dining table', 'kitchen counter', 'bar cart', 'nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coat,"['coat closet', 'bedroom closet', 'entryway', 'back of a chair', 'hook by the door']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coating,"['kitchen cabinet', 'pantry', 'garage', 'bathroom cabinet', 'closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee,"['kitchen counter', 'pantry', 'coffee table', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee beans,"['kitchen counter', 'pantry', 'cupboard', 'coffee maker']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee pods,"['kitchen counter', 'pantry', 'coffee machine drawer', 'cabinet near coffee machine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeemachine,"['kitchen counter', 'kitchen cabinet', 'dining area']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeemaker,"['kitchen counter', 'kitchen cabinet', 'dining area']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeetable,"['living room', 'family room', 'den']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
coil,"['garage', 'basement', 'toolbox', 'kitchen drawer', 'utility closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coke,"['refrigerator', 'kitchen counter', 'coffee table', 'dining table', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cola,"['refrigerator', 'kitchen counter', 'pantry', 'dining table', 'coffee table', 'bedside table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
collage,"['bedroom wall', 'living room wall', 'hallway wall', 'office/study wall', 'attic', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
colored wood blocks,"[""child's bedroom"", 'playroom', 'living room', 'storage bin/closet']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
column,"['living room', 'dining room', 'entryway', 'bedroom', 'office', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,"['bathroom', 'bedroom', 'drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
comfort,"['bedroom', 'living room', 'study/office']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
compass,"['desk drawer', 'bookshelf', 'toolbox', 'nightstand', 'backpack']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
compote,"['refrigerator', 'pantry', 'countertop', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer,"['desk', 'home office', 'living room', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
condiment,"['refrigerator', 'pantry', 'cupboard', 'countertop', 'dining table']",1.0,1.0,1.0,1.0,0.047619047619047616,0.09523809523809523,0.09523809523809523
condom,"['nightstand', 'drawer', 'bathroom cabinet', 'under the bed.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
conserve,"['pantry', 'cupboard', 'refrigerator', 'recycling bin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
container,"['kitchen cupboard', 'pantry', 'refrigerator', 'bathroom cabinet', 'under the sink', 'living room shelf', 'bedroom closet', 'garage shelf']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
contraceptive,"['bathroom cabinet', 'nightstand', 'drawer']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
cookbook,"['kitchen counter', 'bookshelf', 'kitchen cabinet', 'coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookie,"['kitchen counter', 'cookie jar', 'pantry', 'dining table', 'coffee table', 'floor', 'backpack', 'lunchbox']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooky,"['kitchen counter', 'cookie jar', 'pantry', 'dining table', 'coffee table', 'floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooler,"['patio', 'garage', 'kitchen', 'basement']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
copyholder,"['desk', 'home office', 'study', 'bookshelf']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
cord,"['living room', 'bedroom', 'office', 'kitchen', 'bathroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coronet,"['jewelry box', 'display case', 'bedroom dresser', 'attic', 'storage bin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosmetic,"['bathroom counter', 'bathroom drawer', 'bedroom dresser', 'bedroom nightstand', 'makeup bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
couch,"['living room', 'family room', 'den', 'basement', 'office']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.125,0.125
countertop,"['kitchen', 'bathroom', 'laundry room']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
cracker,"['kitchen counter', 'pantry', 'cupboard', 'dining table', 'coffee table', 'floor']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
cracker box,"['kitchen pantry', 'kitchen counter', 'dining table', 'living room coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crate,"['garage', 'basement', 'attic', 'shed', 'closet', 'living room']",0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
crayon,"[""child's bedroom"", 'playroom', 'art supply drawer', 'kitchen table', 'coffee table', 'floor']",0.5,0.0,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555
creditcard,"['wallet', 'purse', 'desk drawer', 'nightstand drawer', 'kitchen counter', 'junk drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crisp,"['kitchen counter', 'pantry', 'cupboard', 'coffee table', 'living room floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowbar,"['garage', 'toolbox', 'shed', 'basement', 'workshop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube storage box,"['living room', 'bedroom', ""kids' room"", 'office', 'playroom', 'garage', 'basement']",1.0,1.0,1.0,0.8666666666666667,0.058823529411764705,0.11764705882352941,0.17647058823529413
cubicle,"['office', 'bedroom', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cup,"['kitchen counter', 'kitchen sink', 'coffee table', 'bedside table', 'desk', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupcake,"['kitchen counter', 'dining table', 'coffee table', 'refrigerator', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
curtain,"['window', 'doorway']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cushion,"['sofa', 'armchair', 'bed', 'floor', 'window seat']",1.0,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555
custard,"['refrigerator', 'pantry', 'countertop']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
cutlery,"['kitchen drawer', 'cutlery tray', 'dishwasher', 'kitchen counter', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
damper,"['kitchen cabinet', 'under sink', 'laundry room shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dashboard,"['car', 'desk', 'tablet']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
decanter,"['dining room', 'kitchen', 'sideboard', 'bar cart']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
deck,"['patio', 'shed', 'garage', 'basement', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
design,"['desk', 'bookshelf', 'coffee table', 'nightstand', 'drawer', 'studio/office']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
