task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
applying butter,cut,twist bit,surgical knife,"['shelvingunit', ""fireman's ax"", 'twist bit', 'bolt cutter', 'surgical knife']",False
serving cake,cut,cutter,kitchen knife,"['candle', 'locking plier', 'cutter', 'kitchen knife', 'cellphone']",False
decorating table,decorate,curtain,curtain,"['bender', 'tap wrench', 'curtain', 'spoon', 'showerglas']",True
decorating bed,decorate,room decor,room decor,"['dry battery', 'sparkplug wrench', 'room decor', 'razorblade', ""carpenter's square""]",True
decorating wall,decorate,teddy bear,pointing trowel,"['cap opener', 'pointing trowel', 'scoop', 'teddy bear', 'wood chisel']",False
decorating lobby,decorate,statue,statue,"['statue', 'butterknife', 'pen', 'coping saw', 'dovetail plane']",True
increasing beauty of the room,decorate,poster,poster,"['plow', 'poster', 'crown saw', 'pitcher', 'spiral ratchet screwdriver']",True
preparing vegetables,dice,dirk,dirk,"['dining table', 'compass saw', 'spraybottle', 'dirk', 'razor']",True
creating garnishes,dice,steak knife,steak knife,"['steak knife', ""carpenter's square"", 'rubber eraser', 'faucet', 'coffee']",True
making salsa,dice,machete,knife,"['knife', 'machete', 'lug wrench', 'kitchenknife', 'bandsaw']",False
measuring ingredients,dice,dagger,metal box,"['dagger', 'pipe cutter', 'parang', 'graver', 'metal box']",False
gardening,dig,ditch spade,ditch spade,"['kitchenknife', 'power drill', 'pot', 'ditch spade', 'floor']",True
preparing soil,dig,garden spade,garden spade,"['scauper', 'garden spade', 'latchstring', 'desklamp', 'binder']",True
finding buried treasures,dig,shovel,shovel,"['bumper jack', 'shovel', 'pitcher', 'file', 'chain saw']",True
showcasing decorations,display,calculator,power tool,"['calculator', 'power tool', 'parang', 'set square', 'roach clip']",False
organizing collectibles,display,cell phone,cell phone,"['cell phone', 'ax', 'circular saw', 'houseplant', 'faucet']",True
presenting information,display,calculator,calculator,"['calculator', 'knife blade', 'toaster', 'linoleum knife', 'flat tip screwdriver']",True
throwing away uneaten food,dispose,sink basin,plate,"['plate', 'cutting implement', 'sink basin', 'case knife', 'safe']",False
cleaning spilled milk,dispose,sink basin,curtain,"['compass saw', 'round file', 'curtain', 'wateringcan', 'sink basin']",False
throwing away used soap bottle,dispose,sink basin,sink basin,"['mallet', 'steak knife', 'square', 'sink basin', 'houseplant']",True
throwing away toilet paper,dispose,garbage can,garbage can,"['garbage can', 'backsaw', 'awl', 'pitcher', 'bur']",True
hanging items on a wall,drill,drill,drill,"['toothbrush', 'tap wrench', 'drill', 'scauper', 'spatula']",True
assembling furniture,drill,star drill,bandsaw,"['chamfer bit', 'garden spade', 'star drill', 'cellphone', 'bandsaw']",False
installing fixtures,drill,router,compass saw,"['scrub plane', 'router', 'compass saw', 'candle', 'plexor.n.wn.medicine']",False
drying washed dishes,dry,hand towel,hand towel,"['hunting knife', 'power mower', 'cross bit', 'hand towel', 'lettuce']",True
hanging cleaned laundry,dry,hand towel,gutter,"['saw set', 'gutter', 'hand towel', 'screwdriver', 'catling']",False
drying up spilled liquids,dry,kleenex,kleenex,"['butter knife', 'kleenex', 'moldboard plow', 'pruner', 'tennisracket']",True
having a meal,eat,salt,salt,"['laptop', 'salt', 'combination plane', 'alligator wrench', 'router']",True
preparing food,eat,potato,potato,"['nailfile', 'potato', 'crank', 'creditcard', 'dumbbell']",True
being cooked,eat,bread,bread,"['edge tool', 'footstool', 'razor', 'bread', 'hand mower']",True
personalising items,engrave,scauper,awl,"['awl', 'bit', 'scauper', 'jointer', 'rasp']",False
creating decorative art,engrave,graver,graver,"['slick', 'graver', 'ax', 'laundryhamper', 'wine bottle']",True
labelling belongings,engrave,scauper,scauper,"['scauper', 'pestle', 'spraybottle', 'drilling bit', 'houseplant']",True
watching a movie,entertain,cell phone,cell phone,"['kirpan', 'clasp knife', 'cell phone', 'room decor', 'camera']",True
listening to a song,entertain,cell phone,cell phone,"['fore plane', 'screw key', 'cell phone', 'clincher', 'pillow']",True
surfing the internet,entertain,c d,none,"['coffee table', 'dogbed', 'cigar cutter', 'c d', 'aluminum foil']",False
playing active games,exercise,basket ball,none,"['pin wrench', 'shovel', 'bread', 'twist bit', 'basket ball']",False
exercising,exercise,tennis racket,tennis racket,"['tennis racket', 'television', 'adz', 'peppershaker', 'safe']",True
cleaning as a home workout,exercise,basket ball,scrub brush,"['scrub brush', 'basket ball', 'box', ""dentist's drill"", 'clincher']",False
organizing documents,file,taper file,taper file,"['hunting knife', 'safe', 'taper file', 'coffee mug', 'spray bottle']",True
cleaning fingernails,file,blunt file,blunt file,"['bur', 'winebottle', 'blunt file', 'hack', 'power saw']",True
smoothing surfaces,file,taper file,taper file,"['food jar', 'base ball bat', 'lawn mower', 'taper file', 'broadax']",True
repairing appliances,fix,crampon,bore bit,"['rounder', 'openside plane', 'o ring', 'bore bit', 'crampon']",False
mending clothes,fix,razor,lancet,"['pruner', 'razor', 'lancet', 'counterbore', 'fork']",False
patching walls,fix,stamp,room decor,"['stamp', 'buffer', 'bumper jack', 'ripsaw', 'room decor']",False
adjusting cables,flex,bender,bender,"['crosscut saw', 'coffee mug', 'window', 'crown saw', 'bender']",True
bending pipes,flex,bender,bender,"['glass cutter', 'bender', 'tile cutter', 'bodkin', 'toothpaste']",True
grinding surfaces,flex,bender,dovetail plane,"['wine bottle', 'spiral ratchet screwdriver', 'designedspade', 'bender', 'dovetail plane']",False
picking-up objects,grasp,carpenter's mallet,ravehook,"['diningtable', 'gang', ""carpenter's mallet"", 'ravehook', 'wire cutter']",False
opening jars,grasp,scauper,core drill,"['potato', 'scauper', 'bolt cutter', 'hatchet', 'core drill']",False
carrying items,grasp,soldering iron,basketball,"['surgical knife', 'rock bit', 'soldering iron', 'basketball', 'ripping chisel']",False
placing objects down,grasp,sandblaster,maul,"['maul', 'scriber', 'burr', 'sandblaster', 'saber saw']",False
preparing spices,grind,pestle,pestle,"['kitchen knife', 'cap opener', 'pestle', 'laundryhamper', 'pipe cutter']",True
making coffee powder,grind,pestle,pestle,"['moldboard plow', 'signet', 'instant noodle', 'pincer', 'pestle']",True
processing grains,grind,pestle,pestle,"['vase', 'pestle', 'steel wool pad', 'coffeemachine', 'cigar cutter']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['burin', 'power tool', 'tack hammer', 'torque wrench', 'butterknife']",True
assembling furniture,hammer,triphammer,bore bit,"['triphammer', 'desk', 'bore bit', 'pitchfork', 'corkscrew']",False
removing old fixtures,hammer,scythe,chisel,"['sponge', 'ram', 'scythe', 'chisel', 'bread knife']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['firmer chisel', 'tennisracket', 'tissuebox', 'dresser', ""carpenter's hammer""]",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"['buffer', 'chain wrench', 'statue', ""carpenter's hammer"", 'scrubbrush']",True
opening doors and cabinets,handle,two handed saw,tire iron,"['rock bit', 'hand ax', 'tire iron', 'two handed saw', 'roach clip']",False
carrying containers,handle,router,dogbed,"['alligator wrench', 'dogbed', 'router', 'punch', 'roomdecor']",False
using appliances,handle,drum sander,drum sander,"['bath tub basin', 'lawn mower', 'toiletpaperhanger', 'paper box', 'drum sander']",True
heating coffee,heat,coffee machine,coffee machine,"['bread', 'coffee machine', 'ripping chisel', ""carpenter's square"", 'clincher']",True
cooking food,heat,stoveburner,none,"['apple', 'dibble', ""plumber's snake"", 'egg', 'stoveburner']",False
reheating soup,heat,microwave,microwave,"['paper towel roll', 'bread', 'microwave', 'die', 'watch']",True
boiling water,heat,coffee machine,coffee machine,"['water bottle', 'toiletpaperhanger', 'head gasket', 'coffee machine', 'drawknife']",True
melting envelope wax,heat,coffee machine,coffee machine,"['coffee machine', 'lancet', 'sidetable', 'spade', 'shampoo']",True
melting butter,heat,toaster,toaster,"['shear', 'stemmer', 'toaster', 'hook wrench', 'palette knife']",True
carrying items,hold,clipper,food box,"['ottoman', ""carpenter's hammer"", 'food box', 'icepick', 'clipper']",False
using tools,hold,seal,core drill,"['core drill', 'penknife', 'seal', 'box wrench', 'breast drill']",False
stabilising objects,hold,rib joint plier,rib joint plier,"['abrading stone', 'rib joint plier', 'food cup', 'bolo', 'hatchel']",True
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['palette knife', 'coffee', 'plexor.n.wn.medicine', 'lightbulb', 'hoe']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['lightbulb', 'posthole digger', 'winebottle', 'ripping chisel', 'edger']",True
decreasing darkness,illuminate,curtain,curtain,"['portable saw', 'curtain', 'cap opener', 'bed', 'float']",True
hanging poster,increase,side table,pipe wrench,"['slicer', 'side table', 'lawn mower', 'curtain', 'pipe wrench']",False
hanging painting,increase,counter top,dentist's drill,"[""dentist's drill"", 'bill', 'tennis racket', 'counter top', 'lightswitch']",False
cleaning shower head,increase,ottoman,butterknife,"['ottoman', 'punch', 'snip', 'food can', 'butterknife']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['chisel', 'soapbar', 'arm chair', 'egg', 'reamer']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['bullnose', 'edger', 'compass saw', 'stool', 'slip joint plier']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['hob', 'spiral ratchet screwdriver', 'sofa', 'pitsaw', 'pencil']",False
putting objects on high shelf,increase,desk,desk,"['kitchen knife', 'linoleum knife', 'circular saw', 'chisel', 'desk']",True
mounting fixtures,install,pruner,pruner,"['pruner', 'parang', 'basket ball', 'book', 'moldboard plow']",True
setting up appliances,install,two handed saw,rammer,"['two handed saw', 'floorlamp', 'broad hatchet', 'cap', 'rammer']",False
assembling furniture,install,coping saw,electric hammer,"['gouge', 'wine bottle', 'tissuebox', 'electric hammer', 'coping saw']",False
moving furniture,lift,pitchfork,pipe wrench,"['pitchfork', 'shelving unit', 'cd', 'laundry hamper', 'pipe wrench']",False
carrying objects,lift,hayfork,hayfork,"['kettle', 'camera', 'rammer', 'designedspade', 'hayfork']",True
accessing high shelves,lift,hayfork,hayfork,"['hayfork', 'towelholder', 'axe', 'moldboard plow', 'scissors']",True
labeling items,mark,o ring,spray bottle,"['folding saw', 'lightbulb', 'spray bottle', 'o ring', 'shaping tool']",False
measuring distances,mark,signet,stemmer,"['hayfork', 'shelvingunit', 'stemmer', 'signet', 'sofa']",False
tracking events,mark,bradawl,bradawl,"['bradawl', 'cuttingtool', 'ball peen hammer', 'twist bit', 'pipe wrench']",True
melting butter,melt,soldering iron,soldering iron,"['catling', 'soldering iron', 'cold chisel', 'bull tongue', 'circular saw']",True
removing adhesives,melt,soldering iron,soldering iron,"['broadax', 'maul', 'dirk', 'bolo', 'soldering iron']",True
defrosting frozen food,melt,soldering iron,soldering iron,"['graver', 'dresser', 'handstamp', 'soldering iron', 'abrader']",True
mixing ingredients,mix,butter knife,butter knife,"['guitar pick', 'dresser', 'awl', 'binder', 'butter knife']",True
preparing drinks,mix,spoon,spoon,"['fridge', 'spoon', 'scriber', 'power saw', 'garden trowel']",True
combining cleaning solutions,mix,pestle,water bottle,"['pestle', 'soapbottle', 'armchair', 'water bottle', 'hoe']",False
using appliances,operate,floorlamp,none,"['comb', 'shelving unit', 'ram', 'head gasket', 'floorlamp']",False
controlling devices,operate,handsaw,tap wrench,"['stiletto', 'jointer', 'handsaw', 'tap wrench', 'paper cutter']",False
handling tools,operate,compass saw,compass saw,"['ram', 'rake', 'compass saw', 'riding mower', 'circular plane']",True
removing skin from fruits and vegetables,peel,parer,parer,"['parer', 'handstamp', 'plate', 'towelholder', 'seal']",True
creating compost,peel,dirk,folding saw,"['folding saw', 'c d', 'dirk', 'drill', 'base ball bat']",False
making garnishes,peel,linoleum knife,linoleum knife,"['food bag', 'screw wrench', 'trowel', 'linoleum knife', 'dog bed']",True
harvesting produce,pick,garden rake,garden rake,"['garden rake', 'moldboard plow', 'gangsaw', 'wrench', 'pot']",True
sorting items,pick,bottle,notebook,"['notebook', 'bottle', 'cold chisel', 'watering can', 'coffee']",False
picking up items,pick,baseballbat,clipper,"['desklamp', 'baseballbat', 'clipper', 'seal', 'saw']",False
creating a drainage,pierce,punch,broad hatchet,"['punch', 'hand drill', 'hook wrench', 'butcher knife', 'broad hatchet']",False
opening packages,pierce,bradawl,yataghan,"['yataghan', 'spud', 'bradawl', 'broad hatchet', 'stillson wrench']",False
making a small hole,pierce,bradawl,bradawl,"['rounder', 'handtowel', 'bulldog wrench', 'bradawl', 'keychain']",True
preparing food,pierce,punch plier,tray,"['tray', 'punch plier', 'battle ax', 'desk', 'cd']",False
clearing snow,plow,lister,gangsaw,"['gangsaw', 'beading plane', 'lister', 'table knife', 'dado plane']",False
tilling soil,plow,bull tongue,bull tongue,"['drill', 'dining table', 'bull tongue', 'folding saw', 'openside plane']",True
breaking up compacted soil,plow,bull tongue,bull tongue,"['pincer', 'graver', 'scauper', 'bull tongue', 'can opener']",True
connecting appliances,plug,pneumatic drill,stillson wrench,"['stillson wrench', 'floorlamp', 'pneumatic drill', 'spreader', 'stemmer']",False
charging devices,plug,pneumatic drill,alarm clock,"['dagger', 'alarm clock', 'pneumatic drill', 'keychain', 'box']",False
plugging devices in,plug,bandsaw,light switch,"['light switch', 'bandsaw', 'portable saw', 'beading plane', 'corkscrew']",False
checking the readiness of food,poke,screwdriver,pipe cutter,"['pipe cutter', 'soapbottle', 'dogbed', 'cigar cutter', 'screwdriver']",False
creating a drainage,poke,screwdriver,air hammer,"['apple', 'toilet', 'screwdriver', 'desktop', 'air hammer']",False
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['phillips screwdriver', 'pitsaw', 'pitsaw', 'chain saw', 'box wrench']",True
polishing metal objects,polish,sandblaster,sandblaster,"['bolt cutter', 'monkey wrench', 'sandblaster', 'pitcher', 'tap wrench']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['glue stick', 'shear', 'yataghan', 'power saw', 'abrading stone']",True
enhancing glass surfaces,polish,flat file,stamp,"['dresser', 'stamp', 'folding saw', 'flat file', 'mug']",False
maintaining floors,polish,rasp,rake,"['upset', 'flashlight', 'rake', 'rasp', 'jackscrew']",False
pouring liquids,pour,pitcher,pitcher,"['buffer', 'pitcher', 'flat tip screwdriver', 'spiral ratchet screwdriver', 'float']",True
preparing drinks,pour,pitcher,pitcher,"['punch plier', 'pitcher', 'watering can', 'phillips screwdriver', 'vacuum cleaner']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['jack', 'poleax', 'poniard', 'pitcher', 'fore plane']",True
using appliances with a button,press,tamp,tamp,"['knife blade', 'tamp', 'pillow', 'scrub brush', 'edger']",True
ironing clothes,press,stemmer,stemmer,"['soapbottle', 'stemmer', 'cloth', 'toiletpaperhanger', 'bumper jack']",True
operating gadgets,press,tamp,cutter,"['smooth plane', 'cutter', 'tamp', 'roomdecor', 'breadknife']",False
reading a good night story,read,desktop,armchair,"['dining table', 'pruning knife', 'armchair', 'wateringcan', 'desktop']",False
reading instructions,read,cell phone,cell phone,"['electric drill', 'hedge trimmer', 'cell phone', 'rock bit', 'garden spade']",True
keeping up to date,read,laptop,laptop,"['t square', 'openside plane', 'watering can', 'laptop', 'latchstring']",True
enjoying leisure time,read,desktop,desktop,"['desktop', 'spokeshave', 'fork', 'handtowel', 'food box']",True
fixing broken appliances,repair,chamfer plane,tap wrench,"['tap wrench', 'chamfer plane', 'adz', 'rasp', 'palette knife']",False
patching damages furniture,repair,chain saw,hammer,"['toilet', 'toiletpaperhanger', 'hammer', 'chain saw', 'center bit']",False
maintaining plumbing,repair,buffer,none,"['apple', 'wateringcan', 'buffer', ""fireman's ax"", 'rubber eraser']",False
rolling out dough,roll,flashlight,beading plane,"['beading plane', 'hedge trimmer', 'rasp', 'flashlight', 'slouse']",False
painting walls,roll,food jar,spray bottle,"['curtain', 'spray bottle', 'mirror', 'counter top', 'food jar']",False
cleaning surfaces,rub,table knife,linoleum knife,"['kitchenknife', 'table knife', 'pin wrench', 'linoleum knife', 'chain saw']",False
polishing furniture,rub,fish knife,fish knife,"['fish knife', 'pruning knife', 'pot', 'drilling bit', 'room decor']",True
removing stains,rub,tableknife,hack,"['hack', 'tableknife', 'food can', 'keyhole saw', 'electric drill']",False
cutting wood,saw,pruning saw,pruning saw,"['creditcard', 'pruning saw', 'hammer', 'socket wrench', 'scraper']",True
trimming branches,saw,folding saw,crosscut saw,"['folding saw', 'sink', 'window', 'gutter', 'crosscut saw']",False
sawing flooring planks,saw,pitsaw,folding saw,"['dry battery', 'folding saw', 'pitsaw', 'showerglas', 'arm chair']",False
serving ice cream,scoop,garden trowel,garden trowel,"['wateringcan', 'bath tub basin', 'lightswitch', 'toaster', 'garden trowel']",True
measuring ingredients,scoop,slick,slick,"['lancet', 'slick', 'scriber', 'jigsaw', 'hob']",True
cleaning a litter box,scoop,trowel,trowel,"['trowel', 'pointing trowel', 'spud', 'sinkbasin', 'slick']",True
assembling furniture,screw,screwdriver,screwdriver,"['plastic box', 'arm chair', 'secateur', 'garbage can', 'screwdriver']",True
mounting hardware,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['stemmer', 'poster', 'chisel', 'straightedge', 'spiral ratchet screwdriver']",True
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['guitar pick', 'phillips screwdriver', 'cap opener', 'drill', 'shaver']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['spiral ratchet screwdriver', 'coffee machine', 'handtowelholder', 'tennisracket', 'book']",True
dividing food into portions,separate,broad hatchet,garden trowel,"['garden trowel', 'broad hatchet', 'c d', 'desklamp', 'basketball']",False
cutting items in halve,separate,stiletto,gouge,"['stiletto', 'eolith', 'gouge', 'desk', 'tack hammer']",False
changing an objects shape,shape,shaping tool,shaping tool,"[""bricklayer's hammer"", 'graver', 'scauper', 'shaping tool', 'fridge']",True
removing skin from meat,skin,lochaber ax,coping saw,"['lochaber ax', 'coping saw', 'teddybear', 'c d', 'garden spade']",False
removing the peel from fruits and vegetables,skin,adz,reamer,"['adz', 'plunger', 'sofa', 'die', 'reamer']",False
removing unhealthy plant parts,skin,kitchen knife,saw set,"['food bag', 'bore bit', 'kitchen knife', 'saw set', 'pallet']",False
opening packages,slit,blade,putty knife,"['hack', 'blade', 'star drill', 'putty knife', 'power tool']",False
creating ventilation,slit,knife blade,knife blade,"['electric hammer', 'countertop', 'trowel', 'knife blade', 'barong']",True
cutting open food objects,slit,blade,blade,"['alarmclock', 'broadax', 'armchair', 'blade', 'pen']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['pot', 'steel wool pad', 'lochaber ax', 'thinning shear', 'screw wrench']",True
ironing clothes,smoothen,abrading stone,coal shovel,"['coal shovel', 'wood chisel', 'dogbed', 'abrading stone', 'twist bit']",False
