question,full_answer,final_answer,correct_answer
"In the recipe 'Gingersnap Gravy', which steps occurs after 'Add stock, bring to boil'?
Options:
- Saute onions, celery, garlic
- Combine milk, eggs, spices
- Crumble gingersnaps, whisk
- Layer vegetables in crock pot
- Cook pasta until al dente","Crumble gingersnaps, whisk","Crumble gingersnaps, whisk","Crumble gingersnaps, whisk"
"In the recipe 'Mom's Pumpkin Pie Squares Recipe', which steps occurs after 'Pour into pan, sprinkle mix'?
Options:
- Layer vegetables in crock pot
- Combine milk, eggs, spices
- Bake until done
- Saute onions, celery, garlic
- Cook pasta until al dente",Bake until done,Bake until done,Bake until done
"In the recipe 'Shrimp and Pasta in a Basil Cream Sauce', which steps occurs after 'Saute shallots and garlic'?
Options:
- Add shrimp and tomatoes
- Combine milk, eggs, spices
- Saute onions, celery, garlic
- Cook pasta until al dente
- Layer vegetables in crock pot",Add shrimp and tomatoes,Add shrimp and tomatoes,Add shrimp and tomatoes
"In the recipe 'Smoked Fish & Broccoli Flan', which steps occurs after 'Arrange broccoli, onion, fish'?
Options:
- Saute onions, celery, garlic
- Pour mixture, sprinkle cheese
- Combine milk, eggs, spices
- Layer vegetables in crock pot
- Roll out dough, line dish","Pour mixture, sprinkle cheese","Pour mixture, sprinkle cheese","Pour mixture, sprinkle cheese"
"In the recipe 'Turkey Roast Supreme (Crock Pot)', which steps occurs after 'Rub spice mixture on turkey'?
Options:
- Cook on low or high
- Cook pasta until al dente
- Saute onions, celery, garlic
- Combine milk, eggs, spices
- Layer vegetables in crock pot",Cook on low or high,Cook on low or high,Cook on low or high
"In the recipe 'Aromatic Bread Dumplings', which steps occurs after 'Shape mixture into balls'?
Options:
- Pan sear lamb fat side
- Roast diced potatoes
- Remove membrane from lobster
- Cook dumplings until soft
- Combine ingredients, mash well",Cook dumplings until soft,Cook dumplings until soft,Cook dumplings until soft
"In the recipe 'Middle Eastern Vegetable Casserole', which steps occurs after 'Add broccoli, roast more'?
Options:
- Roast diced potatoes
- Combine ingredients, mash well
- Pour puree over vegetables
- Remove membrane from lobster
- Pan sear lamb fat side","Combine ingredients, mash well","Combine ingredients, mash well",Pour puree over vegetables
"In the recipe 'Healthy Steamed Lobster Tails for One', which steps occurs after 'Place tails in colander'?
Options:
- Remove membrane from lobster
- Roast diced potatoes
- Pan sear lamb fat side
- Steam until lobster is opaque
- Combine ingredients, mash well",Steam until lobster is opaque,Steam until lobster is opaque,Steam until lobster is opaque
"In the recipe 'Simple Rack of Lamb', which steps occurs after 'Sprinkle with spices, oil'?
Options:
- Bake on center rack
- Roast diced potatoes
- Combine ingredients, mash well
- Remove membrane from lobster
- Pan sear lamb fat side",Pan sear lamb fat side,Pan sear lamb fat side,Bake on center rack
"In the recipe 'Moussaka Recipe', which steps occurs after 'Alternate eggplant, meat mix'?
Options:
- Pour sauce, add cheese
- Combine ingredients, mash well
- Pan sear lamb fat side
- Saute onion, brown meat
- Remove membrane from lobster","Pour sauce, add cheese","Pour sauce, add cheese","Pour sauce, add cheese"
