object,correct_location,predicted_location,location_choices,correct_prediction
carburettor,car,car,"['wardrobe', 'furniture', 'car', 'cubicle', 'sedan']",True
card,box,study,"['study', 'closet', 'box', 'cabin', 'purse']",False
card game,playroom,playroom,"[""child's room"", 'playroom', 'ambulance', ""teenager's bedroom"", 'side of the room']",True
carpeting,house,container,"['closet', 'larder', 'engine', 'container', 'house']",False
carrot,fridge,fridge,"['hall', 'butt', 'cradle', 'sink', 'fridge']",True
carrying case,kitchen,wardrobe,"['belfry', 'handbag', 'wardrobe', 'kitchen', 'dormroom']",False
case,trunk,separate room,"['trunk', 'bathroom and kitchen', 'bright room', 'dishwasher', 'separate room']",False
casserole dish,television room,case,"['case', 'nest', 'floor', 'television room', 'one of the classrooms']",False
cauliflower,oven,boot,"['boot', 'oven', 'small room', 'wallet', 'living rooms']",False
cd,bedroom,bedroom,"['bedroom', 'deck', 'corridor', 'shaker', 'place']",True
celery,refrigerator,refrigerator,"['lobby', 'numerous modern washrooms', 'engine', 'refrigerator', 'pan']",True
cellar,basement,basement,"['room of the house', 'basement', ""person's living room"", 'dresser', 'drawer']",True
cellphone,living room,living room,"['machine', 'living room', 'guest room', 'basket', 'bank']",True
centerpiece,table,table,"['trunk', 'schoolroom', 'briefcase', 'table', 'suitcase']",True
cereal,living room,none,"['pan', 'laundry room', 'desk', 'living room', 'livingroom']",False
chain,dining room,sedan,"['dining room', 'livin room', 'sedan', 'art classroom', 'chest']",False
chair,living room,living room,"['dimly lit room', 'living room', 'castle', ""men's restroom"", 'storage room']",True
chalk,classroom,classroom,"['tank', 'classroom', 'carton', 'plate', 'bathroom cabinet']",True
chalkboard,classroom,classroom,"['family room', 'bathroom drawer', 'garage', 'larder', 'classroom']",True
check,bank,lounge,"['lounge', 'bank', 'bay', 'freezer', ""prostitute's bedroom""]",False
cheese,fridge,fridge,"['press', 'living room', 'freezer', 'music room', 'fridge']",True
chesterfield,living room,stove,"['stove', 'plate', 'television room', 'belfry', 'living room']",False
chicken,freezer,camp,"['camp', 'freezer', ""child's room"", 'tea room', 'family room']",False
chickpea,oven,basket,"['oven', 'hatbox', 'every bedroom', 'stand', 'basket']",False
china,cabinet,cabinet,"['cabinet', 'bath', 'freezer', 'table', 'bay']",True
chip,pot,deck,"['pot', 'bed', 'card room', 'deck', 'hamper']",False
chocolate,childs room,none,"['hospital drug storeroom', 'art classroom', 'safe', 'childs room', 'container']",False
chocolate box,exercise room,bookshelf,"['bookshelf', 'automobile', 'dresser', 'apartment', 'exercise room']",False
chocolate milk pods,kitchen,kitchen,"['music room', 'bathroom or kitchen', 'kitchen', ""men's restroom"", 'dungeon']",True
chocolate powder,playroom,refrigerator,"['refrigerator', 'nest', 'playroom', 'garbage', 'chest']",False
chopping board,television room,counter,"['hall', 'counter', 'truck', 'television room', 'toolbox']",False
cinnamon,kitchen,kitchen,"['art classroom', 'dresser', 'purse', 'bathroom drawer', 'kitchen']",True
clamp,lobby,apartment,"['lobby', 'freezer', 'camp', 'apartment', 'waiting room']",False
clay,storage room,storage room,"['ballroom', 'bank', 'toolbox', 'attic', 'storage room']",True
clipboard,desk,desk,"['jar', 'wardrobe', 'desk', 'art classroom', 'cabinet']",True
clock,television room,television room,"['shaker', 'bar', 'television room', 'oven', 'head']",True
closet,apartment,bright room,"['bright room', 'oven', 'garbage', 'boat', 'apartment']",False
cloth,bathroom,bathroom,"['bathroom', 'well', 'music room', 'schoolroom', 'one room flat']",True
clothing,house,child's bedroom,"[""child's bedroom"", 'house', 'jar', 'broom closet', 'hatbox']",False
coaster,table,table,"['bathroom cabinet', 'every bedroom', ""child's bedroom"", 'table', 'bathroom']",True
coat,closet,closet,"['jacket', 'closet', 'stand', 'room of the house', 'motel room']",True
coating,range,range,"['furniture', 'garbage', 'range', 'dumpster', 'bath']",True
cockpit,head,butt,"['head', 'butt', 'camp', 'camp', 'different room']",False
coffee,pot,pot,"['pot', 'bike', 'broom closet', 'side of the room', 'cat']",True
coffee beans,exercise room,bar,"['one of the classrooms', 'ballroom', 'beehive', 'bar', 'exercise room']",False
coffee pods,closet,shelf,"['guest room', 'toaster', 'shelf', 'camp', 'closet']",False
coffeemachine,kitchen,kitchen,"['box', 'kitchen', 'pantry', 'basket', 'most rooms']",True
coffeemaker,exercise room,none,"['pod', 'delivery room', ""prostitute's bedroom"", 'exercise room', 'sofa']",False
coffeetable,living room,range,"['range', 'truck', 'plate', 'mansion', 'living room']",False
coil,machine,utility room,"['machine', 'utility room', 'washer', 'spoon', 'boot']",False
coke,can,bag,"['bag', 'fridge', 'pot', 'shell', 'can']",False
cola,fridge,fridge,"['fridge', ""men's restroom"", 'home', 'sink', 'loft']",True
collage,one of the classrooms,every bedroom,"['basket', 'cruet', 'bank', 'one of the classrooms', 'every bedroom']",False
colored wood blocks,bedroom,none,"['lamp', 'boot', 'bedroom', 'living rooms', 'bookshelf']",False
column,table,home,"['home', 'table', 'chamber', 'head', 'numerous modern washrooms']",False
comb,hive,kitchen,"['cellar', 'hive', 'larder', 'carton', 'kitchen']",False
comfort,bed,range,"['range', 'quiver', 'bed', 'palace', 'class room']",False
compass,cabinet,box,"['class room', 'box', 'cabinet', 'bar', 'orchestra']",False
compote,jar,jar,"['case', 'jar', 'palace', 'car', 'hamper']",True
computer,table,master bedroom,"['bathroom and kitchen', 'table', 'dumpster', 'master bedroom', 'butt']",False
condiment,closet,larder,"['larder', 'closet', 'jar', 'boot', 'attic']",False
condom,bathroom,bathroom,"['table', 'basket', 'beehive', 'dining room', 'bathroom']",True
conserve,jar,plate,"['plate', 'study', 'jar', 'breadbox', 'class room']",False
container,car,house,"['house', 'car', 'trunk', 'art classroom', 'engine']",False
contraceptive,drawer,drawer,"['different room', 'separate room', 'den', 'bag', 'drawer']",True
cookbook,shelf,shelf,"['garage', 'shelf', 'motorbike', 'bottle', 'packet']",True
cookie,oven,oven,"['bookshelf', 'jacket', 'oven', 'storage room', 'washer']",True
cooky,container,container,"['backpack', 'class room', 'container', 'side of the room', 'barrel']",True
cooler,kitchen,kitchen,"['wallet', ""cash's room"", 'different room', 'kitchen', 'grand ballroom']",True
copyholder,desk,desk,"['wardrobe', 'desk', 'childs room', ""teenager's bedroom"", 'loft']",True
cord,backpack,backpack,"['bathroom', 'package', 'guest room', 'one of the classrooms', 'backpack']",True
coronet,cabinet,cabinet,"['cabinet', 'place', 'tin', 'bay', 'small room']",True
cosmetic,drawer,home,"['home', 'home', 'drawer', 'quiver', 'boat']",False
couch,house,house,"['house', 'basket', 'truck', 'shoe', 'most rooms']",True
countertop,bathroom,packet,"['loft', 'playroom', 'packet', 'bathroom', 'wardrobe']",False
cracker,breadbox,breadbox,"['well', 'most rooms', 'hive', 'bright room', 'breadbox']",True
cracker box,closet,closet,"['pitcher', 'closet', 'bag', 'music room', 'motorbike']",True
crate,kitchen,playroom,"['playroom', 'living rooms', 'tin', 'kitchen', 'chamber']",False
crayon,utility room,none,"['briefcase', 'utility room', 'larder', 'orchestra', 'kitchen or bathroom']",False
creditcard,living room,briefcase,"['sedan', 'attic', 'briefcase', 'living room', 'quiver']",False
crisp,table,cabinet,"['table', 'cabinet', 'bath', 'packet', 'parlor']",False
crowbar,cabinet,cabinet,"['house', 'cabinet', 'class room', 'room', 'package']",True
cube storage box,lobby,lobby,"['freezer', 'kitchen or bathroom', ' middle of the room', 'dungeon', 'lobby']",True
cubicle,bank,room of the house,"['livin room', 'board', 'bathtub', 'bank', 'room of the house']",False
cup,kitchen,kitchen,"['jacket', 'kitchen', 'breadbox', 'family room', 'oven']",True
cupcake,oven,dresser,"['card room', 'room', 'guest room', 'dresser', 'oven']",False
curtain,living room,living room,"['jacket', 'range', 'laundry room', 'living room', 'bowl']",True
cushion,closet,study,"['briefcase', 'freezer', 'study', 'closet', 'every room']",False
custard,refrigerator,refrigerator,"['head', 'house', 'refrigerator', 'bus', ""child's bedroom""]",True
cutlery,table,locker,"['broom closet', 'card room', 'table', 'locker', 'hospital drug storeroom']",False
damper,attic,attic,"['microwave', 'dimly lit room', 'attic', ' middle of the room', 'head']",True
dashboard,car,storage room,"['storage room', 'car', 'automobile', 'press', 'larder']",False
decanter,bar,bar,"['hospital drug storeroom', 'hall', 'lobby', 'bar', 'court']",True
deck,backyard,cabinet,"['cabinet', 'backyard', 'suitcase', 'one of the classrooms', 'trap']",False
design,plate,plate,"['plate', 'hall', 'castle', 'storage room', 'machine']",True
desk,bedroom,desk,"['desk', 'bedroom', 'tin', 'hive', 'cabin']",False
desk caddy,storage room,master bedroom,"['microwave', 'sack', 'storage room', 'master bedroom', 'bright room']",False
desklamp,living room,teenager's bedroom,"['living room', 'hospital drug storeroom', ""teenager's bedroom"", 'parlor', 'one room flat']",False
desktop,bedroom,bedroom,"['floor', 'bedroom', 'hospital drug storeroom', 'court', 'cruet']",True
dessert,refrigerator,refrigerator,"['cubicle', 'teapot', 'bag', 'refrigerator', 'hall']",True
diaper pack,exercise room,home,"['exercise room', 'library', 'home', 'lamp', 'pantry']",False
diary,desk,desk,"['desk', 'foyer', 'floor', 'kitchen or bathroom', ' middle of the room']",True
dictionary,table,table,"['table', 'cruet', 'room of the house', 'larder', 'quiver']",True
dietary supplement,living room,packet,"['packet', 'furniture', 'board', 'living room', 'bunk']",False
dime,purse,purse,"['purse', 'vault', 'bathroom', 'pocket', 'box']",True
diningtable,kitchen,kitchen,"['packet', 'kitchen', 'master bedroom', 'laundry room', 'wallet']",True
dinner,table,room,"['room', 'table', 'wallet', 'television room', 'sack']",False
dish,apartment,home,"['apartment', 'trap', 'keg', 'home', 'pot']",False
dish drainer,television room,none,"['television room', 'purse', 'pan', 'bunk', 'case']",False
dishsponge,bathroom,jar,"['study', 'oven', 'court', 'bathroom', 'jar']",False
dishtowel,television room,family room,"['family room', 'fridge', ""men's restroom"", 'television room', 'sack']",False
dishwasher,kitchen,kitchen,"['jar', 'pan', 'breadbox', 'kitchen', 'dresser']",True
dispensing closure,bedroom,bathroom cabinet,"['bedroom', 'library', 'guest room', 'bathroom cabinet', 'lamp']",False
document,suitcase,case,"['every bedroom', 'suitcase', 'art classroom', 'case', 'backyard']",False
dog bowl,home office,none,"['den', 'table', 'microwave', 'beehive', 'home office']",False
dog chew toy,kitchen,kitchen,"['fridge', 'suitcase', 'locker', 'kitchen', 'pot']",True
dogbed,bedroom,bedroom,"['anor room', 'bedroom', 'card room', 'numerous modern washrooms', 'delivery room']",True
dollhouse toy,home office,truck,"['truck', 'bath', 'backpack', 'toolbox', 'home office']",False
donut,home office,room of the house,"['backpack', 'home office', 'jar', 'room of the house', 'hive']",False
door,room,room,"['head', 'shoe', 'quiver', 'bank', 'room']",True
doughnut,fridge,larder,"['boat', 'fridge', 'machine', 'bathroom or kitchen', 'larder']",False
drawer,kitchen,none,"['bicycle', 'kitchen', 'apartment', ""person's living room"", 'bathroom and kitchen']",False
dress,closet,closet,"['bank', 'chamber', 'waiting room', 'closet', 'childs room']",True
dresser,bedroom,bedroom,"['cellar', 'orchestra', ""person's living room"", 'bundle', 'bedroom']",True
dressing,refrigerator,laundry room,"['refrigerator', 'lounge', 'laundry room', 'aquarium', 'safe']",False
drill,toolbox,toolbox,"['small room', 'case', 'truck', 'hatbox', 'toolbox']",True
drink,can,can,"['garage', 'can', 'schoolroom', 'hive', 'package']",True
drink coaster,garage,counter,"['shelf', 'garage', 'bookshelf', ""teenager's bedroom"", 'counter']",False
driveway,car,car,"['car', 'closet', 'bright room', 'packet', 'independent room']",True
drum,child's room,child's room,"['hospital drug storeroom', 'bathroom drawer', 'broom closet', ""child's room"", 'oven']",True
dryer,basement,basement,"['dresser', 'bright room', 'foyer', 'basement', 'bath']",True
duck,oven,sink,"['cruet', 'oven', 'lobby', 'shoe', 'sink']",False
duct,attic,backyard,"['backyard', 'case', 'bowl', 'attic', 'small room']",False
duct tape,childs room,none,"['ir rooms', 'childs room', 'suitcase', 'nest', ""prostitute's bedroom""]",False
dumbbell,bedroom,bedroom,"['garbage', 'pan', 'dormroom', 'den', 'bedroom']",True
dumbbell rack,television room,trunk,"['microwave', 'master bedroom', 'tank', 'trunk', 'television room']",False
dungeon,basement,basement,"['can', 'motorbike', 'basement', 'locker', 'mansion']",True
dustbin,kitchen,kitchen,"['bar', 'bicycle', 'garage', 'kitchen', 'dimly lit room']",True
dustpan and brush,playroom,toolbox,"['playroom', 'small room', 'every bedroom', 'tank', 'toolbox']",False
dutch oven,pantry room,pantry room,"['bathroom drawer', 'parlor', 'card room', 'side of the room', 'pantry room']",True
duvet,living room,none,"['art classroom', 'living room', 'bowl', 'stand', 'garbage']",False
easter basket,corridor,loungeroom,"['sedan', 'every bedroom', 'corridor', 'loungeroom', 'wardrobe']",False
edible,plate,kitchen,"['cup', 'kitchen', 'furniture', 'plate', 'dormroom']",False
egg,kitchen,kitchen,"['kitchen', 'orchestra', 'basket', 'every bedroom', 'pan']",True
eggplant,oven,cabin,"['cabin', 'oven', 'hive', 'bundle', 'chest']",False
electric heater,home office,home office,"['basement', 'home office', 'suitcase', 'handbag', 'machine']",True
electric toothbrush,lobby,lobby,"['lobby', 'sack', 'range', 'class room', 'basement']",True
electronic adapter,playroom,backpack,"[' middle of the room', 'different room', 'backpack', 'playroom', 'packet']",False
electronic cable,kitchen,tin,"['kitchen', 'tin', 'mailbox', 'classroom', 'tin']",False
elevator,apartment,apartment,"['furniture', 'room of the house', 'apartment', 'music room', 'loft']",True
emperor,hall,bathroom,"['bathroom', 'basement', 'closet', 'hatbox', 'hall']",False
encyclopedia,library,library,"['cruet', 'wallet', 'bottle', 'library', 'truck']",True
engraving,plate,tank,"['tank', 'one of the classrooms', 'plate', 'pocket', 'deck']",False
envelope,desk,desk,"['desk', ' middle of the room', 'wallet', 'chest', 'tin']",True
face moisturizer,kitchen,home,"['cat', 'kitchen', 'barrel', 'cradle', 'home']",False
faucet,bathroom,bathroom,"['pocket', 'bathroom', 'bike', ""men's restroom"", 'master bedroom']",True
fiberglass,boat,boat,"['freezer', 'tin', 'home office', 'boat', 'laundry room']",True
figurine,shelf,shelf,"['boat', 'stove', 'shelf', 'garbage', 'nest']",True
file sorter,childs room,cabin,"['counter', 'cabin', 'childs room', 'larder', ""child's room""]",False
film,cabinet,cabinet,"['bathroom drawer', 'bright room', 'bus', 'dishwasher', 'cabinet']",True
fingerpaint,bathroom,classroom,"['cruet', 'shelf', 'bathroom', 'guest room', 'classroom']",False
fire,basement,vault,"['vault', 'basement', 'family room', 'chest', 'bike']",False
firearm,cabinet,cabinet,"['bookshelf', 'cabinet', 'engine', 'parlor', 'closet']",True
fireplace,room,livingroom,"['room', 'keg', 'livingroom', 'bank', 'classroom']",False
fish,boat,boat,"['boat', 'hall', 'shelf', 'sack', 'jacket']",True
fitness tracker wristband,dining room,separate room,"['schoolroom', 'dining room', 'motel room', 'separate room', 'court']",False
flag,classroom,dwelling,"['bathroom and kitchen', 'cellar', 'bathroom or kitchen', 'dwelling', 'classroom']",False
flashlight,utility room,utility room,"['classroom', 'utility room', 'boot', 'stove', 'stove']",True
flat screwdriver,utility room,utility room,"['camp', 'beehive', 'sink', 'utility room', 'car']",True
floor,kitchen,kitchen,"['wardrobe', 'bathroom drawer', 'kitchen', 'bathroom drawer', 'stove']",True
floorlamp,living room,living room,"['desk', 'anor room', 'living room', 'guest room', 'mansion']",True
flour,pantry,pantry,"['living rooms', 'shaker', 'pantry', 'library', 'beehive']",True
foam brick,television room,person's living room,"['pot', ""person's living room"", 'card room', 'television room', 'bowl']",False
folder,garage,loft,"['loft', 'garage', 'purse', 'handbag', 'engine']",False
fondant,bedroom,pitcher,"['bicycle', 'pitcher', 'bedroom', 'desk', 'cradle']",False
food,backpack,car,"['backpack', 'art classroom', 'stand', 'car', 'den']",False
foot,shoe,shoe,"['pantry room', 'cabinet', 'bank', 'shoe', 'master bedroom']",True
footstool,bathroom,room,"['jar', 'room', 'bathroom', 'icebox', 'pantry room']",False
foresail,boat,boat,"['dresser', 'boat', 'dresser', 'anor room', 'jacket']",True
fork,kitchen,kitchen,"['hive', 'kitchen', 'tea room', 'pot', 'sack']",True
form,cabinet,barrel,"['barrel', 'sink', 'hotel room', 'cabinet', 'cat']",False
foundation,closet,none,"['pod', 'closet', ""children's room"", 'aquarium', 'cellar']",False
foyer,apartment,none,"['apartment', 'shaker', 'teapot', ""men's restroom"", 'hive']",False
frame,bed,room,"['bed', 'room', 'jacket', 'restroom', 'hall']",False
freezer,kitchen,kitchen,"['restroom', 'mailbox', 'kitchen', 'stove', 'boat']",True
fridge,kitchen,kitchen,"['motorbike', 'way', 'kitchen', 'freezer', 'automobile']",True
frosting,jar,jar,"['den', 'jar', 'storage room', 'attic', 'furniture']",True
fruit,plate,music room,"['music room', 'chamber', 'plate', 'dishwasher', 'microwave']",False
fruit snack,playroom,cabinet,"['backpack', 'playroom', 'desk', 'cabinet', 'cellar']",False
fur,cat,cat,"['cat', 'head', 'machine', 'bathroom drawer', 'loungeroom']",True
furnace,basement,basement,"['jacket', 'basement', 'broom closet', 'lobby', 'lounge']",True
furniture,loft,one of the classrooms,"['refrigerator', 'camp', 'corridor', 'loft', 'one of the classrooms']",False
galley,boat,boat,"['bag', 'toolbox', 'independent room', 'boat', 'ambulance']",True
garage,house,none,"['house', 'exercise room', 'anor room', 'childs room', 'bathroom and kitchen']",False
garbage,dumpster,dumpster,"['dormroom', 'freezer', 'dumpster', 'living rooms', 'bag']",True
garbagebag,kitchen,kitchen,"['cubicle', 'kitchen', 'vault', 'every room', 'pan']",True
garbagecan,bedroom,house,"['freezer', 'library', 'house', 'bedroom', 'handbag']",False
garlic,kitchen,fridge,"['fridge', 'different room', 'kitchen', 'safe', 'parlor']",False
garment,suitcase,attic,"['basement', 'attic', 'bathroom', 'purse', 'suitcase']",False
garter,drawer,drawer,"['room of the house', 'nest', 'lounge', 'board', 'drawer']",True
gas,boat,cabinet,"['cabinet', 'floor', 'boat', 'aquarium', 'small room']",False
gate,garden,well,"['well', 'garden', 'room of the house', 'bathroom cabinet', 'cup']",False
gauze,cabinet,cabinet,"['jar', 'pot', 'cabinet', 'cubicle', 'camp']",True
gear,car,bike,"['chest', 'bike', 'hamper', 'wallet', 'car']",False
gel,refrigerator,garbage,"['garbage', 'ir rooms', 'refrigerator', 'house', 'drawer']",False
