object,correct_location,predicted_location,location_choices,correct_prediction
battery,childs room,childs room,"['childs room', 'floor', 'backyard', 'plate', 'bus']",True
beacon,range,utility room,"['range', 'loft', 'tin', 'utility room', 'cruet']",False
beanbag,child's bedroom,child's bedroom,"['chest', 'barrel', 'hatbox', 'briefcase', ""child's bedroom""]",True
beard color gel,utility room,none,"['tin', 'utility room', 'study', ' middle of the room', 'deck']",False
beauty pack,utility room,utility room,"['study', 'backyard', 'palace', 'utility room', 'house']",True
bed,bedroom,bedroom,"['bedroom drawer', 'pod', 'packet', 'bedroom', 'dishwasher']",True
bedroom,dwelling,dwelling,"['range', 'sack', 'class room', 'refrigerator', 'dwelling']",True
beer,can,can,"['most rooms', 'can', 'engine', 'sofa', 'engine']",True
beet,can,container,"['container', 'loungeroom', 'can', 'toaster', 'foyer']",False
belt,closet,closet,"['jacket', 'childs room', 'closet', 'hall', 'most rooms']",True
beverage,bottle,dining room,"['bottle', 'parlor', 'dining room', 'case', ""prostitute's bedroom""]",False
binoculars,suitcase,shelf,"['belfry', 'suitcase', 'shelf', 'kitchen or bathroom', 'quiver']",False
biscuit,oven,children's room,"['mansion', ""children's room"", 'dumpster', 'oven', 'stove']",False
blanket,closet,closet,"['dimly lit room', 'toolbox', 'closet', 'wallet', 'hive']",True
bleach cleanser,bathroom,bathroom,"['motel room', 'jar', 'bathroom', ""children's room"", 'attic']",True
blender,kitchen,kitchen,"['living rooms', 'package', 'kitchen', 'wardrobe', 'hotel room']",True
blender jar,garage,pantry,"['bar', 'sack', 'garage', 'pitcher', 'pantry']",False
blind,bedroom,bedroom,"['briefcase', 'beehive', 'palace', 'bedroom', 'bed']",True
blouse,suitcase,locker,"['butt', 'suitcase', 'tea room', 'locker', 'bowl']",False
board game,childs room,childs room,"['furniture', 'most rooms', 'bed', 'different room', 'childs room']",True
boat,bay,bay,"['pantry', 'bay', 'quiver', 'every bedroom', ""men's restroom""]",True
boater,boat,boat,"['boat', ""person's living room"", 'stand', 'dining room', 'place']",True
bolt,jar,jar,"['bundle', 'garbage', 'den', 'jar', 'package']",True
book,living room,living room,"['living room', 'locker', 'bike', 'garden', 'aquarium']",True
bookcase,den,bookshelf,"['bookshelf', 'pot', 'hospital drug storeroom', 'den', 'nest']",False
bookend,utility room,every bedroom,"['every bedroom', 'glass', 'bathroom drawer', 'larder', 'utility room']",False
bookshelf,bedroom,bedroom,"['teapot', 'bedroom', 'toaster', 'hamper', 'boot']",True
boot,living room,one room flat,"['belfry', 'living room', 'tin', 'floor', 'one room flat']",False
booze,bar,bar,"['mailbox', 'bar', 'small room', 'hive', 'hall']",True
bottle,kitchen,kitchen,"['floor', 'waiting room', 'kitchen', 'briefcase', 'dumpster']",True
bourbon,barrel,card room,"['barrel', 'tin', 'card room', 'sofa', 'bathtub']",False
bowl,kitchen,kitchen,"['packet', 'locker', 'grand ballroom', 'backyard', 'kitchen']",True
box,bedroom,drawer,"['bedroom', 'bottle', 'anor room', 'drawer', 'bath']",False
bra,drawer,drawer,"['drawer', 'guest room', 'pot', 'bath', 'cat']",True
brain,head,head,"['every bedroom', 'keg', 'bowl', 'head', 'beehive']",True
brandy,bar,bar,"['tank', 'grand ballroom', 'bar', 'waiting room', 'microwave']",True
bread,kitchen,kitchen,"['closet', 'machine', 'kitchen', 'corridor', 'dining room']",True
breakfast,table,table,"['machine', 'garbage', 'parlor', 'table', 'childs room']",True
broccoli,oven,packet,"['oven', 'packet', 'tin', 'truck', 'most rooms']",False
broiler,oven,oven,"['broom closet', 'motorbike', 'cellar', 'pot', 'oven']",True
broom,cabinet,cabinet,"['butt', 'one of the classrooms', 'den', 'schoolroom', 'cabinet']",True
bug,garden,garden,"['childs room', 'card room', 'garden', 'broom closet', 'cup']",True
bulb,lamp,lamp,"['different room', 'sink', 'lamp', 'lounge', 'cabin']",True
bullet,barrel,storage room,"['hotel room', 'barrel', 'storage room', 'briefcase', 'bike']",False
bumper,car,car,"['loft', 'car', 'home office', 'ir rooms', 'attic']",True
bun,breadbox,breadbox,"['well', 'beehive', ""child's bedroom"", 'tank', 'breadbox']",True
bundt pan,living room,art classroom,"['bicycle', 'vault', 'living room', 'wallet', 'art classroom']",False
bureau,bedroom,bedroom,"['bedroom', 'sofa', 'tea room', 'camp', 'box']",True
burner,oven,kitchen,"['chest', 'laundry room', 'kitchen', 'dumpster', 'oven']",False
butter dish,garage,none,"['garage', 'cellar', ""cash's room"", 'trunk', 'bunk']",False
butterknife,kitchen,kitchen,"['kitchen', 'can', 'suitcase', 'tank', 'shelf']",True
cabbage,plate,plate,"['bathroom drawer', 'boot', 'plate', 'card room', 'pocket']",True
cabinet,bathroom,bathroom,"['bathroom', 'grand ballroom', ""child's room"", 'backyard', 'bay']",True
cake mix,lobby,pantry,"['chest', 'pantry', 'microwave', 'lobby', 'laundry room']",False
cake pan,childs room,person's living room,"['pot', 'childs room', 'hamper', ""person's living room"", 'truck']",False
calender,desk,desk,"['cruet', 'broom closet', 'master bedroom', 'desk', 'sofa']",True
camera,dining room,art classroom,"['tank', 'dining room', 'art classroom', 'press', 'sedan']",False
camper,bunk,bay,"['one of the classrooms', 'pod', 'bay', 'packet', 'bunk']",False
can opener,living room,living room,"['cabin', 'motel room', 'living room', 'library', 'ambulance']",True
candelabra,table,table,"['stove', 'basement', 'table', 'anor room', 'bar']",True
candle,living room,living room,"['living room', 'box', 'stove', 'belfry', 'washer']",True
candle holder,corridor,none,"['corridor', 'tank', 'castle', 'mansion', 'bathroom or kitchen']",False
candlestick,table,table,"['art classroom', 'dresser', 'lamp', 'basement', 'table']",True
candy,lobby,dwelling,"['dwelling', 'boot', 'packet', 'lobby', 'chamber']",False
candy bar,garage,glass,"['garage', 'classroom', 'belfry', 'glass', 'shell']",False
canister,utility room,utility room,"['deck', 'toolbox', 'utility room', 'nest', ""child's bedroom""]",True
canteen,backpack,schoolroom,"['backpack', 'court', 'bike', 'carton', 'schoolroom']",False
canvas,art classroom,art classroom,"['home', 'keg', 'bike', 'art classroom', 'keg']",True
cap,suitcase,suitcase,"['grand ballroom', 'glass', 'apartment', 'suitcase', 'orchestra']",True
carburettor,car,car,"['wardrobe', 'furniture', 'car', 'cubicle', 'sedan']",True
card,box,study,"['cabin', 'closet', 'purse', 'study', 'box']",False
card game,playroom,playroom,"['side of the room', ""child's room"", ""teenager's bedroom"", 'ambulance', 'playroom']",True
carpeting,house,house,"['house', 'closet', 'container', 'larder', 'engine']",True
carrot,fridge,fridge,"['butt', 'hall', 'fridge', 'sink', 'cradle']",True
carrying case,kitchen,dormroom,"['belfry', 'kitchen', 'wardrobe', 'handbag', 'dormroom']",False
case,trunk,separate room,"['bathroom and kitchen', 'dishwasher', 'trunk', 'bright room', 'separate room']",False
casserole dish,television room,case,"['case', 'one of the classrooms', 'floor', 'television room', 'nest']",False
cauliflower,oven,none,"['small room', 'boot', 'oven', 'living rooms', 'wallet']",False
cd,bedroom,bedroom,"['bedroom', 'place', 'corridor', 'shaker', 'deck']",True
celery,refrigerator,refrigerator,"['refrigerator', 'pan', 'numerous modern washrooms', 'lobby', 'engine']",True
cellar,basement,basement,"['drawer', 'basement', ""person's living room"", 'room of the house', 'dresser']",True
cellphone,living room,living room,"['guest room', 'bank', 'machine', 'living room', 'basket']",True
centerpiece,table,table,"['briefcase', 'suitcase', 'schoolroom', 'trunk', 'table']",True
cereal,living room,none,"['living room', 'pan', 'laundry room', 'livingroom', 'desk']",False
chain,dining room,chest,"['dining room', 'livin room', 'chest', 'sedan', 'art classroom']",False
chair,living room,living room,"['castle', 'storage room', 'dimly lit room', ""men's restroom"", 'living room']",True
chalk,classroom,classroom,"['bathroom cabinet', 'classroom', 'plate', 'tank', 'carton']",True
chalkboard,classroom,classroom,"['garage', 'larder', 'classroom', 'bathroom drawer', 'family room']",True
check,bank,bank,"['lounge', ""prostitute's bedroom"", 'bank', 'bay', 'freezer']",True
cheese,fridge,fridge,"['press', 'music room', 'fridge', 'living room', 'freezer']",True
chesterfield,living room,living room,"['stove', 'belfry', 'living room', 'television room', 'plate']",True
chicken,freezer,freezer,"['family room', 'freezer', ""child's room"", 'camp', 'tea room']",True
chickpea,oven,basket,"['oven', 'stand', 'basket', 'hatbox', 'every bedroom']",False
china,cabinet,cabinet,"['freezer', 'table', 'bath', 'cabinet', 'bay']",True
chip,pot,card room,"['hamper', 'deck', 'card room', 'bed', 'pot']",False
chocolate,childs room,container,"['safe', 'container', 'childs room', 'hospital drug storeroom', 'art classroom']",False
chocolate box,exercise room,bookshelf,"['bookshelf', 'apartment', 'dresser', 'automobile', 'exercise room']",False
chocolate milk pods,kitchen,kitchen,"['music room', 'kitchen', ""men's restroom"", 'bathroom or kitchen', 'dungeon']",True
chocolate powder,playroom,refrigerator,"['nest', 'chest', 'playroom', 'garbage', 'refrigerator']",False
chopping board,television room,counter,"['hall', 'toolbox', 'television room', 'counter', 'truck']",False
cinnamon,kitchen,kitchen,"['art classroom', 'kitchen', 'purse', 'dresser', 'bathroom drawer']",True
clamp,lobby,apartment,"['waiting room', 'lobby', 'apartment', 'freezer', 'camp']",False
clay,storage room,attic,"['toolbox', 'storage room', 'ballroom', 'bank', 'attic']",False
clipboard,desk,desk,"['cabinet', 'art classroom', 'wardrobe', 'desk', 'jar']",True
clock,television room,television room,"['shaker', 'head', 'bar', 'television room', 'oven']",True
closet,apartment,apartment,"['apartment', 'boat', 'bright room', 'oven', 'garbage']",True
cloth,bathroom,bathroom,"['well', 'one room flat', 'music room', 'bathroom', 'schoolroom']",True
clothing,house,child's bedroom,"['broom closet', 'jar', 'hatbox', 'house', ""child's bedroom""]",False
coaster,table,table,"['table', 'bathroom', 'bathroom cabinet', 'every bedroom', ""child's bedroom""]",True
coat,closet,closet,"['stand', 'jacket', 'closet', 'motel room', 'room of the house']",True
coating,range,garbage,"['furniture', 'garbage', 'dumpster', 'range', 'bath']",False
cockpit,head,different room,"['camp', 'different room', 'butt', 'camp', 'head']",False
coffee,pot,pot,"['cat', 'side of the room', 'broom closet', 'bike', 'pot']",True
coffee beans,exercise room,bar,"['beehive', 'exercise room', 'one of the classrooms', 'ballroom', 'bar']",False
coffee pods,closet,shelf,"['closet', 'camp', 'toaster', 'guest room', 'shelf']",False
coffeemachine,kitchen,kitchen,"['pantry', 'kitchen', 'most rooms', 'box', 'basket']",True
coffeemaker,exercise room,none,"['delivery room', 'pod', 'exercise room', 'sofa', ""prostitute's bedroom""]",False
coffeetable,living room,living room,"['range', 'truck', 'living room', 'mansion', 'plate']",True
coil,machine,utility room,"['boot', 'washer', 'spoon', 'machine', 'utility room']",False
coke,can,fridge,"['bag', 'pot', 'fridge', 'can', 'shell']",False
cola,fridge,fridge,"['loft', 'fridge', 'home', ""men's restroom"", 'sink']",True
collage,one of the classrooms,every bedroom,"['bank', 'every bedroom', 'basket', 'cruet', 'one of the classrooms']",False
colored wood blocks,bedroom,bookshelf,"['living rooms', 'lamp', 'bookshelf', 'boot', 'bedroom']",False
column,table,home,"['chamber', 'head', 'home', 'numerous modern washrooms', 'table']",False
comb,hive,kitchen,"['carton', 'larder', 'hive', 'cellar', 'kitchen']",False
comfort,bed,bed,"['range', 'palace', 'bed', 'class room', 'quiver']",True
compass,cabinet,cabinet,"['orchestra', 'box', 'class room', 'bar', 'cabinet']",True
compote,jar,jar,"['jar', 'car', 'palace', 'case', 'hamper']",True
computer,table,table,"['dumpster', 'master bedroom', 'butt', 'table', 'bathroom and kitchen']",True
condiment,closet,larder,"['larder', 'attic', 'boot', 'jar', 'closet']",False
condom,bathroom,bathroom,"['basket', 'table', 'beehive', 'dining room', 'bathroom']",True
conserve,jar,jar,"['jar', 'study', 'plate', 'breadbox', 'class room']",True
container,car,house,"['house', 'car', 'trunk', 'engine', 'art classroom']",False
contraceptive,drawer,drawer,"['drawer', 'separate room', 'different room', 'bag', 'den']",True
cookbook,shelf,shelf,"['shelf', 'bottle', 'garage', 'packet', 'motorbike']",True
cookie,oven,storage room,"['jacket', 'oven', 'storage room', 'washer', 'bookshelf']",False
cooky,container,container,"['class room', 'container', 'side of the room', 'barrel', 'backpack']",True
cooler,kitchen,kitchen,"['kitchen', 'wallet', 'grand ballroom', ""cash's room"", 'different room']",True
copyholder,desk,desk,"['childs room', 'wardrobe', 'desk', ""teenager's bedroom"", 'loft']",True
cord,backpack,backpack,"['one of the classrooms', 'backpack', 'package', 'bathroom', 'guest room']",True
coronet,cabinet,cabinet,"['place', 'cabinet', 'small room', 'bay', 'tin']",True
cosmetic,drawer,drawer,"['boat', 'home', 'quiver', 'drawer', 'home']",True
couch,house,most rooms,"['house', 'truck', 'most rooms', 'basket', 'shoe']",False
countertop,bathroom,packet,"['wardrobe', 'loft', 'playroom', 'bathroom', 'packet']",False
cracker,breadbox,breadbox,"['hive', 'bright room', 'well', 'breadbox', 'most rooms']",True
cracker box,closet,closet,"['bag', 'motorbike', 'music room', 'pitcher', 'closet']",True
crate,kitchen,kitchen,"['playroom', 'tin', 'chamber', 'kitchen', 'living rooms']",True
crayon,utility room,kitchen or bathroom,"['orchestra', 'larder', 'utility room', 'kitchen or bathroom', 'briefcase']",False
creditcard,living room,briefcase,"['briefcase', 'living room', 'attic', 'sedan', 'quiver']",False
crisp,table,cabinet,"['cabinet', 'packet', 'table', 'bath', 'parlor']",False
crowbar,cabinet,cabinet,"['house', 'class room', 'cabinet', 'room', 'package']",True
cube storage box,lobby,lobby,"[' middle of the room', 'dungeon', 'kitchen or bathroom', 'freezer', 'lobby']",True
cubicle,bank,room of the house,"['livin room', 'board', 'room of the house', 'bank', 'bathtub']",False
cup,kitchen,kitchen,"['kitchen', 'jacket', 'family room', 'breadbox', 'oven']",True
cupcake,oven,oven,"['dresser', 'room', 'card room', 'oven', 'guest room']",True
curtain,living room,living room,"['bowl', 'living room', 'range', 'jacket', 'laundry room']",True
cushion,closet,study,"['closet', 'briefcase', 'freezer', 'every room', 'study']",False
custard,refrigerator,refrigerator,"['house', ""child's bedroom"", 'head', 'refrigerator', 'bus']",True
cutlery,table,table,"['hospital drug storeroom', 'locker', 'table', 'broom closet', 'card room']",True
damper,attic,attic,"['attic', 'dimly lit room', 'head', ' middle of the room', 'microwave']",True
dashboard,car,car,"['storage room', 'press', 'car', 'automobile', 'larder']",True
decanter,bar,bar,"['hall', 'hospital drug storeroom', 'bar', 'court', 'lobby']",True
deck,backyard,backyard,"['trap', 'suitcase', 'one of the classrooms', 'cabinet', 'backyard']",True
design,plate,storage room,"['machine', 'plate', 'castle', 'storage room', 'hall']",False
desk,bedroom,desk,"['desk', 'tin', 'hive', 'bedroom', 'cabin']",False
desk caddy,storage room,storage room,"['sack', 'microwave', 'storage room', 'bright room', 'master bedroom']",True
desklamp,living room,living room,"['hospital drug storeroom', 'one room flat', 'living room', 'parlor', ""teenager's bedroom""]",True
desktop,bedroom,bedroom,"['cruet', 'floor', 'bedroom', 'court', 'hospital drug storeroom']",True
dessert,refrigerator,refrigerator,"['hall', 'cubicle', 'bag', 'teapot', 'refrigerator']",True
diaper pack,exercise room,pantry,"['library', 'pantry', 'home', 'exercise room', 'lamp']",False
diary,desk,desk,"['kitchen or bathroom', 'foyer', ' middle of the room', 'desk', 'floor']",True
dictionary,table,room of the house,"['quiver', 'larder', 'table', 'room of the house', 'cruet']",False
dietary supplement,living room,packet,"['packet', 'furniture', 'board', 'living room', 'bunk']",False
dime,purse,purse,"['vault', 'bathroom', 'pocket', 'purse', 'box']",True
diningtable,kitchen,kitchen,"['wallet', 'kitchen', 'packet', 'master bedroom', 'laundry room']",True
dinner,table,table,"['sack', 'table', 'room', 'television room', 'wallet']",True
dish,apartment,home,"['pot', 'keg', 'trap', 'home', 'apartment']",False
dish drainer,television room,none,"['purse', 'pan', 'case', 'bunk', 'television room']",False
dishsponge,bathroom,bathroom,"['jar', 'oven', 'study', 'bathroom', 'court']",True
dishtowel,television room,family room,"[""men's restroom"", 'sack', 'fridge', 'television room', 'family room']",False
dishwasher,kitchen,kitchen,"['jar', 'breadbox', 'pan', 'kitchen', 'dresser']",True
dispensing closure,bedroom,bathroom cabinet,"['guest room', 'bedroom', 'bathroom cabinet', 'lamp', 'library']",False
document,suitcase,case,"['suitcase', 'every bedroom', 'art classroom', 'backyard', 'case']",False
dog bowl,home office,den,"['beehive', 'den', 'home office', 'table', 'microwave']",False
dog chew toy,kitchen,kitchen,"['fridge', 'pot', 'suitcase', 'kitchen', 'locker']",True
dogbed,bedroom,bedroom,"['bedroom', 'numerous modern washrooms', 'delivery room', 'card room', 'anor room']",True
dollhouse toy,home office,home office,"['toolbox', 'truck', 'bath', 'home office', 'backpack']",True
donut,home office,room of the house,"['backpack', 'hive', 'room of the house', 'jar', 'home office']",False
door,room,room,"['bank', 'quiver', 'head', 'room', 'shoe']",True
doughnut,fridge,fridge,"['bathroom or kitchen', 'machine', 'fridge', 'boat', 'larder']",True
drawer,kitchen,kitchen,"[""person's living room"", 'apartment', 'bathroom and kitchen', 'bicycle', 'kitchen']",True
dress,closet,closet,"['bank', 'chamber', 'closet', 'childs room', 'waiting room']",True
dresser,bedroom,bedroom,"['bundle', ""person's living room"", 'cellar', 'bedroom', 'orchestra']",True
dressing,refrigerator,laundry room,"['safe', 'aquarium', 'laundry room', 'lounge', 'refrigerator']",False
drill,toolbox,toolbox,"['toolbox', 'hatbox', 'truck', 'small room', 'case']",True
drink,can,can,"['hive', 'garage', 'package', 'can', 'schoolroom']",True
drink coaster,garage,counter,"['shelf', 'bookshelf', 'garage', 'counter', ""teenager's bedroom""]",False
driveway,car,car,"['independent room', 'closet', 'bright room', 'packet', 'car']",True
drum,child's room,broom closet,"[""child's room"", 'bathroom drawer', 'oven', 'hospital drug storeroom', 'broom closet']",False
dryer,basement,basement,"['foyer', 'dresser', 'bath', 'basement', 'bright room']",True
duck,oven,lobby,"['oven', 'sink', 'lobby', 'cruet', 'shoe']",False
duct,attic,attic,"['bowl', 'attic', 'small room', 'backyard', 'case']",True
duct tape,childs room,ir rooms,"['nest', 'suitcase', 'childs room', 'ir rooms', ""prostitute's bedroom""]",False
dumbbell,bedroom,bedroom,"['dormroom', 'pan', 'den', 'garbage', 'bedroom']",True
dumbbell rack,television room,master bedroom,"['television room', 'microwave', 'master bedroom', 'trunk', 'tank']",False
dungeon,basement,basement,"['locker', 'motorbike', 'basement', 'mansion', 'can']",True
dustbin,kitchen,kitchen,"['bicycle', 'bar', 'kitchen', 'garage', 'dimly lit room']",True
dustpan and brush,playroom,toolbox,"['tank', 'small room', 'toolbox', 'every bedroom', 'playroom']",False
dutch oven,pantry room,pantry room,"['pantry room', 'side of the room', 'parlor', 'bathroom drawer', 'card room']",True
duvet,living room,living room,"['art classroom', 'living room', 'bowl', 'stand', 'garbage']",True
easter basket,corridor,loungeroom,"['every bedroom', 'sedan', 'wardrobe', 'corridor', 'loungeroom']",False
edible,plate,kitchen,"['cup', 'dormroom', 'plate', 'furniture', 'kitchen']",False
egg,kitchen,kitchen,"['kitchen', 'basket', 'orchestra', 'pan', 'every bedroom']",True
eggplant,oven,chest,"['bundle', 'hive', 'oven', 'chest', 'cabin']",False
electric heater,home office,basement,"['suitcase', 'machine', 'home office', 'handbag', 'basement']",False
electric toothbrush,lobby,basement,"['lobby', 'sack', 'class room', 'range', 'basement']",False
electronic adapter,playroom,packet,"['different room', 'packet', 'playroom', ' middle of the room', 'backpack']",False
electronic cable,kitchen,tin,"['kitchen', 'mailbox', 'tin', 'classroom', 'tin']",False
elevator,apartment,apartment,"['furniture', 'loft', 'music room', 'apartment', 'room of the house']",True
emperor,hall,hatbox,"['closet', 'bathroom', 'hatbox', 'hall', 'basement']",False
encyclopedia,library,library,"['truck', 'cruet', 'wallet', 'library', 'bottle']",True
engraving,plate,one of the classrooms,"['one of the classrooms', 'tank', 'pocket', 'deck', 'plate']",False
envelope,desk,desk,"['chest', ' middle of the room', 'wallet', 'desk', 'tin']",True
face moisturizer,kitchen,home,"['home', 'kitchen', 'cradle', 'barrel', 'cat']",False
faucet,bathroom,bathroom,"['master bedroom', 'bike', 'pocket', 'bathroom', ""men's restroom""]",True
fiberglass,boat,home office,"['tin', 'freezer', 'home office', 'boat', 'laundry room']",False
figurine,shelf,shelf,"['nest', 'garbage', 'stove', 'boat', 'shelf']",True
file sorter,childs room,childs room,"['larder', ""child's room"", 'counter', 'cabin', 'childs room']",True
film,cabinet,cabinet,"['dishwasher', 'bathroom drawer', 'bus', 'cabinet', 'bright room']",True
fingerpaint,bathroom,classroom,"['cruet', 'bathroom', 'guest room', 'shelf', 'classroom']",False
fire,basement,vault,"['family room', 'basement', 'chest', 'bike', 'vault']",False
firearm,cabinet,cabinet,"['cabinet', 'closet', 'engine', 'bookshelf', 'parlor']",True
fireplace,room,livingroom,"['room', 'classroom', 'livingroom', 'bank', 'keg']",False
fish,boat,boat,"['boat', 'hall', 'shelf', 'sack', 'jacket']",True
fitness tracker wristband,dining room,separate room,"['dining room', 'schoolroom', 'court', 'separate room', 'motel room']",False
flag,classroom,dwelling,"['bathroom and kitchen', 'dwelling', 'classroom', 'bathroom or kitchen', 'cellar']",False
flashlight,utility room,utility room,"['classroom', 'stove', 'stove', 'boot', 'utility room']",True
flat screwdriver,utility room,utility room,"['car', 'beehive', 'camp', 'sink', 'utility room']",True
floor,kitchen,stove,"['kitchen', 'bathroom drawer', 'wardrobe', 'bathroom drawer', 'stove']",False
floorlamp,living room,living room,"['guest room', 'desk', 'living room', 'mansion', 'anor room']",True
flour,pantry,pantry,"['living rooms', 'beehive', 'library', 'pantry', 'shaker']",True
foam brick,television room,person's living room,"['pot', 'bowl', ""person's living room"", 'television room', 'card room']",False
folder,garage,garage,"['handbag', 'loft', 'purse', 'engine', 'garage']",True
fondant,bedroom,bedroom,"['bicycle', 'pitcher', 'desk', 'cradle', 'bedroom']",True
food,backpack,stand,"['car', 'den', 'stand', 'backpack', 'art classroom']",False
foot,shoe,shoe,"['master bedroom', 'cabinet', 'bank', 'shoe', 'pantry room']",True
footstool,bathroom,room,"['pantry room', 'icebox', 'room', 'jar', 'bathroom']",False
foresail,boat,boat,"['dresser', 'anor room', 'jacket', 'dresser', 'boat']",True
fork,kitchen,kitchen,"['pot', 'kitchen', 'hive', 'tea room', 'sack']",True
form,cabinet,cabinet,"['sink', 'cat', 'barrel', 'cabinet', 'hotel room']",True
foundation,closet,cellar,"['aquarium', 'pod', 'closet', 'cellar', ""children's room""]",False
foyer,apartment,apartment,"['apartment', 'hive', 'teapot', 'shaker', ""men's restroom""]",True
frame,bed,room,"['restroom', 'jacket', 'hall', 'bed', 'room']",False
freezer,kitchen,kitchen,"['stove', 'kitchen', 'boat', 'mailbox', 'restroom']",True
fridge,kitchen,kitchen,"['motorbike', 'kitchen', 'automobile', 'freezer', 'way']",True
frosting,jar,jar,"['furniture', 'jar', 'attic', 'storage room', 'den']",True
fruit,plate,plate,"['plate', 'chamber', 'microwave', 'music room', 'dishwasher']",True
fruit snack,playroom,cabinet,"['cellar', 'backpack', 'playroom', 'cabinet', 'desk']",False
fur,cat,cat,"['head', 'machine', 'loungeroom', 'cat', 'bathroom drawer']",True
furnace,basement,basement,"['broom closet', 'lobby', 'basement', 'jacket', 'lounge']",True
furniture,loft,loft,"['one of the classrooms', 'corridor', 'loft', 'camp', 'refrigerator']",True
galley,boat,boat,"['independent room', 'ambulance', 'boat', 'bag', 'toolbox']",True
garage,house,house,"['childs room', 'anor room', 'exercise room', 'bathroom and kitchen', 'house']",True
garbage,dumpster,dumpster,"['freezer', 'dumpster', 'bag', 'dormroom', 'living rooms']",True
garbagebag,kitchen,kitchen,"['vault', 'pan', 'cubicle', 'every room', 'kitchen']",True
garbagecan,bedroom,house,"['bedroom', 'library', 'house', 'freezer', 'handbag']",False
garlic,kitchen,kitchen,"['kitchen', 'fridge', 'different room', 'safe', 'parlor']",True
garment,suitcase,suitcase,"['bathroom', 'basement', 'purse', 'suitcase', 'attic']",True
garter,drawer,drawer,"['lounge', 'drawer', 'board', 'room of the house', 'nest']",True
gas,boat,cabinet,"['floor', 'aquarium', 'boat', 'small room', 'cabinet']",False
gate,garden,room of the house,"['well', 'garden', 'cup', 'room of the house', 'bathroom cabinet']",False
gauze,cabinet,cabinet,"['jar', 'cabinet', 'pot', 'camp', 'cubicle']",True
gear,car,chest,"['chest', 'car', 'hamper', 'wallet', 'bike']",False
