object,correct_location,predicted_location,location_choices,correct_prediction
bookend,utility room,every bedroom,"['larder', 'glass', 'utility room', 'bathroom drawer', 'every bedroom']",False
bookshelf,bedroom,bedroom,"['boot', 'toaster', 'teapot', 'bedroom', 'hamper']",True
boot,living room,one room flat,"['one room flat', 'tin', 'living room', 'belfry', 'floor']",False
booze,bar,bar,"['hive', 'bar', 'hall', 'mailbox', 'small room']",True
bottle,kitchen,kitchen,"['kitchen', 'dumpster', 'waiting room', 'floor', 'briefcase']",True
bourbon,barrel,card room,"['tin', 'bathtub', 'sofa', 'barrel', 'card room']",False
bowl,kitchen,kitchen,"['locker', 'backyard', 'packet', 'grand ballroom', 'kitchen']",True
box,bedroom,bedroom,"['drawer', 'bath', 'anor room', 'bottle', 'bedroom']",True
bra,drawer,drawer,"['drawer', 'pot', 'cat', 'guest room', 'bath']",True
brain,head,head,"['head', 'beehive', 'bowl', 'keg', 'every bedroom']",True
brandy,bar,bar,"['bar', 'microwave', 'waiting room', 'tank', 'grand ballroom']",True
bread,kitchen,kitchen,"['dining room', 'kitchen', 'closet', 'machine', 'corridor']",True
breakfast,table,table,"['childs room', 'parlor', 'machine', 'garbage', 'table']",True
broccoli,oven,tin,"['oven', 'tin', 'packet', 'most rooms', 'truck']",False
broiler,oven,oven,"['motorbike', 'oven', 'pot', 'broom closet', 'cellar']",True
broom,cabinet,cabinet,"['schoolroom', 'cabinet', 'butt', 'den', 'one of the classrooms']",True
bug,garden,garden,"['card room', 'broom closet', 'childs room', 'garden', 'cup']",True
bulb,lamp,lamp,"['cabin', 'lamp', 'sink', 'lounge', 'different room']",True
bullet,barrel,storage room,"['briefcase', 'barrel', 'hotel room', 'bike', 'storage room']",False
bumper,car,car,"['attic', 'ir rooms', 'car', 'home office', 'loft']",True
bun,breadbox,breadbox,"['beehive', ""child's bedroom"", 'tank', 'well', 'breadbox']",True
bundt pan,living room,art classroom,"['living room', 'vault', 'art classroom', 'wallet', 'bicycle']",False
bureau,bedroom,bedroom,"['bedroom', 'tea room', 'box', 'camp', 'sofa']",True
burner,oven,kitchen,"['kitchen', 'laundry room', 'dumpster', 'oven', 'chest']",False
butter dish,garage,cash's room,"['bunk', 'cellar', ""cash's room"", 'garage', 'trunk']",False
butterknife,kitchen,kitchen,"['tank', 'shelf', 'suitcase', 'kitchen', 'can']",True
cabbage,plate,plate,"['card room', 'plate', 'bathroom drawer', 'pocket', 'boot']",True
cabinet,bathroom,child's room,"['backyard', 'bay', ""child's room"", 'grand ballroom', 'bathroom']",False
cake mix,lobby,pantry,"['microwave', 'pantry', 'laundry room', 'lobby', 'chest']",False
cake pan,childs room,person's living room,"[""person's living room"", 'hamper', 'truck', 'childs room', 'pot']",False
calender,desk,desk,"['desk', 'master bedroom', 'broom closet', 'sofa', 'cruet']",True
camera,dining room,art classroom,"['press', 'sedan', 'tank', 'dining room', 'art classroom']",False
camper,bunk,bay,"['pod', 'packet', 'bunk', 'bay', 'one of the classrooms']",False
can opener,living room,living room,"['motel room', 'ambulance', 'library', 'cabin', 'living room']",True
candelabra,table,table,"['table', 'anor room', 'bar', 'stove', 'basement']",True
candle,living room,living room,"['box', 'washer', 'belfry', 'stove', 'living room']",True
candle holder,corridor,bathroom or kitchen,"['castle', 'corridor', 'bathroom or kitchen', 'tank', 'mansion']",False
candlestick,table,table,"['art classroom', 'basement', 'dresser', 'table', 'lamp']",True
candy,lobby,packet,"['boot', 'packet', 'lobby', 'dwelling', 'chamber']",False
candy bar,garage,glass,"['belfry', 'classroom', 'shell', 'glass', 'garage']",False
canister,utility room,utility room,"['utility room', ""child's bedroom"", 'toolbox', 'deck', 'nest']",True
canteen,backpack,backpack,"['court', 'bike', 'backpack', 'carton', 'schoolroom']",True
canvas,art classroom,art classroom,"['bike', 'home', 'keg', 'art classroom', 'keg']",True
cap,suitcase,suitcase,"['grand ballroom', 'suitcase', 'orchestra', 'apartment', 'glass']",True
carburettor,car,car,"['cubicle', 'sedan', 'wardrobe', 'car', 'furniture']",True
card,box,study,"['purse', 'cabin', 'box', 'closet', 'study']",False
card game,playroom,playroom,"['ambulance', 'playroom', 'side of the room', ""teenager's bedroom"", ""child's room""]",True
carpeting,house,house,"['closet', 'larder', 'container', 'engine', 'house']",True
carrot,fridge,fridge,"['hall', 'sink', 'fridge', 'cradle', 'butt']",True
carrying case,kitchen,wardrobe,"['kitchen', 'dormroom', 'handbag', 'wardrobe', 'belfry']",False
case,trunk,separate room,"['dishwasher', 'separate room', 'trunk', 'bright room', 'bathroom and kitchen']",False
casserole dish,television room,case,"['nest', 'case', 'floor', 'one of the classrooms', 'television room']",False
cauliflower,oven,none,"['small room', 'boot', 'wallet', 'living rooms', 'oven']",False
cd,bedroom,bedroom,"['deck', 'place', 'corridor', 'bedroom', 'shaker']",True
celery,refrigerator,refrigerator,"['engine', 'lobby', 'pan', 'numerous modern washrooms', 'refrigerator']",True
cellar,basement,basement,"[""person's living room"", 'basement', 'dresser', 'drawer', 'room of the house']",True
cellphone,living room,living room,"['bank', 'basket', 'living room', 'guest room', 'machine']",True
centerpiece,table,table,"['schoolroom', 'suitcase', 'trunk', 'briefcase', 'table']",True
cereal,living room,none,"['living room', 'livingroom', 'pan', 'laundry room', 'desk']",False
chain,dining room,chest,"['chest', 'dining room', 'livin room', 'art classroom', 'sedan']",False
chair,living room,living room,"['storage room', 'castle', 'living room', ""men's restroom"", 'dimly lit room']",True
chalk,classroom,classroom,"['carton', 'plate', 'classroom', 'tank', 'bathroom cabinet']",True
chalkboard,classroom,classroom,"['bathroom drawer', 'family room', 'larder', 'classroom', 'garage']",True
check,bank,bank,"['bank', 'bay', 'lounge', ""prostitute's bedroom"", 'freezer']",True
cheese,fridge,fridge,"['music room', 'fridge', 'freezer', 'living room', 'press']",True
chesterfield,living room,living room,"['television room', 'stove', 'belfry', 'plate', 'living room']",True
chicken,freezer,freezer,"[""child's room"", 'tea room', 'freezer', 'camp', 'family room']",True
chickpea,oven,basket,"['hatbox', 'stand', 'oven', 'basket', 'every bedroom']",False
china,cabinet,cabinet,"['table', 'bath', 'freezer', 'cabinet', 'bay']",True
chip,pot,hamper,"['hamper', 'pot', 'card room', 'bed', 'deck']",False
chocolate,childs room,container,"['childs room', 'safe', 'hospital drug storeroom', 'container', 'art classroom']",False
chocolate box,exercise room,bookshelf,"['exercise room', 'dresser', 'automobile', 'apartment', 'bookshelf']",False
chocolate milk pods,kitchen,kitchen,"['kitchen', 'music room', ""men's restroom"", 'dungeon', 'bathroom or kitchen']",True
chocolate powder,playroom,chest,"['playroom', 'refrigerator', 'garbage', 'chest', 'nest']",False
chopping board,television room,counter,"['counter', 'truck', 'television room', 'hall', 'toolbox']",False
cinnamon,kitchen,kitchen,"['dresser', 'purse', 'bathroom drawer', 'art classroom', 'kitchen']",True
clamp,lobby,apartment,"['waiting room', 'apartment', 'lobby', 'camp', 'freezer']",False
clay,storage room,storage room,"['toolbox', 'ballroom', 'storage room', 'attic', 'bank']",True
clipboard,desk,desk,"['wardrobe', 'cabinet', 'art classroom', 'jar', 'desk']",True
clock,television room,television room,"['bar', 'head', 'oven', 'television room', 'shaker']",True
closet,apartment,apartment,"['apartment', 'bright room', 'oven', 'boat', 'garbage']",True
cloth,bathroom,bathroom,"['schoolroom', 'well', 'one room flat', 'music room', 'bathroom']",True
clothing,house,child's bedroom,"['broom closet', ""child's bedroom"", 'hatbox', 'jar', 'house']",False
coaster,table,table,"[""child's bedroom"", 'every bedroom', 'bathroom', 'bathroom cabinet', 'table']",True
coat,closet,closet,"['motel room', 'room of the house', 'stand', 'closet', 'jacket']",True
coating,range,furniture,"['bath', 'range', 'garbage', 'furniture', 'dumpster']",False
cockpit,head,different room,"['camp', 'butt', 'camp', 'head', 'different room']",False
coffee,pot,pot,"['bike', 'side of the room', 'broom closet', 'pot', 'cat']",True
coffee beans,exercise room,bar,"['one of the classrooms', 'ballroom', 'bar', 'beehive', 'exercise room']",False
coffee pods,closet,shelf,"['guest room', 'shelf', 'camp', 'toaster', 'closet']",False
coffeemachine,kitchen,kitchen,"['pantry', 'kitchen', 'most rooms', 'basket', 'box']",True
coffeemaker,exercise room,pod,"['delivery room', ""prostitute's bedroom"", 'pod', 'exercise room', 'sofa']",False
coffeetable,living room,living room,"['truck', 'range', 'mansion', 'living room', 'plate']",True
coil,machine,machine,"['machine', 'utility room', 'washer', 'spoon', 'boot']",True
coke,can,fridge,"['can', 'fridge', 'pot', 'shell', 'bag']",False
cola,fridge,fridge,"['home', 'fridge', ""men's restroom"", 'sink', 'loft']",True
collage,one of the classrooms,one of the classrooms,"['basket', 'cruet', 'one of the classrooms', 'every bedroom', 'bank']",True
colored wood blocks,bedroom,bookshelf,"['lamp', 'boot', 'bedroom', 'bookshelf', 'living rooms']",False
column,table,chamber,"['chamber', 'head', 'numerous modern washrooms', 'table', 'home']",False
comb,hive,kitchen,"['larder', 'hive', 'carton', 'kitchen', 'cellar']",False
comfort,bed,bed,"['class room', 'bed', 'range', 'palace', 'quiver']",True
compass,cabinet,cabinet,"['class room', 'box', 'bar', 'orchestra', 'cabinet']",True
compote,jar,jar,"['hamper', 'palace', 'jar', 'case', 'car']",True
computer,table,table,"['master bedroom', 'butt', 'table', 'dumpster', 'bathroom and kitchen']",True
condiment,closet,larder,"['jar', 'attic', 'larder', 'closet', 'boot']",False
condom,bathroom,bathroom,"['beehive', 'dining room', 'bathroom', 'table', 'basket']",True
conserve,jar,jar,"['study', 'plate', 'class room', 'jar', 'breadbox']",True
container,car,trunk,"['trunk', 'engine', 'house', 'art classroom', 'car']",False
contraceptive,drawer,drawer,"['den', 'bag', 'separate room', 'different room', 'drawer']",True
cookbook,shelf,shelf,"['bottle', 'packet', 'motorbike', 'garage', 'shelf']",True
cookie,oven,storage room,"['oven', 'washer', 'bookshelf', 'jacket', 'storage room']",False
cooky,container,container,"['side of the room', 'barrel', 'container', 'class room', 'backpack']",True
cooler,kitchen,kitchen,"[""cash's room"", 'grand ballroom', 'kitchen', 'wallet', 'different room']",True
copyholder,desk,desk,"['wardrobe', 'childs room', 'desk', 'loft', ""teenager's bedroom""]",True
cord,backpack,backpack,"['backpack', 'package', 'bathroom', 'guest room', 'one of the classrooms']",True
coronet,cabinet,cabinet,"['place', 'cabinet', 'small room', 'tin', 'bay']",True
cosmetic,drawer,drawer,"['boat', 'drawer', 'quiver', 'home', 'home']",True
couch,house,most rooms,"['most rooms', 'truck', 'house', 'basket', 'shoe']",False
countertop,bathroom,packet,"['wardrobe', 'packet', 'playroom', 'bathroom', 'loft']",False
cracker,breadbox,breadbox,"['breadbox', 'hive', 'bright room', 'well', 'most rooms']",True
cracker box,closet,closet,"['music room', 'pitcher', 'bag', 'closet', 'motorbike']",True
crate,kitchen,playroom,"['kitchen', 'living rooms', 'playroom', 'tin', 'chamber']",False
crayon,utility room,utility room,"['orchestra', 'kitchen or bathroom', 'larder', 'briefcase', 'utility room']",True
creditcard,living room,briefcase,"['attic', 'briefcase', 'living room', 'sedan', 'quiver']",False
crisp,table,packet,"['table', 'bath', 'cabinet', 'parlor', 'packet']",False
crowbar,cabinet,cabinet,"['room', 'house', 'class room', 'package', 'cabinet']",True
cube storage box,lobby,lobby,"[' middle of the room', 'lobby', 'kitchen or bathroom', 'dungeon', 'freezer']",True
cubicle,bank,room of the house,"['bathtub', 'room of the house', 'bank', 'board', 'livin room']",False
cup,kitchen,kitchen,"['family room', 'breadbox', 'kitchen', 'jacket', 'oven']",True
cupcake,oven,oven,"['room', 'card room', 'guest room', 'dresser', 'oven']",True
curtain,living room,living room,"['range', 'laundry room', 'living room', 'jacket', 'bowl']",True
cushion,closet,closet,"['freezer', 'briefcase', 'closet', 'study', 'every room']",True
custard,refrigerator,refrigerator,"['head', 'refrigerator', ""child's bedroom"", 'bus', 'house']",True
cutlery,table,table,"['card room', 'locker', 'hospital drug storeroom', 'table', 'broom closet']",True
damper,attic,attic,"['head', 'microwave', 'dimly lit room', 'attic', ' middle of the room']",True
dashboard,car,automobile,"['storage room', 'larder', 'automobile', 'car', 'press']",False
decanter,bar,bar,"['lobby', 'hospital drug storeroom', 'court', 'bar', 'hall']",True
deck,backyard,backyard,"['trap', 'backyard', 'cabinet', 'suitcase', 'one of the classrooms']",True
design,plate,storage room,"['machine', 'plate', 'hall', 'storage room', 'castle']",False
desk,bedroom,desk,"['desk', 'cabin', 'tin', 'hive', 'bedroom']",False
desk caddy,storage room,storage room,"['microwave', 'bright room', 'storage room', 'master bedroom', 'sack']",True
desklamp,living room,teenager's bedroom,"[""teenager's bedroom"", 'living room', 'hospital drug storeroom', 'one room flat', 'parlor']",False
desktop,bedroom,bedroom,"['court', 'floor', 'cruet', 'hospital drug storeroom', 'bedroom']",True
dessert,refrigerator,refrigerator,"['cubicle', 'bag', 'refrigerator', 'hall', 'teapot']",True
diaper pack,exercise room,pantry,"['pantry', 'home', 'exercise room', 'library', 'lamp']",False
diary,desk,desk,"['desk', ' middle of the room', 'foyer', 'kitchen or bathroom', 'floor']",True
dictionary,table,room of the house,"['larder', 'room of the house', 'quiver', 'table', 'cruet']",False
dietary supplement,living room,packet,"['board', 'living room', 'packet', 'furniture', 'bunk']",False
dime,purse,pocket,"['vault', 'pocket', 'bathroom', 'box', 'purse']",False
diningtable,kitchen,kitchen,"['kitchen', 'wallet', 'laundry room', 'master bedroom', 'packet']",True
dinner,table,table,"['table', 'room', 'sack', 'wallet', 'television room']",True
dish,apartment,pot,"['apartment', 'trap', 'keg', 'home', 'pot']",False
dish drainer,television room,pan,"['case', 'bunk', 'television room', 'pan', 'purse']",False
dishsponge,bathroom,bathroom,"['oven', 'court', 'jar', 'study', 'bathroom']",True
dishtowel,television room,sack,"['fridge', 'television room', ""men's restroom"", 'sack', 'family room']",False
dishwasher,kitchen,kitchen,"['jar', 'breadbox', 'pan', 'dresser', 'kitchen']",True
dispensing closure,bedroom,bathroom cabinet,"['lamp', 'bathroom cabinet', 'guest room', 'library', 'bedroom']",False
document,suitcase,case,"['every bedroom', 'backyard', 'case', 'art classroom', 'suitcase']",False
dog bowl,home office,den,"['microwave', 'home office', 'table', 'beehive', 'den']",False
dog chew toy,kitchen,kitchen,"['fridge', 'kitchen', 'locker', 'suitcase', 'pot']",True
dogbed,bedroom,bedroom,"['anor room', 'card room', 'numerous modern washrooms', 'delivery room', 'bedroom']",True
dollhouse toy,home office,home office,"['truck', 'toolbox', 'backpack', 'bath', 'home office']",True
donut,home office,jar,"['home office', 'backpack', 'hive', 'room of the house', 'jar']",False
door,room,room,"['bank', 'head', 'quiver', 'room', 'shoe']",True
doughnut,fridge,none,"['fridge', 'boat', 'larder', 'bathroom or kitchen', 'machine']",False
drawer,kitchen,kitchen,"['bicycle', ""person's living room"", 'bathroom and kitchen', 'kitchen', 'apartment']",True
dress,closet,closet,"['bank', 'closet', 'chamber', 'waiting room', 'childs room']",True
dresser,bedroom,bedroom,"['orchestra', 'bundle', 'bedroom', 'cellar', ""person's living room""]",True
dressing,refrigerator,safe,"['lounge', 'safe', 'laundry room', 'aquarium', 'refrigerator']",False
drill,toolbox,toolbox,"['truck', 'toolbox', 'case', 'small room', 'hatbox']",True
drink,can,can,"['hive', 'garage', 'package', 'can', 'schoolroom']",True
drink coaster,garage,shelf,"['garage', 'bookshelf', 'counter', 'shelf', ""teenager's bedroom""]",False
driveway,car,car,"['closet', 'bright room', 'packet', 'car', 'independent room']",True
drum,child's room,child's room,"['oven', 'hospital drug storeroom', 'bathroom drawer', 'broom closet', ""child's room""]",True
dryer,basement,basement,"['bath', 'basement', 'foyer', 'bright room', 'dresser']",True
duck,oven,lobby,"['oven', 'cruet', 'sink', 'shoe', 'lobby']",False
duct,attic,case,"['case', 'bowl', 'attic', 'small room', 'backyard']",False
duct tape,childs room,ir rooms,"['nest', 'suitcase', ""prostitute's bedroom"", 'ir rooms', 'childs room']",False
dumbbell,bedroom,bedroom,"['dormroom', 'garbage', 'pan', 'bedroom', 'den']",True
dumbbell rack,television room,tank,"['television room', 'master bedroom', 'microwave', 'trunk', 'tank']",False
dungeon,basement,basement,"['motorbike', 'locker', 'basement', 'mansion', 'can']",True
dustbin,kitchen,garage,"['dimly lit room', 'bicycle', 'bar', 'garage', 'kitchen']",False
dustpan and brush,playroom,toolbox,"['small room', 'toolbox', 'tank', 'playroom', 'every bedroom']",False
dutch oven,pantry room,pantry room,"['side of the room', 'card room', 'pantry room', 'bathroom drawer', 'parlor']",True
duvet,living room,stand,"['stand', 'living room', 'art classroom', 'garbage', 'bowl']",False
easter basket,corridor,wardrobe,"['corridor', 'sedan', 'loungeroom', 'wardrobe', 'every bedroom']",False
edible,plate,kitchen,"['plate', 'cup', 'furniture', 'kitchen', 'dormroom']",False
egg,kitchen,kitchen,"['kitchen', 'every bedroom', 'basket', 'pan', 'orchestra']",True
eggplant,oven,cabin,"['hive', 'chest', 'oven', 'bundle', 'cabin']",False
electric heater,home office,basement,"['handbag', 'suitcase', 'basement', 'home office', 'machine']",False
electric toothbrush,lobby,none,"['sack', 'range', 'basement', 'class room', 'lobby']",False
electronic adapter,playroom,backpack,"[' middle of the room', 'backpack', 'different room', 'playroom', 'packet']",False
electronic cable,kitchen,tin,"['tin', 'tin', 'classroom', 'mailbox', 'kitchen']",False
elevator,apartment,room of the house,"['furniture', 'apartment', 'loft', 'music room', 'room of the house']",False
emperor,hall,hall,"['hall', 'closet', 'bathroom', 'basement', 'hatbox']",True
encyclopedia,library,library,"['truck', 'wallet', 'bottle', 'library', 'cruet']",True
engraving,plate,one of the classrooms,"['deck', 'one of the classrooms', 'plate', 'tank', 'pocket']",False
envelope,desk,desk,"['desk', 'tin', 'chest', 'wallet', ' middle of the room']",True
face moisturizer,kitchen,home,"['cradle', 'kitchen', 'home', 'cat', 'barrel']",False
faucet,bathroom,bathroom,"[""men's restroom"", 'bike', 'master bedroom', 'pocket', 'bathroom']",True
fiberglass,boat,boat,"['laundry room', 'home office', 'freezer', 'tin', 'boat']",True
figurine,shelf,shelf,"['garbage', 'boat', 'shelf', 'stove', 'nest']",True
file sorter,childs room,cabin,"['larder', ""child's room"", 'cabin', 'counter', 'childs room']",False
film,cabinet,cabinet,"['bright room', 'bathroom drawer', 'cabinet', 'bus', 'dishwasher']",True
fingerpaint,bathroom,classroom,"['classroom', 'guest room', 'bathroom', 'shelf', 'cruet']",False
fire,basement,vault,"['chest', 'basement', 'bike', 'family room', 'vault']",False
firearm,cabinet,cabinet,"['engine', 'closet', 'bookshelf', 'parlor', 'cabinet']",True
fireplace,room,livingroom,"['bank', 'livingroom', 'room', 'keg', 'classroom']",False
fish,boat,boat,"['shelf', 'hall', 'boat', 'jacket', 'sack']",True
fitness tracker wristband,dining room,separate room,"['court', 'schoolroom', 'motel room', 'dining room', 'separate room']",False
flag,classroom,dwelling,"['dwelling', 'cellar', 'bathroom or kitchen', 'classroom', 'bathroom and kitchen']",False
flashlight,utility room,utility room,"['classroom', 'utility room', 'boot', 'stove', 'stove']",True
flat screwdriver,utility room,utility room,"['camp', 'beehive', 'utility room', 'car', 'sink']",True
floor,kitchen,bathroom drawer,"['kitchen', 'bathroom drawer', 'stove', 'wardrobe', 'bathroom drawer']",False
floorlamp,living room,living room,"['living room', 'mansion', 'desk', 'guest room', 'anor room']",True
flour,pantry,pantry,"['library', 'beehive', 'shaker', 'pantry', 'living rooms']",True
foam brick,television room,person's living room,"['pot', 'card room', 'bowl', 'television room', ""person's living room""]",False
folder,garage,loft,"['handbag', 'engine', 'purse', 'garage', 'loft']",False
fondant,bedroom,desk,"['desk', 'pitcher', 'bedroom', 'cradle', 'bicycle']",False
food,backpack,den,"['stand', 'car', 'art classroom', 'den', 'backpack']",False
foot,shoe,shoe,"['cabinet', 'pantry room', 'shoe', 'bank', 'master bedroom']",True
footstool,bathroom,room,"['room', 'jar', 'bathroom', 'icebox', 'pantry room']",False
foresail,boat,boat,"['jacket', 'dresser', 'dresser', 'anor room', 'boat']",True
fork,kitchen,kitchen,"['hive', 'sack', 'kitchen', 'tea room', 'pot']",True
form,cabinet,cabinet,"['hotel room', 'barrel', 'cabinet', 'cat', 'sink']",True
foundation,closet,cellar,"['aquarium', ""children's room"", 'pod', 'closet', 'cellar']",False
foyer,apartment,apartment,"['teapot', 'hive', ""men's restroom"", 'apartment', 'shaker']",True
frame,bed,room,"['bed', 'room', 'jacket', 'restroom', 'hall']",False
freezer,kitchen,kitchen,"['mailbox', 'restroom', 'boat', 'stove', 'kitchen']",True
fridge,kitchen,kitchen,"['kitchen', 'freezer', 'automobile', 'motorbike', 'way']",True
frosting,jar,jar,"['attic', 'storage room', 'den', 'furniture', 'jar']",True
fruit,plate,plate,"['plate', 'chamber', 'music room', 'dishwasher', 'microwave']",True
fruit snack,playroom,cabinet,"['playroom', 'cellar', 'desk', 'cabinet', 'backpack']",False
fur,cat,cat,"['bathroom drawer', 'machine', 'cat', 'loungeroom', 'head']",True
furnace,basement,basement,"['broom closet', 'basement', 'lobby', 'jacket', 'lounge']",True
furniture,loft,loft,"['camp', 'one of the classrooms', 'corridor', 'loft', 'refrigerator']",True
galley,boat,boat,"['ambulance', 'boat', 'toolbox', 'independent room', 'bag']",True
garage,house,none,"['exercise room', 'bathroom and kitchen', 'anor room', 'house', 'childs room']",False
garbage,dumpster,dumpster,"['dumpster', 'bag', 'freezer', 'living rooms', 'dormroom']",True
garbagebag,kitchen,kitchen,"['vault', 'kitchen', 'every room', 'cubicle', 'pan']",True
garbagecan,bedroom,house,"['handbag', 'bedroom', 'freezer', 'house', 'library']",False
garlic,kitchen,kitchen,"['different room', 'parlor', 'fridge', 'kitchen', 'safe']",True
garment,suitcase,suitcase,"['attic', 'basement', 'suitcase', 'purse', 'bathroom']",True
garter,drawer,drawer,"['drawer', 'board', 'room of the house', 'lounge', 'nest']",True
gas,boat,boat,"['small room', 'boat', 'cabinet', 'floor', 'aquarium']",True
gate,garden,garden,"['cup', 'bathroom cabinet', 'room of the house', 'garden', 'well']",True
gauze,cabinet,cabinet,"['pot', 'jar', 'cubicle', 'cabinet', 'camp']",True
gear,car,car,"['wallet', 'bike', 'hamper', 'car', 'chest']",True
