object,correct_location,predicted_location,location_choices,correct_prediction
coffee,pot,pot,"['cat', 'broom closet', 'pot', 'side of the room', 'bike']",True
coffee beans,exercise room,bar,"['beehive', 'exercise room', 'bar', 'ballroom', 'one of the classrooms']",False
coffee pods,closet,shelf,"['camp', 'closet', 'guest room', 'shelf', 'toaster']",False
coffeemachine,kitchen,kitchen,"['most rooms', 'pantry', 'kitchen', 'basket', 'box']",True
coffeemaker,exercise room,sofa,"['exercise room', 'pod', ""prostitute's bedroom"", 'delivery room', 'sofa']",False
coffeetable,living room,living room,"['living room', 'mansion', 'plate', 'truck', 'range']",True
coil,machine,utility room,"['washer', 'utility room', 'boot', 'machine', 'spoon']",False
coke,can,fridge,"['pot', 'fridge', 'can', 'shell', 'bag']",False
cola,fridge,fridge,"['sink', ""men's restroom"", 'fridge', 'home', 'loft']",True
collage,one of the classrooms,none,"['every bedroom', 'bank', 'cruet', 'basket', 'one of the classrooms']",False
colored wood blocks,bedroom,bookshelf,"['lamp', 'bedroom', 'boot', 'living rooms', 'bookshelf']",False
column,table,numerous modern washrooms,"['numerous modern washrooms', 'table', 'chamber', 'home', 'head']",False
comb,hive,carton,"['carton', 'kitchen', 'larder', 'hive', 'cellar']",False
comfort,bed,bed,"['range', 'bed', 'quiver', 'palace', 'class room']",True
compass,cabinet,cabinet,"['class room', 'box', 'cabinet', 'bar', 'orchestra']",True
compote,jar,jar,"['palace', 'jar', 'case', 'car', 'hamper']",True
computer,table,master bedroom,"['bathroom and kitchen', 'table', 'butt', 'master bedroom', 'dumpster']",False
condiment,closet,larder,"['attic', 'larder', 'boot', 'jar', 'closet']",False
condom,bathroom,bathroom,"['dining room', 'bathroom', 'beehive', 'table', 'basket']",True
conserve,jar,jar,"['breadbox', 'jar', 'plate', 'class room', 'study']",True
container,car,house,"['engine', 'trunk', 'house', 'car', 'art classroom']",False
contraceptive,drawer,drawer,"['drawer', 'different room', 'bag', 'den', 'separate room']",True
cookbook,shelf,shelf,"['packet', 'motorbike', 'shelf', 'bottle', 'garage']",True
cookie,oven,storage room,"['jacket', 'storage room', 'oven', 'bookshelf', 'washer']",False
cooky,container,container,"['class room', 'side of the room', 'barrel', 'container', 'backpack']",True
cooler,kitchen,kitchen,"[""cash's room"", 'wallet', 'kitchen', 'grand ballroom', 'different room']",True
copyholder,desk,desk,"['wardrobe', 'childs room', ""teenager's bedroom"", 'loft', 'desk']",True
cord,backpack,package,"['package', 'guest room', 'backpack', 'bathroom', 'one of the classrooms']",False
coronet,cabinet,cabinet,"['small room', 'tin', 'cabinet', 'bay', 'place']",True
cosmetic,drawer,drawer,"['drawer', 'boat', 'home', 'home', 'quiver']",True
couch,house,most rooms,"['basket', 'truck', 'most rooms', 'house', 'shoe']",False
countertop,bathroom,none,"['bathroom', 'wardrobe', 'loft', 'packet', 'playroom']",False
cracker,breadbox,breadbox,"['well', 'bright room', 'breadbox', 'most rooms', 'hive']",True
cracker box,closet,closet,"['bag', 'motorbike', 'pitcher', 'closet', 'music room']",True
crate,kitchen,playroom,"['tin', 'chamber', 'playroom', 'living rooms', 'kitchen']",False
crayon,utility room,utility room,"['briefcase', 'larder', 'orchestra', 'utility room', 'kitchen or bathroom']",True
creditcard,living room,briefcase,"['briefcase', 'quiver', 'living room', 'sedan', 'attic']",False
crisp,table,cabinet,"['bath', 'packet', 'parlor', 'table', 'cabinet']",False
crowbar,cabinet,cabinet,"['room', 'package', 'house', 'cabinet', 'class room']",True
cube storage box,lobby,lobby,"[' middle of the room', 'dungeon', 'kitchen or bathroom', 'freezer', 'lobby']",True
cubicle,bank,room of the house,"['bathtub', 'livin room', 'bank', 'board', 'room of the house']",False
cup,kitchen,kitchen,"['jacket', 'kitchen', 'oven', 'breadbox', 'family room']",True
cupcake,oven,room,"['dresser', 'oven', 'room', 'guest room', 'card room']",False
curtain,living room,living room,"['range', 'jacket', 'bowl', 'living room', 'laundry room']",True
cushion,closet,closet,"['briefcase', 'every room', 'closet', 'freezer', 'study']",True
custard,refrigerator,refrigerator,"[""child's bedroom"", 'bus', 'refrigerator', 'head', 'house']",True
cutlery,table,table,"['broom closet', 'hospital drug storeroom', 'table', 'locker', 'card room']",True
damper,attic,attic,"['attic', ' middle of the room', 'dimly lit room', 'microwave', 'head']",True
dashboard,car,automobile,"['automobile', 'storage room', 'larder', 'car', 'press']",False
decanter,bar,bar,"['bar', 'court', 'lobby', 'hospital drug storeroom', 'hall']",True
deck,backyard,backyard,"['one of the classrooms', 'backyard', 'suitcase', 'cabinet', 'trap']",True
design,plate,storage room,"['machine', 'hall', 'castle', 'plate', 'storage room']",False
desk,bedroom,desk,"['tin', 'desk', 'hive', 'bedroom', 'cabin']",False
desk caddy,storage room,master bedroom,"['storage room', 'bright room', 'master bedroom', 'microwave', 'sack']",False
desklamp,living room,living room,"['hospital drug storeroom', 'parlor', 'one room flat', 'living room', ""teenager's bedroom""]",True
desktop,bedroom,bedroom,"['court', 'bedroom', 'hospital drug storeroom', 'floor', 'cruet']",True
dessert,refrigerator,refrigerator,"['cubicle', 'teapot', 'refrigerator', 'hall', 'bag']",True
diaper pack,exercise room,pantry,"['exercise room', 'library', 'pantry', 'home', 'lamp']",False
diary,desk,desk,"['kitchen or bathroom', ' middle of the room', 'floor', 'desk', 'foyer']",True
dictionary,table,room of the house,"['quiver', 'room of the house', 'cruet', 'larder', 'table']",False
dietary supplement,living room,furniture,"['living room', 'bunk', 'furniture', 'packet', 'board']",False
dime,purse,purse,"['purse', 'pocket', 'bathroom', 'vault', 'box']",True
diningtable,kitchen,kitchen,"['wallet', 'laundry room', 'master bedroom', 'packet', 'kitchen']",True
dinner,table,table,"['room', 'wallet', 'television room', 'table', 'sack']",True
dish,apartment,home,"['pot', 'apartment', 'keg', 'trap', 'home']",False
dish drainer,television room,case,"['pan', 'television room', 'case', 'purse', 'bunk']",False
dishsponge,bathroom,bathroom,"['oven', 'study', 'bathroom', 'jar', 'court']",True
dishtowel,television room,sack,"['fridge', 'sack', 'family room', ""men's restroom"", 'television room']",False
dishwasher,kitchen,kitchen,"['pan', 'jar', 'kitchen', 'breadbox', 'dresser']",True
dispensing closure,bedroom,bathroom cabinet,"['bedroom', 'lamp', 'bathroom cabinet', 'guest room', 'library']",False
document,suitcase,case,"['backyard', 'suitcase', 'every bedroom', 'case', 'art classroom']",False
dog bowl,home office,den,"['den', 'microwave', 'home office', 'table', 'beehive']",False
dog chew toy,kitchen,kitchen,"['fridge', 'pot', 'kitchen', 'suitcase', 'locker']",True
dogbed,bedroom,bedroom,"['card room', 'numerous modern washrooms', 'anor room', 'delivery room', 'bedroom']",True
dollhouse toy,home office,truck,"['backpack', 'home office', 'truck', 'toolbox', 'bath']",False
donut,home office,jar,"['room of the house', 'home office', 'backpack', 'jar', 'hive']",False
door,room,room,"['room', 'quiver', 'bank', 'head', 'shoe']",True
doughnut,fridge,fridge,"['machine', 'bathroom or kitchen', 'boat', 'fridge', 'larder']",True
drawer,kitchen,kitchen,"['bicycle', 'apartment', 'bathroom and kitchen', 'kitchen', ""person's living room""]",True
dress,closet,closet,"['childs room', 'bank', 'waiting room', 'chamber', 'closet']",True
dresser,bedroom,bedroom,"[""person's living room"", 'cellar', 'bedroom', 'orchestra', 'bundle']",True
dressing,refrigerator,laundry room,"['refrigerator', 'lounge', 'safe', 'laundry room', 'aquarium']",False
drill,toolbox,toolbox,"['toolbox', 'truck', 'small room', 'case', 'hatbox']",True
drink,can,can,"['garage', 'can', 'schoolroom', 'hive', 'package']",True
drink coaster,garage,counter,"['garage', 'bookshelf', 'counter', ""teenager's bedroom"", 'shelf']",False
driveway,car,car,"['closet', 'bright room', 'car', 'packet', 'independent room']",True
drum,child's room,child's room,"['broom closet', 'hospital drug storeroom', ""child's room"", 'bathroom drawer', 'oven']",True
dryer,basement,basement,"['basement', 'bright room', 'bath', 'dresser', 'foyer']",True
duck,oven,lobby,"['sink', 'oven', 'shoe', 'lobby', 'cruet']",False
duct,attic,attic,"['attic', 'case', 'backyard', 'small room', 'bowl']",True
duct tape,childs room,ir rooms,"['childs room', ""prostitute's bedroom"", 'ir rooms', 'suitcase', 'nest']",False
dumbbell,bedroom,dormroom,"['pan', 'garbage', 'den', 'dormroom', 'bedroom']",False
dumbbell rack,television room,master bedroom,"['trunk', 'microwave', 'tank', 'master bedroom', 'television room']",False
dungeon,basement,basement,"['motorbike', 'can', 'basement', 'locker', 'mansion']",True
dustbin,kitchen,kitchen,"['garage', 'dimly lit room', 'bar', 'kitchen', 'bicycle']",True
dustpan and brush,playroom,toolbox,"['tank', 'toolbox', 'playroom', 'every bedroom', 'small room']",False
dutch oven,pantry room,pantry room,"['bathroom drawer', 'card room', 'parlor', 'pantry room', 'side of the room']",True
duvet,living room,living room,"['art classroom', 'bowl', 'living room', 'garbage', 'stand']",True
easter basket,corridor,loungeroom,"['sedan', 'wardrobe', 'corridor', 'every bedroom', 'loungeroom']",False
edible,plate,kitchen,"['kitchen', 'dormroom', 'cup', 'plate', 'furniture']",False
egg,kitchen,kitchen,"['every bedroom', 'kitchen', 'basket', 'pan', 'orchestra']",True
eggplant,oven,oven,"['chest', 'hive', 'cabin', 'oven', 'bundle']",True
electric heater,home office,basement,"['suitcase', 'handbag', 'home office', 'basement', 'machine']",False
electric toothbrush,lobby,none,"['range', 'sack', 'basement', 'class room', 'lobby']",False
electronic adapter,playroom,different room,"['backpack', 'packet', 'different room', 'playroom', ' middle of the room']",False
electronic cable,kitchen,tin,"['kitchen', 'tin', 'tin', 'mailbox', 'classroom']",False
elevator,apartment,apartment,"['room of the house', 'music room', 'loft', 'furniture', 'apartment']",True
emperor,hall,hatbox,"['closet', 'bathroom', 'hall', 'hatbox', 'basement']",False
encyclopedia,library,library,"['bottle', 'wallet', 'library', 'truck', 'cruet']",True
engraving,plate,one of the classrooms,"['one of the classrooms', 'pocket', 'deck', 'tank', 'plate']",False
envelope,desk,desk,"['chest', 'tin', 'wallet', 'desk', ' middle of the room']",True
face moisturizer,kitchen,home,"['home', 'kitchen', 'barrel', 'cradle', 'cat']",False
faucet,bathroom,bathroom,"['master bedroom', 'bathroom', 'bike', ""men's restroom"", 'pocket']",True
fiberglass,boat,boat,"['freezer', 'home office', 'laundry room', 'boat', 'tin']",True
figurine,shelf,shelf,"['nest', 'stove', 'boat', 'shelf', 'garbage']",True
file sorter,childs room,larder,"[""child's room"", 'cabin', 'counter', 'larder', 'childs room']",False
film,cabinet,cabinet,"['bright room', 'cabinet', 'bathroom drawer', 'dishwasher', 'bus']",True
fingerpaint,bathroom,shelf,"['bathroom', 'cruet', 'guest room', 'classroom', 'shelf']",False
fire,basement,none,"['vault', 'family room', 'bike', 'basement', 'chest']",False
firearm,cabinet,cabinet,"['engine', 'parlor', 'closet', 'cabinet', 'bookshelf']",True
fireplace,room,livingroom,"['keg', 'bank', 'classroom', 'room', 'livingroom']",False
fish,boat,shelf,"['boat', 'jacket', 'hall', 'shelf', 'sack']",False
fitness tracker wristband,dining room,dining room,"['separate room', 'motel room', 'dining room', 'schoolroom', 'court']",True
flag,classroom,dwelling,"['dwelling', 'bathroom and kitchen', 'cellar', 'bathroom or kitchen', 'classroom']",False
flashlight,utility room,utility room,"['stove', 'classroom', 'utility room', 'boot', 'stove']",True
flat screwdriver,utility room,utility room,"['sink', 'utility room', 'car', 'beehive', 'camp']",True
floor,kitchen,none,"['bathroom drawer', 'kitchen', 'bathroom drawer', 'wardrobe', 'stove']",False
floorlamp,living room,living room,"['mansion', 'guest room', 'desk', 'anor room', 'living room']",True
flour,pantry,pantry,"['beehive', 'living rooms', 'pantry', 'library', 'shaker']",True
foam brick,television room,person's living room,"['television room', ""person's living room"", 'card room', 'bowl', 'pot']",False
folder,garage,loft,"['purse', 'handbag', 'engine', 'loft', 'garage']",False
fondant,bedroom,desk,"['bicycle', 'cradle', 'bedroom', 'desk', 'pitcher']",False
food,backpack,den,"['den', 'art classroom', 'car', 'backpack', 'stand']",False
foot,shoe,cabinet,"['pantry room', 'master bedroom', 'bank', 'cabinet', 'shoe']",False
footstool,bathroom,room,"['pantry room', 'icebox', 'jar', 'bathroom', 'room']",False
foresail,boat,boat,"['jacket', 'anor room', 'dresser', 'dresser', 'boat']",True
fork,kitchen,kitchen,"['pot', 'sack', 'tea room', 'hive', 'kitchen']",True
form,cabinet,cabinet,"['hotel room', 'barrel', 'cat', 'cabinet', 'sink']",True
foundation,closet,cellar,"[""children's room"", 'closet', 'cellar', 'aquarium', 'pod']",False
foyer,apartment,apartment,"[""men's restroom"", 'apartment', 'hive', 'shaker', 'teapot']",True
frame,bed,room,"['room', 'jacket', 'restroom', 'bed', 'hall']",False
freezer,kitchen,kitchen,"['kitchen', 'restroom', 'boat', 'stove', 'mailbox']",True
fridge,kitchen,kitchen,"['kitchen', 'freezer', 'automobile', 'way', 'motorbike']",True
frosting,jar,jar,"['attic', 'furniture', 'den', 'storage room', 'jar']",True
fruit,plate,plate,"['microwave', 'plate', 'dishwasher', 'chamber', 'music room']",True
fruit snack,playroom,cabinet,"['backpack', 'cabinet', 'playroom', 'cellar', 'desk']",False
fur,cat,bathroom drawer,"['loungeroom', 'cat', 'machine', 'head', 'bathroom drawer']",False
furnace,basement,basement,"['jacket', 'lobby', 'lounge', 'broom closet', 'basement']",True
furniture,loft,one of the classrooms,"['camp', 'corridor', 'loft', 'one of the classrooms', 'refrigerator']",False
galley,boat,independent room,"['toolbox', 'boat', 'ambulance', 'independent room', 'bag']",False
garage,house,house,"['exercise room', 'house', 'childs room', 'bathroom and kitchen', 'anor room']",True
garbage,dumpster,dumpster,"['dumpster', 'bag', 'living rooms', 'freezer', 'dormroom']",True
garbagebag,kitchen,kitchen,"['kitchen', 'cubicle', 'every room', 'pan', 'vault']",True
garbagecan,bedroom,house,"['freezer', 'handbag', 'bedroom', 'house', 'library']",False
garlic,kitchen,kitchen,"['kitchen', 'fridge', 'different room', 'safe', 'parlor']",True
garment,suitcase,suitcase,"['purse', 'basement', 'suitcase', 'attic', 'bathroom']",True
garter,drawer,drawer,"['lounge', 'nest', 'drawer', 'board', 'room of the house']",True
gas,boat,cabinet,"['aquarium', 'cabinet', 'boat', 'small room', 'floor']",False
gate,garden,garden,"['cup', 'room of the house', 'garden', 'bathroom cabinet', 'well']",True
gauze,cabinet,cabinet,"['pot', 'jar', 'cabinet', 'camp', 'cubicle']",True
gear,car,bike,"['car', 'chest', 'bike', 'hamper', 'wallet']",False
