task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
grinding surfaces,flex,bender,dovetail plane,"['designedspade', 'bender', 'wine bottle', 'dovetail plane', 'spiral ratchet screwdriver']",False
picking-up objects,grasp,carpenter's mallet,ravehook,"['wire cutter', 'ravehook', 'gang', ""carpenter's mallet"", 'diningtable']",False
opening jars,grasp,scauper,scauper,"['hatchet', 'core drill', 'scauper', 'potato', 'bolt cutter']",True
carrying items,grasp,soldering iron,basketball,"['rock bit', 'ripping chisel', 'surgical knife', 'basketball', 'soldering iron']",False
placing objects down,grasp,sandblaster,maul,"['burr', 'saber saw', 'scriber', 'sandblaster', 'maul']",False
preparing spices,grind,pestle,pestle,"['kitchen knife', 'pestle', 'cap opener', 'laundryhamper', 'pipe cutter']",True
making coffee powder,grind,pestle,pestle,"['pincer', 'pestle', 'moldboard plow', 'signet', 'instant noodle']",True
processing grains,grind,pestle,pestle,"['cigar cutter', 'vase', 'steel wool pad', 'coffeemachine', 'pestle']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['torque wrench', 'power tool', 'burin', 'tack hammer', 'butterknife']",True
assembling furniture,hammer,triphammer,bore bit,"['corkscrew', 'triphammer', 'desk', 'pitchfork', 'bore bit']",False
removing old fixtures,hammer,scythe,chisel,"['bread knife', 'scythe', 'sponge', 'chisel', 'ram']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['firmer chisel', ""carpenter's hammer"", 'dresser', 'tissuebox', 'tennisracket']",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"[""carpenter's hammer"", 'chain wrench', 'buffer', 'statue', 'scrubbrush']",True
opening doors and cabinets,handle,two handed saw,tire iron,"['rock bit', 'hand ax', 'tire iron', 'two handed saw', 'roach clip']",False
carrying containers,handle,router,alligator wrench,"['dogbed', 'router', 'punch', 'roomdecor', 'alligator wrench']",False
using appliances,handle,drum sander,bath tub basin,"['toiletpaperhanger', 'lawn mower', 'paper box', 'bath tub basin', 'drum sander']",False
heating coffee,heat,coffee machine,coffee machine,"['bread', 'clincher', 'coffee machine', 'ripping chisel', ""carpenter's square""]",True
cooking food,heat,stoveburner,stoveburner,"['stoveburner', 'dibble', 'egg', ""plumber's snake"", 'apple']",True
reheating soup,heat,microwave,microwave,"['bread', 'watch', 'microwave', 'die', 'paper towel roll']",True
boiling water,heat,coffee machine,coffee machine,"['toiletpaperhanger', 'coffee machine', 'head gasket', 'water bottle', 'drawknife']",True
melting envelope wax,heat,coffee machine,coffee machine,"['spade', 'sidetable', 'lancet', 'shampoo', 'coffee machine']",True
melting butter,heat,toaster,toaster,"['stemmer', 'toaster', 'shear', 'hook wrench', 'palette knife']",True
carrying items,hold,clipper,food box,"['clipper', 'food box', 'icepick', ""carpenter's hammer"", 'ottoman']",False
using tools,hold,seal,breast drill,"['breast drill', 'penknife', 'box wrench', 'core drill', 'seal']",False
stabilising objects,hold,rib joint plier,rib joint plier,"['hatchel', 'rib joint plier', 'abrading stone', 'food cup', 'bolo']",True
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['coffee', 'plexor.n.wn.medicine', 'palette knife', 'hoe', 'lightbulb']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['posthole digger', 'lightbulb', 'edger', 'ripping chisel', 'winebottle']",True
decreasing darkness,illuminate,curtain,curtain,"['float', 'curtain', 'portable saw', 'bed', 'cap opener']",True
hanging poster,increase,side table,side table,"['pipe wrench', 'lawn mower', 'side table', 'curtain', 'slicer']",True
hanging painting,increase,counter top,lightswitch,"['lightswitch', 'tennis racket', 'counter top', 'bill', ""dentist's drill""]",False
cleaning shower head,increase,ottoman,butterknife,"['butterknife', 'punch', 'snip', 'food can', 'ottoman']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['arm chair', 'egg', 'reamer', 'soapbar', 'chisel']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['compass saw', 'bullnose', 'edger', 'stool', 'slip joint plier']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['spiral ratchet screwdriver', 'sofa', 'hob', 'pencil', 'pitsaw']",False
putting objects on high shelf,increase,desk,desk,"['circular saw', 'desk', 'chisel', 'kitchen knife', 'linoleum knife']",True
mounting fixtures,install,pruner,parang,"['pruner', 'basket ball', 'parang', 'book', 'moldboard plow']",False
setting up appliances,install,two handed saw,rammer,"['floorlamp', 'broad hatchet', 'two handed saw', 'cap', 'rammer']",False
assembling furniture,install,coping saw,electric hammer,"['electric hammer', 'coping saw', 'tissuebox', 'gouge', 'wine bottle']",False
moving furniture,lift,pitchfork,shelving unit,"['shelving unit', 'cd', 'pitchfork', 'laundry hamper', 'pipe wrench']",False
carrying objects,lift,hayfork,hayfork,"['camera', 'hayfork', 'designedspade', 'kettle', 'rammer']",True
accessing high shelves,lift,hayfork,hayfork,"['axe', 'towelholder', 'moldboard plow', 'hayfork', 'scissors']",True
labeling items,mark,o ring,shaping tool,"['spray bottle', 'shaping tool', 'folding saw', 'o ring', 'lightbulb']",False
measuring distances,mark,signet,hayfork,"['hayfork', 'shelvingunit', 'signet', 'sofa', 'stemmer']",False
tracking events,mark,bradawl,twist bit,"['bradawl', 'pipe wrench', 'cuttingtool', 'ball peen hammer', 'twist bit']",False
melting butter,melt,soldering iron,soldering iron,"['bull tongue', 'circular saw', 'cold chisel', 'soldering iron', 'catling']",True
removing adhesives,melt,soldering iron,soldering iron,"['dirk', 'broadax', 'bolo', 'soldering iron', 'maul']",True
defrosting frozen food,melt,soldering iron,soldering iron,"['graver', 'dresser', 'soldering iron', 'handstamp', 'abrader']",True
mixing ingredients,mix,butter knife,butter knife,"['butter knife', 'guitar pick', 'binder', 'awl', 'dresser']",True
preparing drinks,mix,spoon,fridge,"['power saw', 'scriber', 'garden trowel', 'fridge', 'spoon']",False
combining cleaning solutions,mix,pestle,hoe,"['hoe', 'water bottle', 'soapbottle', 'pestle', 'armchair']",False
using appliances,operate,floorlamp,shelving unit,"['comb', 'shelving unit', 'ram', 'head gasket', 'floorlamp']",False
controlling devices,operate,handsaw,tap wrench,"['tap wrench', 'jointer', 'stiletto', 'handsaw', 'paper cutter']",False
handling tools,operate,compass saw,ram,"['rake', 'circular plane', 'compass saw', 'ram', 'riding mower']",False
removing skin from fruits and vegetables,peel,parer,parer,"['seal', 'handstamp', 'parer', 'plate', 'towelholder']",True
creating compost,peel,dirk,folding saw,"['dirk', 'folding saw', 'drill', 'c d', 'base ball bat']",False
making garnishes,peel,linoleum knife,food bag,"['screw wrench', 'food bag', 'trowel', 'linoleum knife', 'dog bed']",False
harvesting produce,pick,garden rake,garden rake,"['moldboard plow', 'wrench', 'garden rake', 'gangsaw', 'pot']",True
sorting items,pick,bottle,notebook,"['cold chisel', 'watering can', 'coffee', 'notebook', 'bottle']",False
picking up items,pick,baseballbat,clipper,"['desklamp', 'baseballbat', 'seal', 'clipper', 'saw']",False
creating a drainage,pierce,punch,hand drill,"['hook wrench', 'hand drill', 'butcher knife', 'broad hatchet', 'punch']",False
opening packages,pierce,bradawl,spud,"['spud', 'yataghan', 'broad hatchet', 'stillson wrench', 'bradawl']",False
making a small hole,pierce,bradawl,bradawl,"['rounder', 'handtowel', 'keychain', 'bradawl', 'bulldog wrench']",True
preparing food,pierce,punch plier,tray,"['desk', 'battle ax', 'punch plier', 'tray', 'cd']",False
clearing snow,plow,lister,gangsaw,"['gangsaw', 'lister', 'beading plane', 'table knife', 'dado plane']",False
tilling soil,plow,bull tongue,bull tongue,"['folding saw', 'drill', 'openside plane', 'bull tongue', 'dining table']",True
breaking up compacted soil,plow,bull tongue,bull tongue,"['pincer', 'graver', 'can opener', 'scauper', 'bull tongue']",True
connecting appliances,plug,pneumatic drill,stillson wrench,"['stillson wrench', 'spreader', 'stemmer', 'floorlamp', 'pneumatic drill']",False
charging devices,plug,pneumatic drill,box,"['dagger', 'keychain', 'box', 'pneumatic drill', 'alarm clock']",False
plugging devices in,plug,bandsaw,light switch,"['beading plane', 'corkscrew', 'light switch', 'portable saw', 'bandsaw']",False
checking the readiness of food,poke,screwdriver,screwdriver,"['pipe cutter', 'cigar cutter', 'soapbottle', 'dogbed', 'screwdriver']",True
creating a drainage,poke,screwdriver,toilet,"['apple', 'toilet', 'air hammer', 'desktop', 'screwdriver']",False
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['chain saw', 'pitsaw', 'pitsaw', 'box wrench', 'phillips screwdriver']",True
polishing metal objects,polish,sandblaster,sandblaster,"['pitcher', 'sandblaster', 'monkey wrench', 'tap wrench', 'bolt cutter']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['abrading stone', 'glue stick', 'yataghan', 'power saw', 'shear']",True
enhancing glass surfaces,polish,flat file,flat file,"['folding saw', 'flat file', 'mug', 'dresser', 'stamp']",True
maintaining floors,polish,rasp,rake,"['upset', 'rasp', 'rake', 'jackscrew', 'flashlight']",False
pouring liquids,pour,pitcher,pitcher,"['flat tip screwdriver', 'spiral ratchet screwdriver', 'buffer', 'pitcher', 'float']",True
preparing drinks,pour,pitcher,pitcher,"['pitcher', 'punch plier', 'watering can', 'vacuum cleaner', 'phillips screwdriver']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['fore plane', 'poleax', 'jack', 'pitcher', 'poniard']",True
using appliances with a button,press,tamp,knife blade,"['tamp', 'scrub brush', 'knife blade', 'pillow', 'edger']",False
ironing clothes,press,stemmer,cloth,"['stemmer', 'toiletpaperhanger', 'cloth', 'bumper jack', 'soapbottle']",False
operating gadgets,press,tamp,cutter,"['breadknife', 'smooth plane', 'cutter', 'roomdecor', 'tamp']",False
reading a good night story,read,desktop,armchair,"['armchair', 'desktop', 'pruning knife', 'wateringcan', 'dining table']",False
reading instructions,read,cell phone,cell phone,"['rock bit', 'hedge trimmer', 'electric drill', 'cell phone', 'garden spade']",True
keeping up to date,read,laptop,laptop,"['latchstring', 'openside plane', 'laptop', 't square', 'watering can']",True
enjoying leisure time,read,desktop,food box,"['food box', 'spokeshave', 'handtowel', 'fork', 'desktop']",False
fixing broken appliances,repair,chamfer plane,tap wrench,"['rasp', 'chamfer plane', 'adz', 'palette knife', 'tap wrench']",False
patching damages furniture,repair,chain saw,hammer,"['toilet', 'center bit', 'hammer', 'toiletpaperhanger', 'chain saw']",False
maintaining plumbing,repair,buffer,fireman's ax,"[""fireman's ax"", 'buffer', 'wateringcan', 'rubber eraser', 'apple']",False
rolling out dough,roll,flashlight,slouse,"['beading plane', 'rasp', 'hedge trimmer', 'flashlight', 'slouse']",False
painting walls,roll,food jar,spray bottle,"['food jar', 'spray bottle', 'mirror', 'counter top', 'curtain']",False
cleaning surfaces,rub,table knife,none,"['kitchenknife', 'linoleum knife', 'table knife', 'pin wrench', 'chain saw']",False
polishing furniture,rub,fish knife,fish knife,"['fish knife', 'room decor', 'drilling bit', 'pruning knife', 'pot']",True
removing stains,rub,tableknife,hack,"['hack', 'food can', 'tableknife', 'electric drill', 'keyhole saw']",False
cutting wood,saw,pruning saw,pruning saw,"['socket wrench', 'hammer', 'scraper', 'creditcard', 'pruning saw']",True
trimming branches,saw,folding saw,folding saw,"['crosscut saw', 'sink', 'folding saw', 'window', 'gutter']",True
sawing flooring planks,saw,pitsaw,folding saw,"['dry battery', 'arm chair', 'folding saw', 'showerglas', 'pitsaw']",False
serving ice cream,scoop,garden trowel,bath tub basin,"['lightswitch', 'wateringcan', 'bath tub basin', 'garden trowel', 'toaster']",False
measuring ingredients,scoop,slick,scriber,"['scriber', 'hob', 'jigsaw', 'slick', 'lancet']",False
cleaning a litter box,scoop,trowel,trowel,"['spud', 'pointing trowel', 'trowel', 'sinkbasin', 'slick']",True
assembling furniture,screw,screwdriver,screwdriver,"['plastic box', 'garbage can', 'screwdriver', 'arm chair', 'secateur']",True
mounting hardware,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['chisel', 'poster', 'spiral ratchet screwdriver', 'stemmer', 'straightedge']",True
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['phillips screwdriver', 'shaver', 'guitar pick', 'drill', 'cap opener']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['tennisracket', 'spiral ratchet screwdriver', 'handtowelholder', 'book', 'coffee machine']",True
dividing food into portions,separate,broad hatchet,garden trowel,"['garden trowel', 'c d', 'basketball', 'broad hatchet', 'desklamp']",False
cutting items in halve,separate,stiletto,stiletto,"['gouge', 'stiletto', 'desk', 'eolith', 'tack hammer']",True
changing an objects shape,shape,shaping tool,shaping tool,"['scauper', 'shaping tool', 'fridge', ""bricklayer's hammer"", 'graver']",True
removing skin from meat,skin,lochaber ax,lochaber ax,"['garden spade', 'coping saw', 'c d', 'lochaber ax', 'teddybear']",True
removing the peel from fruits and vegetables,skin,adz,reamer,"['sofa', 'die', 'reamer', 'adz', 'plunger']",False
removing unhealthy plant parts,skin,kitchen knife,kitchen knife,"['bore bit', 'kitchen knife', 'pallet', 'food bag', 'saw set']",True
opening packages,slit,blade,blade,"['blade', 'hack', 'putty knife', 'star drill', 'power tool']",True
creating ventilation,slit,knife blade,electric hammer,"['trowel', 'electric hammer', 'countertop', 'barong', 'knife blade']",False
cutting open food objects,slit,blade,blade,"['broadax', 'pen', 'armchair', 'alarmclock', 'blade']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['screw wrench', 'steel wool pad', 'thinning shear', 'pot', 'lochaber ax']",True
ironing clothes,smoothen,abrading stone,twist bit,"['twist bit', 'wood chisel', 'coal shovel', 'abrading stone', 'dogbed']",False
