task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
cleaning spilled milk,dispose,sink basin,sink basin,"['curtain', 'round file', 'sink basin', 'compass saw', 'wateringcan']",True
throwing away used soap bottle,dispose,sink basin,sink basin,"['square', 'steak knife', 'mallet', 'houseplant', 'sink basin']",True
throwing away toilet paper,dispose,garbage can,garbage can,"['backsaw', 'bur', 'pitcher', 'garbage can', 'awl']",True
hanging items on a wall,drill,drill,drill,"['tap wrench', 'drill', 'toothbrush', 'spatula', 'scauper']",True
assembling furniture,drill,star drill,chamfer bit,"['cellphone', 'garden spade', 'chamfer bit', 'bandsaw', 'star drill']",False
installing fixtures,drill,router,router,"['plexor.n.wn.medicine', 'router', 'scrub plane', 'compass saw', 'candle']",True
drying washed dishes,dry,hand towel,hand towel,"['hunting knife', 'power mower', 'lettuce', 'cross bit', 'hand towel']",True
hanging cleaned laundry,dry,hand towel,hand towel,"['saw set', 'screwdriver', 'catling', 'gutter', 'hand towel']",True
drying up spilled liquids,dry,kleenex,kleenex,"['moldboard plow', 'pruner', 'kleenex', 'tennisracket', 'butter knife']",True
having a meal,eat,salt,salt,"['salt', 'alligator wrench', 'router', 'laptop', 'combination plane']",True
preparing food,eat,potato,potato,"['potato', 'dumbbell', 'nailfile', 'creditcard', 'crank']",True
being cooked,eat,bread,bread,"['footstool', 'razor', 'hand mower', 'bread', 'edge tool']",True
personalising items,engrave,scauper,rasp,"['rasp', 'awl', 'jointer', 'scauper', 'bit']",False
creating decorative art,engrave,graver,graver,"['slick', 'laundryhamper', 'graver', 'wine bottle', 'ax']",True
labelling belongings,engrave,scauper,drilling bit,"['spraybottle', 'drilling bit', 'scauper', 'pestle', 'houseplant']",False
watching a movie,entertain,cell phone,cell phone,"['room decor', 'camera', 'clasp knife', 'cell phone', 'kirpan']",True
listening to a song,entertain,cell phone,cell phone,"['clincher', 'fore plane', 'pillow', 'cell phone', 'screw key']",True
surfing the internet,entertain,c d,coffee table,"['c d', 'dogbed', 'aluminum foil', 'cigar cutter', 'coffee table']",False
playing active games,exercise,basket ball,basket ball,"['bread', 'twist bit', 'pin wrench', 'basket ball', 'shovel']",True
exercising,exercise,tennis racket,television,"['adz', 'television', 'safe', 'tennis racket', 'peppershaker']",False
cleaning as a home workout,exercise,basket ball,scrub brush,"['basket ball', ""dentist's drill"", 'scrub brush', 'clincher', 'box']",False
organizing documents,file,taper file,taper file,"['safe', 'taper file', 'spray bottle', 'coffee mug', 'hunting knife']",True
cleaning fingernails,file,blunt file,blunt file,"['winebottle', 'blunt file', 'power saw', 'bur', 'hack']",True
smoothing surfaces,file,taper file,taper file,"['food jar', 'base ball bat', 'taper file', 'broadax', 'lawn mower']",True
repairing appliances,fix,crampon,o ring,"['crampon', 'bore bit', 'rounder', 'o ring', 'openside plane']",False
mending clothes,fix,razor,lancet,"['razor', 'lancet', 'counterbore', 'fork', 'pruner']",False
patching walls,fix,stamp,buffer,"['buffer', 'bumper jack', 'ripsaw', 'room decor', 'stamp']",False
adjusting cables,flex,bender,bender,"['window', 'crosscut saw', 'crown saw', 'coffee mug', 'bender']",True
bending pipes,flex,bender,bender,"['glass cutter', 'toothpaste', 'tile cutter', 'bender', 'bodkin']",True
grinding surfaces,flex,bender,dovetail plane,"['spiral ratchet screwdriver', 'dovetail plane', 'bender', 'wine bottle', 'designedspade']",False
picking-up objects,grasp,carpenter's mallet,ravehook,"['diningtable', 'gang', ""carpenter's mallet"", 'ravehook', 'wire cutter']",False
opening jars,grasp,scauper,potato,"['potato', 'bolt cutter', 'hatchet', 'core drill', 'scauper']",False
carrying items,grasp,soldering iron,basketball,"['basketball', 'ripping chisel', 'surgical knife', 'soldering iron', 'rock bit']",False
placing objects down,grasp,sandblaster,maul,"['burr', 'saber saw', 'scriber', 'maul', 'sandblaster']",False
preparing spices,grind,pestle,pestle,"['pestle', 'kitchen knife', 'laundryhamper', 'pipe cutter', 'cap opener']",True
making coffee powder,grind,pestle,pestle,"['signet', 'instant noodle', 'pestle', 'moldboard plow', 'pincer']",True
processing grains,grind,pestle,pestle,"['vase', 'pestle', 'coffeemachine', 'cigar cutter', 'steel wool pad']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['butterknife', 'tack hammer', 'power tool', 'torque wrench', 'burin']",True
assembling furniture,hammer,triphammer,bore bit,"['pitchfork', 'bore bit', 'corkscrew', 'desk', 'triphammer']",False
removing old fixtures,hammer,scythe,chisel,"['sponge', 'ram', 'chisel', 'bread knife', 'scythe']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['tennisracket', 'tissuebox', 'dresser', ""carpenter's hammer"", 'firmer chisel']",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"['chain wrench', 'buffer', 'statue', ""carpenter's hammer"", 'scrubbrush']",True
opening doors and cabinets,handle,two handed saw,tire iron,"['rock bit', 'two handed saw', 'tire iron', 'hand ax', 'roach clip']",False
carrying containers,handle,router,router,"['punch', 'roomdecor', 'dogbed', 'router', 'alligator wrench']",True
using appliances,handle,drum sander,bath tub basin,"['bath tub basin', 'toiletpaperhanger', 'drum sander', 'paper box', 'lawn mower']",False
heating coffee,heat,coffee machine,coffee machine,"['clincher', 'coffee machine', 'bread', ""carpenter's square"", 'ripping chisel']",True
cooking food,heat,stoveburner,stoveburner,"['egg', 'stoveburner', 'apple', 'dibble', ""plumber's snake""]",True
reheating soup,heat,microwave,microwave,"['watch', 'paper towel roll', 'die', 'bread', 'microwave']",True
boiling water,heat,coffee machine,coffee machine,"['head gasket', 'drawknife', 'water bottle', 'coffee machine', 'toiletpaperhanger']",True
melting envelope wax,heat,coffee machine,lancet,"['coffee machine', 'lancet', 'sidetable', 'shampoo', 'spade']",False
melting butter,heat,toaster,toaster,"['palette knife', 'hook wrench', 'shear', 'toaster', 'stemmer']",True
carrying items,hold,clipper,ottoman,"['clipper', 'food box', ""carpenter's hammer"", 'ottoman', 'icepick']",False
using tools,hold,seal,penknife,"['core drill', 'penknife', 'breast drill', 'box wrench', 'seal']",False
stabilising objects,hold,rib joint plier,rib joint plier,"['rib joint plier', 'abrading stone', 'food cup', 'bolo', 'hatchel']",True
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['lightbulb', 'palette knife', 'plexor.n.wn.medicine', 'coffee', 'hoe']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['edger', 'ripping chisel', 'lightbulb', 'winebottle', 'posthole digger']",True
decreasing darkness,illuminate,curtain,curtain,"['cap opener', 'float', 'curtain', 'bed', 'portable saw']",True
hanging poster,increase,side table,side table,"['curtain', 'side table', 'slicer', 'lawn mower', 'pipe wrench']",True
hanging painting,increase,counter top,bill,"['tennis racket', 'lightswitch', ""dentist's drill"", 'bill', 'counter top']",False
cleaning shower head,increase,ottoman,butterknife,"['food can', 'punch', 'snip', 'ottoman', 'butterknife']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['arm chair', 'chisel', 'soapbar', 'reamer', 'egg']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['stool', 'edger', 'bullnose', 'compass saw', 'slip joint plier']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['pencil', 'pitsaw', 'spiral ratchet screwdriver', 'sofa', 'hob']",False
putting objects on high shelf,increase,desk,desk,"['chisel', 'desk', 'kitchen knife', 'linoleum knife', 'circular saw']",True
mounting fixtures,install,pruner,book,"['pruner', 'parang', 'moldboard plow', 'book', 'basket ball']",False
setting up appliances,install,two handed saw,floorlamp,"['cap', 'two handed saw', 'floorlamp', 'rammer', 'broad hatchet']",False
assembling furniture,install,coping saw,electric hammer,"['wine bottle', 'coping saw', 'electric hammer', 'gouge', 'tissuebox']",False
moving furniture,lift,pitchfork,shelving unit,"['cd', 'laundry hamper', 'shelving unit', 'pipe wrench', 'pitchfork']",False
carrying objects,lift,hayfork,rammer,"['rammer', 'kettle', 'designedspade', 'hayfork', 'camera']",False
accessing high shelves,lift,hayfork,towelholder,"['moldboard plow', 'hayfork', 'scissors', 'towelholder', 'axe']",False
labeling items,mark,o ring,shaping tool,"['shaping tool', 'spray bottle', 'lightbulb', 'o ring', 'folding saw']",False
measuring distances,mark,signet,signet,"['signet', 'sofa', 'stemmer', 'hayfork', 'shelvingunit']",True
tracking events,mark,bradawl,bradawl,"['ball peen hammer', 'pipe wrench', 'twist bit', 'bradawl', 'cuttingtool']",True
melting butter,melt,soldering iron,soldering iron,"['catling', 'bull tongue', 'circular saw', 'cold chisel', 'soldering iron']",True
removing adhesives,melt,soldering iron,bolo,"['maul', 'bolo', 'dirk', 'soldering iron', 'broadax']",False
defrosting frozen food,melt,soldering iron,dresser,"['dresser', 'graver', 'abrader', 'soldering iron', 'handstamp']",False
mixing ingredients,mix,butter knife,butter knife,"['binder', 'dresser', 'awl', 'guitar pick', 'butter knife']",True
preparing drinks,mix,spoon,fridge,"['fridge', 'spoon', 'power saw', 'scriber', 'garden trowel']",False
combining cleaning solutions,mix,pestle,soapbottle,"['soapbottle', 'water bottle', 'pestle', 'hoe', 'armchair']",False
using appliances,operate,floorlamp,shelving unit,"['comb', 'floorlamp', 'head gasket', 'ram', 'shelving unit']",False
controlling devices,operate,handsaw,none,"['handsaw', 'jointer', 'tap wrench', 'paper cutter', 'stiletto']",False
handling tools,operate,compass saw,compass saw,"['compass saw', 'ram', 'riding mower', 'rake', 'circular plane']",True
removing skin from fruits and vegetables,peel,parer,parer,"['towelholder', 'handstamp', 'seal', 'parer', 'plate']",True
creating compost,peel,dirk,folding saw,"['base ball bat', 'c d', 'folding saw', 'dirk', 'drill']",False
making garnishes,peel,linoleum knife,food bag,"['food bag', 'dog bed', 'screw wrench', 'linoleum knife', 'trowel']",False
harvesting produce,pick,garden rake,garden rake,"['gangsaw', 'garden rake', 'pot', 'wrench', 'moldboard plow']",True
sorting items,pick,bottle,notebook,"['watering can', 'notebook', 'coffee', 'cold chisel', 'bottle']",False
picking up items,pick,baseballbat,clipper,"['seal', 'clipper', 'desklamp', 'saw', 'baseballbat']",False
creating a drainage,pierce,punch,hand drill,"['butcher knife', 'hand drill', 'broad hatchet', 'punch', 'hook wrench']",False
opening packages,pierce,bradawl,spud,"['broad hatchet', 'yataghan', 'stillson wrench', 'spud', 'bradawl']",False
making a small hole,pierce,bradawl,bradawl,"['handtowel', 'bradawl', 'keychain', 'bulldog wrench', 'rounder']",True
preparing food,pierce,punch plier,tray,"['desk', 'punch plier', 'battle ax', 'tray', 'cd']",False
clearing snow,plow,lister,lister,"['lister', 'table knife', 'gangsaw', 'dado plane', 'beading plane']",True
tilling soil,plow,bull tongue,bull tongue,"['openside plane', 'drill', 'dining table', 'bull tongue', 'folding saw']",True
breaking up compacted soil,plow,bull tongue,graver,"['graver', 'can opener', 'scauper', 'bull tongue', 'pincer']",False
connecting appliances,plug,pneumatic drill,stillson wrench,"['spreader', 'stemmer', 'pneumatic drill', 'floorlamp', 'stillson wrench']",False
charging devices,plug,pneumatic drill,box,"['alarm clock', 'box', 'keychain', 'dagger', 'pneumatic drill']",False
plugging devices in,plug,bandsaw,light switch,"['beading plane', 'bandsaw', 'portable saw', 'corkscrew', 'light switch']",False
checking the readiness of food,poke,screwdriver,screwdriver,"['dogbed', 'screwdriver', 'pipe cutter', 'soapbottle', 'cigar cutter']",True
creating a drainage,poke,screwdriver,screwdriver,"['desktop', 'toilet', 'screwdriver', 'apple', 'air hammer']",True
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['pitsaw', 'pitsaw', 'phillips screwdriver', 'box wrench', 'chain saw']",True
polishing metal objects,polish,sandblaster,sandblaster,"['bolt cutter', 'tap wrench', 'pitcher', 'sandblaster', 'monkey wrench']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['power saw', 'abrading stone', 'glue stick', 'yataghan', 'shear']",True
enhancing glass surfaces,polish,flat file,flat file,"['stamp', 'folding saw', 'flat file', 'mug', 'dresser']",True
maintaining floors,polish,rasp,rake,"['rasp', 'jackscrew', 'flashlight', 'rake', 'upset']",False
pouring liquids,pour,pitcher,pitcher,"['pitcher', 'flat tip screwdriver', 'spiral ratchet screwdriver', 'float', 'buffer']",True
preparing drinks,pour,pitcher,pitcher,"['pitcher', 'punch plier', 'vacuum cleaner', 'phillips screwdriver', 'watering can']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['fore plane', 'jack', 'pitcher', 'poniard', 'poleax']",True
using appliances with a button,press,tamp,tamp,"['tamp', 'scrub brush', 'knife blade', 'edger', 'pillow']",True
ironing clothes,press,stemmer,stemmer,"['soapbottle', 'cloth', 'stemmer', 'bumper jack', 'toiletpaperhanger']",True
operating gadgets,press,tamp,cutter,"['roomdecor', 'breadknife', 'smooth plane', 'cutter', 'tamp']",False
reading a good night story,read,desktop,armchair,"['armchair', 'desktop', 'pruning knife', 'wateringcan', 'dining table']",False
reading instructions,read,cell phone,cell phone,"['hedge trimmer', 'cell phone', 'garden spade', 'electric drill', 'rock bit']",True
keeping up to date,read,laptop,laptop,"['latchstring', 'watering can', 'laptop', 'openside plane', 't square']",True
enjoying leisure time,read,desktop,desktop,"['handtowel', 'spokeshave', 'food box', 'desktop', 'fork']",True
fixing broken appliances,repair,chamfer plane,tap wrench,"['rasp', 'palette knife', 'tap wrench', 'chamfer plane', 'adz']",False
patching damages furniture,repair,chain saw,hammer,"['toilet', 'hammer', 'chain saw', 'center bit', 'toiletpaperhanger']",False
maintaining plumbing,repair,buffer,buffer,"[""fireman's ax"", 'apple', 'rubber eraser', 'buffer', 'wateringcan']",True
rolling out dough,roll,flashlight,slouse,"['flashlight', 'slouse', 'hedge trimmer', 'rasp', 'beading plane']",False
painting walls,roll,food jar,spray bottle,"['spray bottle', 'mirror', 'curtain', 'counter top', 'food jar']",False
cleaning surfaces,rub,table knife,linoleum knife,"['linoleum knife', 'pin wrench', 'table knife', 'kitchenknife', 'chain saw']",False
polishing furniture,rub,fish knife,room decor,"['pruning knife', 'pot', 'fish knife', 'drilling bit', 'room decor']",False
removing stains,rub,tableknife,tableknife,"['food can', 'hack', 'tableknife', 'electric drill', 'keyhole saw']",True
cutting wood,saw,pruning saw,pruning saw,"['socket wrench', 'pruning saw', 'hammer', 'scraper', 'creditcard']",True
trimming branches,saw,folding saw,folding saw,"['gutter', 'crosscut saw', 'sink', 'window', 'folding saw']",True
sawing flooring planks,saw,pitsaw,folding saw,"['arm chair', 'pitsaw', 'dry battery', 'showerglas', 'folding saw']",False
serving ice cream,scoop,garden trowel,bath tub basin,"['garden trowel', 'bath tub basin', 'toaster', 'wateringcan', 'lightswitch']",False
measuring ingredients,scoop,slick,scriber,"['scriber', 'slick', 'hob', 'jigsaw', 'lancet']",False
cleaning a litter box,scoop,trowel,trowel,"['slick', 'spud', 'sinkbasin', 'trowel', 'pointing trowel']",True
assembling furniture,screw,screwdriver,screwdriver,"['plastic box', 'screwdriver', 'garbage can', 'secateur', 'arm chair']",True
mounting hardware,screw,spiral ratchet screwdriver,chisel,"['poster', 'chisel', 'straightedge', 'stemmer', 'spiral ratchet screwdriver']",False
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['drill', 'phillips screwdriver', 'guitar pick', 'cap opener', 'shaver']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['spiral ratchet screwdriver', 'book', 'coffee machine', 'handtowelholder', 'tennisracket']",True
dividing food into portions,separate,broad hatchet,c d,"['c d', 'basketball', 'broad hatchet', 'desklamp', 'garden trowel']",False
cutting items in halve,separate,stiletto,gouge,"['stiletto', 'desk', 'tack hammer', 'gouge', 'eolith']",False
changing an objects shape,shape,shaping tool,shaping tool,"['fridge', 'scauper', 'shaping tool', 'graver', ""bricklayer's hammer""]",True
removing skin from meat,skin,lochaber ax,lochaber ax,"['teddybear', 'coping saw', 'garden spade', 'lochaber ax', 'c d']",True
removing the peel from fruits and vegetables,skin,adz,reamer,"['reamer', 'sofa', 'plunger', 'die', 'adz']",False
removing unhealthy plant parts,skin,kitchen knife,kitchen knife,"['pallet', 'food bag', 'saw set', 'kitchen knife', 'bore bit']",True
opening packages,slit,blade,blade,"['star drill', 'putty knife', 'blade', 'power tool', 'hack']",True
creating ventilation,slit,knife blade,trowel,"['barong', 'countertop', 'electric hammer', 'trowel', 'knife blade']",False
cutting open food objects,slit,blade,blade,"['alarmclock', 'pen', 'broadax', 'blade', 'armchair']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['lochaber ax', 'pot', 'screw wrench', 'steel wool pad', 'thinning shear']",True
ironing clothes,smoothen,abrading stone,none,"['coal shovel', 'twist bit', 'wood chisel', 'abrading stone', 'dogbed']",False
polishing furniture,smoothen,abrader,abrader,"['book', 'chain tong', 'bur', 'abrader', 'blunt file']",True
