task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
preparing food,break,jigsaw,steak knife,"['steel wool pad', 'soap bar', 'lightbulb', 'steak knife', 'jigsaw']",False
opening packaging,break,folding saw,folding saw,"['abrading stone', 'folding saw', 'bender', 'shovel', 'bulldog wrench']",True
breaking apart food items,break,bottle,hand ax,"['hand ax', 'o ring', 'cigar cutter', 'bottle', 'potato']",False
serving food,carry,vase,shaping tool,"['vase', 'water bottle', 'egg', 'shaping tool', 'window']",False
transporting liquids,carry,mug,mug,"['straight flute', 'fridge', 'spud', 'bread knife', 'mug']",True
serving a dish,carry,watering can,opener,"['try square', 'watering can', 'opener', 'combination plane', 'catling']",False
watering plants,carry,plate,tap,"['dibble', 'tap', 'spiral ratchet screwdriver', 'try square', 'plate']",False
decorating pumpkins,carve,yataghan,yataghan,"['bathtubbasin', 'yataghan', 'sawmill', 'taper file', 'plastic box']",True
preparing meat,carve,tableknife,grapnel,"['wire cutter', 'tableknife', 'showerdoor', 'shaver', 'grapnel']",False
crafting with wood,carve,barong,gouge,"['gouge', 'room decor', 'salt', 'bullnose', 'barong']",False
replacing light bulbs,change,signet,clincher,"['pitchfork', 'signet', 'pruning saw', 'portable saw', 'clincher']",False
changing bed sheets,change,ram,drawer,"['toothpick', 'drawer', 'ram', 'razor', 'crosscut saw']",False
swapping out filters,change,rock bit,rat tail file,"['plexor.n.wn.medicine', 'stool', 'broadax', 'rock bit', 'rat tail file']",False
preparing cooking ingredients,chop,half hatchet,butcher knife,"['pruning shear', 'half hatchet', 'steel wool pad', 'bread', 'butcher knife']",False
cutting meat,chop,claw hatchet,barong,"['barong', 'lightbulb', 'blind', 'claw hatchet', 'rounder']",False
making firewood,chop,fireman's ax,fireman's ax,"['chisel', 'case knife', 'coffeetable', ""fireman's ax"", 'bread knife']",True
washing dishes,clean,vaccum cleaner,none,"['brick trowel', 'potato', 'common ax', 'dovetail plane', 'vaccum cleaner']",False
throwing away uneaten food,clean,tableknife,tableknife,"['coffeetable', 'pruning knife', 'tableknife', 'trench knife', 'eolith']",True
cleaning spilled milk,clean,jigsaw,ladle,"['jigsaw', 'lancet', 'battering ram', 'grapnel', 'ladle']",False
cleaning the mirror,clean,vaccum cleaner,razor,"['vaccum cleaner', 'razor', 'bodkin', 'desk lamp', 'square']",False
cleaning the fridge,clean,saber saw,spray bottle,"['oven', 'saber saw', 'spray bottle', 'spade bit', 'showerhead']",False
cleaning the blinds,clean,bandsaw,plunger,"['bandsaw', 'plunger', 'floorlamp', 'lancet', 'drilling bit']",False
cleaning the shower head,clean,towel,towel,"['towel', 'head gasket', 'binder', 'vaccum cleaner', 'camera']",True
dusting the statue,clean,power tool,toilet paper,"['alarm clock', 'toilet paper', 'chair', 'food cup', 'power tool']",False
cleaning the toilet,clean,portable saw,spray bottle,"['portable saw', 'drilling bit', 'floor', 'plexor.n.wn.medicine', 'spray bottle']",False
cleaning the floor,clean,power saw,ottoman,"['power saw', 'bowie knife', 'basket ball', 'square', 'ottoman']",False
washing your face,clean,electric hammer,floor lamp,"['electric hammer', 'ice ax', 'bolt cutter', 'pruning saw', 'floor lamp']",False
watching a movie,comfort,chair,chair,"['hook wrench', 'chair', 'electric drill', 'desk', 'towelholder']",True
setting up bedding,comfort,ottoman,ottoman,"['to go cup', 'tabletopdecor', 'ottoman', 'sponge', 'hedge trimmer']",True
choosing a comfortable seat,comfort,ottoman,ottoman,"['buffer', 'scrub brush', 'power mower', 'ottoman', 'garden spade']",True
storing clothes,compress,stemmer,phillips screwdriver,"['steel wool pad', 'o ring', 'nailfile', 'stemmer', 'phillips screwdriver']",False
reducing space in bin,compress,stemmer,bucksaw,"['remote control', 'desktop', 'stemmer', 'comb', 'bucksaw']",False
preparing food,compress,stemmer,stemmer,"['stemmer', 'bread', 'rammer', 'burin', 'handsaw']",True
storing food,contain,fish knife,microwave,"['switchblade', 'fish knife', 'steel wool pad', 'microwave', 'poniard']",False
measuring liquids,contain,butter knife,cell phone,"['wrench', 'cell phone', 'weeder', 'butter knife', 'pitchfork']",False
managing waste,contain,tray,tray,"['scraper', 'baseballbat', 'slick', 'tray', 'arm chair']",True
being filled with a liquid,contain,table knife,table knife,"['cigar cutter', 'flat file', 'lochaber ax', 'crosscut saw', 'table knife']",True
adjusting device settings,control,handsaw,pot,"['common ax', 'tennis racket', 'handsaw', 'pointing trowel', 'pot']",False
managing lighting,control,electric hammer,electric hammer,"['electric hammer', 'plane', 'pick', 'buffer', 'machete']",True
operating appliances,control,compass saw,bender,"['toiletpaperhanger', 'bender', 'dagger', 'compass saw', 'toilet paper']",False
keeping food from going bad,cool,drum sander,microwave,"['drum sander', 'scythe', 'scraper', 'side table', 'microwave']",False
freezing food,cool,drum sander,seal,"['seal', 'rounder', 'garden spade', 'drum sander', 'bathtub']",False
making ice,cool,drum sander,counter top,"['battering ram', ""croupier's rake"", 'drum sander', 'abrader', 'counter top']",False
creating frost patterns as decoration,cool,drum sander,bill,"['set square', 'drum sander', 'bill', 'hammer', 'triphammer']",False
protecting food,cover,drum sander,gasket,"['keyboard', 'drum sander', 'buffer', 'laundry hamper', 'gasket']",False
shielding surfaces,cover,drum sander,power tool,"['star drill', 'drum sander', 'power tool', 'auger', 'set square']",False
securing items,cover,drum sander,die,"['drum sander', 'buffer', 'snuffer', 'die', 'buffer']",False
opening a nut,crack,stiletto,compass saw,"['to go cup', 'stiletto', 'food cup', 'toothpaste', 'compass saw']",False
breaking an egg,crack,bowie knife,bowie knife,"['tamp', 'plane', 'bowie knife', 'icepick', 'dogbed']",True
opening packages,crack,parer,parer,"['parer', 'slip joint plier', 'gutter', 'handtowelholder', 'glue stick']",True
baking pastries,crumble,battering ram,razorblade,"['mallet', 'slick', 'razorblade', 'battering ram', ""fireman's ax""]",False
preparing toppings,crumble,battering ram,handtowelholder,"['sponge', 'c d', 'battering ram', 'ripping chisel', 'handtowelholder']",False
making breadcrumbs,crumble,battering ram,stiletto,"['dumbbell', 'adz', 'battering ram', 'tack hammer', 'stiletto']",False
preparing snacks,crunch,pestle,pestle,"['pestle', 'cigar cutter', 'flat file', 'hayfork', 'egg']",True
making toppings,crunch,pestle,bowie knife,"['battle ax', 'pestle', 'saw set', 'garden trowel', 'bowie knife']",False
crushing ice,crunch,pestle,pestle,"['pestle', 'bender', 'common ax', 'gang', 'bolt cutter']",True
making ice cubes,cube,steak knife,wine bottle,"['drawknife', 'wine bottle', 'bolo', 'steak knife', 'locking plier']",False
preparing fruits and vegetables,cube,table knife,table knife,"['remotecontrol', 'lightswitch', 'handtowel', 'allen wrench', 'table knife']",True
preparing meats,cube,scalpel,scalpel,"['keyhole saw', 'cap opener', ""plumber's snake"", 'posthole digger', 'scalpel']",True
preparing a sliced apple,cut,compass saw,compass saw,"['tap', 'compass saw', 'dogbed', 'basketball', 'dogbed']",True
cutting an apple,cut,switchblade,switchblade,"['ottoman', 'switchblade', 'hatchel', 'electric hammer', 'steel wool pad']",True
opening an envelope,cut,blade,blade,"['bottle opener', 'keychain', 'cup', 'blade', 'diningtable']",True
applying butter,cut,twist bit,surgical knife,"['bolt cutter', ""fireman's ax"", 'twist bit', 'shelvingunit', 'surgical knife']",False
serving cake,cut,cutter,kitchen knife,"['kitchen knife', 'cellphone', 'cutter', 'locking plier', 'candle']",False
decorating table,decorate,curtain,curtain,"['showerglas', 'tap wrench', 'curtain', 'spoon', 'bender']",True
decorating bed,decorate,room decor,room decor,"['razorblade', ""carpenter's square"", 'room decor', 'dry battery', 'sparkplug wrench']",True
decorating wall,decorate,teddy bear,pointing trowel,"['scoop', 'cap opener', 'wood chisel', 'teddy bear', 'pointing trowel']",False
decorating lobby,decorate,statue,statue,"['dovetail plane', 'pen', 'coping saw', 'statue', 'butterknife']",True
increasing beauty of the room,decorate,poster,poster,"['poster', 'spiral ratchet screwdriver', 'plow', 'crown saw', 'pitcher']",True
preparing vegetables,dice,dirk,dirk,"['compass saw', 'razor', 'dining table', 'spraybottle', 'dirk']",True
creating garnishes,dice,steak knife,steak knife,"['coffee', 'steak knife', ""carpenter's square"", 'faucet', 'rubber eraser']",True
making salsa,dice,machete,knife,"['knife', 'lug wrench', 'bandsaw', 'kitchenknife', 'machete']",False
measuring ingredients,dice,dagger,metal box,"['dagger', 'metal box', 'parang', 'pipe cutter', 'graver']",False
gardening,dig,ditch spade,ditch spade,"['kitchenknife', 'pot', 'power drill', 'floor', 'ditch spade']",True
preparing soil,dig,garden spade,garden spade,"['latchstring', 'binder', 'desklamp', 'scauper', 'garden spade']",True
finding buried treasures,dig,shovel,shovel,"['chain saw', 'file', 'shovel', 'bumper jack', 'pitcher']",True
showcasing decorations,display,calculator,roach clip,"['power tool', 'parang', 'set square', 'roach clip', 'calculator']",False
organizing collectibles,display,cell phone,cell phone,"['circular saw', 'ax', 'faucet', 'cell phone', 'houseplant']",True
presenting information,display,calculator,calculator,"['linoleum knife', 'knife blade', 'flat tip screwdriver', 'calculator', 'toaster']",True
throwing away uneaten food,dispose,sink basin,sink basin,"['cutting implement', 'sink basin', 'safe', 'case knife', 'plate']",True
cleaning spilled milk,dispose,sink basin,sink basin,"['wateringcan', 'curtain', 'compass saw', 'round file', 'sink basin']",True
throwing away used soap bottle,dispose,sink basin,sink basin,"['sink basin', 'mallet', 'square', 'houseplant', 'steak knife']",True
throwing away toilet paper,dispose,garbage can,garbage can,"['awl', 'pitcher', 'bur', 'garbage can', 'backsaw']",True
hanging items on a wall,drill,drill,drill,"['drill', 'spatula', 'tap wrench', 'toothbrush', 'scauper']",True
assembling furniture,drill,star drill,star drill,"['bandsaw', 'garden spade', 'star drill', 'cellphone', 'chamfer bit']",True
installing fixtures,drill,router,router,"['router', 'compass saw', 'candle', 'scrub plane', 'plexor.n.wn.medicine']",True
drying washed dishes,dry,hand towel,hand towel,"['hand towel', 'lettuce', 'power mower', 'hunting knife', 'cross bit']",True
hanging cleaned laundry,dry,hand towel,screwdriver,"['gutter', 'hand towel', 'catling', 'saw set', 'screwdriver']",False
drying up spilled liquids,dry,kleenex,kleenex,"['moldboard plow', 'kleenex', 'butter knife', 'tennisracket', 'pruner']",True
having a meal,eat,salt,salt,"['salt', 'laptop', 'alligator wrench', 'router', 'combination plane']",True
preparing food,eat,potato,potato,"['creditcard', 'potato', 'nailfile', 'crank', 'dumbbell']",True
being cooked,eat,bread,bread,"['razor', 'footstool', 'hand mower', 'edge tool', 'bread']",True
personalising items,engrave,scauper,scauper,"['awl', 'bit', 'rasp', 'jointer', 'scauper']",True
creating decorative art,engrave,graver,graver,"['wine bottle', 'ax', 'slick', 'graver', 'laundryhamper']",True
labelling belongings,engrave,scauper,drilling bit,"['scauper', 'pestle', 'spraybottle', 'houseplant', 'drilling bit']",False
watching a movie,entertain,cell phone,cell phone,"['clasp knife', 'cell phone', 'camera', 'kirpan', 'room decor']",True
listening to a song,entertain,cell phone,cell phone,"['clincher', 'fore plane', 'screw key', 'pillow', 'cell phone']",True
surfing the internet,entertain,c d,coffee table,"['dogbed', 'cigar cutter', 'aluminum foil', 'c d', 'coffee table']",False
playing active games,exercise,basket ball,basket ball,"['twist bit', 'bread', 'shovel', 'basket ball', 'pin wrench']",True
exercising,exercise,tennis racket,tennis racket,"['television', 'tennis racket', 'adz', 'peppershaker', 'safe']",True
cleaning as a home workout,exercise,basket ball,scrub brush,"['clincher', 'basket ball', 'scrub brush', 'box', ""dentist's drill""]",False
organizing documents,file,taper file,safe,"['taper file', 'hunting knife', 'spray bottle', 'coffee mug', 'safe']",False
cleaning fingernails,file,blunt file,blunt file,"['bur', 'blunt file', 'hack', 'winebottle', 'power saw']",True
smoothing surfaces,file,taper file,taper file,"['taper file', 'lawn mower', 'food jar', 'base ball bat', 'broadax']",True
repairing appliances,fix,crampon,o ring,"['rounder', 'o ring', 'bore bit', 'crampon', 'openside plane']",False
mending clothes,fix,razor,lancet,"['fork', 'counterbore', 'pruner', 'razor', 'lancet']",False
patching walls,fix,stamp,ripsaw,"['stamp', 'ripsaw', 'buffer', 'room decor', 'bumper jack']",False
adjusting cables,flex,bender,bender,"['coffee mug', 'crosscut saw', 'window', 'bender', 'crown saw']",True
bending pipes,flex,bender,bender,"['bender', 'toothpaste', 'glass cutter', 'tile cutter', 'bodkin']",True
grinding surfaces,flex,bender,dovetail plane,"['bender', 'dovetail plane', 'spiral ratchet screwdriver', 'designedspade', 'wine bottle']",False
picking-up objects,grasp,carpenter's mallet,ravehook,"['gang', 'wire cutter', 'diningtable', 'ravehook', ""carpenter's mallet""]",False
opening jars,grasp,scauper,hatchet,"['potato', 'hatchet', 'bolt cutter', 'scauper', 'core drill']",False
carrying items,grasp,soldering iron,basketball,"['rock bit', 'basketball', 'ripping chisel', 'surgical knife', 'soldering iron']",False
placing objects down,grasp,sandblaster,scriber,"['saber saw', 'maul', 'sandblaster', 'burr', 'scriber']",False
preparing spices,grind,pestle,pestle,"['laundryhamper', 'pestle', 'pipe cutter', 'kitchen knife', 'cap opener']",True
making coffee powder,grind,pestle,pestle,"['instant noodle', 'pestle', 'moldboard plow', 'signet', 'pincer']",True
processing grains,grind,pestle,pestle,"['steel wool pad', 'pestle', 'cigar cutter', 'coffeemachine', 'vase']",True
hanging a picture on a wall,hammer,tack hammer,tack hammer,"['tack hammer', 'torque wrench', 'burin', 'butterknife', 'power tool']",True
assembling furniture,hammer,triphammer,bore bit,"['triphammer', 'desk', 'pitchfork', 'bore bit', 'corkscrew']",False
removing old fixtures,hammer,scythe,chisel,"['scythe', 'sponge', 'bread knife', 'ram', 'chisel']",False
repairing items,hammer,carpenter's hammer,carpenter's hammer,"['tissuebox', 'tennisracket', ""carpenter's hammer"", 'dresser', 'firmer chisel']",True
hammering nails,hammer,carpenter's hammer,carpenter's hammer,"['buffer', ""carpenter's hammer"", 'statue', 'scrubbrush', 'chain wrench']",True
opening doors and cabinets,handle,two handed saw,tire iron,"['hand ax', 'roach clip', 'tire iron', 'two handed saw', 'rock bit']",False
carrying containers,handle,router,dogbed,"['alligator wrench', 'router', 'dogbed', 'roomdecor', 'punch']",False
using appliances,handle,drum sander,bath tub basin,"['bath tub basin', 'drum sander', 'toiletpaperhanger', 'lawn mower', 'paper box']",False
heating coffee,heat,coffee machine,coffee machine,"['coffee machine', 'bread', ""carpenter's square"", 'clincher', 'ripping chisel']",True
cooking food,heat,stoveburner,stoveburner,"['apple', 'stoveburner', 'dibble', ""plumber's snake"", 'egg']",True
reheating soup,heat,microwave,microwave,"['die', 'watch', 'bread', 'paper towel roll', 'microwave']",True
boiling water,heat,coffee machine,coffee machine,"['head gasket', 'coffee machine', 'drawknife', 'water bottle', 'toiletpaperhanger']",True
melting envelope wax,heat,coffee machine,coffee machine,"['sidetable', 'spade', 'lancet', 'coffee machine', 'shampoo']",True
melting butter,heat,toaster,toaster,"['shear', 'palette knife', 'hook wrench', 'toaster', 'stemmer']",True
carrying items,hold,clipper,food box,"['food box', 'clipper', 'icepick', ""carpenter's hammer"", 'ottoman']",False
using tools,hold,seal,breast drill,"['breast drill', 'penknife', 'core drill', 'box wrench', 'seal']",False
stabilising objects,hold,rib joint plier,rib joint plier,"['rib joint plier', 'abrading stone', 'food cup', 'hatchel', 'bolo']",True
increasing brightness of the room,illuminate,lightbulb,lightbulb,"['plexor.n.wn.medicine', 'palette knife', 'coffee', 'lightbulb', 'hoe']",True
lighting up a room,illuminate,lightbulb,lightbulb,"['lightbulb', 'winebottle', 'edger', 'ripping chisel', 'posthole digger']",True
decreasing darkness,illuminate,curtain,curtain,"['portable saw', 'cap opener', 'curtain', 'float', 'bed']",True
hanging poster,increase,side table,curtain,"['side table', 'pipe wrench', 'slicer', 'lawn mower', 'curtain']",False
hanging painting,increase,counter top,counter top,"[""dentist's drill"", 'bill', 'lightswitch', 'tennis racket', 'counter top']",True
cleaning shower head,increase,ottoman,butterknife,"['punch', 'snip', 'food can', 'ottoman', 'butterknife']",False
getting a book from a high shelf,increase,arm chair,arm chair,"['egg', 'soapbar', 'chisel', 'reamer', 'arm chair']",True
placing a very delicate artifact on a shelf,increase,stool,stool,"['compass saw', 'bullnose', 'slip joint plier', 'edger', 'stool']",True
fixing light bulb outside your house,increase,sofa,spiral ratchet screwdriver,"['pencil', 'hob', 'sofa', 'spiral ratchet screwdriver', 'pitsaw']",False
putting objects on high shelf,increase,desk,desk,"['linoleum knife', 'circular saw', 'kitchen knife', 'desk', 'chisel']",True
mounting fixtures,install,pruner,book,"['basket ball', 'pruner', 'parang', 'moldboard plow', 'book']",False
setting up appliances,install,two handed saw,two handed saw,"['rammer', 'broad hatchet', 'cap', 'floorlamp', 'two handed saw']",True
assembling furniture,install,coping saw,electric hammer,"['tissuebox', 'wine bottle', 'electric hammer', 'gouge', 'coping saw']",False
moving furniture,lift,pitchfork,laundry hamper,"['shelving unit', 'cd', 'pipe wrench', 'pitchfork', 'laundry hamper']",False
carrying objects,lift,hayfork,kettle,"['hayfork', 'kettle', 'designedspade', 'rammer', 'camera']",False
accessing high shelves,lift,hayfork,hayfork,"['hayfork', 'moldboard plow', 'towelholder', 'axe', 'scissors']",True
labeling items,mark,o ring,shaping tool,"['lightbulb', 'spray bottle', 'folding saw', 'o ring', 'shaping tool']",False
measuring distances,mark,signet,signet,"['stemmer', 'shelvingunit', 'hayfork', 'sofa', 'signet']",True
tracking events,mark,bradawl,ball peen hammer,"['bradawl', 'cuttingtool', 'twist bit', 'pipe wrench', 'ball peen hammer']",False
melting butter,melt,soldering iron,soldering iron,"['catling', 'cold chisel', 'bull tongue', 'soldering iron', 'circular saw']",True
removing adhesives,melt,soldering iron,soldering iron,"['soldering iron', 'dirk', 'maul', 'bolo', 'broadax']",True
defrosting frozen food,melt,soldering iron,soldering iron,"['handstamp', 'abrader', 'graver', 'dresser', 'soldering iron']",True
mixing ingredients,mix,butter knife,butter knife,"['guitar pick', 'binder', 'dresser', 'awl', 'butter knife']",True
preparing drinks,mix,spoon,fridge,"['power saw', 'fridge', 'spoon', 'scriber', 'garden trowel']",False
combining cleaning solutions,mix,pestle,pestle,"['armchair', 'soapbottle', 'water bottle', 'hoe', 'pestle']",True
using appliances,operate,floorlamp,shelving unit,"['comb', 'floorlamp', 'ram', 'shelving unit', 'head gasket']",False
controlling devices,operate,handsaw,tap wrench,"['jointer', 'tap wrench', 'paper cutter', 'stiletto', 'handsaw']",False
handling tools,operate,compass saw,ram,"['compass saw', 'circular plane', 'ram', 'rake', 'riding mower']",False
removing skin from fruits and vegetables,peel,parer,parer,"['handstamp', 'parer', 'seal', 'towelholder', 'plate']",True
creating compost,peel,dirk,folding saw,"['drill', 'dirk', 'base ball bat', 'c d', 'folding saw']",False
making garnishes,peel,linoleum knife,food bag,"['screw wrench', 'dog bed', 'linoleum knife', 'trowel', 'food bag']",False
harvesting produce,pick,garden rake,garden rake,"['moldboard plow', 'pot', 'wrench', 'gangsaw', 'garden rake']",True
sorting items,pick,bottle,notebook,"['cold chisel', 'bottle', 'watering can', 'coffee', 'notebook']",False
picking up items,pick,baseballbat,clipper,"['baseballbat', 'desklamp', 'saw', 'seal', 'clipper']",False
creating a drainage,pierce,punch,hand drill,"['butcher knife', 'hand drill', 'punch', 'broad hatchet', 'hook wrench']",False
opening packages,pierce,bradawl,broad hatchet,"['stillson wrench', 'broad hatchet', 'spud', 'yataghan', 'bradawl']",False
making a small hole,pierce,bradawl,bradawl,"['bulldog wrench', 'keychain', 'handtowel', 'rounder', 'bradawl']",True
preparing food,pierce,punch plier,tray,"['battle ax', 'punch plier', 'cd', 'tray', 'desk']",False
clearing snow,plow,lister,gangsaw,"['lister', 'table knife', 'beading plane', 'dado plane', 'gangsaw']",False
tilling soil,plow,bull tongue,bull tongue,"['folding saw', 'drill', 'bull tongue', 'dining table', 'openside plane']",True
breaking up compacted soil,plow,bull tongue,bull tongue,"['scauper', 'graver', 'pincer', 'can opener', 'bull tongue']",True
connecting appliances,plug,pneumatic drill,stillson wrench,"['pneumatic drill', 'spreader', 'stillson wrench', 'stemmer', 'floorlamp']",False
charging devices,plug,pneumatic drill,alarm clock,"['pneumatic drill', 'alarm clock', 'box', 'keychain', 'dagger']",False
plugging devices in,plug,bandsaw,light switch,"['portable saw', 'bandsaw', 'beading plane', 'light switch', 'corkscrew']",False
checking the readiness of food,poke,screwdriver,screwdriver,"['soapbottle', 'cigar cutter', 'pipe cutter', 'dogbed', 'screwdriver']",True
creating a drainage,poke,screwdriver,air hammer,"['air hammer', 'apple', 'screwdriver', 'desktop', 'toilet']",False
pinning items on a wall,poke,phillips screwdriver,phillips screwdriver,"['pitsaw', 'pitsaw', 'box wrench', 'chain saw', 'phillips screwdriver']",True
polishing metal objects,polish,sandblaster,sandblaster,"['bolt cutter', 'monkey wrench', 'pitcher', 'tap wrench', 'sandblaster']",True
cleaning surfaces,polish,abrading stone,abrading stone,"['glue stick', 'shear', 'abrading stone', 'power saw', 'yataghan']",True
enhancing glass surfaces,polish,flat file,flat file,"['mug', 'stamp', 'dresser', 'flat file', 'folding saw']",True
maintaining floors,polish,rasp,rake,"['upset', 'jackscrew', 'rasp', 'flashlight', 'rake']",False
pouring liquids,pour,pitcher,pitcher,"['float', 'spiral ratchet screwdriver', 'flat tip screwdriver', 'pitcher', 'buffer']",True
preparing drinks,pour,pitcher,pitcher,"['punch plier', 'vacuum cleaner', 'watering can', 'pitcher', 'phillips screwdriver']",True
preparing cleaning solutions,pour,pitcher,pitcher,"['pitcher', 'poniard', 'jack', 'fore plane', 'poleax']",True
using appliances with a button,press,tamp,knife blade,"['knife blade', 'pillow', 'scrub brush', 'edger', 'tamp']",False
ironing clothes,press,stemmer,cloth,"['cloth', 'toiletpaperhanger', 'soapbottle', 'bumper jack', 'stemmer']",False
operating gadgets,press,tamp,cutter,"['cutter', 'tamp', 'breadknife', 'roomdecor', 'smooth plane']",False
reading a good night story,read,desktop,armchair,"['dining table', 'wateringcan', 'armchair', 'desktop', 'pruning knife']",False
reading instructions,read,cell phone,cell phone,"['hedge trimmer', 'cell phone', 'garden spade', 'electric drill', 'rock bit']",True
keeping up to date,read,laptop,laptop,"['t square', 'watering can', 'latchstring', 'laptop', 'openside plane']",True
enjoying leisure time,read,desktop,desktop,"['food box', 'fork', 'handtowel', 'spokeshave', 'desktop']",True
fixing broken appliances,repair,chamfer plane,tap wrench,"['tap wrench', 'rasp', 'chamfer plane', 'adz', 'palette knife']",False
patching damages furniture,repair,chain saw,hammer,"['chain saw', 'hammer', 'center bit', 'toilet', 'toiletpaperhanger']",False
maintaining plumbing,repair,buffer,fireman's ax,"['rubber eraser', 'wateringcan', ""fireman's ax"", 'buffer', 'apple']",False
rolling out dough,roll,flashlight,slouse,"['slouse', 'flashlight', 'rasp', 'beading plane', 'hedge trimmer']",False
painting walls,roll,food jar,spray bottle,"['food jar', 'mirror', 'spray bottle', 'curtain', 'counter top']",False
cleaning surfaces,rub,table knife,table knife,"['kitchenknife', 'linoleum knife', 'chain saw', 'table knife', 'pin wrench']",True
polishing furniture,rub,fish knife,fish knife,"['pot', 'fish knife', 'pruning knife', 'room decor', 'drilling bit']",True
removing stains,rub,tableknife,tableknife,"['electric drill', 'keyhole saw', 'tableknife', 'food can', 'hack']",True
cutting wood,saw,pruning saw,pruning saw,"['hammer', 'creditcard', 'pruning saw', 'scraper', 'socket wrench']",True
trimming branches,saw,folding saw,folding saw,"['gutter', 'sink', 'folding saw', 'window', 'crosscut saw']",True
sawing flooring planks,saw,pitsaw,folding saw,"['arm chair', 'showerglas', 'dry battery', 'folding saw', 'pitsaw']",False
serving ice cream,scoop,garden trowel,garden trowel,"['wateringcan', 'bath tub basin', 'toaster', 'lightswitch', 'garden trowel']",True
measuring ingredients,scoop,slick,slick,"['scriber', 'jigsaw', 'hob', 'lancet', 'slick']",True
cleaning a litter box,scoop,trowel,trowel,"['trowel', 'sinkbasin', 'spud', 'pointing trowel', 'slick']",True
assembling furniture,screw,screwdriver,screwdriver,"['garbage can', 'screwdriver', 'plastic box', 'arm chair', 'secateur']",True
mounting hardware,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['stemmer', 'poster', 'chisel', 'straightedge', 'spiral ratchet screwdriver']",True
screwing in screws,screw,phillips screwdriver,phillips screwdriver,"['phillips screwdriver', 'guitar pick', 'cap opener', 'shaver', 'drill']",True
repairing appliances,screw,spiral ratchet screwdriver,spiral ratchet screwdriver,"['spiral ratchet screwdriver', 'tennisracket', 'book', 'handtowelholder', 'coffee machine']",True
dividing food into portions,separate,broad hatchet,broad hatchet,"['desklamp', 'garden trowel', 'c d', 'broad hatchet', 'basketball']",True
cutting items in halve,separate,stiletto,stiletto,"['stiletto', 'eolith', 'tack hammer', 'gouge', 'desk']",True
changing an objects shape,shape,shaping tool,shaping tool,"['shaping tool', 'scauper', 'fridge', 'graver', ""bricklayer's hammer""]",True
removing skin from meat,skin,lochaber ax,coping saw,"['garden spade', 'teddybear', 'lochaber ax', 'coping saw', 'c d']",False
removing the peel from fruits and vegetables,skin,adz,reamer,"['reamer', 'sofa', 'adz', 'die', 'plunger']",False
removing unhealthy plant parts,skin,kitchen knife,kitchen knife,"['bore bit', 'saw set', 'food bag', 'kitchen knife', 'pallet']",True
opening packages,slit,blade,blade,"['power tool', 'hack', 'star drill', 'blade', 'putty knife']",True
creating ventilation,slit,knife blade,electric hammer,"['knife blade', 'trowel', 'barong', 'countertop', 'electric hammer']",False
cutting open food objects,slit,blade,blade,"['pen', 'alarmclock', 'blade', 'armchair', 'broadax']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['pot', 'lochaber ax', 'thinning shear', 'screw wrench', 'steel wool pad']",True
ironing clothes,smoothen,abrading stone,abrading stone,"['wood chisel', 'coal shovel', 'twist bit', 'dogbed', 'abrading stone']",True
