question,full_answer,final_answer,correct_answer
"In the recipe 'Steak & Asparagus Wraps', which steps occurs after 'Grill steak until medium'?
Options:
- Steam asparagus until tender
- Place tomatoes in dish
- Preheat oven
- Cook onion and jalapeno
- Marinate steak in bag",Step: Steam asparagus until tender,Steam asparagus until tender,Steam asparagus until tender
"In the recipe 'Lentils Vegetable Soup', which steps occurs after 'Add lentils, ginger, broth'?
Options:
- Puree soup until smooth
- Cook cauliflower; drain well
- Preheat oven to 375F
- Saute onions, carrots, celery
- Boil chicken stock, add spinach",Step: Cook cauliflower; drain well,Cook cauliflower; drain well,Puree soup until smooth
"In the recipe 'Harrison Muesli', which steps occurs after 'Stir oats, coconut, pecans'?
Options:
- Preheat oven to 350°F
- Blend soy milk, blueberries
- Cook lamb until browned
- Place ingredients in pie pan
- Stir in blueberry mixture",Step: Stir in blueberry mixture,Stir in blueberry mixture,Stir in blueberry mixture
"In the recipe 'Tinklee's Vanilla Crack', which steps occurs after 'Boil butter, sugar, vanilla'?
Options:
- Pour mixture over crackers
- Preheat oven to 350°F
- Beat egg whites to peaks
- Preheat oven
- Prepare cake batter",Step: Pour mixture over crackers,Pour mixture over crackers,Pour mixture over crackers
"In the recipe 'Erin's Mashed Potatoes', which steps occurs after 'Simmer potatoes until tender'?
Options:
- Preheat oven to 400 F
- Peel and quarter potatoes
- Mash potatoes to desired consistency
- Simmer ingredients until thick
- Mix potatoes with flour",Mash potatoes to desired consistency,Mash potatoes to desired consistency,Mash potatoes to desired consistency
"In the recipe 'Banana Cream Pie Smoothie', which steps occurs after 'Blend banana and ingredients'?
Options:
- Crush vanilla wafer cookie
- Brown stuffing mix
- Top with whipped cream
- Preheat oven and grease
- Toast bread",Step: Top with whipped cream,Top with whipped cream,Top with whipped cream
"In the recipe 'Rice Paper Wrapped Halibut Roasted with Foie Gras Gingered Spaghetti Squash and Wild Mushroom Ragout', which steps occurs after 'Wrap halibut in rice paper'?
Options:
- Shape dough into balls
- Cook broccoli and cauliflower
- Sear and bake halibut
- Soak rice wrappers
- Combine corned beef, cheddar, mayo",Sear and bake halibut,Sear and bake halibut,Sear and bake halibut
"In the recipe 'Frosty Lemon Ice Cream Sandwiches', which steps occurs after 'Blend ice cream and lemonade'?
Options:
- Pour over wafer base
- Line pan with wafers
- Melt chocolate and butter
- Line and grease pan
- Combine butter, sugar, syrup",Step: Pour over wafer base,Pour over wafer base,Pour over wafer base
"In the recipe 'Cooked Raspberry Jelly - CERTO Crystals', which steps occurs after 'Stir in pectin, boil'?
Options:
- Pour into sterilized jars
- Cook broccoli and cauliflower
- Pound chicken to thickness
- Combine first nine ingredients
- Crush raspberries, extract juice",Step: Pour into sterilized jars,Pour into sterilized jars,Pour into sterilized jars
"In the recipe 'Apple Cinnamon French Toast Strata', which steps occurs after 'Pour egg mixture over bread'?
Options:
- Bake until set, browned
- Marinate meat in steak sauce
- Add seltzer to blender
- Arrange bread, cheese, apples
- Peel and slice apples","Step: Bake until set, browned","Bake until set, browned","Bake until set, browned"
"In the recipe 'Quick & Easy Crab Dip', which steps occurs after 'Stir in sour cream'?
Options:
- Combine dry ingredients
- Break up crab chunks
- Brown sausage and beef
- Combine first nine ingredients
- Add cheese and seasonings",Step: Add cheese and seasonings,Add cheese and seasonings,Add cheese and seasonings
"In the recipe 'Sausage Bread', which steps occurs after 'Fill dough with sausage'?
Options:
- Arrange bread, cheese, apples
- Brown and drain sausage
- Combine all ingredients
- Bake bread until hollow
- Peel and quarter potatoes",Bake bread until hollow,Bake bread until hollow,Bake bread until hollow
"In the recipe 'Leek, Potato, and Bacon Casserole', which steps occurs after 'Cook leeks until tender'?
Options:
- Marinate meat in steak sauce
- Boil water, juice, sugar
- Fry bacon until crispy
- Cook fettuccine pasta
- Broil until cheese browns",Step: Fry bacon until crispy,Fry bacon until crispy,Broil until cheese browns
"In the recipe 'Margarita Madras', which steps occurs after 'Shake vigorously with ice'?
Options:
- Flatten roast, add cheese
- Pour into a glass
- Preheat oven and prepare pans
- Combine juices and alcohol
- Place fruits in bowl",Step: Pour into a glass,Pour into a glass,Pour into a glass
"In the recipe 'Lemon Cupcakes with Blueberry Compote Filling and Cream Cheese Frosting', which steps occurs after 'Fill with blueberry compote'?
Options:
- Shape meat into meatballs
- Core the cupcakes
- Top with cream cheese frosting
- Preheat oven
- Preheat oven to 350F",Step: Top with cream cheese frosting,Top with cream cheese frosting,Top with cream cheese frosting
"In the recipe 'Soft Pretzels with Queso Poblano Sauce and Mustard Sauce', which steps occurs after 'Boil pretzels in water solution'?
Options:
- Mix water, sugar, yeast, butter
- Preheat oven
- Bake pretzels until golden brown
- Combine corned beef, cheddar, mayo
- Cook and drain ground beef",Step: Bake pretzels until golden brown,Bake pretzels until golden brown,Bake pretzels until golden brown
"In the recipe 'Sausage and marmalade plait recipe', which steps occurs after 'Saute onion and garlic'?
Options:
- Preheat oven to 400°F
- Toast coconut in microwave
- Mix onion, garlic, sausage meat
- Preheat oven to 425F
- Preheat oven to 200C","Step: Mix onion, garlic, sausage meat","Mix onion, garlic, sausage meat","Mix onion, garlic, sausage meat"
"In the recipe 'Tex-Mex Caponata', which steps occurs after 'Arrange vegetables on baking sheets'?
Options:
- Cook pasta, drain, rinse
- Preheat oven to 425F
- Saute onions until tender
- Peel and quarter potatoes
- Mix ingredients until creamy","Step: Cook pasta, drain, rinse","Cook pasta, drain, rinse",Mix ingredients until creamy
"In the recipe 'Spanish Spiked Gazpacho in Cucumber Cups', which steps occurs after 'Puree ingredients until smooth'?
Options:
- Cut cucumber into rounds
- Cook and drain ground beef
- Toast bread
- Pour puree into cups
- Peel and halve pears",Step: Pour puree into cups,Pour puree into cups,Pour puree into cups
"In the recipe 'Lobster on the Barbie', which steps occurs after 'Grill shell side down'?
Options:
- Crack or split tails
- Marinade chicken in spice mix
- Blend ingredients until smooth
- Baste with butter mixture
- Boil water, juice, sugar",Step: Baste with butter mixture,Baste with butter mixture,Baste with butter mixture
"In the recipe 'Praline Kisses', which steps occurs after 'Beat egg white and salt'?
Options:
- Heat oil with spices
- Cook zucchini until tender
- Preheat oven and grease
- Soak rice wrappers
- Stir in flour and nuts",Step: Stir in flour and nuts,Stir in flour and nuts,Stir in flour and nuts
"In the recipe 'Apple Carrot Bones (dog treat)', which steps occurs after 'Combine flour, oats, sugar'?
Options:
- Brown and drain sausage
- Mix vinegar, mustard, salt
- Whisk eggs with salt
- Preheat oven, line baking sheet
- Stir flour into egg mixture",Step: Stir flour into egg mixture,Stir flour into egg mixture,Stir flour into egg mixture
"In the recipe 'Party Dog Appetizers', which steps occurs after 'Combine ingredients, bring to boil'?
Options:
- Saute onion in oil
- Blend first 7 ingredients
- Bake sausages with sauce
- Pierce chicken skin
- Whisk eggs with salt",Step: Bake sausages with sauce,Bake sausages with sauce,Bake sausages with sauce
"In the recipe 'Sweet Biscuit Wreath', which steps occurs after 'Roll biscuits on sugared surface'?
Options:
- Preheat oven to 400°F
- Flatten roast, add cheese
- Cook broccoli and cauliflower
- Preheat oven
- Bake in preheated oven",Step: Bake in preheated oven,Bake in preheated oven,Bake in preheated oven
"In the recipe 'Midnight Mashed Potatoes', which steps occurs after 'Saute garlic in butter'?
Options:
- Cook chops in butter
- Cook beef and sausage
- Bake in greased dish
- Boil potatoes until tender
- Place fruits in bowl",Step: Boil potatoes until tender,Boil potatoes until tender,Bake in greased dish
"In the recipe 'Tropical Banana Muffins', which steps occurs after 'Mix wet ingredients'?
Options:
- Combine dry ingredients
- Soak rice wrappers
- Steam butternut squash cubes
- Beat eggs, add sugar
- Spoon batter into cups","Step: Beat eggs, add sugar","Beat eggs, add sugar",Spoon batter into cups
"In the recipe 'Penne with Smoked Trout and Sugar Snap Peas', which steps occurs after 'Reserve water, drain pasta'?
Options:
- Combine pasta with cream, trout
- Preheat oven to 400°F
- Cook pasta and sugar snaps
- Combine peanut butter, Crisco
- Prepare and drain macaroni shells","Step: Combine pasta with cream, trout","Combine pasta with cream, trout","Combine pasta with cream, trout"
"In the recipe 'Dried Fruit Salad with Philly* Cream', which steps occurs after 'Add fruits, simmer'?
Options:
- Mix ingredients, pour dish
- Serve with Philly* cream
- Preheat oven and grease
- Melt chocolate and butter
- Boil water, juice, sugar",Step: Serve with Philly* cream,Serve with Philly* cream,Serve with Philly* cream
"In the recipe 'Amy's Cheesey , Bacon savory bites .', which steps occurs after 'Mix ingredients, refrigerate dough'?
Options:
- Heat breakfast links
- Preheat oven, grease tray
- Combine ingredients in bowl
- Boil chicken stock, add spinach
- Cut shapes, bake until golden","Step: Cut shapes, bake until golden","Cut shapes, bake until golden","Cut shapes, bake until golden"
"In the recipe 'Best Ever Fettuccine Alfredo', which steps occurs after 'Melt butter, add garlic'?
Options:
- Cook fettuccine pasta
- Marinate steak in bag
- Preheat oven
- Heat breakfast links
- Mix cream, egg, Parmesan","Step: Mix cream, egg, Parmesan","Mix cream, egg, Parmesan","Mix cream, egg, Parmesan"
"In the recipe 'Meringue Topping... You Don't Weep, It Doesn't Either!!', which steps occurs after 'Add sugar gradually, beat well'?
Options:
- Place ingredients in processor
- Crush raspberries, extract juice
- Saute onions until tender
- Bake until meringue is browned
- Beat egg whites to peaks",Step: Bake until meringue is browned,Bake until meringue is browned,Bake until meringue is browned
"In the recipe 'Cheesy Herbed Egg Sandwich', which steps occurs after 'Stir in cream cheese'?
Options:
- Brown meat and onion
- Top with muffin half
- Preheat oven to 425F
- Crush raspberries, extract juice
- Cook eggs until fluffy",Step: Cook eggs until fluffy,Cook eggs until fluffy,Top with muffin half
"In the recipe 'Curried Pumpkin and Smoked Salmon Soup', which steps occurs after 'Add stock and coconut milk'?
Options:
- Arrange bread, cheese, apples
- Add smoked salmon
- Preheat oven
- Saute onions and garlic
- Preheat oven, grease tray",Step: Add smoked salmon,Add smoked salmon,Add smoked salmon
"In the recipe 'Apples And Almonds In Flaky Pastry Recipe', which steps occurs after 'Mix filling ingredients'?
Options:
- Peel and slice apples
- Saute onions, carrots, celery
- Boil vegetables in soup pot
- Bake until golden brown
- Cook pasta, drain, rinse",Step: Bake until golden brown,Bake until golden brown,Bake until golden brown
"In the recipe 'Balsamic Chicken Pasta with Fresh Cheese', which steps occurs after 'Saute bell pepper'?
Options:
- Cook beef and sausage
- Brown beef with onion
- Cook linguine; drain
- Toss pasta with dressing
- Prepare and drain macaroni shells",Step: Cook linguine; drain,Cook linguine; drain,Toss pasta with dressing
"In the recipe 'Apple-Currant Bars', which steps occurs after 'Cream margarine and sugar'?
Options:
- Cook onion and pepper
- Bake until pick is clean
- Preheat oven
- Blend ingredients until smooth
- Combine juices and alcohol",Step: Preheat oven,Preheat oven,Bake until pick is clean
"In the recipe 'Chirashi (Scattered) Sushi', which steps occurs after 'Add avocado and vegetables'?
Options:
- Combine dry ingredients
- Add fish and toppings
- Place rice in bowls
- Shape mixture into patties
- Heat oil with spices",Step: Add fish and toppings,Add fish and toppings,Add fish and toppings
"In the recipe 'Dinner In A Skillet Recipe', which steps occurs after 'Fry meatballs until brown'?
Options:
- Cook linguine; drain
- Puree and strain soup
- Mix dry ingredients
- Shape into small meatballs
- Pour soup and milk mixture",Step: Cook linguine; drain,Cook linguine; drain,Pour soup and milk mixture
"In the recipe 'Super Easy Pie Crust', which steps occurs after 'Stir together with fork'?
Options:
- Pat mixture into pan
- Add ingredients, cover with water
- Butter 9x12x2-inch pan
- Mix crabmeat and vegetables
- Place ingredients in pie pan",Step: Pat mixture into pan,Pat mixture into pan,Pat mixture into pan
"In the recipe 'Old-Fashioned Sweet Potato Pie', which steps occurs after 'Combine potatoes, sugar, butter, eggs'?
Options:
- Pour mixture into pie crust
- Preheat oven to 350 degrees
- Combine first nine ingredients
- Preheat oven and roll dough
- Mix ingredients, pour dish",Step: Pour mixture into pie crust,Pour mixture into pie crust,Pour mixture into pie crust
"In the recipe 'Mummy Cupcakes', which steps occurs after 'Bake until toothpick clean'?
Options:
- Pipe pudding onto cupcakes
- Prepare cake batter
- Mix cocoa powder and honey
- Combine butter, sugar, syrup
- Mix all ingredients",Step: Pipe pudding onto cupcakes,Pipe pudding onto cupcakes,Pipe pudding onto cupcakes
"In the recipe 'Butternut Squash Soup or Bisque (Roasting Method)', which steps occurs after 'Roast squash, onion, apple'?
Options:
- Brown the meat
- Preheat oven to 450
- Puree with broth, herbs
- Boil pasta until al dente
- Prepare cake batter","Step: Puree with broth, herbs","Puree with broth, herbs","Puree with broth, herbs"
"In the recipe 'Left over Make over Turkey Pot Pie', which steps occurs after 'Stir in vegetables and soup'?
Options:
- Brown the meat
- Place fruits in bowl
- Bake until crust is golden
- Preheat oven to 400°F
- Boil vegetables in soup pot",Step: Bake until crust is golden,Bake until crust is golden,Bake until crust is golden
"In the recipe 'Whole Wheat Waffles', which steps occurs after 'Combine wet ingredients'?
Options:
- Wash and trim onions
- Cook in waffle iron
- Line and grease pan
- Microwave chocolate and milk
- Mix dry ingredients",Step: Mix dry ingredients,Mix dry ingredients,Cook in waffle iron
"In the recipe 'Hot Corned Beef Buns', which steps occurs after 'Spread mixture on buns'?
Options:
- Peel and slice apples
- Oil 9x13 pan
- Combine corned beef, cheddar, mayo
- Rub rims with lime
- Bake until heated through",Step: Bake until heated through,Bake until heated through,Bake until heated through
"In the recipe 'Creme Curd Cups', which steps occurs after 'Mix curd and cream cheese'?
Options:
- Toast cornmeal in skillet
- Blend first 7 ingredients
- Mix ingredients, pour dish
- Whip cream until stiff
- Fold cream into curd",Step 5: Fold cream into curd,Fold cream into curd,Fold cream into curd
"In the recipe 'Barbecue Baked Potatoes', which steps occurs after 'Microwave potatoes on HIGH'?
Options:
- Bake until potatoes tender
- Dissolve Jello in water
- Cook onion and jalapeno
- Wash and trim onions
- Pierce potatoes with fork",Step: Bake until potatoes tender,Bake until potatoes tender,Bake until potatoes tender
"In the recipe 'Crab Salad with Endive and Tomato-Cilantro Sauce', which steps occurs after 'Puree tomatoes and cilantro'?
Options:
- Grease fluted tube pan
- Mix crabmeat and vegetables
- Drizzle sauce over endive
- Combine noodles and ingredients
- Preheat oven to 350F",Step: Mix crabmeat and vegetables,Mix crabmeat and vegetables,Drizzle sauce over endive
"In the recipe 'Anise Biscotti', which steps occurs after 'Knead dough thoroughly'?
Options:
- Bake until firm
- Puree and strain soup
- Shape mixture into patties
- Preheat oven to 350°F
- Stir yeast into water",Step: Bake until firm,Bake until firm,Bake until firm
"In the recipe 'Blondie's Walnut Balls', which steps occurs after 'Add walnuts, sugar, rum'?
Options:
- Whisk eggs with salt
- Mix vinegar, mustard, salt
- Form into balls, roll
- Bake crescent dough until browned
- Melt chocolate with water","Step: Form into balls, roll","Form into balls, roll","Form into balls, roll"
"In the recipe 'Peach Scones', which steps occurs after 'Add butter, pulse until peas'?
Options:
- Dissolve Jello in water
- Beat egg whites to peaks
- Preheat oven to 400 F
- Cream sugar and butter
- Top scones with cinnamon glaze",Step: Cream sugar and butter,Cream sugar and butter,Top scones with cinnamon glaze
"In the recipe 'Frosty Strawberry Squares', which steps occurs after 'Bake crust until lightly browned'?
Options:
- Preheat oven
- Combine flour, nuts, sugar
- Freeze until firm
- Cream butter and sugar
- Soak wheat berries overnight",Step: Freeze until firm,Freeze until firm,Freeze until firm
"In the recipe 'Peanut Butter Bread', which steps occurs after 'Mix in milk, flour, baking powder'?
Options:
- Bake in oiled loaf pan
- Preheat oven to 400 F
- Cream peanut butter and sugar
- Boil water, juice, sugar
- Rub ribs with mix",Step: Bake in oiled loaf pan,Bake in oiled loaf pan,Bake in oiled loaf pan
"In the recipe 'Salt Free, Low Cholesterol Sugar Cookies Recipe', which steps occurs after 'Add egg beaters, mix'?
Options:
- Combine all ingredients
- Blend ingredients until smooth
- Cream sugar and butter
- Shape mixture into patties
- Mix baking powder, flour",Step: Blend ingredients until smooth,Blend ingredients until smooth,"Mix baking powder, flour"
"In the recipe 'Spoonriver Melon Mint Soup', which steps occurs after 'Add mint and blend'?
Options:
- Whisk yogurt into soup
- Drizzle halibut with oil
- Preheat grill to medium-high
- Prepare and drain macaroni shells
- Blend melon and juices",Step: Whisk yogurt into soup,Whisk yogurt into soup,Whisk yogurt into soup
"In the recipe 'Revoltillos', which steps occurs after 'Cook onions until transparent'?
Options:
- Add rice, olives, raisins
- Fry hamburger and onion
- Arrange bread, cheese, apples
- Place broccoli in dish
- Brown the meat","Step: Add rice, olives, raisins","Add rice, olives, raisins","Add rice, olives, raisins"
"In the recipe 'Wonderful and Good For Health Fruit Salad', which steps occurs after 'Add salt, pepper, cream'?
Options:
- Pat dry chicken, cut
- Combine corned beef, cheddar, mayo
- Garnish with mint leaves
- Place fruits in bowl
- Preheat oven to 400°F",Step: Place fruits in bowl,Place fruits in bowl,Garnish with mint leaves
"In the recipe 'Curry Wheat Berry Salad', which steps occurs after 'Cook wheat berries until tender'?
Options:
- Preheat oven and prepare chops
- Line plate with foil
- Soak wheat berries overnight
- Peel and halve pears
- Combine ingredients and mix",Step: Combine ingredients and mix,Combine ingredients and mix,Combine ingredients and mix
"In the recipe 'Half-Time Sunshine Bars', which steps occurs after 'Add wet ingredients, mix'?
Options:
- Preheat oven, grease tray
- Mix ingredients for dough
- Bake until lightly browned
- Cook sausage until browned
- Combine dry ingredients",Step: Bake until lightly browned,Bake until lightly browned,Bake until lightly browned
"In the recipe 'Grandma's Caramel Corn', which steps occurs after 'Pour mixture over corn'?
Options:
- Cook cauliflower; drain well
- Cream sugar and butter
- Return to oven, stir
- Wash and trim onions
- Combine butter, sugar, syrup","Step: Return to oven, stir","Return to oven, stir","Return to oven, stir"
"In the recipe 'Mango Atchar', which steps occurs after 'Pour mixture over mangos'?
Options:
- Simmer ingredients until thick
- Cook eggs until fluffy
- Combine dry ingredients
- Add oil and mix well
- Dissolve Jello in water",Step: Add oil and mix well,Add oil and mix well,Add oil and mix well
"In the recipe 'Caramelized Beef Skewers', which steps occurs after 'Preheat grill to medium-high'?
Options:
- Cook chops in butter
- Marinate meat in steak sauce
- Place tomatoes in dish
- Preheat oven to 350F
- Grill skewers, brush with sauce","Step: Grill skewers, brush with sauce","Grill skewers, brush with sauce","Grill skewers, brush with sauce"
"In the recipe 'Shalom Bayit Kugel (Potato Kugel)', which steps occurs after 'Mix with remaining ingredients'?
Options:
- Place ingredients in processor
- Pour mixture into pans
- Grate potatoes and onions
- Mix potatoes with flour
- Marinate meat in steak sauce",Step: Pour mixture into pans,Pour mixture into pans,Pour mixture into pans
"In the recipe 'Gyro Meat Loaf W/ Tzatziki Sauce', which steps occurs after 'Shape into a loaf'?
Options:
- Preheat oven
- Preheat oven to 425F
- Combine first nine ingredients
- Bake until no pink
- Blend ingredients until smooth",Step: Bake until no pink,Bake until no pink,Bake until no pink
"In the recipe 'My Family's Meat Stuffing for a Turkey', which steps occurs after 'Saute celery and onion'?
Options:
- Saute chicken and vegetables
- Add croutons and mix
- Cook beef and sausage
- Combine all ingredients
- Combine meats, onion, parsley",Step: Add croutons and mix,Add croutons and mix,Add croutons and mix
"In the recipe 'Honey Sriracha Chicken Wings', which steps occurs after 'Bake wings, turning halfway'?
Options:
- Drizzle halibut with oil
- Shape mixture into patties
- Preheat oven to 400°F
- Toss wings in sauce
- Preheat oven to 350F",Step: Toss wings in sauce,Toss wings in sauce,Toss wings in sauce
"In the recipe 'Almond Blondie Triangles Recipe', which steps occurs after 'Process almonds, sugar, butter'?
Options:
- Line and grease pan
- Cook pasta, drain, rinse
- Preheat oven to 350 degrees
- Preheat oven, line baking sheet
- Spread batter over crust",Step: Preheat oven to 350 degrees,Preheat oven to 350 degrees,Spread batter over crust
"In the recipe 'cheese omelette', which steps occurs after 'Pour eggs into pan'?
Options:
- Whisk eggs with salt
- Mix gochujang and seasonings
- Toss all ingredients
- Add cheese, flip omelette
- Mix and knead ingredients","Step: Add cheese, flip omelette","Add cheese, flip omelette","Add cheese, flip omelette"
"In the recipe 'Monkey Bread', which steps occurs after 'Coat biscuit pieces with sugar'?
Options:
- Line plate with foil
- Preheat oven and prepare pans
- Grease fluted tube pan
- Pour butter mixture over biscuits
- Brown beef with onion",Step: Pour butter mixture over biscuits,Pour butter mixture over biscuits,Pour butter mixture over biscuits
"In the recipe 'Crock Pot Chicken Tortillas Recipe', which steps occurs after 'Line crock pot with tortillas'?
Options:
- Heat oil in skillet
- Place rice in bowls
- Add chicken mix, onions, cheese
- Slice off top of bread
- Tear chicken, mix ingredients","Step: Add chicken mix, onions, cheese","Add chicken mix, onions, cheese","Add chicken mix, onions, cheese"
"In the recipe 'Corn & Mushroom Curry', which steps occurs after 'Add onion-tomato paste'?
Options:
- Cream peanut butter and sugar
- Drizzle halibut with oil
- Add corn, mushrooms, salt
- Heat oil with spices
- Cook zucchini until tender","Step: Add corn, mushrooms, salt","Add corn, mushrooms, salt","Add corn, mushrooms, salt"
"In the recipe 'Sweet and Spicy Red Pepper Dip', which steps occurs after 'Puree ingredients in processor'?
Options:
- Boil water, juice, sugar
- Refrigerate until chilled
- Combine ingredients in bowl
- Preheat oven to 350°F
- Cook onion and jalapeno",Step: Refrigerate until chilled,Refrigerate until chilled,Refrigerate until chilled
"In the recipe 'Shrimp and Caper Salad', which steps occurs after 'Add oil and vinegar'?
Options:
- Brown sausage and beef
- Preheat oven to 350F
- Chill in refrigerator
- Mix water, sugar, yeast, butter
- Toss all ingredients",Step: Toss all ingredients,Toss all ingredients,Chill in refrigerator
"In the recipe 'Mediterranean Style Lamb and Vegetable Stir-Fry', which steps occurs after 'Cook onion and vegetables'?
Options:
- Return lamb, add dressing
- Warm ghee, add wheat germ
- Toast bread
- Cook lamb until browned
- Add bacon bits to loaf",Step: Cook lamb until browned,Cook lamb until browned,"Return lamb, add dressing"
"In the recipe 'Irresistible Peanut Butter Cookies', which steps occurs after 'Mix in flour, salt'?
Options:
- Bake until set and brown
- Brown sausage and beef
- Combine peanut butter, Crisco
- Brown beef with onion
- Combine dry ingredients",Step: Combine dry ingredients,Combine dry ingredients,Bake until set and brown
"In the recipe 'Chicken Sausage Stir Fry', which steps occurs after 'Fry onion, pepper, carrots'?
Options:
- Toss all ingredients
- Cook sausage until browned
- Blend ingredients until smooth
- Preheat oven
- Add soy sauce, cook","Step: Add soy sauce, cook","Add soy sauce, cook","Add soy sauce, cook"
"In the recipe 'Green Bean Casserole (Mushroom, Garlic and Bacon, Oh My!)', which steps occurs after 'Mix ingredients in bowl'?
Options:
- Saute garlic and mushrooms
- Preheat oven
- Preheat oven to 350°F
- Bake until onions golden
- Steam butternut squash cubes",Step: Preheat oven to 350°F,Preheat oven,Bake until onions golden
"In the recipe 'Vegetable Fritto Misto With Lemon Mayonnaise', which steps occurs after 'Dip vegetables in egg wash'?
Options:
- Mix flour, salt, pepper
- Place tomatoes in dish
- Fry until lightly browned
- Marinate tuna in soy mayonnaise
- Preheat oven and prepare pans",Step: Fry until lightly browned,Fry until lightly browned,Fry until lightly browned
